x0,x1,x2,x3,x4,x5,y
-2.454493958070885079e-15,1.447537414378530229e-07,-6.578969787493876990e-25,-4.491097759455442429e-03,9.049569256603717804e-03,4.666269198060035706e-02,-3.141050915298048082e-26
-2.956874450691683587e-14,1.806257728276250418e-06,-8.536408216942224192e-24,2.015032060444355011e-02,4.935857374221086502e-03,-1.520758587867021561e-02,-2.195813558167251123e-25
-4.999563690290514256e-15,2.391211353369726567e-07,-7.414677197571438582e-25,-7.876169867813587189e-03,-5.768025293946266174e-02,1.881399890407919884e-03,-4.318745674785572033e-26
8.931328001119103605e-15,8.269942554761655629e-06,1.301397245978491933e-24,-4.455499816685914993e-03,-4.810747504234313965e-02,-4.065159708261489868e-03,6.309705183005427333e-26
-2.428775496693402758e-15,9.449119716009590775e-06,1.670280832603867978e-24,-4.755166824907064438e-03,9.161816537380218506e-02,1.011891174130141735e-03,1.532433675651834645e-25
8.193926528227927358e-15,6.723629439875367098e-07,-1.181816385153980721e-24,3.171703219413757324e-02,-1.803880790248513222e-03,-6.267046928405761719e-02,-8.303731696143120419e-26
4.655267667121217035e-15,2.922523378856567433e-07,9.023465928182876079e-24,1.348960562609136105e-03,4.235371481627225876e-03,-7.274922449141740799e-03,7.692871707506990092e-26
-1.352462673781919603e-14,1.189648699551071331e-07,-1.073687146919626769e-25,-9.349703043699264526e-02,-1.396695734001696110e-03,-3.714276105165481567e-02,-1.080282532532779746e-26
-1.065567532349204552e-14,1.665198396949563175e-06,9.959993706252209085e-24,6.582569796591997147e-03,8.863872289657592773e-02,-1.034939545206725597e-03,8.853322830422997811e-25
-1.676973108446187799e-14,1.302070558040213655e-07,9.887368607519620770e-25,7.406821474432945251e-03,-3.474071854725480080e-03,7.658069487661123276e-03,1.107986264410812378e-26
4.188056151877006528e-14,2.964715690723096486e-07,5.804840859677867580e-25,-3.225608263164758682e-03,-4.585373215377330780e-03,3.974710404872894287e-02,2.330094201011070397e-26
-2.895899344027572445e-15,6.240420589165296406e-06,7.640650348176523518e-24,-6.576851010322570801e-02,3.896955028176307678e-02,-3.192390501499176025e-02,6.329880054137421829e-25
1.605988020521309512e-14,1.737157475645290106e-07,3.709940853696817104e-25,-2.310669049620628357e-03,-2.316731214523315430e-02,8.456183224916458130e-02,3.253930439710561730e-26
1.547763483946817259e-14,2.416286633888375945e-06,-2.228244714664631597e-24,-1.855493709444999695e-02,5.882041156291961670e-02,8.512513339519500732e-02,-2.342352113402073394e-25
-2.098633563479314346e-14,1.970080802493612282e-06,-1.092051582274139042e-25,1.334481779485940933e-02,-9.973111562430858612e-03,-1.704751513898372650e-02,-2.603036838655233911e-27
9.438182352360709876e-15,2.841071307102538412e-07,-3.136023048688863743e-24,-1.506359549239277840e-03,-1.007569022476673126e-03,2.978663332760334015e-02,-9.358430098257462348e-26
-1.816364746597912833e-15,1.959411406460276339e-07,-2.233060118845326958e-25,7.914065383374691010e-03,7.170130312442779541e-02,1.744478591717779636e-03,-1.611327747227625367e-26
-2.134532852663025004e-14,9.106660172619740479e-07,7.397075344193242145e-24,-5.457621533423662186e-03,-3.276793286204338074e-03,7.322603836655616760e-03,7.177204427120494345e-26
7.532023643024368664e-14,6.441476898544351570e-07,5.766756232895607572e-24,-5.247802007943391800e-03,2.603389788419008255e-03,6.776785850524902344e-02,3.922581515446568296e-25
-2.089288587785436552e-14,5.526513177755987272e-06,5.281000240756183507e-25,-6.365507096052169800e-02,3.561148047447204590e-02,-1.837318181060254574e-03,3.853147642572486787e-26
-2.968876526389450758e-15,2.607755050121340901e-06,-3.137362435898315868e-25,-3.542263060808181763e-02,-1.221854821778833866e-03,8.473280817270278931e-03,-1.143331778159382461e-26
-1.798090857793848557e-15,4.783196345670148730e-06,1.875475017186882142e-25,-1.044531352818012238e-03,-1.984585449099540710e-02,-3.126756055280566216e-03,3.773041976172401834e-27
6.105678435714897989e-14,5.021902325097471476e-06,2.721630027137480949e-25,1.872009411454200745e-02,-1.191564742475748062e-02,-2.456007758155465126e-03,6.076349804256550126e-27
-8.191696290477806786e-14,1.646008769284890150e-07,4.238232620276210736e-25,-2.204083371907472610e-03,-7.624237984418869019e-02,2.059675939381122589e-02,3.348467715481522446e-26
1.015640530526015425e-14,2.911721139753353782e-06,2.923798363155196905e-24,-2.904724329710006714e-02,4.479226190596818924e-03,-5.465153604745864868e-02,1.814309700824439465e-25
1.337053259823056239e-15,8.622589575679739937e-07,1.446680575601687845e-24,1.171696279197931290e-02,-7.248310837894678116e-03,-5.644566193222999573e-02,8.405622326516147152e-26
-2.908272377804589637e-15,9.845881322689820081e-06,3.791450103944004454e-24,6.351632624864578247e-02,2.044807933270931244e-02,-9.032385796308517456e-02,4.257723401091958886e-25
-1.759399663312692999e-15,4.603788966051070020e-06,5.433510226524495956e-24,-6.758689880371093750e-03,3.738858178257942200e-02,6.621801853179931641e-02,4.148161468194207135e-25
2.258903377934731727e-14,2.499157858437683899e-07,2.885802286009547955e-24,-1.137430081143975258e-03,9.041681885719299316e-02,1.872755959630012512e-02,2.664834260632864033e-25
-2.041171695370529865e-14,5.277083232613222208e-07,-3.126062496469090637e-25,-2.055487129837274551e-03,-4.592487961053848267e-02,-1.091010309755802155e-02,-1.476994133606615666e-26
3.047086508892876688e-14,1.403580199621501379e-06,1.849126323395401703e-25,-1.624031807295978069e-03,-5.511107854545116425e-03,-1.361321285367012024e-02,2.732264041621695294e-27
-6.201469561126476265e-15,7.456200705746596213e-07,-5.796341376462176941e-25,-2.213587984442710876e-03,-3.067244403064250946e-02,9.964238107204437256e-02,-6.044420505043334122e-26
7.004079018429077569e-15,3.457481057012046222e-07,8.434524464450214854e-24,-2.264049137011170387e-03,2.045543165877461433e-03,-5.047244485467672348e-03,4.974571043168091135e-26
-3.541891985866379988e-14,4.586340480727812974e-07,3.748572604820654459e-25,-1.915804669260978699e-02,1.054142508655786514e-02,-2.547365380451083183e-03,8.252322462951603055e-27
-3.465425917146408574e-14,1.271198584618105087e-06,-6.114755713131388857e-25,3.317774971947073936e-03,6.031292024999856949e-03,1.530950609594583511e-02,-1.026414349025466534e-26
6.923156031747243477e-15,5.180260700399230700e-07,-2.067319579841777292e-25,1.297736261039972305e-02,3.695918247103691101e-03,1.873075030744075775e-02,-4.772387379829505768e-27
5.446208398542443097e-14,1.353677930637786631e-06,-2.837619204260520894e-25,1.519312267191708088e-03,-1.988113112747669220e-02,9.288704954087734222e-03,-6.241780253131613892e-27
5.916404519079598856e-14,5.072653493698453531e-06,-1.022632747061063309e-25,-2.198671363294124603e-02,6.171954050660133362e-02,4.465282894670963287e-03,-6.715712323474447135e-27
4.835714145193410751e-14,2.428704419799032621e-07,1.384684884528886901e-24,-8.579390123486518860e-03,2.623256528750061989e-03,-2.267413958907127380e-02,3.376485528014885749e-26
1.769698631039239630e-15,7.096339686540886760e-06,-2.949532928731962786e-25,-3.011357737705111504e-03,-3.524399176239967346e-02,-4.143914207816123962e-03,-1.050455886595647950e-26
-1.386942971020742495e-15,7.725477644271450117e-07,-1.286874094846243512e-25,-7.570019457489252090e-03,-5.348142236471176147e-03,-4.618142265826463699e-03,-1.332614291616698827e-27
7.096200204190087138e-15,2.232301540061598644e-06,-2.388494066862647664e-25,1.498548127710819244e-02,-1.354020321741700172e-03,1.349615212529897690e-02,-4.827737836059217172e-27
-2.846514993862041785e-15,1.431374840876742383e-07,1.484942030486233801e-25,1.182521809823811054e-03,3.322967514395713806e-02,1.357043255120515823e-02,5.332919660493688827e-27
-7.464761603715851929e-15,8.670107490615919232e-06,1.313138972166544218e-25,-4.150121472775936127e-03,-1.018461538478732109e-03,-7.724056392908096313e-02,1.015827049897983246e-26
9.436979565575608769e-15,1.344274096481967717e-06,4.140541564887837924e-25,6.329175550490617752e-03,-9.536780416965484619e-02,7.917677052319049835e-03,3.970985897331413140e-26
4.405146969313315786e-14,8.655057172290980816e-06,-1.136122307472345681e-24,3.539689350873231888e-03,-9.218067862093448639e-03,2.258578781038522720e-03,-1.150815941923271260e-26
5.031613299432248845e-15,3.250672762078465894e-07,-1.747456943854386175e-25,-1.184854190796613693e-02,4.969852510839700699e-03,-3.812357317656278610e-03,-2.341993019912082505e-27
8.386413918458519856e-15,1.594174705132900272e-06,1.330928032098310916e-25,4.664945416152477264e-03,4.684243351221084595e-02,5.315747577697038651e-03,6.305048977734678977e-27
2.724162990455289424e-15,5.428313215816160664e-06,-1.920722353077129208e-25,9.772881120443344116e-02,4.123279359191656113e-03,2.379607595503330231e-02,-1.933565255133160162e-26
-3.640210149372796744e-14,1.743460984471312258e-07,5.854205802974335446e-25,2.024426823481917381e-03,5.485031008720397949e-02,-8.914380520582199097e-02,6.128565462834381313e-26
-5.393669485923100609e-15,2.966938836834742688e-06,1.651567819336861171e-25,-9.087813086807727814e-03,3.592484863474965096e-03,-2.421535085886716843e-03,1.662745261917903596e-27
-5.002627408460733061e-14,1.930494875068688998e-07,1.402531284787701851e-24,-8.438125252723693848e-02,2.623981796205043793e-02,-7.509909570217132568e-02,1.626488698564720798e-25
4.893842543528389641e-15,2.331220457563176751e-06,-3.726172258467418337e-24,3.575135953724384308e-03,-2.470233477652072906e-02,-1.924412674270570278e-03,-9.328019510361192343e-26
1.442865229692950196e-14,4.961863851349335164e-06,2.029020382893297169e-25,4.379475954920053482e-03,-1.225666957907378674e-03,1.192807871848344803e-02,2.590170856254749420e-27
1.191859742444170787e-15,2.454976311128120869e-06,-1.835629430997039242e-24,-7.169662415981292725e-02,-3.163122804835438728e-03,2.566143404692411423e-03,-1.318206294146941252e-25
-2.529773164225163767e-15,1.770712970028398558e-06,-9.754568015645415842e-24,1.926159020513296127e-03,2.951246872544288635e-02,-1.014098152518272400e-02,-3.049820569093677135e-25
5.243962765243007432e-15,1.655960915059040417e-07,-1.160293104215930635e-24,-2.774682082235813141e-02,-9.300078265368938446e-03,6.784220226109027863e-03,-3.485523361448731290e-26
1.984950772881120297e-15,1.398207928104966413e-06,-5.327158464472927960e-25,-4.908768925815820694e-03,6.329280789941549301e-03,-1.479593478143215179e-02,-8.962862730682185772e-27
-5.453006261460632484e-15,2.172290805901866406e-06,-1.855951079561211422e-25,-2.401960827410221100e-02,-5.286630708724260330e-03,4.945830907672643661e-03,-4.656001507360240718e-27
-6.441990495729965627e-14,2.599731487862300128e-07,-6.057204365790989941e-25,-1.004192163236439228e-03,5.613781511783599854e-03,5.779055133461952209e-02,-3.517494722971932711e-26
-1.256026193967828275e-14,4.275814717402681708e-06,-9.471293783822113355e-25,3.038517665117979050e-03,2.994791977107524872e-02,4.260548856109380722e-03,-2.879433207950068167e-26
1.378484288251224238e-15,2.974844335312809562e-07,8.050096768117911381e-24,1.268065907061100006e-02,-6.973125506192445755e-03,1.143070869147777557e-03,1.168596358281447548e-25
-2.592016745079435587e-15,4.174189598415978253e-07,-1.711787537992976736e-24,2.820524154230952263e-03,2.298968471586704254e-02,-3.087563207373023033e-03,-3.999924150303797991e-26
-9.915794585164255937e-15,1.180243316412088461e-06,-8.432056118677778308e-24,-4.476607963442802429e-02,6.685640662908554077e-03,5.767643451690673828e-03,-3.847425504410998094e-25
1.002393612857315972e-15,2.558588221290847287e-07,-2.103592069865228195e-24,-1.210487913340330124e-03,9.942502528429031372e-02,-1.502598728984594345e-02,-2.115400282236448639e-25
2.456183577042420595e-15,8.837761924951337278e-06,3.531302562152420335e-25,-8.532183244824409485e-03,1.113999285735189915e-03,-4.043374583125114441e-02,1.459811140717188299e-26
8.908846560852848318e-14,1.698077909395578899e-07,3.245697985911288403e-24,4.258159082382917404e-03,8.255898952484130859e-02,5.740739405155181885e-02,3.266683115800558030e-25
-7.058481403532379517e-14,9.034810091179679148e-07,-1.701049735914431340e-25,8.515599370002746582e-02,-2.915768651291728020e-03,4.568577278405427933e-03,-1.451476640364253648e-26
-2.001794446553745686e-15,5.881109700567321852e-06,-2.262728930971656330e-25,1.548496354371309280e-02,1.467108819633722305e-02,4.018927458673715591e-03,-4.911616322183158945e-27
-4.139976190098600128e-14,1.638594540054327808e-07,1.254491970984503181e-25,-5.257032066583633423e-02,-5.158892646431922913e-02,-2.026861719787120819e-02,9.583426632898907850e-27
-1.571051638392037542e-14,6.650103841820964590e-06,-1.180552038338137745e-25,-1.971511868759989738e-03,2.107504755258560181e-03,1.093199755996465683e-02,-1.334791459122331378e-27
-8.838074755824088663e-15,2.454405603202758357e-07,-6.313545209980623490e-25,2.076091244816780090e-03,2.580207400023937225e-02,1.155350543558597565e-02,-1.789687503079745075e-26
-7.499082870518827826e-14,1.480127593822544441e-07,1.082601743534786677e-24,-1.372583792544901371e-03,-1.730170100927352905e-02,1.861900091171264648e-02,2.755641518547051992e-26
5.843312690808309673e-15,1.368376700838780380e-07,-1.641331116496454135e-25,-3.490582853555679321e-02,-3.238084539771080017e-02,5.375855416059494019e-02,-1.178667585221032832e-26
-8.552982100503130763e-15,1.932389039893678273e-07,7.147754277376330922e-24,-4.741506278514862061e-02,-8.275873214006423950e-02,4.408129956573247910e-03,6.824749756314864244e-25
-4.318084518423193074e-14,3.158178856210724916e-07,1.246310793144069220e-24,-1.229895860888063908e-03,-3.260635584592819214e-02,-1.485676853917539120e-03,4.070868322032828414e-26
2.150469438752435763e-14,6.103666692069964483e-07,3.933373674971864077e-24,1.544622005894780159e-03,-1.650784723460674286e-02,-5.540820211172103882e-02,2.274892919611131451e-25
-6.627445987839042374e-14,5.839695404574740678e-06,1.940227062218235166e-24,-1.637667790055274963e-02,1.862452924251556396e-02,-2.598611870780587196e-03,4.838217668295803652e-26
2.243697950685390879e-15,1.577786576945072738e-07,-2.032361332086424595e-25,-5.530304834246635437e-02,9.275435656309127808e-02,-2.669939026236534119e-02,-2.260827745375194582e-26
3.979634801359139759e-15,9.940117706719320267e-07,-8.069113739352461160e-25,3.009775653481483459e-03,7.313577085733413696e-02,-2.332535572350025177e-02,-6.199039091359399048e-26
2.012630539047969951e-15,1.760234908942948096e-07,-8.378605270322718211e-24,6.988572422415018082e-03,-1.062776613980531693e-02,2.075567143037915230e-03,-1.079824854540795563e-25
4.784916562907033655e-14,1.326243506127866567e-07,2.631863572580118963e-25,-9.331211447715759277e-02,9.370988234877586365e-03,2.357084862887859344e-02,2.544966044897674424e-26
-1.814713709977124750e-14,3.333409040351398289e-06,9.138903297102713926e-25,-2.088554203510284424e-03,6.982495076954364777e-03,-2.848735544830560684e-03,7.151306832344308062e-27
2.916718143321662265e-15,1.890557200567855034e-06,-3.665636206588309146e-25,8.703589439392089844e-03,-1.398787274956703186e-02,3.417830914258956909e-02,-1.390803375991442577e-26
1.263787345105282615e-15,2.524199999243137427e-06,-1.819451077122314122e-24,1.981318928301334381e-03,-1.164189190603792667e-03,-1.385662052780389786e-02,-2.555580075932785808e-26
1.445014596972431665e-15,4.492706921155331656e-06,-9.392801137676491155e-24,-9.746627509593963623e-02,-1.023218384943902493e-03,-1.258415542542934418e-02,-9.231304547083514091e-25
1.011480264678104885e-15,1.056661673715098004e-07,-1.446608394828860123e-24,2.568537369370460510e-03,1.501859351992607117e-02,-8.072533644735813141e-03,-2.494388043070154591e-26
-7.278947986076676063e-15,2.735131374720367603e-07,1.212981493854191336e-25,-5.147225223481655121e-03,-4.158914834260940552e-02,-3.530825302004814148e-02,6.646899616933468953e-27
-1.754147804929832161e-14,6.772169740543176886e-07,8.163614345417280743e-25,1.133696991018950939e-03,3.123955428600311279e-02,-3.160802414640784264e-03,2.564967828853706950e-26
-1.498086018029889249e-14,3.818479967776511330e-07,-2.790709639835360003e-24,-1.067171921022236347e-03,-6.815907359123229980e-02,-2.198329893872141838e-03,-1.903343993854143200e-25
-2.293216555573061345e-15,6.190973635966656730e-07,1.034324343603779128e-25,-1.114537846297025681e-02,6.989660114049911499e-02,1.218132791109383106e-03,7.321992758851615717e-27
-4.845885994450398193e-14,5.746806436945917085e-06,-2.460073579769172104e-25,-3.518283367156982422e-02,-9.875538945198059082e-02,5.684094037860631943e-03,-2.582815652759936791e-26
1.485084739915893542e-14,4.242329396220156923e-06,1.050556833058125041e-24,-7.688785344362258911e-02,-4.221674054861068726e-03,2.564731799066066742e-02,8.526580587784980826e-26
1.797840559557934911e-15,1.819034451955303666e-07,-1.580664754656563748e-24,-1.440737396478652954e-03,1.214904594235122204e-03,7.393334805965423584e-02,-1.169017905827675026e-25
-1.294676942625752440e-15,6.185691177051921841e-07,1.306971534350009907e-24,-9.124663472175598145e-02,2.354349941015243530e-03,-3.194900602102279663e-02,1.263932047570153436e-25
-1.660923528161613316e-14,2.350136014683812391e-07,7.290191791283942035e-24,6.836926098912954330e-03,3.020628914237022400e-02,1.216609682887792587e-02,2.425758376911090972e-25
5.739966200913812489e-14,5.076663569525408093e-07,1.337187668033142933e-24,-1.641783630475401878e-03,-6.782688200473785400e-02,-4.854780156165361404e-03,9.095579179447492399e-26
-1.181168174946571787e-15,5.066819085186580196e-06,1.590804822036081210e-25,-6.194255128502845764e-02,-8.471502922475337982e-03,-1.286579668521881104e-02,1.015399031227142627e-26
1.440874871673492041e-14,2.286837570864008740e-06,7.937904970177379082e-24,4.105859994888305664e-02,3.342699725180864334e-03,9.413597173988819122e-03,3.354268123435951037e-25
-5.339096677790811096e-14,4.312340138312720228e-07,3.231931968684729137e-24,2.855516783893108368e-02,1.119443681091070175e-03,2.476388774812221527e-02,1.222123775448120659e-25
-3.058644442864751067e-14,2.662688984855776653e-07,-1.647941894141722654e-25,-8.766984194517135620e-02,2.383906021714210510e-02,-7.559200283139944077e-03,-1.502381125835946005e-26
2.379744655728408681e-14,1.296488107982440852e-06,-9.777362940362682200e-25,2.631189301609992981e-03,2.296826336532831192e-03,1.446024235337972641e-02,-1.454486329606946469e-26
-3.078233562077664458e-15,1.882515448414778803e-06,-2.353294846752653236e-25,3.471858799457550049e-02,4.158490523695945740e-02,-5.493102595210075378e-03,-1.281381281015092895e-26
3.257381242180185793e-15,1.926897255088988459e-07,-9.124915807177013861e-25,-3.905417863279581070e-03,-1.375389634631574154e-03,2.041023038327693939e-02,-1.900353286576982259e-26
1.459397957570638532e-14,1.272584881917282473e-06,6.967945759982845359e-25,2.051751874387264252e-02,-3.396399552002549171e-03,-9.794317185878753662e-03,1.601768047281269332e-26
-1.568691677546044973e-15,1.493711323519164580e-07,-1.282848858121643435e-24,-6.028803437948226929e-02,8.761492371559143066e-02,-1.239520614035427570e-03,-1.364444513289855774e-25
7.560191723685310422e-15,1.522503225714899600e-07,4.249475860327873207e-25,-7.969159632921218872e-03,-1.643535681068897247e-03,-1.944397389888763428e-02,8.956992496211693477e-27
-4.734087047478545071e-15,4.089403773832600564e-06,1.156820439903534589e-24,4.039837047457695007e-03,6.706164032220840454e-02,2.456680405884981155e-03,7.777085690627244122e-26
7.662044047460851021e-15,6.899993536535475869e-07,-5.608724911044040109e-24,-3.533615171909332275e-02,5.838120356202125549e-02,3.480657003819942474e-03,-3.832496804817756208e-25
-1.478643901384971843e-14,1.165382855106145144e-06,-3.475381149353627759e-24,-7.059992756694555283e-03,-3.681926755234599113e-03,-1.204594969749450684e-03,-2.798731196602003150e-26
3.204111170720773394e-14,4.842476641897519585e-07,-8.021245659623650163e-25,2.778328955173492432e-03,4.669640958309173584e-02,-2.986034378409385681e-02,-4.451548559286782759e-26
-5.001797739688897473e-15,3.570245894479739945e-07,1.493115985319004332e-24,6.430968176573514938e-03,-2.376355230808258057e-02,1.822962798178195953e-02,4.573867913765913781e-26
-6.007810216110062718e-14,3.846382696792716160e-06,-2.069856630468677931e-25,-7.418857421725988388e-03,-9.260399267077445984e-03,2.958936616778373718e-03,-2.531238940700455513e-27
3.386717582808465576e-14,2.528350933062029071e-06,-8.697585910514265661e-25,2.596620097756385803e-02,4.498574417084455490e-03,7.550756912678480148e-03,-2.384304506713704557e-26
-1.797120158036295129e-14,4.770173291035462171e-06,2.402296815425106284e-24,3.948757890611886978e-03,-1.688610576093196869e-02,-1.032523624598979950e-02,4.848497820115756064e-26
-3.281034637232262130e-14,7.196127853603684343e-07,-3.762884020755560903e-25,1.290655345655977726e-03,-1.768384245224297047e-03,1.233087619766592979e-03,-9.454861949833315675e-28
-5.559447894447691607e-14,3.411805380437726853e-07,-2.823308774401745977e-25,6.976471096277236938e-02,-1.587446662597358227e-03,-5.159175489097833633e-03,-1.975560080533326064e-26
2.437192251332031927e-15,3.734304527824860997e-06,-1.142436991107220151e-25,1.076614297926425934e-02,-1.588937710039317608e-03,1.040636282414197922e-02,-1.720219248504296366e-27
-1.671486029013874441e-14,2.394153284512867685e-07,3.570520141105997445e-24,-7.723223417997360229e-02,-1.490463409572839737e-02,-2.691189758479595184e-03,2.810116801395154725e-25
1.635136541818698122e-15,1.851215216674972908e-07,5.095879731242165956e-24,1.239857915788888931e-02,-6.313176359981298447e-03,6.499762088060379028e-02,3.387235606741268647e-25
-7.062143550479833484e-15,1.280565356864826754e-06,1.193032803934865678e-25,-1.788598718121647835e-03,8.022662252187728882e-03,-2.731573302298784256e-03,1.033359830183910223e-27
-1.686941161576065856e-14,4.126515591451607179e-07,-5.309719806694499120e-24,-2.411155588924884796e-02,1.033009728416800499e-03,-9.892676770687103271e-02,-5.406780660827213497e-25
-1.027439191261499477e-14,9.226535439665894955e-06,8.261621142382968265e-24,-2.904169261455535889e-02,3.850572509691119194e-03,4.888800438493490219e-03,2.453780934935837246e-25
5.240508564884104395e-15,4.894138783129164949e-06,-1.461148087388214897e-24,-1.446086098439991474e-03,6.104193162173032761e-03,-5.755011364817619324e-02,-8.458732386960151772e-26
2.010180792709568426e-14,2.910352634444279829e-07,-1.783844878740935516e-25,2.224094793200492859e-02,5.959477648138999939e-02,8.560089021921157837e-02,-1.902427744238680638e-26
-2.140193404442936043e-14,6.450408136515761726e-07,1.542586142938706050e-24,-8.723971992731094360e-02,5.061406642198562622e-02,1.698310021311044693e-03,1.556058703908523100e-25
7.291080886013146661e-15,1.592134566408276442e-07,3.765643702721056884e-24,-3.458427637815475464e-02,2.225473709404468536e-02,-7.487074285745620728e-02,3.216700395807688959e-25
5.035452052749205334e-15,1.052506831911159679e-06,-1.656263168748543209e-24,8.697705343365669250e-03,-2.357106283307075500e-02,1.797057501971721649e-02,-5.116182052714160221e-26
-5.140548089196256276e-15,5.043963028583675623e-06,-1.342363803514653890e-25,-2.089973166584968567e-02,1.575067406520247459e-03,3.697998123243451118e-03,-2.856917353563231432e-27
1.028389795162379296e-15,8.583743692724965513e-06,-1.419810839182308928e-25,-4.128507804125547409e-03,3.745237737894058228e-02,1.744141569361090660e-03,-5.355467677910596829e-27
7.996080807573004157e-15,1.020600734591425862e-06,-3.898823736690673118e-25,-6.865841150283813477e-02,-1.100308145396411419e-03,-1.184541173279285431e-02,-2.716756222597895945e-26
8.780163113220312149e-15,1.422433797415578738e-06,-2.201728930272664032e-24,4.291951190680265427e-03,2.330981567502021790e-02,3.606368321925401688e-03,-5.278524080330404615e-26
-2.039369378665362165e-14,1.195030421285991906e-07,1.124801882311487992e-25,1.220803358592092991e-03,3.194624185562133789e-02,1.867811754345893860e-02,4.164691771129201445e-27
4.363515638768945826e-15,3.667296368803363293e-07,1.826120304430278861e-24,-2.009949879720807076e-03,-1.516981399618089199e-03,5.066914018243551254e-03,1.033247702542547998e-26
-8.471273067246244681e-15,1.413958159446337959e-07,-4.149208779653501180e-24,6.317450664937496185e-03,-1.543670240789651871e-02,-2.495236694812774658e-03,-6.997639963569561533e-26
-5.925880446067122165e-14,9.167732173409604002e-07,1.943085203885464044e-25,1.281608827412128448e-03,-2.020139712840318680e-03,1.974157989025115967e-03,6.026943538207195487e-28
1.187996954567335957e-15,9.476198670199664775e-07,1.111755380186200152e-24,-5.547309760004281998e-03,5.679593887180089951e-03,1.516545889899134636e-03,8.986005475265920553e-27
-1.493640535012814505e-15,5.062322998128365725e-06,-6.208633907941989062e-24,1.285263337194919586e-02,-7.768411654978990555e-03,1.155784004367887974e-03,-9.351658836721787929e-26
-7.242365480117710086e-15,4.798767349711852148e-06,-3.240704447077432822e-25,1.722821965813636780e-03,2.285080030560493469e-03,-2.236737404018640518e-03,-1.177080811539852189e-27
4.233871825180812731e-14,1.030589032779971603e-06,-2.298553816387104174e-25,-8.219619840383529663e-02,-1.647356711328029633e-02,-1.760226674377918243e-02,-1.968914081481234591e-26
-9.042109238004830685e-14,8.672834610479185358e-07,-5.161139728740771447e-25,8.663304150104522705e-03,-1.373204286210238934e-03,-1.139843021519482136e-03,-4.565137288142017563e-27
-6.319777193968326157e-14,4.399834324431139976e-06,7.588382889786908092e-25,-1.771058328449726105e-02,-1.356856315396726131e-03,3.892773762345314026e-02,3.246971823709897320e-26
4.230048657270085721e-14,1.550217234580486547e-06,9.853283899957283902e-25,2.494696155190467834e-02,-9.110600687563419342e-03,-5.426422506570816040e-02,5.952851626577058565e-26
-7.095539942007702411e-15,3.382056092959828675e-07,-4.222312914170784955e-24,2.171410946175456047e-03,-7.387284934520721436e-02,-4.410370066761970520e-02,-3.633900332371267842e-25
