scenario,algorithm,dataset_rel,dataset_name,dataset_median_ood_log_nmse,dataset_median_id_log_nmse,n_runs,n_metric_complete
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/vladislavleva/Vladislavleva-4,Vladislavleva-4,-0.8629983166242468,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/vladislavleva/Vladislavleva-4,Vladislavleva-4,-0.9284980306601603,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,feynman_I_27_6,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,feynman_I_27_6,-1.3187667871877722,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,feynman_I_27_6,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,feynman_I_27_6,-0.6427368802776663,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,feynman-i.43.31,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,feynman-i.43.31,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,feynman-i.43.31,-0.11174066885230745,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,feynman-i.43.31,12.0,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,feynman-ii.34.11,-0.010605587887708719,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,feynman-ii.34.11,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,feynman-ii.34.11,0.03215725486962765,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,feynman-ii.34.11,0.00011032871434598032,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,III.21.20_3_0,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,III.21.20_3_0,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,III.21.20_3_0,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,III.21.20_3_0,-0.24088505899532459,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srbench1.0/feynman/feynman_II_15_4,feynman_II_15_4,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srbench1.0/feynman/feynman_II_15_4,feynman_II_15_4,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srbench1.0/feynman/feynman_II_15_4,feynman_II_15_4,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srbench1.0/feynman/feynman_II_15_4,feynman_II_15_4,-0.2468714986274256,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow1,strogatz_shearflow1,0.4140756240265627,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow1,strogatz_shearflow1,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow1,strogatz_shearflow1,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srbench1.0/strogatz/strogatz_shearflow1,strogatz_shearflow1,0.21033628120499553,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,feynman-i.18.16,-0.16746246705491882,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,feynman-i.18.16,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,feynman-i.18.16,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,feynman-i.18.16,0.08972027644727179,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a,feynman-ii.34.2a,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a,feynman-ii.34.2a,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a,feynman-ii.34.2a,0.0007276868478228223,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a,feynman-ii.34.2a,0.45640715423539346,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt,first_principles_leavitt,-3.302233483510679,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt,first_principles_leavitt,-3.25943888394075,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt,first_principles_leavitt,-2.983469088945533,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt,first_principles_leavitt,-3.3316824298262633,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22,feynman-i.39.22,-0.6085569930404204,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22,feynman-i.39.22,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22,feynman-i.39.22,-0.30364700617306295,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22,feynman-i.39.22,-0.21633640645391938,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,feynman-i.11.19,-0.18830120685178486,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,feynman-i.11.19,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,feynman-i.11.19,-0.48294807538095835,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,feynman-i.11.19,-0.18856471786728202,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_4_0,I.11.19_4_0,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_4_0,I.11.19_4_0,-1.155697663322545,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_4_0,I.11.19_4_0,-1.105195531201642,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_4_0,I.11.19_4_0,-0.18726686576295026,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,strogatz_predprey2,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,strogatz_predprey2,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,strogatz_predprey2,-0.29730671650452445,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srbench1.0/strogatz/strogatz_predprey2,strogatz_predprey2,-0.44857399822334454,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag2,strogatz_barmag2,2.193986387382693,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag2,strogatz_barmag2,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag2,strogatz_barmag2,-0.00340942118654548,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag2,strogatz_barmag2,-0.36686392121391864,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,strogatz_barmag1,1.7272190912813568,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,strogatz_barmag1,-11.787797805245637,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,strogatz_barmag1,-0.2282613046253027,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,strogatz_barmag1,-0.5665589924237973,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11,feynman_I_12_11,-0.8756197169749799,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11,feynman_I_12_11,-0.6881236143160218,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11,feynman_I_12_11,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11,feynman_I_12_11,-0.19039287839050753,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.4.23,feynman-ii.4.23,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.4.23,feynman-ii.4.23,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.4.23,feynman-ii.4.23,0.513847218329239,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.4.23,feynman-ii.4.23,-6.039885907142101,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srbench1.0/strogatz/strogatz_vdp1,strogatz_vdp1,-11.976587122373251,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srbench1.0/strogatz/strogatz_vdp1,strogatz_vdp1,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srbench1.0/strogatz/strogatz_vdp1,strogatz_vdp1,-0.3560776626496324,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srbench1.0/strogatz/strogatz_vdp1,strogatz_vdp1,-0.03622151939035476,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_easy/feynman-iii.7.38,feynman-iii.7.38,-11.270802136091529,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_easy/feynman-iii.7.38,feynman-iii.7.38,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_easy/feynman-iii.7.38,feynman-iii.7.38,0.00028105333087741175,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_easy/feynman-iii.7.38,feynman-iii.7.38,-6.64037506206005,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,II.11.27_1_0,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,II.11.27_1_0,-1.3101906039473759,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,II.11.27_1_0,-0.5410177231231414,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/lsrtransform/II.11.27_1_0,II.11.27_1_0,-1.4099349192218522,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.13.12,feynman-i.13.12,3.928778558805402,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.13.12,feynman-i.13.12,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.13.12,feynman-i.13.12,12.0,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.13.12,feynman-i.13.12,12.0,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19,feynman-iii.10.19,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19,feynman-iii.10.19,12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19,feynman-iii.10.19,-0.2544418845306566,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.10.19,feynman-iii.10.19,12.0,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/chem_react/CRK11,CRK11,-4.513216498434519,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/chem_react/CRK11,CRK11,12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/chem_react/CRK11,CRK11,1.7628032421869175,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/chem_react/CRK11,CRK11,-2.234013579985391,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.32.5,feynman-i.32.5,-0.7452276865173647,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.32.5,feynman-i.32.5,-12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.32.5,feynman-i.32.5,-0.14165821666928363,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.32.5,feynman-i.32.5,-0.07905962974474741,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/chem_react/CRK10,CRK10,-4.35203361820032,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/chem_react/CRK10,CRK10,12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/chem_react/CRK10,CRK10,-0.1598449893175789,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/chem_react/CRK10,CRK10,0.47605149594321444,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/chem_react/CRK34,CRK34,-5.316829668890236,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/chem_react/CRK34,CRK34,10.216124501272287,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/chem_react/CRK34,CRK34,0.0,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/chem_react/CRK34,CRK34,1.5357496684842196,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/phys_osc/PO19,PO19,3.4532639046487295,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/phys_osc/PO19,PO19,-2.0991263633717754,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/phys_osc/PO19,PO19,-0.65517517292924,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/phys_osc/PO19,PO19,5.334429443585382,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/chem_react/CRK0,CRK0,-4.565396854455678,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/chem_react/CRK0,CRK0,7.273461435127614,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/chem_react/CRK0,CRK0,0.0,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/chem_react/CRK0,CRK0,0.23591981688727448,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16,feynman-i.29.16,-1.0526490200490426,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16,feynman-i.29.16,-0.9458485384272436,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16,feynman-i.29.16,-1.0195753928087543,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16,feynman-i.29.16,-1.1103623542365852,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/phys_osc/PO41,PO41,1.7164122764523286,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/phys_osc/PO41,PO41,-1.999234739846317,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/phys_osc/PO41,PO41,-0.730758807534951,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/phys_osc/PO41,PO41,4.047146492118783,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srbench1.0/feynman/feynman_test_15,feynman_test_15,-2.0826713078381514,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srbench1.0/feynman/feynman_test_15,feynman_test_15,-0.22466148355318324,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srbench1.0/feynman/feynman_test_15,feynman_test_15,-1.0272691995559449,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srbench1.0/feynman/feynman_test_15,feynman_test_15,-0.8695009461379919,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/chem_react/CRK33,CRK33,-4.325652328392619,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/llm-srbench/chem_react/CRK33,CRK33,11.472066623572783,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/llm-srbench/chem_react/CRK33,CRK33,2.613795802274732,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/llm-srbench/chem_react/CRK33,CRK33,0.642391787079906,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t,feynman-i.15.3t,-4.312477045487707,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t,feynman-i.15.3t,12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t,feynman-i.15.3t,-4.314387643910653,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t,feynman-i.15.3t,-4.239071839976828,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20,feynman-bonus.20,-0.04974844116836118,,3,3
previous_probe4_664_restricted_core50_3seed,imcts,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20,feynman-bonus.20,12.0,,3,3
previous_probe4_664_restricted_core50_3seed,dso,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20,feynman-bonus.20,-9.539818429293262e-08,,3,3
previous_probe4_664_restricted_core50_3seed,pyoperon,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20,feynman-bonus.20,12.0,,3,3
previous_probe4_664_restricted_core50_3seed,udsr,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,II.6.15b_3_0,-0.6674837517556595,,3,3
