algorithm,gid,dataset,n_runs,n_metric_complete,n_valid_output,median_train_log_nmse_penalized,median_train_log_nmse_valid_only,median_valid_log_nmse_penalized,median_valid_log_nmse_valid_only,median_id_test_log_nmse_penalized,median_id_test_log_nmse_valid_only,median_ood_test_log_nmse_penalized,median_ood_test_log_nmse_valid_only,median_seconds
dso,g0014,feynman-ii.34.11,5,5,5,-0.1545850546946561,-0.1545850546946561,-0.17078574381448053,-0.17078574381448053,-0.21162000757114832,-0.21162000757114832,-0.37212527403919493,-0.37212527403919493,2750.125
dso,g0015,III.21.20_3_0,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,1062.952
dso,g0016,feynman_II_15_4,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,1522.941
dso,g0017,strogatz_shearflow1,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,841.597
dso,g0018,feynman-i.18.16,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,1232.268
dso,g0019,feynman-ii.34.2a,5,5,5,-0.03285406331086461,-0.03285406331086461,-0.01643044270831748,-0.01643044270831748,-0.017178111187172718,-0.017178111187172718,-0.23271729740807606,-0.23271729740807606,2804.275
dso,g0020,first_principles_leavitt,5,5,5,-3.9921645232092544,-3.9921645232092544,-3.333902331482582,-3.333902331482582,-3.856018146615725,-3.856018146615725,-2.886128106556028,-2.886128106556028,2317.109
dso,g0021,feynman-i.39.22,5,5,5,-0.24445845380354184,-0.24445845380354184,-0.08951966118137072,-0.08951966118137072,-0.18375637955245022,-0.18375637955245022,-0.30364700617306295,-0.30364700617306295,2601.546
dso,g0022,feynman-i.11.19,5,5,5,-0.48715242286275395,-0.48715242286275395,-0.5264715701151774,-0.5264715701151774,-0.5738756911345642,-0.5738756911345642,-0.482948075381029,-0.482948075381029,2312.389
dso,g0023,I.11.19_4_0,5,5,5,-1.6254241877418631,-1.6254241877418631,-1.6215856577970418,-1.6215856577970418,-1.6263256487537838,-1.6263256487537838,-1.1064643490576027,-1.1064643490576027,3606.304
dso,g0024,strogatz_predprey2,5,5,5,-0.9462186341360643,-0.9462186341360643,-1.0959585961263152,-1.0959585961263152,-1.0554673766271399,-1.0554673766271399,-0.1681381441740636,-0.1681381441740636,2606.195
dso,g0025,strogatz_barmag2,5,5,5,-0.9356554788260949,-0.9356554788260949,-1.159474677922139,-1.159474677922139,-0.9031156522080437,-0.9031156522080437,-0.5814784218390066,-0.5814784218390066,2739.378
dso,g0026,strogatz_barmag1,5,4,5,-0.9287885537904198,-0.9287885537904198,-1.4314921431498857,-1.4314921431498857,-1.143772880764822,-1.143772880764822,-0.22596319560688163,-0.25893345220737746,2643.049
dso,g0027,feynman_I_12_11,5,5,5,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,881.746
dso,g0028,feynman-ii.4.23,5,4,5,-0.15531140207234467,-0.15531140207234467,-0.16968000194038865,-0.16968000194038865,-0.10933759053426192,-0.10933759053426192,0.8442549127717569,0.5459186629372915,3015.579
dso,g0029,strogatz_vdp1,5,5,5,-1.9999999999999956,-1.9999999999999956,-2.000000000000074,-2.000000000000074,-1.999999999999988,-1.999999999999988,-2.0000000000000004,-2.0000000000000004,3465.821
dso,g0030,feynman-iii.7.38,5,5,5,-0.0005780754735812126,-0.0005780754735812126,-3.740440527630282e-06,-3.740440527630282e-06,-4.4537464042786404e-13,-4.4537464042786404e-13,-1.4464911998299308e-16,-1.4464911998299308e-16,3531.548
dso,g0031,II.11.27_1_0,5,5,5,-1.8804292482360285,-1.8804292482360285,-1.2060076090032577,-1.2060076090032577,-1.701066306815156,-1.701066306815156,-0.7590888255543752,-0.7590888255543752,2546.685
dso,g0032,feynman-i.13.12,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3052.317
dso,g0033,feynman-iii.10.19,5,5,5,-0.5048693787330465,-0.5048693787330465,-0.5075339198714732,-0.5075339198714732,-0.5100371421882355,-0.5100371421882355,-0.2543198136817589,-0.2543198136817589,2720.628
dso,g0034,CRK11,5,5,5,-2.1859518716974464,-2.1859518716974464,-2.273219427297909,-2.273219427297909,-2.1820672414811537,-2.1820672414811537,0.0,0.0,2603.816
dso,g0035,feynman-i.32.5,5,5,5,-0.11080053177825248,-0.11080053177825248,-0.04003425894904257,-0.04003425894904257,-0.1089274525406211,-0.1089274525406211,-0.14159003330893086,-0.14159003330893086,3086.202
dso,g0036,CRK10,5,5,5,-1.6718275343004356,-1.6718275343004356,-1.6954086692341628,-1.6954086692341628,-1.6625621610785166,-1.6625621610785166,-0.2491641115165994,-0.2491641115165994,2380.028
dso,g0037,CRK34,5,5,5,-2.4024208777709903,-2.4024208777709903,-2.5369620570727744,-2.5369620570727744,-2.3626305766341984,-2.3626305766341984,0.0,0.0,2350.851
dso,g0038,PO19,5,5,5,-1.4085554483125167,-1.4085554483125167,-1.4789456517697912,-1.4789456517697912,-1.3387025626588416,-1.3387025626588416,-0.6551751728762427,-0.6551751728762427,2616.356
dso,g0039,CRK0,5,5,5,-1.488804382411883,-1.488804382411883,-1.4757713802506744,-1.4757713802506744,-1.5099529631460469,-1.5099529631460469,-7.251274850264801e-11,-7.251274850264801e-11,2811.366
dso,g0040,feynman-i.29.16,5,5,5,-1.3200346501586961,-1.3200346501586961,-1.1902432083378345,-1.1902432083378345,-1.1686168149571041,-1.1686168149571041,-1.0201600841652827,-1.0201600841652827,2096.823
dso,g0041,PO41,5,5,5,-0.8800584733452639,-0.8800584733452639,-0.9562541367106382,-0.9562541367106382,-1.0798845217857216,-1.0798845217857216,-0.6095263256507433,-0.6095263256507433,2755.779
dso,g0042,feynman_test_15,5,5,5,-2.0202743507515133,-2.0202743507515133,-2.0315652384546348,-2.0315652384546348,-2.0298518407198705,-2.0298518407198705,-1.0120139384627982,-1.0120139384627982,3005.021
dso,g0043,CRK33,5,5,5,-1.6589695742073833,-1.6589695742073833,-1.6467139683509266,-1.6467139683509266,-1.6790178852959015,-1.6790178852959015,1.064446969501574,1.064446969501574,2377.761
dso,g0044,feynman-i.15.3t,5,5,5,-7.789722244251299,-7.789722244251299,-7.8440391561061675,-7.8440391561061675,-7.811666254313442,-7.811666254313442,-4.316494282746094,-4.316494282746094,2625.645
dso,g0045,feynman-bonus.20,5,4,5,-0.009079807874102277,-0.009079807874102277,-0.012300548863512211,-0.012300548863512211,-0.04229536786265858,-0.04229536786265858,-3.041404388594615e-08,-6.290611408943938e-08,3062.697
dso,g0046,II.6.15b_3_0,5,5,5,-0.8483767048562363,-0.8483767048562363,-0.7981120565976438,-0.7981120565976438,-0.8245910165435786,-0.8245910165435786,-0.46043354853444923,-0.46043354853444923,3603.303
dso,g0047,BPG5,5,5,5,-2.2037373461716503,-2.2037373461716503,-2.178725488538263,-2.178725488538263,-2.2346877363658084,-2.2346877363658084,0.0,0.0,2662.451
dso,g0048,MatSci21,5,5,5,-0.8086258599678777,-0.8086258599678777,-0.7979846943928652,-0.7979846943928652,-0.8111875112136293,-0.8111875112136293,-1.1535226085137193,-1.1535226085137193,2815.582
dso,g0049,BPG3,5,5,5,-3.159943529472117,-3.159943529472117,-3.2324160114859795,-3.2324160114859795,-2.9879047787479664,-2.9879047787479664,-1.4735961647056557,-1.4735961647056557,2311.618
dso,g0050,BPG9,5,5,5,-0.7488875643008244,-0.7488875643008244,-0.7032518156497277,-0.7032518156497277,-0.7929202229781322,-0.7929202229781322,-4.8216373327664354e-17,-4.8216373327664354e-17,2720.626
e2esr,g0001,II.34.2_1_0,5,5,5,-3.2349882994984296,-3.2349882994984296,-3.2143826195656042,-3.2143826195656042,-3.2437784621698698,-3.2437784621698698,-3.400514933715338,-3.400514933715338,385.687
e2esr,g0002,first_principles_hubble,5,5,5,-0.6471719098860633,-0.6471719098860633,-1.146881730177414,-1.146881730177414,-0.30245636345335003,-0.30245636345335003,-1.3326691604937664,-1.3326691604937664,167.217
e2esr,g0003,feynman-ii.27.18,5,1,5,12.0,11.273289761204103,12.0,11.294374913152069,12.0,11.304293576630661,12.0,10.779868279272856,672.359
e2esr,g0004,Korns-4,5,5,5,-2.5681631926473303,-2.5681631926473303,-2.6428868964013317,-2.6428868964013317,-2.511945546521763,-2.511945546521763,-2.4837074112550908,-2.4837074112550908,193.788
e2esr,g0005,Keijzer-11,5,5,5,-0.8010553943222036,-0.8010553943222036,-1.0422846211882104,-1.0422846211882104,-0.5188215617751977,-0.5188215617751977,-0.6906673435685088,-0.6906673435685088,258.398
e2esr,g0006,Keijzer-2,5,5,5,-0.019586449263775545,-0.019586449263775545,0.06806124250343148,0.06806124250343148,-0.01565942894462373,-0.01565942894462373,0.1675336723082796,0.1675336723082796,128.436
e2esr,g0007,Korns-2,5,5,5,-2.7231840045064253,-2.7231840045064253,-2.9219220946411117,-2.9219220946411117,-2.3173794261315654,-2.3173794261315654,-1.083653549782565,-1.083653549782565,151.135
e2esr,g0008,Nguyen-12,5,5,5,-2.2217234546737212,-2.2217234546737212,-2.112470052687459,-2.112470052687459,-2.506960550934416,-2.506960550934416,-1.5480593037722015,-1.5480593037722015,127.612
e2esr,g0009,Nguyen-6,5,5,5,-3.0812500373597715,-3.0812500373597715,-1.6651038398348332,-1.6651038398348332,-3.1033015170705913,-3.1033015170705913,-1.0339800145343547,-1.0339800145343547,120.367
e2esr,g0010,Nguyen-9,5,5,5,-2.4997522443019706,-2.4997522443019706,-2.776195959221676,-2.776195959221676,-0.9931233811022877,-0.9931233811022877,-2.3992054156657225,-2.3992054156657225,114.836
e2esr,g0011,Vladislavleva-4,5,5,5,-0.09752558732377914,-0.09752558732377914,-0.09455096748624224,-0.09455096748624224,-0.09155560458801537,-0.09155560458801537,-0.10555091992186041,-0.10555091992186041,3604.314
e2esr,g0012,feynman_I_27_6,5,5,5,-2.2582990760469044,-2.2582990760469044,-2.262942457522648,-2.262942457522648,-2.2617919473824735,-2.2617919473824735,-1.3662816525343393,-1.3662816525343393,496.225
e2esr,g0013,feynman-i.43.31,5,1,5,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,453.625
e2esr,g0014,feynman-ii.34.11,5,0,5,12.0,,12.0,,12.0,,12.0,,801.67
e2esr,g0015,III.21.20_3_0,5,5,5,-2.4584486048045577,-2.4584486048045577,-2.4589393569967455,-2.4589393569967455,-2.411726590736857,-2.411726590736857,0.014716508742259517,0.014716508742259517,469.75
e2esr,g0016,feynman_II_15_4,5,5,5,-2.9067137995996144,-2.9067137995996144,-2.9113520971972187,-2.9113520971972187,-2.901351587952269,-2.901351587952269,-2.624580674115842,-2.624580674115842,416.787
e2esr,g0017,strogatz_shearflow1,5,5,5,-0.08821285599969123,-0.08821285599969123,-0.1104365848499821,-0.1104365848499821,-0.05614423777353219,-0.05614423777353219,0.1052282545235491,0.1052282545235491,205.412
e2esr,g0018,feynman-i.18.16,5,2,5,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,762.059
e2esr,g0019,feynman-ii.34.2a,5,1,5,12.0,7.674551378340466,12.0,7.645137819208215,12.0,7.612913460471861,12.0,6.118534410566321,708.653
e2esr,g0020,first_principles_leavitt,5,5,5,-3.687248337620738,-3.687248337620738,-3.1733739651625026,-3.1733739651625026,-3.1636683789412756,-3.1636683789412756,-4.1003128010870835,-4.1003128010870835,144.693
e2esr,g0021,feynman-i.39.22,5,1,5,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,741.878
e2esr,g0022,feynman-i.11.19,5,0,5,12.0,,12.0,,12.0,,12.0,,578.412
e2esr,g0023,I.11.19_4_0,5,5,5,-2.6741360181397065,-2.6741360181397065,-2.699666614533289,-2.699666614533289,-2.676407223561009,-2.676407223561009,-2.1635842802850687,-2.1635842802850687,641.145
e2esr,g0024,strogatz_predprey2,5,5,5,-1.0774378785894017,-1.0774378785894017,-1.0972246686464049,-1.0972246686464049,-1.1884179101621708,-1.1884179101621708,-1.3487731127685547,-1.3487731127685547,146.771
e2esr,g0025,strogatz_barmag2,5,5,5,-0.10033454198922252,-0.10033454198922252,-0.5910182718727526,-0.5910182718727526,-0.0057018484552667816,-0.0057018484552667816,1.0225416429499614,1.0225416429499614,181.264
e2esr,g0026,strogatz_barmag1,5,5,5,-0.7395047842840217,-0.7395047842840217,-1.0663045939592546,-1.0663045939592546,-1.1169102941685203,-1.1169102941685203,-0.5817904749495745,-0.5817904749495745,232.86
e2esr,g0027,feynman_I_12_11,5,5,5,-2.958437683274896,-2.958437683274896,-2.9605978343144805,-2.9605978343144805,-2.9486970806172987,-2.9486970806172987,-2.2560578740915784,-2.2560578740915784,675.768
e2esr,g0028,feynman-ii.4.23,5,5,5,-2.8647061904928406,-2.8647061904928406,-2.793643917300807,-2.793643917300807,-2.970903100527835,-2.970903100527835,-2.8974989405811993,-2.8974989405811993,486.539
e2esr,g0029,strogatz_vdp1,5,5,5,-0.00035855539147308023,-0.00035855539147308023,-0.005620332838340297,-0.005620332838340297,0.0006570500176362973,0.0006570500176362973,-0.001019489251398435,-0.001019489251398435,194.117
e2esr,g0030,feynman-iii.7.38,5,5,5,-3.5876075593692023,-3.5876075593692023,-3.6110497602083282,-3.6110497602083282,-3.6114892008494768,-3.6114892008494768,-3.4742683142607786,-3.4742683142607786,525.181
e2esr,g0031,II.11.27_1_0,5,3,5,-0.10618120142863556,-0.10618120142863556,-0.4752770993385119,-0.4752770993385119,-0.04646273041698548,-0.04646273041698548,1.09062668386949,1.0583973026613058,593.883
e2esr,g0032,feynman-i.13.12,5,5,5,10.660251970887176,10.660251970887176,10.903502335089783,10.903502335089783,10.550134875701344,10.550134875701344,10.504106780327376,10.504106780327376,3604.537
e2esr,g0033,feynman-iii.10.19,5,1,5,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,673.869
e2esr,g0034,CRK11,5,5,5,-0.10675520981646368,-0.10675520981646368,-0.12458028795310648,-0.12458028795310648,-0.10737684485394429,-0.10737684485394429,0.8108520375501529,0.8108520375501529,3603.436
e2esr,g0035,feynman-i.32.5,5,0,5,12.0,,12.0,,12.0,,12.0,,329.676
e2esr,g0036,CRK10,5,5,5,4.997602708097789,4.997602708097789,4.985606101946221,4.985606101946221,5.07647474390249,5.07647474390249,10.268175758253903,10.268175758253903,3604.274
e2esr,g0037,CRK34,5,5,5,2.757670120433863,2.757670120433863,2.684523478163103,2.684523478163103,2.7628328851175286,2.7628328851175286,7.846697962475784,7.846697962475784,3603.012
e2esr,g0038,PO19,5,5,5,-1.1975717860570176,-1.1975717860570176,-1.2172438118087905,-1.2172438118087905,-1.1867592754049638,-1.1867592754049638,3.7681581846791756,3.7681581846791756,560.513
e2esr,g0039,CRK0,5,5,5,-2.1911539127346003,-2.1911539127346003,-2.195475185549284,-2.195475185549284,-2.2129368764256325,-2.2129368764256325,0.5546918137582466,0.5546918137582466,503.672
e2esr,g0040,feynman-i.29.16,5,5,5,-1.057850399135476,-1.057850399135476,-0.9290763081772587,-0.9290763081772587,-0.9405894193023657,-0.9405894193023657,-1.2271160229061966,-1.2271160229061966,660.938
