algorithm,gid,dataset,seed,status,valid_output,seconds,train_nmse,train_log_nmse_penalized,train_log_nmse_valid_only,valid_nmse,valid_log_nmse_penalized,valid_log_nmse_valid_only,id_test_nmse,id_test_log_nmse_penalized,id_test_log_nmse_valid_only,ood_test_nmse,ood_test_log_nmse_penalized,ood_test_log_nmse_valid_only,metric_complete
tpsr,g0001,II.34.2_1_0,3,ok,True,3010.49,0.317567903641584,-0.4981633978562183,-0.4981633978562183,0.32287446356357685,-0.49096630237208205,-0.49096630237208205,0.32047130332878454,-0.4942108533961264,-0.4942108533961264,0.6682825957847249,-0.17503984914576565,-0.17503984914576565,True
tpsr,g0020,first_principles_leavitt,3,ok,True,317.479,0.00014475082335515009,-3.8393789572890835,-3.8393789572890835,0.0001436276095932463,-3.8427620674653573,-3.8427620674653573,0.00027674945487760565,-3.5579132258923507,-3.5579132258923507,0.001468098643618456,-2.8332447625807893,-2.8332447625807893,True
tpsr,g0011,Vladislavleva-4,3,ok,True,626.196,0.11103700004847142,-0.9545322803185681,-0.9545322803185681,0.10167021339690617,-0.9928062648957817,-0.9928062648957817,0.13733931359302545,-0.8622051274930463,-0.8622051274930463,0.14312278882105425,-0.8442912099071823,-0.8442912099071823,True
tpsr,g0008,Nguyen-12,3,ok,True,286.868,0.008266398202168478,-2.0826836780720828,-2.0826836780720828,0.013118443018610055,-1.882117706770701,-1.882117706770701,0.010236230385315615,-1.9898599480735086,-1.9898599480735086,0.06554054044012023,-1.1834899817941325,-1.1834899817941325,True
tpsr,g0040,feynman-i.29.16,3,ok,True,1478.659,0.17752811225232457,-0.7507328649788201,-0.7507328649788201,0.1848838290869457,-0.7331010728615378,-0.7331010728615378,0.19894562959270054,-0.701265596927855,-0.701265596927855,0.30831164046534415,-0.5110100779513052,-0.5110100779513052,True
tpsr,g0018,feynman-i.18.16,3,ok,True,3603.651,0.999999815295899,-8.021597926334774e-08,-8.021597926334774e-08,1.000000001241551,5.391987845184697e-10,5.391987845184697e-10,1.0000009274419528,4.027827356041921e-07,4.027827356041921e-07,0.9999999840167509,-6.941436924076587e-09,-6.941436924076587e-09,True
tpsr,g0025,strogatz_barmag2,3,ok,True,2435.248,0.9850076751974338,-0.006560385458828429,-0.006560385458828429,1.023919457822169,0.010265796093822836,0.010265796093822836,1.0583439411996034,0.024626827898597794,0.024626827898597794,1.0139070851948524,0.005998157920335136,0.005998157920335136,True
tpsr,g0012,feynman_I_27_6,3,ok,True,1488.294,0.010086370266416764,-1.996265093116201,-1.996265093116201,0.010381540339890282,-1.983738204148035,-1.983738204148035,0.009934889294314428,-2.0028369679236913,-2.0028369679236913,0.16740940972340643,-0.7762201348965208,-0.7762201348965208,True
tpsr,g0027,feynman_I_12_11,3,ok,True,1087.956,0.8452608755454262,-0.07300923267815829,-0.07300923267815829,0.8394933445529609,-0.07598274256986476,-0.07598274256986476,0.8349400567650711,-0.07834470290039172,-0.07834470290039172,0.9659094043473423,-0.01506360550700154,-0.01506360550700154,True
tpsr,g0024,strogatz_predprey2,3,ok,True,426.22,0.9606457603024813,-0.017436729613030912,-0.017436729613030912,0.8583664307760781,-0.0663272752147354,-0.0663272752147354,0.8726193225894163,-0.05917517457054935,-0.05917517457054935,0.9581636667258648,-0.01856030147999876,-0.01856030147999876,True
tpsr,g0032,feynman-i.13.12,3,ok,True,2013.961,0.9993885486552779,-0.000265631163509734,-0.000265631163509734,0.9985024324914167,-0.0006508727899608989,-0.0006508727899608989,0.999169261386093,-0.0003609351380681416,-0.0003609351380681416,0.9998481807950533,-6.593924850408104e-05,-6.593924850408104e-05,True
tpsr,g0047,BPG5,3,ok,True,1645.321,0.7774130447466691,-0.10934817631863807,-0.10934817631863807,0.8236985483550758,-0.08423169939440955,-0.08423169939440955,0.7968112818346186,-0.09864452548316026,-0.09864452548316026,6.670425743898561,0.8241535539053202,0.8241535539053202,True
tpsr,g0038,PO19,3,ok,True,972.504,0.05961421721677578,-1.2246501543122623,-1.2246501543122623,0.17592910406231632,-0.754662308989908,-0.754662308989908,0.08097781447089056,-1.0916339486844335,-1.0916339486844335,26.48232590363073,1.4229561258866947,1.4229561258866947,True
tpsr,g0019,feynman-ii.34.2a,3,ok,True,1780.48,0.6135377251609708,-0.21215872824989562,-0.21215872824989562,0.6027170262899328,-0.21988653987550844,-0.21988653987550844,0.5793779347262261,-0.23703804867163838,-0.23703804867163838,2.796681719253227,0.44664304361953444,0.44664304361953444,True
tpsr,g0007,Korns-2,3,ok,True,3082.408,0.9783958183552927,-0.009485412133977194,-0.009485412133977194,1.0017657155152622,0.0007661642896861436,0.0007661642896861436,1.0153287105475741,0.006606666944593132,0.006606666944593132,1.0019581884977842,0.0008495988929410652,0.0008495988929410652,True
tpsr,g0050,BPG9,3,ok,True,2346.983,0.9022063916057466,-0.04469410050446482,-0.04469410050446482,0.9229729717480558,-0.03481101662581453,-0.03481101662581453,0.885567413523412,-0.052778372693181384,-0.052778372693181384,387.6418336522564,2.58843063923518,2.58843063923518,True
tpsr,g0013,feynman-i.43.31,3,ok,True,3616.358,0.6691487381041993,-0.17447733670427085,-0.17447733670427085,0.6617915331166176,-0.1792787934533705,-0.1792787934533705,0.6535228905926426,-0.1847391960192187,-0.1847391960192187,0.6477586847643805,-0.18858675554018883,-0.18858675554018883,True
tpsr,g0030,feynman-iii.7.38,3,ok,True,2066.783,1.002540549729722,0.001101947544299643,0.001101947544299643,1.006828555204321,0.0029555243095826097,0.0029555243095826097,1.0029598604878163,0.001283552444671433,0.001283552444671433,1.0000348870616274,1.5150994069282999e-05,1.5150994069282999e-05,True
tpsr,g0048,MatSci21,3,ok,True,1543.745,0.24460932515526546,-0.6115269905283599,-0.6115269905283599,0.24516495251284204,-0.6105416141625025,-0.6105416141625025,0.24017103257873457,-0.6194793747426499,-0.6194793747426499,0.3730886676674968,-0.42818794217926537,-0.42818794217926537,True
tpsr,g0036,CRK10,3,ok,True,401.875,0.8938609111292931,-0.04873005416659636,-0.04873005416659636,0.890443433818279,-0.050393664253368144,-0.050393664253368144,0.9187826247841202,-0.03678722639791851,-0.03678722639791851,2835.7915543919853,3.4526743047534993,3.4526743047534993,True
tpsr,g0010,Nguyen-9,3,ok,True,366.433,0.002326077568168061,-2.6333758068622295,-2.6333758068622295,0.006149302979553215,-2.211174108499266,-2.211174108499266,0.1588523401022455,-0.7990063830653096,-0.7990063830653096,0.004813500595529592,-2.3175389701176003,-2.3175389701176003,True
tpsr,g0049,BPG3,3,ok,True,1858.303,0.10582135509051875,-0.9754266814302454,-0.9754266814302454,0.1406611072544547,-0.8518259682349469,-0.8518259682349469,0.14446247943921003,-0.8402449355263546,-0.8402449355263546,31780206.290278412,7.502156711953765,7.502156711953765,True
tpsr,g0015,III.21.20_3_0,3,ok,True,1070.577,0.851934177802851,-0.06959395842730841,-0.06959395842730841,0.8582338037179138,-0.06639438367536474,-0.06639438367536474,0.8481695034743053,-0.07151734695639725,-0.07151734695639725,0.999993245421506,-2.9334860747568295e-06,-2.9334860747568295e-06,True
tpsr,g0009,Nguyen-6,3,ok,True,181.698,0.0036281849095938274,-2.440310587331389,-2.440310587331389,0.05110903203368452,-1.2915023441750764,-1.2915023441750764,0.014337301523785642,-1.8435325811374978,-1.8435325811374978,0.21648053126019917,-0.6645811549524304,-0.6645811549524304,True
tpsr,g0022,feynman-i.11.19,3,ok,True,2008.987,1.0003268325317065,0.0001419183745188854,0.0001419183745188854,1.000134015678905,5.819837017697811e-05,5.819837017697811e-05,1.0018840087929934,0.000817444827597896,0.000817444827597896,1.0001624569167062,7.054841208893305e-05,7.054841208893305e-05,True
tpsr,g0014,feynman-ii.34.11,3,ok,True,1600.426,1.0008841600735525,0.0003838161885808969,0.0003838161885808969,0.9987396044977703,-0.0005477280611820573,-0.0005477280611820573,1.0006067956198479,0.00026344806785721833,0.00026344806785721833,1.0000156951866166,6.816279448779176e-06,6.816279448779176e-06,True
tpsr,g0004,Korns-4,3,ok,True,645.951,0.0016777831795266004,-2.775264163900237,-2.775264163900237,0.0014461371737868845,-2.8397905099507756,-2.8397905099507756,0.0015256882717004537,-2.816534192272359,-2.816534192272359,0.001621951736874629,-2.789962072887425,-2.789962072887425,True
tpsr,g0021,feynman-i.39.22,3,ok,True,3143.518,0.9312412126312687,-0.0309378123094291,-0.0309378123094291,0.9093774190229099,-0.04125583407142377,-0.04125583407142377,0.9299531135412012,-0.0315389471919182,-0.0315389471919182,0.9735793664174917,-0.01162863891314215,-0.01162863891314215,True
tpsr,g0037,CRK34,3,ok,True,654.074,0.9267376063271636,-0.0330432132721937,-0.0330432132721937,0.932107271869748,-0.030534103847500778,-0.030534103847500778,0.9227651248943757,-0.034908827623138565,-0.034908827623138565,1810.7718187268656,3.257863726895308,3.257863726895308,True
tpsr,g0043,CRK33,2,ok,True,411.499,0.5289586529382924,-0.27657827409437574,-0.27657827409437574,0.46561131241570614,-0.331976476682833,-0.331976476682833,0.5732947583316654,-0.24162202898764876,-0.24162202898764876,1.5727790726345594,0.19666772181321426,0.19666772181321426,True
tpsr,g0025,strogatz_barmag2,2,ok,True,1255.367,0.9850076751974338,-0.006560385458828429,-0.006560385458828429,1.023919457822169,0.010265796093822836,0.010265796093822836,1.0583439411996034,0.024626827898597794,0.024626827898597794,1.0139070851948524,0.005998157920335136,0.005998157920335136,True
tpsr,g0004,Korns-4,2,ok,True,337.095,0.0016777831795266004,-2.775264163900237,-2.775264163900237,0.0014461371737868845,-2.8397905099507756,-2.8397905099507756,0.0015256882717004537,-2.816534192272359,-2.816534192272359,0.001621951736874629,-2.789962072887425,-2.789962072887425,True
tpsr,g0046,II.6.15b_3_0,2,ok,True,2326.815,0.5522402338991151,-0.2578719556760422,-0.2578719556760422,0.28452997196682583,-0.54587197892022,-0.54587197892022,0.3770992621948312,-0.42354431730275155,-0.42354431730275155,0.05187569014140411,-1.2850361124946017,-1.2850361124946017,True
tpsr,g0019,feynman-ii.34.2a,2,ok,True,3328.955,0.6134703968307738,-0.2122063894214651,-0.2122063894214651,0.6004827062030583,-0.22149949568611074,-0.22149949568611074,0.578157331349509,-0.23795396289579496,-0.23795396289579496,2.884664682383877,0.4600953374037216,0.4600953374037216,True
tpsr,g0037,CRK34,2,ok,True,510.766,0.9267376063271636,-0.0330432132721937,-0.0330432132721937,0.932107271869748,-0.030534103847500778,-0.030534103847500778,0.9227651248943757,-0.034908827623138565,-0.034908827623138565,1810.7718187268656,3.257863726895308,3.257863726895308,True
tpsr,g0012,feynman_I_27_6,2,ok,True,3092.601,0.08209260598826676,-1.0856959576564984,-1.0856959576564984,0.08681479344591606,-1.0614062637116932,-1.0614062637116932,0.07824169452685156,-1.106561752345048,-1.106561752345048,1.6880414450674788,0.22738310528912953,0.22738310528912953,True
tpsr,g0011,Vladislavleva-4,2,ok,True,647.882,0.11103691921747005,-0.9545325964696765,-0.9545325964696765,0.10167014998670254,-0.992806535758891,-0.992806535758891,0.13733950593963068,-0.8622045192548909,-0.8622045192548909,0.14312235774507348,-0.8442925179742149,-0.8442925179742149,True
tpsr,g0027,feynman_I_12_11,2,ok,True,3625.142,0.908113994779339,-0.04185963143904953,-0.04185963143904953,0.9314848390697643,-0.030824209325897432,-0.030824209325897432,0.8291740852310865,-0.08135427968118178,-0.08135427968118178,0.927195069015716,-0.03282888669174181,-0.03282888669174181,True
tpsr,g0013,feynman-i.43.31,2,ok,True,2079.69,21501839507443.996,12.0,12.0,24398116716835.97,12.0,12.0,20443835844694.6,12.0,12.0,1781260506415.0627,12.0,12.0,True
tpsr,g0036,CRK10,2,ok,True,3635.137,1.0018271263178944,0.0007927868371058819,0.0007927868371058819,1.001899536568123,0.0008241757213321147,0.0008241757213321147,1.0016793928499497,0.0007287392990287351,0.0007287392990287351,2.310308286946217,0.36366993590350477,0.36366993590350477,True
tpsr,g0029,strogatz_vdp1,2,ok,True,372.854,0.9863332459192304,-0.005976328048516618,-0.005976328048516618,0.9812699024453236,-0.008211521650997351,-0.008211521650997351,1.0151235367611808,0.0065188974896028115,0.0065188974896028115,0.9936070615514498,-0.002785330631735678,-0.002785330631735678,True
tpsr,g0030,feynman-iii.7.38,2,ok,True,904.827,1.0010622523371135,0.0004610854771680046,0.0004610854771680046,1.000604277222713,0.00026235500376843584,0.00026235500376843584,1.0056287560813728,0.002437683561058668,0.002437683561058668,0.9999557791362947,-1.9205301732834078e-05,-1.9205301732834078e-05,True
tpsr,g0006,Keijzer-2,2,ok,True,215.36,0.8469358777917905,-0.07214946921517347,-0.07214946921517347,1.1774903549212805,0.07095735841526835,0.07095735841526835,0.8389386522992732,-0.07626979595558793,-0.07626979595558793,1.9854927974364907,0.29786831595831964,0.29786831595831964,True
tpsr,g0007,Korns-2,2,ok,True,979.316,0.9771666835698364,-0.010031348686357907,-0.010031348686357907,0.9750072020305447,-0.010992176311132874,-0.010992176311132874,1.0146871175180723,0.006332146600696593,0.006332146600696593,1.001611885211745,0.0006994692721577016,0.0006994692721577016,True
tpsr,g0020,first_principles_leavitt,2,ok,True,261.934,0.00014475082335515009,-3.8393789572890835,-3.8393789572890835,0.0001436276095932463,-3.8427620674653573,-3.8427620674653573,0.00027674945487760565,-3.5579132258923507,-3.5579132258923507,0.001468098643618456,-2.8332447625807893,-2.8332447625807893,True
tpsr,g0014,feynman-ii.34.11,2,ok,True,1461.512,1.0008841600735525,0.0003838161885808969,0.0003838161885808969,0.9987396044977703,-0.0005477280611820573,-0.0005477280611820573,1.0006067956198479,0.00026344806785721833,0.00026344806785721833,1.0000156951866166,6.816279448779176e-06,6.816279448779176e-06,True
tpsr,g0010,Nguyen-9,2,ok,True,356.728,0.002326077568168061,-2.6333758068622295,-2.6333758068622295,0.006149302979553215,-2.211174108499266,-2.211174108499266,0.1588523401022455,-0.7990063830653096,-0.7990063830653096,0.004813500595529592,-2.3175389701176003,-2.3175389701176003,True
tpsr,g0034,CRK11,2,ok,True,915.229,1.1511624674621461,0.06113662140821819,0.06113662140821819,0.9921634655431705,-0.0034167690405376917,-0.0034167690405376917,0.9881877101852492,-0.005160551612276598,-0.005160551612276598,11.33756321392438,1.0545197215351418,1.0545197215351418,True
tpsr,g0038,PO19,2,ok,True,1231.235,0.05961421721677578,-1.2246501543122623,-1.2246501543122623,0.17592910406231632,-0.754662308989908,-0.754662308989908,0.08097781447089056,-1.0916339486844335,-1.0916339486844335,26.48232590363073,1.4229561258866947,1.4229561258866947,True
tpsr,g0002,first_principles_hubble,2,ok,True,193.017,0.12824432379200654,-0.8919618480513404,-0.8919618480513404,0.12984772419023602,-0.8865656577426784,-0.8865656577426784,0.08630834719978728,-1.06394720002638,-1.06394720002638,0.08057667722379903,-1.0937906457726894,-1.0937906457726894,True
tpsr,g0045,feynman-bonus.20,2,ok,True,2332.48,6243595118030779.0,12.0,12.0,7066449348592562.0,12.0,12.0,4265900987722993.0,12.0,12.0,25986408562471.15,12.0,12.0,True
tpsr,g0033,feynman-iii.10.19,2,ok,True,3606.411,9.762776166350985e+53,12.0,12.0,9.054950461444062e+53,12.0,12.0,1.0190024109236258e+54,12.0,12.0,6.770990594303548e+47,12.0,12.0,True
tpsr,g0024,strogatz_predprey2,2,ok,True,469.576,0.9606457603024813,-0.017436729613030912,-0.017436729613030912,0.8583664307760781,-0.0663272752147354,-0.0663272752147354,0.8726193225894163,-0.05917517457054935,-0.05917517457054935,0.9581636667258648,-0.01856030147999876,-0.01856030147999876,True
tpsr,g0040,feynman-i.29.16,2,ok,True,3604.598,4.039443520336214,0.6063215401865126,0.6063215401865126,0.15943911693074772,-0.7974051196836693,-0.7974051196836693,0.13381799721996251,-0.8734854742535361,-0.8734854742535361,0.018379082768913448,-1.7356761664177742,-1.7356761664177742,True
tpsr,g0032,feynman-i.13.12,2,ok,True,3249.703,753887522591.6967,11.877306555469795,11.877306555469795,1216282262020.67,12.0,12.0,679418380364.5751,11.832137291699352,11.832137291699352,3942181125.6999536,9.595736574302864,9.595736574302864,True
tpsr,g0041,PO41,2,ok,True,675.177,0.03696255205846808,-1.4322380508002324,-1.4322380508002324,0.05264620367687617,-1.278632940368856,-1.278632940368856,0.03554577482909278,-1.4492120145534306,-1.4492120145534306,5.989201166352708,0.7773689004893993,0.7773689004893993,True
tpsr,g0042,feynman_test_15,2,ok,True,3615.641,0.3532616899323868,-0.4519034578187442,-0.4519034578187442,0.3652630595584026,-0.43739424741897237,-0.43739424741897237,0.3596441659721605,-0.4441269802864486,-0.4441269802864486,86245.4303969568,4.935736093821141,4.935736093821141,True
tpsr,g0022,feynman-i.11.19,2,ok,True,3493.773,1.0003268325317065,0.0001419183745188854,0.0001419183745188854,1.000134015678905,5.819837017697811e-05,5.819837017697811e-05,1.0018840087929934,0.000817444827597896,0.000817444827597896,1.0001624569167062,7.054841208893305e-05,7.054841208893305e-05,True
tpsr,g0047,BPG5,2,ok,True,1344.848,0.8972386711553697,-0.04709201651188086,-0.04709201651188086,0.8805583873497185,-0.05524184189648694,-0.05524184189648694,0.891816001940133,-0.049724739328920096,-0.049724739328920096,1158.751381334822,3.0639902648705544,3.0639902648705544,True
tpsr,g0028,feynman-ii.4.23,2,ok,True,1609.818,0.0005030587238312673,-3.298381315247722,-3.298381315247722,0.0005243279265627035,-3.280397010436025,-3.280397010436025,0.00045631137632757353,-3.340738703669371,-3.340738703669371,0.0005582108252512414,-3.253201745594982,-3.253201745594982,True
tpsr,g0021,feynman-i.39.22,2,ok,True,3113.736,0.9312412126312687,-0.0309378123094291,-0.0309378123094291,0.9093774190229099,-0.04125583407142377,-0.04125583407142377,0.9299531135412012,-0.0315389471919182,-0.0315389471919182,0.9735793664174917,-0.01162863891314215,-0.01162863891314215,True
tpsr,g0005,Keijzer-11,2,ok,True,537.872,0.03027963948933005,-1.5188492998696754,-1.5188492998696754,1.6804273490176243,0.22541974108232282,0.22541974108232282,3.065492995345121,0.4865003281010162,0.4865003281010162,3.349352220782049,0.5249608207254965,0.5249608207254965,True
tpsr,g0015,III.21.20_3_0,2,ok,True,956.892,0.851934177802851,-0.06959395842730841,-0.06959395842730841,0.8582338037179138,-0.06639438367536474,-0.06639438367536474,0.8481695034743053,-0.07151734695639725,-0.07151734695639725,0.999993245421506,-2.9334860747568295e-06,-2.9334860747568295e-06,True
tpsr,g0023,I.11.19_4_0,2,ok,True,1573.457,0.06329481915945331,-1.198631836626295,-1.198631836626295,0.06220280933173274,-1.2061900003619606,-1.2061900003619606,0.06264312304269323,-1.2031265988684,-1.2031265988684,0.22224520854908708,-0.6531675933414293,-0.6531675933414293,True
tpsr,g0035,feynman-i.32.5,2,ok,True,1680.371,0.7901612063668867,-0.1022842961862953,-0.1022842961862953,0.7699670282234029,-0.11352787192781237,-0.11352787192781237,0.7842185013102685,-0.10556291602436647,-0.10556291602436647,0.8919438483219007,-0.04966248545744754,-0.04966248545744754,True
tpsr,g0026,strogatz_barmag1,2,ok,True,1300.059,0.593755677584464,-0.2263922245556003,-0.2263922245556003,0.661494670393668,-0.17947365053610984,-0.17947365053610984,0.5543525933548747,-0.2562139164277986,-0.2562139164277986,0.7397836674480286,-0.13089526103832583,-0.13089526103832583,True
tpsr,g0016,feynman_II_15_4,2,ok,True,1953.529,0.5830318166963085,-0.23430774466018736,-0.23430774466018736,0.5832675198600161,-0.23413220724616263,-0.23413220724616263,0.5869332203440663,-0.23141130877947075,-0.23141130877947075,2.220444385652055,0.34643990009159126,0.34643990009159126,True
tpsr,g0048,MatSci21,2,ok,True,925.228,0.5304911483040327,-0.27532185827496125,-0.27532185827496125,0.5332075892076293,-0.27310367784868944,-0.27310367784868944,0.5163110078617186,-0.2870886156023235,-0.2870886156023235,0.3492108625381921,-0.4569122556107298,-0.4569122556107298,True
tpsr,g0003,feynman-ii.27.18,2,ok,True,1383.633,0.783422785909848,-0.1060038011172303,-0.1060038011172303,0.784550141547435,-0.1053792949049875,-0.1053792949049875,0.7649597525841711,-0.11636141411490705,-0.11636141411490705,0.8259222691595624,-0.08306082394303124,-0.08306082394303124,True
tpsr,g0044,feynman-i.15.3t,2,ok,True,3604.371,131173646617441.31,12.0,12.0,112860696157115.36,12.0,12.0,135250172212839.6,12.0,12.0,1.7290123676873542e+17,12.0,12.0,True
tpsr,g0001,II.34.2_1_0,2,ok,True,3607.712,0.32331577787620824,-0.49037310121159516,-0.49037310121159516,0.33567629515793557,-0.4740793267460216,-0.4740793267460216,0.31886344849538595,-0.49639526133576156,-0.49639526133576156,1.0732089457999603,0.030684284103672008,0.030684284103672008,True
tpsr,g0049,BPG3,2,ok,True,1577.322,0.10582135509051875,-0.9754266814302454,-0.9754266814302454,0.1406611072544547,-0.8518259682349469,-0.8518259682349469,0.14446247943921003,-0.8402449355263546,-0.8402449355263546,31780206.290278412,7.502156711953765,7.502156711953765,True
tpsr,g0031,II.11.27_1_0,2,ok,True,771.056,0.9987212917291314,-0.0005556913053021429,-0.0005556913053021429,0.9943443686762046,-0.0024631814830568754,-0.0024631814830568754,0.9982276922890625,-0.0007703863417539997,-0.0007703863417539997,1.000206946277991,8.986632815153636e-05,8.986632815153636e-05,True
tpsr,g0008,Nguyen-12,2,ok,True,789.79,0.008266398202168478,-2.0826836780720828,-2.0826836780720828,0.013118443018610055,-1.882117706770701,-1.882117706770701,0.010236230385315615,-1.9898599480735086,-1.9898599480735086,0.06554054044012023,-1.1834899817941325,-1.1834899817941325,True
tpsr,g0009,Nguyen-6,2,ok,True,250.572,0.0036281849095938274,-2.440310587331389,-2.440310587331389,0.05110903203368452,-1.2915023441750764,-1.2915023441750764,0.014337301523785642,-1.8435325811374978,-1.8435325811374978,0.21648053126019917,-0.6645811549524304,-0.6645811549524304,True
