x0,x1,x2,x3,x4,y
-8.958156741174886400e+16,2.288080812283344716e+24,4.751916992187500000e+03,1.517060279846191406e+01,8.092009811662137508e-04,5.922445625000000000e+05
5.276171816224686080e+17,2.785547994777125476e+24,-2.729864990234375000e+03,1.715369415283203125e+02,3.599879855755716562e-04,1.832582800000000000e+07
-1.043816123969044480e+17,4.748272629078161065e+24,-1.208943115234375000e+03,3.666907882690429688e+01,2.427531435387209058e-04,9.902710000000000000e+06
3.544080525872332800e+16,6.270415083807529647e+23,-5.937216796875000000e+04,6.965331268310546875e+01,1.676447573117911816e-05,3.596924800000000000e+07
7.623678963147079680e+17,1.053346736701700215e+23,-1.537205371093750000e+04,3.756354370117187500e+02,4.064110908075235784e-05,1.344174500000000000e+07
-3.043315900691251200e+17,1.855406809542152224e+24,1.105831933593750000e+04,8.073147583007812500e+02,7.993269828148186207e-04,2.587264600000000000e+07
-6.255376341978316800e+16,2.794912023237542288e+24,3.656053515625000000e+04,4.832515335083007812e+01,3.918449801858514547e-04,4.758941500000000000e+06
5.180210564521000960e+17,3.677418959472990974e+23,-3.237970458984375000e+03,6.458391723632812500e+02,1.710600736259948462e-05,1.916911840000000000e+08
8.927224386709094400e+16,2.974400284226616983e+24,-7.302083593750000000e+04,3.819458312988281250e+02,7.739771972410380840e-04,2.026545200000000000e+07
1.666734901858140160e+17,6.207651622363801733e+24,-3.242784570312500000e+04,2.911030578613281250e+02,2.102658181684091687e-04,1.186557280000000000e+08
5.015836324947558400e+17,1.518639735083184905e+23,9.072078125000000000e+03,1.003742980957031250e+01,2.365148538956418633e-04,8.898199218750000000e+04
-1.867621689207029760e+17,1.920904856679619504e+23,-2.520100195312500000e+04,5.127233123779296875e+01,1.956050691660493612e-04,6.951716875000000000e+05
3.024687768535040000e+16,2.281770188341488082e+23,-5.309767968750000000e+04,1.880807189941406250e+02,5.318020121194422245e-04,1.114165000000000000e+06
-1.768995238497484800e+16,3.543455605533168579e+23,-2.114835742187500000e+04,7.338450622558593750e+01,1.474643358960747719e-04,2.434600000000000000e+06
1.632195462058475520e+17,6.295043648873753037e+24,-2.245589355468750000e+03,1.489184722900390625e+02,1.120756933232769370e-04,1.154833040000000000e+08
1.815012462999633920e+17,3.917118257809782102e+24,-1.731662719726562500e+03,5.669549942016601562e+01,2.082766004605218768e-04,1.472170400000000000e+07
-3.571023070468505600e+16,1.093144109860050795e+24,-1.666146679687500000e+04,1.252629756927490234e+01,6.299209780991077423e-05,3.001216500000000000e+06
-9.514757014945792000e+16,7.711401952675741512e+23,-1.587601660156250000e+04,5.365354537963867188e+01,1.895398600026965141e-05,3.013800400000000000e+07
3.343479783345356800e+16,4.118260690498382597e+24,-2.675457226562500000e+04,2.578532409667968750e+01,4.038569459225982428e-04,3.630297250000000000e+06
-1.715860587465932800e+16,2.869731440739755925e+24,1.711702539062500000e+04,2.393489646911621094e+01,2.480872899468522519e-05,3.822536400000000000e+07
-3.222953552091545600e+16,1.961105247961424215e+23,9.850067968750000000e+04,2.147414093017578125e+02,4.824256757274270058e-04,1.205229125000000000e+06
1.093929673529753600e+16,1.098857340318535987e+24,3.597525781250000000e+04,1.745030670166015625e+02,1.216478813148569316e-05,2.176321760000000000e+08
-2.005866765090816000e+16,9.944501379556266455e+23,4.077396728515625000e+03,5.526325683593750000e+02,1.855020673247054219e-04,4.090289200000000000e+07
-3.385887216684236800e+16,1.917852677140157972e+23,7.284176562500000000e+04,1.832426834106445312e+01,5.298913674778304994e-05,9.156686250000000000e+05
1.045154693476515840e+17,6.891906067777135061e+23,1.081764404296875000e+03,5.216275787353515625e+01,5.542822182178497314e-04,8.954725000000000000e+05
-3.463281668364697600e+16,7.350597329536849889e+23,2.747135937500000000e+04,5.876893615722656250e+01,1.013184191833715886e-05,5.886611200000000000e+07
3.939607543084482560e+17,8.907774907063399413e+23,1.677871484375000000e+04,1.126749954223632812e+02,2.276481791341211647e-05,6.087176400000000000e+07
-3.145325497139855360e+17,4.388725410955231284e+23,-2.956502734375000000e+04,2.230633544921875000e+02,4.989419248886406422e-04,2.708943250000000000e+06
1.210437576331100160e+17,1.612971196129364821e+24,-1.937159179687500000e+04,2.509533309936523438e+01,9.027731721289455891e-05,6.190478000000000000e+06
-6.333855272901017600e+16,3.120731891837485481e+23,4.080879296875000000e+04,4.963195190429687500e+02,3.034985093108844012e-05,7.046030400000000000e+07
1.162519012756684800e+16,7.199952138174088912e+24,-5.118022656250000000e+04,7.858757934570312500e+02,1.959171095222700387e-05,3.987442944000000000e+09
-2.849620177086054400e+16,1.620482191501502278e+24,6.497658691406250000e+03,8.904066162109375000e+02,3.454188990872353315e-04,5.767264000000000000e+07
-1.717523577328107520e+17,2.782861687671391523e+24,5.198082812500000000e+04,9.823498535156250000e+01,3.706106508616358042e-04,1.018411200000000000e+07
1.401026492393062400e+16,3.302504738845532682e+24,2.386127197265625000e+03,7.566674804687500000e+01,5.215943019720725715e-05,6.614530000000000000e+07
1.297968000506265600e+16,2.000798714069172103e+24,-2.637424072265625000e+03,4.379263610839843750e+02,1.883190707303583622e-04,6.423822000000000000e+07
-8.663623345897472000e+16,4.696160577069931582e+23,4.397707031250000000e+03,4.569966888427734375e+01,7.178472878877073526e-05,4.127691500000000000e+06
2.808966593642496000e+16,6.257753555728749178e+24,8.786747656250000000e+04,8.067420043945312500e+02,2.411885070614516735e-04,2.889879680000000000e+08
-4.770847095416422400e+16,3.576486086064214366e+23,-4.139010937500000000e+04,2.859750747680664062e+01,7.214098877739161253e-05,1.957428500000000000e+06
-9.461699565951385600e+16,1.952369093346656889e+24,5.801052246093750000e+03,3.326630401611328125e+01,2.487162128090858459e-04,3.605335500000000000e+06
2.439214147620044800e+17,2.507019453086680350e+24,1.465154199218750000e+04,1.022447586059570312e+01,2.203337644459679723e-04,1.606205000000000000e+06
-6.230418287021260800e+16,5.621140853304720359e+23,1.949700195312500000e+04,3.493901824951171875e+01,8.997698314487934113e-04,3.013609687500000000e+05
-4.264985675494850560e+17,7.404605937420157636e+23,-9.470745117187500000e+03,1.485901355743408203e+01,1.765132037689909339e-05,8.605934000000000000e+06
2.196993024511180800e+16,7.579732552242116554e+24,1.254754150390625000e+03,7.048548583984375000e+02,4.298397980164736509e-04,1.716051200000000000e+08
1.074115271406387200e+16,7.582418282887098204e+24,-5.924252734375000000e+04,1.129213428497314453e+01,2.816190499288495630e-05,4.197638400000000000e+07
3.182273211001733120e+17,4.005670483641338083e+23,-2.692094335937500000e+04,8.645194244384765625e+01,1.780740858521312475e-04,2.684927250000000000e+06
3.264994409971712000e+16,3.001895048182090013e+23,-7.456030273437500000e+03,7.872873535156250000e+02,8.197194983949884772e-05,3.980584000000000000e+07
3.693667064196628480e+17,1.478879075268996649e+24,5.064932617187500000e+03,3.816531677246093750e+02,1.062784431269392371e-04,7.332289600000000000e+07
-2.888651723180605440e+17,6.453636648743709390e+23,7.961816894531250000e+03,3.282479553222656250e+02,2.520766793168149889e-05,1.160264960000000000e+08
-1.242754907425996800e+16,1.954982045821660232e+24,3.602828906250000000e+04,1.557621669769287109e+01,1.557089126436039805e-04,2.700067250000000000e+06
1.944166982903398400e+16,5.436786975335828618e+24,-1.808255737304687500e+03,7.872313232421875000e+02,3.460320658632554114e-05,1.707700224000000000e+09
6.087760862385274880e+17,4.631834762872273313e+24,-1.731402343750000000e+04,1.890274429321289062e+01,3.594729350879788399e-04,3.362753000000000000e+06
-2.201471558709411840e+17,1.307894042721961678e+24,-1.106659912109375000e+03,9.845981445312500000e+02,3.013750538229942322e-04,5.899396000000000000e+07
2.390905214468096000e+17,5.575832119037581842e+23,2.151316796875000000e+04,8.321508026123046875e+01,3.053248510695993900e-04,2.098132500000000000e+06
-2.543226057822044160e+17,1.461014556555113556e+24,6.193824707031250000e+03,6.075362548828125000e+02,2.632793039083480835e-04,4.654717200000000000e+07
-1.564444307174195200e+16,2.374807747200325945e+24,6.536083496093750000e+03,5.287152481079101562e+01,6.865586328785866499e-05,2.524968600000000000e+07
5.520968115824885760e+17,3.530790114286716024e+24,1.645929809570312500e+03,1.232534694671630859e+01,3.593561996240168810e-04,1.671972750000000000e+06
-9.635404536076042240e+17,8.708188341945265857e+23,-1.144204223632812500e+03,9.492868041992187500e+02,2.224899071734398603e-05,5.129774080000000000e+08
1.608860045745848320e+17,9.085897100184703071e+24,1.592433837890625000e+03,1.938047027587890625e+01,1.407021227350924164e-05,1.727884800000000000e+08
3.520483674900398080e+17,2.781164875446986396e+24,-1.056022216796875000e+03,3.730782318115234375e+01,4.641943378373980522e-04,3.086101000000000000e+06
-1.548710660852940800e+16,2.518415217468590577e+24,-1.317930957031250000e+04,3.166958007812500000e+02,5.509836773853749037e-05,1.998546240000000000e+08
-4.672286615404544000e+16,3.428455360385931528e+24,6.142343750000000000e+04,1.235151519775390625e+02,4.443165089469403028e-04,1.315859600000000000e+07
2.647033226933043200e+16,5.014928240998976806e+23,2.316023925781250000e+03,7.355757904052734375e+01,2.650773785717319697e-05,1.921333600000000000e+07
1.132508143524249600e+17,7.450876856740484605e+24,3.159379882812500000e+03,9.570908355712890625e+01,3.045954326807986945e-05,3.232365440000000000e+08
1.048011748671488000e+16,8.733080061344915760e+24,6.498607031250000000e+04,9.894644775390625000e+02,5.000740202376618981e-05,2.385704192000000000e+09
-6.897584333389824000e+16,2.320316929897716385e+24,-8.651746875000000000e+04,2.613295593261718750e+02,7.217820384539663792e-04,1.159879900000000000e+07
-8.235542237518233600e+16,2.145413837732463119e+24,4.088164306640625000e+03,5.816813354492187500e+02,5.960268390481360257e-05,2.890770880000000000e+08
1.788631828974796800e+16,9.781510560606987284e+24,-7.245190625000000000e+04,8.672484130859375000e+02,8.435389026999473572e-04,1.388441600000000000e+08
-3.032992946795315200e+16,1.021330737022715906e+23,6.445784765625000000e+04,9.157038879394531250e+01,1.021305979520548135e-05,1.264296300000000000e+07
-3.232671559843840000e+16,5.395781592642229195e+24,-3.859871582031250000e+03,2.421396255493164062e+01,4.245466698193922639e-05,4.248915200000000000e+07
-3.060178973087498240e+17,4.876834906056870572e+24,5.543513671875000000e+04,3.441001892089843750e+01,6.242200470296666026e-05,3.711662800000000000e+07
5.883492217787514880e+17,1.771878222994138464e+23,8.644270507812500000e+03,3.514522399902343750e+02,3.557855670806020498e-04,2.416546500000000000e+06
-8.015493024081510400e+16,8.958414101849493649e+23,6.543690234375000000e+04,2.812817382812500000e+02,5.829122528666630387e-05,5.968329200000000000e+07
1.009600524703498240e+17,7.640859009264490822e+23,-1.396038378906250000e+04,1.861434173583984375e+02,1.111195742851123214e-04,1.767187400000000000e+07
1.459023153777868800e+16,1.078324456839834384e+24,-4.669067578125000000e+04,2.933498840332031250e+02,2.968168701045215130e-05,1.471397600000000000e+08
1.929003128418467840e+17,4.422251503618069939e+24,-9.972046875000000000e+03,2.375695991516113281e+01,7.663134601898491383e-04,1.892828000000000000e+06
8.739230403988029440e+17,3.357230680077488001e+23,-7.686009375000000000e+04,1.997922210693359375e+02,3.181835927534848452e-05,2.910484000000000000e+07
2.882444464645734400e+16,6.697101965175298783e+24,-1.676726171875000000e+04,3.027851104736328125e+01,3.706028219312429428e-04,7.554331000000000000e+06
2.054700757994700800e+16,8.015958417908626589e+23,2.487021484375000000e+04,7.673499298095703125e+01,6.113915005698800087e-04,1.389033750000000000e+06
2.964296233385984000e+16,9.190388681990230826e+24,4.357959472656250000e+03,3.607250976562500000e+01,7.334411202464252710e-05,6.240628000000000000e+07
-4.717798665853337600e+16,4.069365433603194293e+23,2.070937890625000000e+04,3.608785095214843750e+02,3.142619971185922623e-05,6.451774000000000000e+07
1.314129253771509760e+17,7.339092614072754315e+23,1.201570898437500000e+04,8.410740356445312500e+02,1.488950656494125724e-04,5.723736000000000000e+07
2.776185427554467840e+17,2.341721926437059030e+23,3.975187890625000000e+04,6.809697265625000000e+02,1.317786245635943487e-05,1.670711360000000000e+08
1.808978377546137600e+16,2.611976995324054366e+23,-2.913994384765625000e+03,2.610384368896484375e+01,6.209115235833451152e-05,1.516098250000000000e+06
5.570236716469452800e+16,9.298494240367136819e+23,-1.148985717773437500e+03,3.554882507324218750e+02,1.469197304686531425e-04,3.106282800000000000e+07
8.529610573736837120e+17,9.311031541153795901e+24,1.875436889648437500e+03,1.611698303222656250e+02,8.918552193790674210e-04,2.323113600000000000e+07
3.338355457864499200e+16,7.189390080155197511e+23,1.512314843750000000e+04,8.928091430664062500e+01,1.531247253296896815e-04,5.787468500000000000e+06
-2.944555489951744000e+16,2.401843468252980355e+24,-8.750164062500000000e+04,4.456139221191406250e+02,1.440031337551772594e-04,1.026159360000000000e+08
-1.023554809023692800e+16,4.902086769311522037e+23,-5.532223046875000000e+04,1.080300750732421875e+02,2.901866901083849370e-05,2.519599200000000000e+07
9.356543648260423680e+17,4.271440507731427690e+23,5.522508300781250000e+03,2.518352127075195312e+01,2.644227788550779223e-05,5.616622500000000000e+06
4.357241916610314240e+17,2.763134912497192219e+24,7.512921386718750000e+03,1.107621383666992188e+02,5.326807731762528419e-04,7.932492500000000000e+06
1.463759901409935360e+17,3.036343874365381354e+24,-3.888500000000000000e+03,2.857657432556152344e+01,4.511553561314940453e-04,2.655328500000000000e+06
-1.783236276309196800e+16,9.944872476165561783e+23,3.148228271484375000e+03,4.230843200683593750e+02,7.856522570364177227e-04,7.393993500000000000e+06
1.253202393898680320e+17,9.257422997032586730e+24,2.131690917968750000e+03,2.635885620117187500e+02,1.466553221689537168e-04,2.297217440000000000e+08
-5.996401839937945600e+16,1.012960436827277650e+23,-4.937040234375000000e+04,6.757005615234375000e+02,7.654539658688008785e-04,1.234556375000000000e+06
3.284826034913935360e+17,7.681940773007770448e+24,-5.011491796875000000e+04,2.538559570312500000e+02,2.155629917979240417e-04,1.249014240000000000e+08
-3.275341415684505600e+16,9.691859528523946939e+23,9.154953125000000000e+03,5.380888748168945312e+01,1.574664056533947587e-04,4.572529000000000000e+06
-2.492056204004556800e+16,2.052421062668319828e+24,-1.796852343750000000e+04,1.196254920959472656e+01,9.014262468554079533e-04,3.760480000000000000e+05
-2.015274676204339200e+16,2.831753557859660045e+23,7.860427734375000000e+03,7.802457427978515625e+01,1.416914310539141297e-04,2.152913500000000000e+06
-7.310066979543449600e+16,1.156447354740716828e+24,-2.581684179687500000e+04,3.108799934387207031e+01,1.796166761778295040e-04,2.763473250000000000e+06
1.978247977893888000e+16,1.131252705215731477e+23,7.436268066406250000e+03,9.687417602539062500e+02,5.815767799504101276e-04,2.601620250000000000e+06
1.395653380931584000e+16,9.041729974379907446e+23,-7.281949707031250000e+03,1.659090042114257812e+01,1.241531572304666042e-04,1.668195625000000000e+06
-2.373780664462868480e+17,1.877099243824112164e+23,9.144302734375000000e+03,7.731703948974609375e+01,4.460899508558213711e-04,4.491829375000000000e+05
-3.060421681689395200e+16,6.024242563567935302e+24,-8.538662109375000000e+03,1.618082427978515625e+01,4.025781527161598206e-04,3.342998250000000000e+06
7.405525548274810880e+17,3.398556791122150241e+23,8.676899218750000000e+04,1.026410961151123047e+01,2.879423664126079530e-05,1.672605500000000000e+06
-7.980227047614054400e+16,3.069232689666548574e+24,5.022393066406250000e+03,9.056978149414062500e+02,8.978921687230467796e-04,4.274371200000000000e+07
2.008143742002790400e+17,9.449481561186389878e+23,2.444888183593750000e+03,3.775286560058593750e+02,7.700239802943542600e-05,6.396419600000000000e+07
1.010194948177264640e+17,2.164581121717754931e+23,9.765545898437500000e+03,3.394595718383789062e+01,2.211568644270300865e-04,4.587169375000000000e+05
-1.090951156659650560e+17,8.173631242302718602e+23,-1.999158789062500000e+04,9.648455810546875000e+01,2.296796737937256694e-04,4.740602500000000000e+06
3.538133499405926400e+16,1.525910346321611834e+24,7.273763281250000000e+04,3.928341293334960938e+01,3.766901500057429075e-05,2.197036400000000000e+07
2.815675762055577600e+17,1.502052347151631537e+23,6.671129394531250000e+03,3.081753349304199219e+01,7.982266834005713463e-05,8.006450000000000000e+05
5.409475918781480960e+17,6.466589721847967315e+24,-3.810734619140625000e+03,3.877991485595703125e+01,9.975550347007811069e-05,3.470792000000000000e+07
1.924994377743073280e+17,1.665997803121123686e+24,4.266341796875000000e+03,3.365751037597656250e+02,2.078547986457124352e-04,3.724600000000000000e+07
-6.332862705958912000e+16,9.989819121022659713e+23,-6.182219921875000000e+04,1.162107467651367188e+01,1.999957567022647709e-05,8.014314500000000000e+06
-5.315273542084853760e+17,1.327143256191674614e+23,-4.364649218750000000e+04,6.881168365478515625e+01,1.029218947223853320e-05,1.225054700000000000e+07
-5.762437018361528320e+17,1.135525216139022338e+24,-4.852371093750000000e+04,7.427892456054687500e+02,3.348310929141007364e-05,3.477922560000000000e+08
-3.441211635316817920e+17,2.377318017603825241e+23,2.098674072265625000e+03,1.855173110961914062e+01,1.709139323793351650e-04,3.562685937500000000e+05
3.352725344695091200e+17,1.403690848986098387e+23,1.666100463867187500e+03,9.142135620117187500e+01,2.860436507035046816e-05,6.193984000000000000e+06
8.597862070836264960e+17,1.009497132685032719e+24,-1.506179077148437500e+03,3.265380477905273438e+01,1.160432366305030882e-04,3.921952500000000000e+06
2.346698662278594560e+17,7.582651749491781090e+24,2.994740625000000000e+04,7.330282592773437500e+01,1.214587537106126547e-04,6.318242400000000000e+07
3.675288383740968960e+17,5.114550386772203505e+23,4.840790234375000000e+04,5.688120117187500000e+02,2.352415503992233425e-05,1.707440160000000000e+08
-8.374747281542348800e+16,1.760159496475750244e+24,-1.434859863281250000e+04,6.396820678710937500e+02,5.271346890367567539e-04,2.949021200000000000e+07
3.281028596629504000e+17,2.696905624895428047e+24,-4.277085937500000000e+03,1.538616752624511719e+01,5.146868061274290085e-04,1.113105875000000000e+06
1.390547631184281600e+16,2.301715117881637212e+24,-1.045649780273437500e+03,1.423818683624267578e+01,2.796798071358352900e-05,1.617813300000000000e+07
-1.103504551496908800e+16,1.114640187198257381e+23,-8.957976562500000000e+03,4.601340484619140625e+01,1.066618915501749143e-05,6.638853500000000000e+06
8.114116811911331840e+17,2.433184810693386054e+23,-7.817942871093750000e+03,1.132271575927734375e+02,3.896719499607570469e-05,9.761349000000000000e+06
4.676685520909107200e+16,4.028171548243591650e+23,-2.043420532226562500e+03,3.512444152832031250e+02,1.236471325682941824e-05,1.579852800000000000e+08
-1.864824763554201600e+16,3.819208848989242912e+23,1.982484619140625000e+03,5.960284423828125000e+01,5.331911961548030376e-04,5.894415000000000000e+05
7.671680892036710400e+17,1.867972645136050325e+24,-4.031082519531250000e+03,6.077326965332031250e+01,8.970318594947457314e-05,1.747264000000000000e+07
-4.954914790834176000e+17,7.854520584226052841e+23,-2.076928222656250000e+03,2.764699554443359375e+01,3.258150536566972733e-05,9.201948000000000000e+06
3.588801872841932800e+16,5.228944339323205431e+23,5.330148437500000000e+04,1.238056945800781250e+02,2.007480652537196875e-04,4.452322000000000000e+06
1.363316335936798720e+17,1.239517438817867252e+23,5.354747070312500000e+03,4.646402587890625000e+02,3.544371284078806639e-04,2.243435250000000000e+06
-9.282147599148646400e+16,6.698756407534409608e+24,7.152743164062500000e+03,1.624075508117675781e+01,1.978025102289393544e-04,7.593673000000000000e+06
1.155431071177768960e+17,9.806970814423596437e+23,4.064693750000000000e+04,7.884159088134765625e+01,1.067110206349752843e-04,1.000378300000000000e+07
2.052562980972789760e+17,2.182473490691733684e+24,1.800681152343750000e+03,2.932543334960937500e+02,6.772343476768583059e-05,1.304781360000000000e+08
-1.115857951182028800e+16,2.629598643917232624e+24,2.240000732421875000e+03,1.596264038085937500e+02,1.302250893786549568e-04,4.450233600000000000e+07
-3.086570301580902400e+16,3.067018359801763049e+23,-4.731312988281250000e+03,9.750699462890625000e+02,1.740329207677859813e-05,2.372488000000000000e+08
-1.400299182631157760e+17,8.525926584161671315e+24,1.323653320312500000e+04,2.528185577392578125e+02,4.493900341913104057e-04,6.622323600000000000e+07
1.598986689026457600e+16,6.526804506190573719e+24,-7.365161132812500000e+03,8.657982635498046875e+01,7.511682633776217699e-05,1.038636080000000000e+08
-1.840513530671923200e+16,4.017542620777433052e+24,-1.413217285156250000e+04,2.696814880371093750e+02,4.458123657968826592e-05,3.355388480000000000e+08
8.844890722638233600e+17,1.275847166363932117e+23,-8.290683593750000000e+03,2.570272254943847656e+01,1.177579615614376962e-04,3.844773750000000000e+05
1.973352359421542400e+16,4.180594616624050424e+23,-7.845850000000000000e+04,5.433335876464843750e+01,3.222864470444619656e-04,9.730738750000000000e+05
-4.033648171312742400e+16,1.375184594568716453e+24,6.914186718750000000e+04,4.236167526245117188e+01,3.519666206557303667e-04,2.285156500000000000e+06
-2.067084222450892800e+16,1.861436805184028148e+23,-8.017277832031250000e+03,4.362057800292968750e+02,2.073277864838019013e-04,5.407113500000000000e+06
6.105421767906426880e+17,1.365617868096270951e+23,-8.193499218750000000e+04,3.014719543457031250e+02,3.615355526562780142e-04,1.572202125000000000e+06
2.723810706561433600e+16,1.429078919107880046e+24,-2.987099365234375000e+03,6.321837234497070312e+01,1.352984691038727760e-05,9.219128800000000000e+07
3.189005271590502400e+16,1.648807887602623674e+24,-8.564874023437500000e+03,1.983281326293945312e+01,4.521363734966143966e-05,9.985463000000000000e+06
9.523448138967285760e+17,5.976217041832784788e+24,2.332435546875000000e+04,1.198659667968750000e+02,4.424078724696300924e-05,2.235541440000000000e+08
1.327421490357862400e+16,1.307647083332795189e+23,3.925465625000000000e+04,7.248282623291015625e+01,1.331652038061292842e-05,9.826938000000000000e+06
3.209683606385459200e+16,4.534325706044208851e+23,-7.783185156250000000e+04,1.447491645812988281e+01,3.416608160478062928e-05,2.652265000000000000e+06
7.514493335340318720e+17,2.737145755940344675e+24,8.607589843750000000e+03,4.688750839233398438e+01,2.893310738727450371e-05,6.124114400000000000e+07
-1.426303878168576000e+16,2.215180144395173023e+24,-1.019943298339843750e+03,2.313348541259765625e+02,1.629968028282746673e-05,4.340645760000000000e+08
5.676203695784591360e+17,1.002817249602528724e+23,1.001173828125000000e+04,1.952939224243164062e+01,3.290304157417267561e-04,8.217842187500000000e+04
2.344902335156715520e+17,1.017735765641765172e+24,1.569114160156250000e+04,1.597122478485107422e+01,1.357479195576161146e-04,1.653192250000000000e+06
4.835730479162327040e+17,4.109818566896087036e+23,1.225221093750000000e+04,4.020028991699218750e+02,1.756105302774813026e-05,1.298926480000000000e+08
8.802113707363532800e+16,2.380278071509309282e+24,1.250036328125000000e+04,1.048893508911132812e+02,3.354089858476072550e-05,1.027703200000000000e+08
5.460584655214346240e+17,4.533557572091764539e+23,-1.676589648437500000e+04,2.238818359375000000e+01,2.242088703496847302e-05,6.250122000000000000e+06
-5.187796937054617600e+16,3.168766204599108622e+23,-1.896593164062500000e+04,1.556094665527343750e+02,4.036349419038742781e-04,1.686633625000000000e+06
-9.338823128593203200e+16,2.172133658292855253e+23,-3.736817626953125000e+03,1.517364597320556641e+01,1.670702658884692937e-05,2.723708750000000000e+06
1.302670796421857280e+17,2.722040466617361918e+23,-4.492855468750000000e+04,4.925027847290039062e+01,9.986454388126730919e-04,1.853425937500000000e+05
-6.906831741575495680e+17,3.062677466221730194e+24,2.398403076171875000e+03,4.258144760131835938e+01,2.483273601683322340e-05,7.250708000000000000e+07
-4.368139794828492800e+16,5.163828053318951093e+23,-1.170257421875000000e+04,4.775527954101562500e+01,2.523838775232434273e-04,1.349009000000000000e+06
5.876856665113886720e+17,1.839331625003418957e+24,2.063644531250000000e+04,4.008906555175781250e+01,1.137705385190201923e-05,8.948277600000000000e+07
-1.631901815144448000e+16,1.680942692239778016e+24,-7.237890625000000000e+03,2.946446228027343750e+01,2.111848152708262205e-04,3.237964000000000000e+06
2.087401565244620800e+16,2.009172527072319709e+23,7.366098437500000000e+04,2.213786888122558594e+01,2.046503141173161566e-05,3.000709000000000000e+06
-3.587090027726766080e+17,5.029554851724765608e+23,8.133417968750000000e+03,7.171829223632812500e+02,2.532460785005241632e-04,1.966527600000000000e+07
-6.431738951966392320e+17,3.214060167059469364e+23,-5.487312890625000000e+04,4.348278808593750000e+01,6.157966563478112221e-04,3.133410625000000000e+05
2.803828524266291200e+16,5.036259450562024613e+23,-3.019419335937500000e+04,4.744418029785156250e+02,1.535848969069775194e-05,2.147958080000000000e+08
-1.768011583612518400e+16,1.397641523894621789e+23,9.247432812500000000e+04,4.077341003417968750e+02,9.244534885510802269e-04,8.510812500000000000e+05
