Pol,n,epsilon,Ef,alpha
2.593526840209961,0.8970986008644104,1.148848056793213,1.0745407342910769,1.3773349523544312
2.9878039360046387,0.2980034947395324,1.5629500150680542,1.923149585723877,2.505439519882202
0.2344029992818832,0.262304812669754,1.159155249595642,1.2248960733413696,0.5965558886528015
3.0641088485717773,0.0051295491866767,1.1728949546813965,1.7063714265823364,197.61538696289065
0.8601303100585938,0.543202519416809,1.104022979736328,1.110565423965454,1.046697020530701
0.3282122910022735,0.4755963683128356,1.2029376029968262,1.601004123687744,0.3390668034553527
4.785554885864258,0.6363736987113952,1.4551893472671509,1.4067925214767456,2.0646207332611084
4.870010852813721,0.9782041311264038,1.7945748567581177,1.8368294239044187,1.0119636058807373
4.0770463943481445,0.908662736415863,1.9908226728439329,1.2500303983688354,1.166144847869873
1.5363699197769165,0.9101530909538268,1.8050172328948972,1.4577380418777466,0.5370150804519653
0.4927237629890441,0.5252556800842285,1.377415418624878,1.5574326515197754,0.4061812460422515
3.450861930847168,0.1040189489722251,1.5157374143600464,1.2519501447677612,10.884594917297363
2.2199175357818604,0.1809145957231521,1.05889892578125,1.1102412939071655,6.405559539794922
0.6156067252159118,0.9530402421951292,1.711095690727234,1.7266372442245483,0.2044344246387481
2.4974160194396973,0.4119529724121093,1.0725078582763672,1.310073971748352,2.709399938583374
0.1735725849866867,0.8650171160697937,1.8826116323471067,1.825753927230835,0.0574121586978435
4.586020469665527,0.672177255153656,1.726057767868042,1.4516664743423462,1.6911429166793823
1.3052213191986084,0.6287857890129089,1.8333661556243896,1.0941389799118042,0.8503704071044921
3.3413705825805664,0.2755587697029113,1.7102307081222534,1.8872032165527344,2.7930986881256104
1.5721629858016968,0.8967472910881042,1.697429895401001,1.741754174232483,0.503707468509674
2.6229467391967773,0.2068913727998733,1.9301028251647947,1.1219322681427002,4.1706886291503915
2.7573084831237797,0.4044052362442016,1.881672739982605,1.8558690547943115,1.545638084411621
0.93240088224411,0.9935724735260008,1.0949720144271853,1.0669382810592651,0.6344757676124572
4.889944553375244,0.7357270717620848,1.4564963579177856,1.1839519739151,1.9813988208770752
3.909286975860596,0.4450614154338836,1.4927234649658203,1.1721668243408203,2.8772454261779785
4.738216400146484,0.5606631636619567,1.108973503112793,1.9222779273986816,2.277209997177124
4.51292896270752,0.4112554788589477,1.1537344455718994,1.666332483291626,3.202256917953491
3.015467882156372,0.7269880175590515,1.9842840433120728,1.2550567388534546,1.1866225004196167
4.649331569671631,0.3991968929767608,1.2715601921081543,1.2513163089752195,3.7080802917480473
0.4464292526245117,0.6701451539993286,1.8971518278121948,1.984036564826965,0.1702522784471511
0.988523542881012,0.704715609550476,1.164234638214111,1.678795337677002,0.6141483783721923
0.2282345443964004,0.6095598936080932,1.1323583126068115,1.4023712873458862,0.2250063419342041
1.6408474445343018,0.5400344729423522,1.317353367805481,1.0641722679138184,1.5590875148773191
1.960318207740784,0.2060818523168563,1.3074225187301636,1.4438741207122805,3.743252992630005
1.3686094284057615,0.1991614699363708,1.4220552444458008,1.2070915699005127,3.16274094581604
4.179625511169434,0.7957388758659362,1.3309963941574097,1.3225899934768677,1.6655750274658203
1.799319624900818,0.2903327643871307,1.56807541847229,1.6494859457015991,1.9450318813323972
1.416950821876526,0.6559628248214721,1.0952847003936768,1.7240123748779297,0.9150670766830444
2.7370643615722656,0.2996167838573455,1.7979774475097656,1.4683325290679932,2.5715739727020264
0.7108523845672607,0.1444783806800842,1.2686563730239868,1.1877456903457642,2.82151198387146
4.0457763671875,0.4039566814899444,1.9114148616790767,1.2963874340057373,2.617353677749634
0.3761177957057952,0.3102695345878601,1.90174400806427,1.1401917934417725,0.5284979343414306
4.977203369140625,0.2433980107307434,1.015857815742493,1.0947697162628174,7.379055500030517
3.894721984863281,0.5881040692329406,1.853682279586792,1.4917631149291992,1.6297557353973389
1.0023057460784912,0.2453432530164718,1.67560613155365,1.9907786846160889,1.1132078170776367
0.027993818745017,0.747770607471466,1.0376802682876587,1.879813551902771,0.0191004164516925
4.112671852111816,0.720146656036377,1.3089478015899658,1.1612788438796997,1.975438117980957
3.5649607181549072,0.6952608823776245,1.5642495155334473,1.3049132823944092,1.58769690990448
3.676666498184204,0.102742776274681,1.5940775871276855,1.604795217514038,9.457655906677246
3.88980770111084,0.9436424374580384,1.6808134317398071,1.9403046369552608,0.9043917059898376
0.3735659718513488,0.5033396482467651,1.6324318647384644,1.7331194877624512,0.2512677013874054
1.807955503463745,0.8996736407279968,1.9387024641036987,1.0394197702407837,0.7676619291305542
0.584494411945343,0.1985798776149749,1.7371195554733276,1.1599624156951904,1.331947922706604
4.352939605712891,0.5944491624832153,1.744855523109436,1.0642322301864624,2.2136759757995605
3.1435556411743164,0.9654085636138916,1.108885645866394,1.4445505142211914,1.2288939952850342
1.6689263582229614,0.9986982345581054,1.4936352968215942,1.8397724628448489,0.5057419538497924
0.3206815719604492,0.0241686254739761,1.8667510747909544,1.5575354099273682,4.401671409606934
1.5684876441955566,0.481303334236145,1.0182551145553589,1.987915635108948,1.2794620990753174
1.6401060819625854,0.2914226949214935,1.18290376663208,1.7631956338882446,2.1379518508911133
3.6796875,0.0637205690145492,1.1126798391342163,1.940877676010132,17.054014205932617
3.215468168258667,0.5696244239807128,1.8532977104187007,1.7267483472824097,1.3213694095611572
4.474527359008789,0.0050832848064601,1.0484541654586792,1.2526322603225708,313.8305053710937
2.381614446640014,0.6112775802612304,1.4994288682937622,1.9074538946151731,1.0662740468978882
0.603281259536743,0.8701815009117126,1.5030899047851562,1.684722661972046,0.2536351680755615
3.5971736907958984,0.8836014866828918,1.7647271156311035,1.1052348613739014,1.292599320411682
3.8369283676147456,0.9543194770812988,1.3474788665771484,1.6042381525039673,1.1685545444488523
2.830772399902344,0.7398638129234314,1.9314188957214355,1.7372609376907349,0.8899975419044494
3.8882787227630615,0.1847129613161087,1.2992058992385864,1.237221598625183,7.250007152557373
2.490449905395508,0.434678316116333,1.5511294603347778,1.988985896110535,1.463329195976257
2.636385679244995,0.8858994841575621,1.0575553178787231,1.840792417526245,1.0532314777374268
2.1563153266906734,0.2550462782382965,1.5953067541122437,1.4331002235412598,2.813506364822388
0.1283382177352905,0.4433127045631408,1.643044114112854,1.7227551937103271,0.1007531136274337
0.5442616939544677,0.616936981678009,1.7411940097808838,1.6686359643936155,0.2857938706874847
0.1586480885744094,0.1033525094389915,1.0989125967025757,1.5237494707107544,0.8886554241180419
3.209683418273926,0.4901096522808075,1.3447755575180054,1.297884464263916,2.3262197971343994
1.5855016708374023,0.0447044037282466,1.6892540454864502,1.5709856748580933,11.144896507263184
2.5649633407592773,0.3116274774074554,1.1821620464324951,1.57398784160614,3.0308482646942134
4.577175140380859,0.7520396709442138,1.002541184425354,1.0444215536117554,2.3656506538391118
1.2573728561401367,0.7154991030693054,1.2675541639328003,1.4532651901245115,0.7771642208099365
2.069783926010132,0.9415542483329772,1.6991276741027832,1.9900070428848269,0.5399540066719055
3.810532808303833,0.7768953442573547,1.418934345245361,1.226715922355652,1.629071831703186
1.1540173292160034,0.2152285128831863,1.3190749883651731,1.4732472896575928,2.3031928539276123
0.3883690536022186,0.904971182346344,1.2121946811676023,1.078853964805603,0.2985942065715789
1.4614163637161257,0.5522641539573669,1.3130252361297607,1.9673888683319087,0.861859381198883
0.813214361667633,0.8448978662490844,1.370439887046814,1.407577395439148,0.4374858140945434
4.688786506652832,0.9224894642829896,1.13208270072937,1.0304733514785769,1.862148761749268
4.075649261474609,0.8289612531661987,1.6772994995117188,1.074756741523743,1.555268168449402
3.194520235061645,0.3941980004310607,1.509806752204895,1.0744529962539673,3.015882730484009
4.395086288452148,0.5981881618499755,1.8574260473251345,1.3733007907867432,1.8295905590057373
0.941053032875061,0.6941471099853515,1.7791450023651123,1.1288852691650393,0.583814799785614
4.501489639282227,0.4846864938735961,1.792295217514038,1.2363101243972778,2.499085664749145
2.7201502323150635,0.1282603442668914,1.0641396045684814,1.4072147607803345,8.821282386779785
4.072218894958496,0.6443704962730407,1.4300190210342407,1.070369839668274,2.1882147789001465
4.519303321838378,0.2047062218189239,1.346524357795715,1.345534086227417,6.653254508972168
1.6038967370986938,0.744957149028778,1.8416752815246584,1.1476528644561768,0.8129960298538208
0.555157482624054,0.1056172028183937,1.4841245412826538,1.380709886550903,2.3526639938354488
1.149665117263794,0.0073094936087727,1.2587802410125732,1.737548828125,61.19007873535156
2.154130458831787,0.3344889879226684,1.1169255971908567,1.8742762804031368,2.2906389236450195
4.125548839569092,0.96925550699234,1.6161437034606934,1.9294239282608032,0.9472562074661254
4.340972900390625,0.7009757161140441,1.3517299890518188,1.113512396812439,2.0977046489715576
0.0352056473493576,0.413685530424118,1.5134577751159668,1.5346122980117798,0.0364572741091251
2.5759403705596924,0.1207521706819534,1.3625322580337524,1.4135700464248655,7.66064453125
2.1052277088165283,0.060363546013832,1.98067569732666,1.964801907539368,7.592628955841064
1.1202766895294187,0.726211667060852,1.4056859016418457,1.6046148538589478,0.586772620677948
0.6046485900878906,0.9054509997367858,1.8033939599990845,1.8097971677780151,0.1927054077386856
1.7028021812438965,0.0160259176045656,1.6768205165863037,1.753466248512268,30.29007911682129
4.755417823791504,0.5841408371925354,1.2681560516357422,1.6553021669387815,2.20959997177124
1.6301186084747314,0.7286040782928466,1.500917911529541,1.377829670906067,0.8567560911178588
2.616504430770874,0.2921975553035736,1.4049160480499268,1.3173882961273191,3.2885100841522217
3.5456030368804927,0.5227976441383361,1.7282496690750122,1.1094952821731567,2.188192367553711
1.8339979648590088,0.8148518800735473,1.3632100820541382,1.3090324401855469,0.9394338130950928
4.901026725769043,0.596327006816864,1.8777998685836792,1.5886472463607788,1.7801558971405027
4.853949546813965,0.3785553276538848,1.4607049226760864,1.3886638879776,3.51641583442688
1.269930720329285,0.0775578022003173,1.9358168840408323,1.75065016746521,4.295100688934326
2.507863521575928,0.4869061708450317,1.8501896858215328,1.8702571392059328,1.1988518238067627
1.5175312757492063,0.4681939184665679,1.3149405717849731,1.9321192502975464,1.0639362335205078
0.1861726194620132,0.070135936141014,1.4045970439910889,1.4783761501312256,1.241222620010376
3.0742936134338374,0.5084009170532225,1.9865219593048096,1.4109842777252195,1.5797898769378662
2.535250663757324,0.3318517208099365,1.4675751924514773,1.4219993352890017,2.605653047561645
0.2597618699073791,0.2144978195428848,1.338023662567139,1.1517106294631958,0.744053065776825
1.4054118394851685,0.0946568921208381,1.4484689235687256,1.6286194324493408,5.251127243041992
4.580702304840088,0.8379305005073547,1.1733659505844116,1.4191700220108032,1.7125635147094729
0.7308771014213562,0.8267850875854492,1.71804678440094,1.2025824785232544,0.3827301263809204
2.468548059463501,0.0259622689336538,1.892525553703308,1.8788955211639404,21.71466064453125
4.9709672927856445,0.0022395772393792,1.7889102697372437,1.233674168586731,574.4425048828125
1.2208755016326904,0.924417734146118,1.4846040010452273,1.6081002950668335,0.4726310074329376
3.3898520469665527,0.6739332675933837,1.3121379613876345,1.3902336359024048,1.7026853561401367
3.841137170791626,0.9948145747184752,1.695381999015808,1.5829594135284424,0.9740316867828368
1.1985960006713867,0.4795050323009491,1.5795555114746094,1.7288124561309814,0.798537790775299
3.6726782321929927,0.1591375023126602,1.3895334005355835,1.5171170234680176,6.925718784332275
3.188983201980591,0.1660701781511306,1.61538565158844,1.3253775835037231,5.993346691131592
3.195155382156372,0.3692853152751922,1.1288996934890747,1.3132171630859375,3.396319627761841
2.702158212661743,0.9345600008964537,1.589479684829712,1.3550986051559448,0.9465559124946594
0.4554932117462158,0.081641137599945,1.5520610809326172,1.095119833946228,3.013308048248291
4.2127342224121085,0.4539621174335479,1.4871202707290647,1.9833354949951167,2.1315014362335205
1.6178995370864868,0.8872905969619751,1.549421310424805,1.1637643575668335,0.7784187197685241
0.2057815194129943,0.9626579284667968,1.1711111068725586,1.445854902267456,0.1213292032480239
2.980130195617676,0.9973726272583008,1.5275267362594604,1.3073828220367432,0.9991779923439024
3.4172306060791016,0.4860155284404754,1.7063051462173462,1.5488430261611938,1.859160542488098
0.0838003084063529,0.3212915956974029,1.5385149717330933,1.746466875076294,0.0960710644721984
2.582727432250977,0.9734389781951904,1.4055702686309814,1.5458626747131348,0.8745672702789306
1.142405986785889,0.9987185597419738,1.759146809577942,1.5107016563415527,0.376478224992752
3.253873825073242,0.445213109254837,1.7126048803329468,1.9722347259521484,1.6378556489944458
0.8795077800750732,0.0447456948459148,1.2026927471160889,1.31603741645813,10.47768497467041
3.484675168991089,0.4470611214637756,1.9827021360397337,1.125434160232544,2.2972948551177974
1.9505245685577397,0.7101747989654541,1.7867614030838013,1.806520700454712,0.7082372903823853
4.724252223968506,0.6260713338851928,1.0058830976486206,1.8772011995315552,2.1790003776550293
0.6936889886856079,0.670649766921997,1.5590544939041138,1.5891742706298828,0.3818438947200775
1.7202072143554688,0.9719188809394836,1.7624720335006714,1.9855836629867556,0.434553176164627
0.5724132657051086,0.6619712114334106,1.2438441514968872,1.5345944166183472,0.4118450582027435
4.424733638763428,0.5897310376167297,1.0285446643829346,1.0330876111984253,2.9568490982055664
1.3009934425354004,0.2115810066461563,1.07897686958313,1.9068995714187624,2.46828842163086
3.3285696506500244,0.7950756549835205,1.7685253620147705,1.9789353609085083,0.9082644581794738
4.121551513671875,0.3503059744834899,1.9817328453063965,1.4159319400787354,2.8148324489593506
2.8001279830932617,0.5024364590644836,1.5093746185302734,1.7621557712554932,1.5510431528091433
2.671273231506348,0.7035391330718994,1.29199481010437,1.2772009372711182,1.494515299797058
1.219851851463318,0.1716276705265045,1.302238702774048,1.9308178424835205,2.433255672454834
0.4696796834468841,0.6010594367980957,1.2085981369018557,1.0550438165664673,0.5458046793937683
4.524974346160889,0.1600346118211746,1.0529175996780396,1.0379279851913452,10.870067596435549
4.54112434387207,0.826578378677368,1.9697946310043333,1.1043177843093872,1.4892656803131104
3.19299578666687,0.3327016234397888,1.0734919309616089,1.5890347957611084,3.4644992351531982
1.7099363803863523,0.546697199344635,1.5109483003616333,1.8872526884078975,0.9141427874565125
1.761275053024292,0.8307105898857116,1.4074671268463137,1.1553199291229248,0.9579951763153076
4.524442195892334,0.3275349736213684,1.6389846801757812,1.9909273386001587,2.8951795101165767
4.47389030456543,0.0883738175034523,1.142755389213562,1.3810573816299438,16.492746353149414
3.933205366134644,0.9634891152381896,1.4865012168884275,1.876463770866394,0.9955657720565796
3.238032341003418,0.989303469657898,1.129934310913086,1.686148166656494,1.0966507196426392
0.4244785606861114,0.9190770983695984,1.2815093994140625,1.6359045505523682,0.2063760459423065
0.8152690529823303,0.8504856824874877,1.1763298511505127,1.6598128080368042,0.4309745132923126
4.531724452972412,0.4936927556991577,1.8501754999160769,1.9510537385940552,1.7926920652389526
3.0584816932678223,0.4686165452003479,1.1633316278457642,1.8909841775894165,2.0273184776306152
0.0465272106230258,0.558952808380127,1.8083454370498655,1.621701955795288,0.0282350610941648
0.5118849873542785,0.1069022044539451,1.6175638437271118,1.8436404466629028,1.5187439918518066
3.346310377120972,0.8987370729446411,1.4024136066436768,1.4712740182876587,1.171316385269165
0.0256712604314088,0.6151472330093383,1.6759105920791626,1.5440263748168943,0.0160741787403821
0.8111302852630615,0.9920458197593688,1.0223076343536377,1.866243839263916,0.3753623962402343
2.7675135135650635,0.6925764083862304,1.3597621917724607,1.799280881881714,1.186064600944519
3.489503860473633,0.3547348380088806,1.3483532667160034,1.408172369003296,3.212709188461304
3.288109302520752,0.1734633594751358,1.260786056518555,1.304018259048462,6.917803287506104
1.131177544593811,0.0461680591106414,1.1870793104171753,1.1863418817520142,13.723596572875977
3.5917999744415283,0.3267897069454193,1.6808651685714722,1.3589015007019043,3.157113790512085
1.6411973237991333,0.4793872237205505,1.8087584972381592,1.6458516120910645,0.9714863896369934
3.764842748641968,0.6589781045913696,1.1801066398620603,1.8065836429595947,1.6868339776992798
3.276366949081421,0.0859422087669372,1.5235499143600464,1.931276798248291,9.449182510375977
4.282939910888672,0.296445608139038,1.6415666341781616,1.6799005270004272,3.451984167098999
2.8662331104278564,0.6521597504615783,1.626895785331726,1.7976444959640503,1.1327309608459473
0.4725643992424011,0.5771563649177551,1.9327638149261477,1.8240710496902464,0.2223122715950012
1.8546054363250728,0.6818021535873413,1.1656638383865356,1.8010056018829346,1.000950574874878
1.3376107215881348,0.2169299721717834,1.5549800395965576,1.3474987745285034,2.4264461994171143
1.2306308746337893,0.0222697481513023,1.482222557067871,1.9974969625473025,16.393089294433594
4.907221794128418,0.0389741733670234,1.408608078956604,1.0876469612121582,39.74658203125
1.982611298561096,0.4567137956619262,1.7426122426986694,1.4054142236709597,1.3958486318588257
4.498905181884766,0.8776100873947144,1.3514503240585327,1.3705121278762815,1.5294148921966553
3.1830968856811523,0.5391572117805481,1.539581537246704,1.3648746013641355,1.8669041395187376
4.008529186248779,0.5254932641983032,1.5031276941299438,1.954896092414856,1.7845094203948977
2.5350391864776607,0.5442262887954711,1.986855745315552,1.734014630317688,1.085731863975525
2.909580707550049,0.5164189934730529,1.1262322664260864,1.8371082544326784,1.8540265560150144
2.4840049743652344,0.8863523602485656,1.719454288482666,1.256230354309082,0.9379091262817382
0.9847922325134276,0.4101943969726562,1.304570555686951,1.9231463670730593,0.8462008237838745
3.643608093261719,0.8195217847824096,1.7249008417129517,1.0228091478347778,1.492563009262085
1.4161331653594973,0.8322169780731201,1.390116810798645,1.7272713184356687,0.5922549366950988
0.1227747723460197,0.5941810011863708,1.8163688182830808,1.5603840351104736,0.071866862475872
3.2553842067718506,0.1984166800975799,1.4483650922775269,1.877752900123596,4.312134265899657
0.8933475613594055,0.7753042578697203,1.3084005117416382,1.3630865812301636,0.5536367893218994
4.810987949371338,0.0527463443577289,1.5849552154541016,1.262872338294983,25.29912376403809
4.613979816436768,0.581149935722351,1.6034607887268066,1.9764323234558103,1.6866763830184937
1.8669254779815676,0.2519734501838684,1.1506410837173462,1.6708866357803345,2.91139817237854
0.0780953839421272,0.2641719281673431,1.3469133377075195,1.8502434492111208,0.117397055029869
4.68183183670044,0.0440132543444633,1.163901686668396,1.5259568691253662,31.88001251220703
2.1595587730407715,0.896820843219757,1.7364215850830078,1.3854689598083496,0.7704143524169921
4.875168800354004,0.5574485063552856,1.1977564096450806,1.5027482509613037,2.5534451007843018
4.85986328125,0.0236021932214498,1.8357648849487305,1.7364147901535034,42.82950210571289
4.302033424377441,0.5726543664932251,1.4270811080932615,1.7618473768234253,1.9026983976364136
1.4851064682006836,0.7030107975006104,1.6008496284484863,1.4015138149261477,0.7713639140129089
1.942265748977661,0.7147555947303772,1.3843549489974976,1.332025170326233,1.0906982421875
0.8549288511276245,0.2766929864883422,1.138855218887329,1.0314359664916992,2.116841554641724
2.808199405670166,0.9444195628166198,1.771660566329956,1.2591837644577026,0.9389163255691528
4.721351146697998,0.7894579172134399,1.6652110815048218,1.5945788621902466,1.4141321182250977
3.5103552341461186,0.991898238658905,1.405821681022644,1.625544190406799,1.0242187976837158
0.4902242720127105,0.4074285328388214,1.7922881841659546,1.50044846534729,0.4217894971370697
3.10174298286438,0.4367643892765045,1.153815984725952,1.2851883172988892,2.8217103481292725
0.7066150307655334,0.324287861585617,1.7118688821792605,1.7789114713668823,0.6641592383384703
2.6141796112060547,0.0325861237943172,1.923023104667664,1.5089876651763916,21.261386871337887
4.424903869628905,0.1644171625375747,1.843032956123352,1.195168375968933,7.317792892456055
3.5153276920318604,0.537044882774353,1.2875064611434937,1.7297965288162231,1.9258249998092647
3.542905569076538,0.9718096852302552,1.841046929359436,1.2693760395050049,1.0363078117370603
1.813126921653748,0.5316075682640075,1.272579550743103,1.4567954540252686,1.3874220848083496
1.4807841777801514,0.6674709916114807,1.3132388591766355,1.6416544914245603,0.8373342752456665
4.081906795501709,0.2712645232677459,1.67066490650177,1.8141802549362185,3.4265329837799072
4.085700511932373,0.3929733335971832,1.2153140306472778,1.2853968143463137,3.5556340217590328
4.372955322265625,0.0702288001775741,1.384382963180542,1.4281551837921145,18.1285343170166
4.605790615081787,0.4438486695289611,1.9969792366027832,1.8407503366470337,1.9912748336791992
2.578941583633423,0.1988124251365661,1.851789712905884,1.1721147298812866,4.280878067016602
4.02609920501709,0.793314516544342,1.1545532941818235,1.2554773092269895,1.8180000782012935
3.27803635597229,0.1404806226491928,1.7755967378616333,1.811730980873108,5.414546966552734
3.540297031402588,0.8931604027748107,1.489319920539856,1.0212937593460083,1.4674538373947144
4.0134782791137695,0.1825354695320129,1.6273932456970217,1.607172608375549,5.561741352081299
4.488610744476318,0.8109023571014404,1.5812035799026487,1.3071614503860474,1.5535181760787964
1.7047185897827148,0.8768302798271179,1.3241852521896362,1.842435002326965,0.6463450193405151
1.8942809104919436,0.0088659096509218,1.2177472114562988,1.4797797203063965,87.8017578125
0.4741135239601135,0.6174510717391967,1.1237093210220337,1.0970979928970337,0.5520740151405334
2.9165213108062744,0.8098136186599731,1.8856970071792605,1.4408910274505615,0.9762051701545716
0.1814084500074386,0.9279630780220032,1.2153974771499634,1.8628808259963987,0.0840962678194046
2.3482439517974854,0.5830705165863037,1.3835680484771729,1.566961646080017,1.3648669719696045
2.736804723739624,0.7835013270378112,1.1867104768753052,1.6839817762374878,1.2000837326049805
1.445226788520813,0.5046790242195129,1.828603982925415,1.086296319961548,1.1602444648742676
2.9798290729522705,0.5786960124969482,1.499271035194397,1.168899655342102,1.875323176383972
0.1539632976055145,0.2356536537408828,1.2833497524261477,1.953765153884888,0.2553443014621734
0.1884987503290176,0.4281530976295471,1.1890915632247925,1.8630293607711792,0.193253755569458
4.148675918579102,0.6500990390777587,1.6469647884368896,1.3973171710968018,1.7321436405181885
1.8166545629501345,0.2824408411979675,1.7902262210845947,1.0216528177261353,2.6419692039489746
0.6409350633621215,0.4385032951831817,1.8420995473861692,1.8001737594604492,0.414093017578125
2.6339168548583984,0.9449025988578796,1.8891305923461916,1.6200625896453855,0.707760214805603
1.0885711908340454,0.4006252586841583,1.590740203857422,1.595422625541687,0.9367133378982544
3.141499757766724,0.7948278784751892,1.1326278448104858,1.730731725692749,1.3142160177230835
0.4305682182312011,0.1028001382946968,1.0372979640960691,1.7614681720733645,2.125347375869751
0.2607854902744293,0.5535894632339478,1.484139084815979,1.329780101776123,0.2286238074302673
2.6798672676086426,0.3508993983268737,1.8809959888458248,1.656230092048645,1.9051640033721924
2.726670503616333,0.528524100780487,1.813764333724976,1.4823733568191528,1.4340327978134155
3.214824914932251,0.3284007012844085,1.9725720882415767,1.891246318817139,2.038498878479004
3.6619613170623775,0.0766090303659439,1.9550517797470093,1.0888062715530396,14.271720886230469
4.9215521812438965,0.8947240710258483,1.91905677318573,1.833458423614502,1.066215753555298
2.60394549369812,0.9835750460624694,1.866821050643921,1.044396996498108,0.9395763874053956
1.6288756132125854,0.4259948134422302,1.837727665901184,1.1859216690063477,1.4045529365539553
4.010419845581056,0.705220341682434,1.1296170949935913,1.6543060541152954,1.7740421295166016
1.3660032749176023,0.4214131236076355,1.1465487480163574,1.6182513236999512,1.4027907848358154
2.213961124420166,0.7632993459701538,1.9173171520233157,1.1866153478622437,0.962633192539215
0.3958151638507843,0.7975581884384155,1.5452051162719729,1.6045485734939575,0.1900527328252792
0.1279933452606201,0.3079791963100433,1.376017451286316,1.2610888481140137,0.2337479442358017
4.854963779449463,0.0434236526489257,1.483601450920105,1.3417612314224243,30.97972297668457
4.216151237487793,0.9953563213348388,1.4139028787612915,1.5071600675582886,1.1977907419204712
3.5100748538970947,0.7037824392318724,1.024388313293457,1.8329998254776,1.6364459991455078
2.062572240829468,0.7223856449127197,1.066570281982422,1.4445133209228516,1.2814040184020996
0.874100923538208,0.6512461900711058,1.5617032051086426,1.3084323406219482,0.5748783946037292
0.7890864610671997,0.0654917210340499,1.60430908203125,1.533597111701965,4.424130439758301
1.26216721534729,0.052025843411684,1.2239042520523071,1.2410521507263184,12.507602691650392
2.7699992656707764,0.4898642301559448,1.3035869598388672,1.9493331909179688,1.6321818828582764
3.6039879322052,0.8059430718421936,1.5861669778823853,1.0280978679656982,1.5789772272109983
3.3296456336975098,0.9791178107261655,1.8931618928909304,1.5231087207794187,0.851575493812561
1.4119045734405518,0.5820544958114624,1.9920241832733157,1.5111845731735227,0.6968571543693542
4.815711975097656,0.0933895334601402,1.1132882833480835,1.2196779251098633,17.402729034423828
3.72149920463562,0.3499251306056976,1.3469488620758057,1.7686582803726196,2.935616970062256
2.7958576679229736,0.9429104924201964,1.1178992986679075,1.9883240461349487,0.9399109482765196
3.085168838500977,0.6557637453079223,1.7767252922058103,1.9651104211807249,1.04089617729187
1.2494992017745972,0.9614253044128418,1.3384774923324585,1.3269286155700684,0.5927453637123107
1.7953826189041138,0.7548251152038574,1.0448709726333618,1.5647274255752563,1.064987063407898
3.8221068382263184,0.1641371995210647,1.2652323246002195,1.876827955245972,6.382084369659424
0.0727338343858718,0.1435790210962295,1.0075170993804932,1.0667010545730593,0.4609586596488952
0.5855211019515991,0.6555132865905761,1.8891974687576292,1.8408827781677248,0.243189200758934
0.2321448028087616,0.9797403812408448,1.1682448387145996,1.81219744682312,0.1079736799001693
0.2055478245019912,0.8105139136314392,1.8119810819625852,1.9210681915283203,0.0714481025934219
4.314394950866699,0.7160105109214782,1.2988862991333008,1.1305497884750366,2.073085069656372
3.548825025558472,0.7697407603263855,1.3250688314437866,1.211532473564148,1.6534831523895264
2.391493558883667,0.1629158854484558,1.3079580068588257,1.2816377878189087,5.93464994430542
0.4935410022735595,0.488748013973236,1.4737334251403809,1.340076208114624,0.471998244524002
2.479457139968872,0.611157476902008,1.4178084135055542,1.9023866653442385,1.1513406038284302
