algorithm,gid,dataset,n_runs,valid_rate,median_id_nmse,median_ood_nmse,ID_Q_component,q_ood,ood_retention,OOD_G_component,final_quality,median_seconds,EFF_component,id_log_iqr,ood_log_iqr,numeric_stability,SYM_F_proxy_component,parse_rate,numeric_equiv_proxy_rate,structural_consistency_proxy,q_perf_proxy,pure_stab_proxy,STAB_proxy_component,SYM_F_component,ROB_component,q_perf_formal,STAB_component,HexaScore_formal_with_ROB_component
drsr,g0011,Vladislavleva-4,5,1.0,0.0453521278194066,0.0544355027468112,0.2388144522864044,0.2331512686954939,0.9801788574322132,0.4572595453165097,0.2359828604909492,3901.979,0.0825940011718322,0.1879136944089086,0.140760109316798,0.9452210327123822,0.0,1.0,0.0,0.1,0.2327036445095147,0.708088413084953,0.3415773621467222,0.1838888888888888,0.42857823006624757,0.2878703111761813,0.3799145499173308,25.42380617114669
drsr,g0012,feynman_I_27_6,5,1.0,0.0027430889427289,0.0392669028757833,0.3258400078910118,0.2432838108409025,0.7110533103614332,0.3836146606970617,0.2845619093659572,3904.69,0.099596668278085,0.1121226300219717,0.0791548046142665,0.968120427560627,0.2,1.0,0.2,0.1,0.3054204013655233,0.7172481710242509,0.3963861497331257,0.36,0.4901706230698848,0.3534204013655232,0.4263980965769645,31.280107867814316
drsr,g0013,feynman-i.43.31,5,1.0,0.3766167605979442,0.5632827544159963,0.1731500254611637,0.1606623960723476,0.956293297139239,0.3993516663924151,0.1669062107667557,3902.472,0.0584171737683644,0.1719805057393019,0.0734237530087007,0.959099290208666,0.0,1.0,0.0,0.0,0.18906551010219,0.6836397160834664,0.2972579240674294,0.1533333333333333,0.28108382742005816,0.23506551010218998,0.3314528374378246,19.657824940963113
drsr,g0014,feynman-ii.34.11,5,1.0,0.9996191051987482,0.9999999999999986,0.1428689608587341,0.1428571428571429,0.9999586369944308,0.3999875910983292,0.1428630518579385,3902.622,0.0500020681502784,0.0004285935219844,8.594085592891339e-08,0.99992855342286,0.0,1.0,0.0,0.1,0.1771438616729924,0.729971421369144,0.3072337428373262,0.1607142857142857,0.180948513384196,0.2253581473872781,0.34653131734790493,17.50736262403801
drsr,g0015,III.21.20_3_0,5,1.0,0.1927385647777011,0.9999910295390798,0.1939308128072662,0.142857421131368,0.8212431291348106,0.3463731335324007,0.1683941169693171,3902.355,0.0589379409392609,0.8801737961366262,0.0884318343972037,0.8385657282443617,0.0,1.0,0.0,0.0,0.1814842651826267,0.6354262912977446,0.2706977642413676,0.1646666666666666,0.36010830659721965,0.23088426518262664,0.30532498785047363,20.381267681494027
drsr,g0016,feynman_II_15_4,5,1.0,7.208186486562572e-26,7.20813619513275e-26,1.0,1.0,1.0,1.0,1.0,3903.987,0.35,0.0,0.0,1.0,0.8,1.0,0.8,0.1,0.94,0.73,0.707761259182784,0.828,0.6080146849919256,0.9483999999999999,0.7109165633180872,70.7356768873448
drsr,g0017,strogatz_shearflow1,5,1.0,0.3389021853598155,1.9647039605174448,0.1764232593336349,0.1219073485274987,0.8091943121787888,0.3280934376228857,0.1491653039305668,3902.119,0.0522078563756983,0.1249616305534794,0.6361785210936947,0.8731433080588042,0.0,1.0,0.0,0.0,0.1689973350203196,0.6492573232235217,0.2669050463084824,0.16,0.279819960867667,0.21699733502031965,0.3024433619529168,18.56330625510876
drsr,g0018,feynman-i.18.16,5,1.0,1.0384732513621475,1.4272995630872722,0.1416860489566526,0.131820347653578,0.965470045439268,0.381915256989285,0.1367531983051153,3902.632,0.0478636194067903,0.9404110966303966,0.5552360996429544,0.7507254672877748,0.2,1.0,0.2,0.1,0.2312489966794465,0.63029018691511,0.3030961878690186,0.3612539682539682,0.2694558016352806,0.279625187155637,0.3332949162943216,20.928498991759557
drsr,g0019,feynman-ii.34.2a,5,1.0,1.0039937632013587,1.0004957126889438,0.1427334989296678,0.1428417691469128,1.0,0.3999892384028389,0.1427876340382903,3902.717,0.0499756719134016,0.002964783370445,0.0002231211709887,0.9994686825764276,0.0,1.0,0.0,0.0,0.1770901710927188,0.6997874730305711,0.2944851453331067,0.1196666666666666,0.27122133640747065,0.21299017109271878,0.3229579242531423,17.618244873533033
drsr,g0020,first_principles_leavitt,5,1.0,0.0002915005676283,0.0018178153341925,0.3953828996584656,0.3386035883859802,0.8012724108590381,0.4774042351278976,0.3669932440222229,3902.186,0.128447635407778,0.0558892341144261,1.6291286397008151,0.7191636876974598,0.0,1.0,0.0,0.1,0.3013744304017555,0.617665475078984,0.3390833991105175,0.1773333333333333,0.5737131540911952,0.3545744304017555,0.3677960271029371,31.113849524402582
drsr,g0021,feynman-i.39.22,5,1.0,1.0000000060706742,1.0000000268427125,0.1428571426688243,0.1428571420244541,0.9999999977447046,0.3999999987405292,0.1428571423466392,3901.143,0.0499999998213237,0.0005949357442917,4.0834710151695535e-06,0.9999001634641156,0.0,1.0,0.0,0.0,0.1771428566896885,0.6999600653856461,0.2946015890590471,0.1529523809523809,0.2712875398784873,0.22302857097540274,0.3305624463693159,18.430138229944113
drsr,g0022,feynman-i.11.19,5,1.0,0.3233256820986375,0.3530595289126941,0.1778828426822377,0.1751537187574771,0.9904480662633658,0.4197420230092437,0.1765182807198574,3611.618,0.06178139825195,0.0051922160224281,0.0212369971354329,0.9955951311403564,0.0,1.0,0.0,0.6,0.1970757439756681,0.8782380524561426,0.3898780971172687,0.2337142857142857,0.3229748822281308,0.26719002968995387,0.4539650039323455,23.252791885792647
drsr,g0023,I.11.19_4_0,5,1.0,0.0597627205171136,0.2634989297999675,0.2302549743428421,0.1842300817381039,0.838912875884821,0.380634919982119,0.207242528040473,3617.032,0.0725348848141655,0.1547138452173315,0.0756648352640101,0.9616035532531098,0.0,1.0,0.0,0.1,0.2062924657317725,0.714641421301244,0.3245860629147928,0.184,0.39764997787876394,0.26149246573177254,0.36544142426373094,23.536047001970754
drsr,g0024,strogatz_predprey2,5,1.0,1.0663383749049418e-20,2.314149062317572e-19,1.0,1.0,0.9999999760322108,0.9999999928096632,1.0,3900.824,0.35,9.576902889202444,10.86717839581093,0.0,0.6,1.0,0.6,0.0,0.879999997842899,0.3,0.2814249452444841,0.6771428571428572,0.34288617302597973,0.9031428549857562,0.28510148534989793,53.39283311503172
drsr,g0025,strogatz_barmag2,5,1.0,1.1086128951089565e-23,9.759028774358825e-24,1.0,1.0,1.0,1.0,1.0,3900.738,0.35,0.0,0.0,1.0,1.0,1.0,1.0,0.1,1.0,0.73,0.73,1.0,0.4225840385901538,1.0,0.73,69.00554638480405
drsr,g0026,strogatz_barmag1,5,1.0,1.3223167361942476e-21,2.4168976594448266e-21,1.0,1.0,0.9999999998811574,0.9999999999643472,1.0,3900.74,0.35,10.42167882867243,12.134276813681415,0.0,0.6,1.0,0.6,0.0,0.8799999999893042,0.3,0.2814249455876955,0.67,0.442491969775941,0.9009999999893041,0.2847630594003326,55.601774040277576
drsr,g0027,feynman_I_12_11,5,1.0,0.1038105428487911,0.3098690070022479,0.2131256098519587,0.1792015613987142,0.8812658304143404,0.389820842103402,0.1961635856253364,3902.267,0.0686572549688677,0.2686709518655361,0.2126666216394792,0.9197770710824974,0.2,0.8,0.2,0.0,0.2621964965718041,0.667910828432999,0.342004583682619,0.3171428571428571,0.3711262942701996,0.2973393537146612,0.36420397463999915,25.006413700689713
drsr,g0028,feynman-ii.4.23,5,1.0,0.9972056195969918,0.997205619596992,0.1429439487687458,0.1429439487687458,1.0,0.4000607641381221,0.1429439487687458,3900.924,0.050030382069061,11.999999989133652,11.999999982270484,0.0,0.4,1.0,0.4,0.0,0.2971958087489349,0.3,0.1635470048255367,0.6131428571428572,0.5864567128322068,0.3611386658917921,0.1802844417310082,23.880691954808274
drsr,g0029,strogatz_vdp1,5,1.0,2.550598326788492e-24,1.5334386131994323e-24,1.0,1.0,1.0,1.0,1.0,3900.818,0.35,0.0,0.0,1.0,0.8,1.0,0.8,0.0,0.94,0.7,0.678675180038286,0.8314285714285715,0.43615269994932,0.9494285714285714,0.682070377600435,66.51099687190161
drsr,g0030,feynman-iii.7.38,5,1.0,1.0,1.0,0.1428571428571429,0.1428571428571429,1.0,0.4,0.1428571428571429,3900.966,0.05,4.110445826185332e-13,1.4464911998299308e-16,0.9999999999999316,0.0,1.0,0.0,0.2,0.1771428571428571,0.7599999999999727,0.3198714027319524,0.148,0.2714285714285715,0.22154285714285715,0.3577193792425916,18.573708131692737
drsr,g0031,II.11.27_1_0,5,1.0,0.9931848930195046,1.000623807445063,0.1430692782118144,0.1428377977381046,0.9991898183420158,0.399743403919278,0.1429535379749595,3902.458,0.0500337382912358,1.4421907331425203,0.3005939680047687,0.7095358831421186,0.0,1.0,0.0,0.0,0.1771507324605092,0.5838143532568474,0.2457232462879233,0.196,0.2815393874831801,0.23595073246050915,0.2835864218743832,18.844236746664276
drsr,g0032,feynman-i.13.12,5,1.0,0.793653793412828,1.1898212235829375,0.15002635025841,0.1374655920400381,0.9560373462357438,0.3830371182987498,0.1437459711492241,3900.99,0.0503110899022284,0.1847870988283753,0.3165892982880787,0.9164372671472576,0.0,1.0,0.0,0.1,0.1749216755929889,0.6965749068589031,0.2913329724712361,0.8406153846153845,0.28118659609810454,0.4271062909776043,0.4552351729781211,26.030548230649273
drsr,g0033,feynman-iii.10.19,5,1.0,2.6734718411536123e+18,2.8444710228200404e+16,0.0,0.0,1.0,0.3,0.0,3901.048,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.09,0.7,0.21,0.1862857142857143,0.0904761904761905,0.14588571428571429,0.26736491916479993,0.3325241989346648
drsr,g0034,CRK11,5,1.0,3.5535320710922027e-10,1.7527932537178916e-08,0.8178099829028075,0.6968763790706645,0.5770313005331709,0.6609228555094163,0.7573431809867359,3900.884,0.2650701133453575,1.1901450531558293,2.924098964568677,0.3142926637125822,0.0,1.0,0.0,0.0,0.5254008498139479,0.4257170654850328,0.3085790554180717,0.1388095238095238,0.40611122035374997,0.567043706956805,0.32057476114536115,37.056089535513706
drsr,g0035,feynman-i.32.5,5,1.0,0.0673798847475744,0.1429575540342443,0.2265335525863846,0.2031994922215718,0.9183307887240078,0.4177388811723026,0.2148665224039782,3900.938,0.0752032828413923,0.1546761457042844,0.1002640095127944,0.9575099741304868,0.0,1.0,0.0,0.0,0.2159350853862446,0.6830039896521948,0.3173838667406128,0.1894632034632035,0.3921228067313467,0.27277404642520564,0.35671778583200797,23.947361090939115
drsr,g0036,CRK10,5,1.0,1.336418533331507e-09,1.8115969867570368e-05,0.7767183935882498,0.4815670293109838,0.0,0.3370969205176886,0.6291427114496169,3900.868,0.2201999490073659,1.3860925135682578,1.2239939605405743,0.5649855876485279,0.0,1.0,0.0,0.0,0.4118164335906065,0.5259942350594111,0.3375458873152949,0.1394444444444444,0.44411392965888413,0.4536497669239399,0.35427567185857506,32.886078449954454
drsr,g0037,CRK34,5,1.0,3.0885616865720267e-10,5.325776602117469e-07,0.8221602657324738,0.5909726467617389,0.1911940964426881,0.4710390816660236,0.7065664562471063,3900.86,0.2472982596864872,0.5013564857440667,1.505284899818971,0.6655597690728271,0.0,1.0,0.0,0.0,0.4701758307927967,0.5662239076291309,0.3882561582296235,0.1479523809523809,0.4152144501424606,0.5145615450785109,0.40616908630502885,36.56419038296827
drsr,g0038,PO19,5,1.0,0.0028316793803681,44.972162793104886,0.324853994400761,0.0247897304227343,0.0,0.017352811295914,0.1748218624117476,3900.847,0.0611876518441116,0.2045805819757258,1.2729794877522893,0.7537399883786642,0.0,1.0,0.0,0.0,0.1351474411490786,0.6014959953514657,0.2211243930605352,0.1346031746031746,0.2994580389796139,0.175528393530031,0.25200341683526517,12.324044517223772
drsr,g0039,CRK0,5,1.0,2.5922365542365082e-08,2.973488930528734e-06,0.6847375263930059,0.5376238338513653,0.4851062279244355,0.5218685520732863,0.6111806801221855,3900.783,0.2139132380427649,1.5578363956304493,1.4107306475647556,0.5052388261341325,0.0,1.0,0.0,0.0,0.4304555761791883,0.502095530453653,0.3294204259768397,0.1652380952380952,0.4934750685201486,0.4800270047506168,0.34787177280177956,35.976555810990426
drsr,g0040,feynman-i.29.16,5,1.0,0.0621832759984545,0.1850384904299746,0.2290233144125285,0.1951955659470313,0.8816028803719191,0.4011177602744976,0.2121094401797799,3900.881,0.0742383040629229,0.0290236657678579,0.1377241525843778,0.972208696941294,0.0,1.0,0.0,0.0,0.2119446538473607,0.6888834787765177,0.3171443673459575,0.18,0.3986072291333536,0.26594465384736066,0.3552559836162572,23.62416412207889
drsr,g0041,PO41,5,1.0,0.0010853286122395,83.20281743529618,0.3546027676889373,0.0057044262334534,0.0,0.0039930983634174,0.1801535969611953,3900.794,0.0630537589364183,0.2136277646052158,1.7817592571396956,0.6674354963758481,0.0,1.0,0.0,0.1,0.1430390365846001,0.5969741985503393,0.2257786382534641,0.1528787878787879,0.3339896495164362,0.1889026729482365,0.25946250861535264,10.283785128494612
drsr,g0042,feynman_test_15,5,1.0,0.0021486334805655,0.0242427719415876,0.3334169758044419,0.258244123144479,0.7368950157361827,0.40183939092199,0.2958305494744604,3902.254,0.1035406923160611,0.6144829653775354,1.2442106349143205,0.6902177332846908,0.0,1.0,0.0,0.0,0.2539186075983738,0.5760870933138763,0.2902922284780599,0.195,0.490891073818474,0.31241860759837375,0.3220005337745634,27.44761433987255
drsr,g0043,CRK33,5,1.0,5.0928104636882837e-11,1.3043053594610612e-06,0.8780744633157658,0.5631871943698408,0.0,0.3942310360588885,0.7206308288428033,3900.774,0.2522207900949811,0.5540797450594876,0.382323060615283,0.8439328657208716,0.0,1.0,0.0,0.0,0.4694990961439729,0.6375731462883487,0.4368651459575356,0.1882807017543859,0.40668688699111916,0.5259833066702887,0.4623980536746647,38.16724703688896
drsr,g0044,feynman-i.15.3t,5,1.0,1.0855021478512508e+30,9.905522077556685e+29,0.0,0.0,1.0,0.3,0.0,3900.902,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6,0.09,0.8799999999999999,0.2639999999999999,0.1243333333333333,0.0,0.12729999999999997,0.31397630483843836,0.047654174519609835
drsr,g0045,feynman-bonus.20,5,1.0,3.0914538717692475e+37,4.642751080763925e+39,0.0,0.0,0.455846842729582,0.1367540528188746,0.0,3607.96,0.0,1.997076468787624,0.0,0.6671539218687295,0.0,1.0,0.0,0.0,0.0410262158456623,0.5668615687474918,0.1148174096300529,0.1385714285714285,0.27142872291049147,0.08259764441709093,0.16291491467846553,0.3070471647231232
drsr,g0046,II.6.15b_3_0,5,1.0,0.2123765202906594,0.4384611439256536,0.1909209642305959,0.1684334919586293,0.9212938470483804,0.3942915984855546,0.1796772280946126,3901.548,0.0628870298331144,0.0617849772555345,0.2715828331105888,0.9444386982723127,0.0,0.8,0.0,0.0,0.1946558652379047,0.6777754793089251,0.2990333318866773,0.1976565656565656,0.356366822661405,0.2539528349348744,0.3415563669744023,22.01661358752471
drsr,g0047,BPG5,5,1.0,1.5960698246567518e-13,2.891332526005729e-09,1.0,0.7527787112980051,0.1507656500614436,0.5721747929270367,0.8763893556490026,3900.782,0.3067362744771508,0.0,0.0296653578491685,0.9950557736918052,0.0,1.0,0.0,0.0,0.571652437878111,0.6980223094767222,0.5277586173516045,0.1509523809523809,0.4091405834353526,0.6169381521638253,0.5482644888499487,42.5597842247338
drsr,g0048,MatSci21,5,1.0,1.2338768256619756e-07,2.119918601520173e-07,0.6363377280353627,0.6195486295963728,0.9412385232406842,0.7160555976896662,0.6279431788158678,3900.81,0.2197801125855537,3.398258521951453,3.4548245618784508,0.0,0.2,1.0,0.2,0.0,0.5293517705210449,0.3,0.2182696940642333,0.2516666666666666,0.530399398628779,0.5448517705210449,0.22144222575401928,37.89238964045206
drsr,g0049,BPG3,5,1.0,1.9777631311792328e-10,0.5137592914916703,0.8359875516676003,0.1635171650498726,0.0,0.1144620155349108,0.4997523583587365,3900.783,0.1749133254255577,2.0087408782039304,2.3639481245327163,0.2712184995438922,0.0,1.0,0.0,0.0,0.3687336253275134,0.4084873998175569,0.2480476040903301,0.1482815734989648,0.3424481826427573,0.41321809737720283,0.2625840435066965,24.62856340210554
drsr,g0050,BPG9,5,1.0,1.922297692091202e-07,0.000114950270231,0.6225842396764409,0.4242492859594071,0.3058282258560737,0.3887229679284071,0.523416762817924,3900.796,0.1831958669862734,3.6229358349428233,2.464386700257822,0.0892688832903629,0.0,1.0,0.0,0.0,0.3656505862490985,0.3357075533161451,0.2029991642320925,0.1515238095238095,0.4479513499551451,0.4111077291062414,0.21524790530760574,29.414904542755455
dso,g0001,II.34.2_1_0,5,1.0,2.561539371151211e-15,1.2796532212497775e-32,1.0,1.0,1.0,1.0,1.0,556.376,0.8995432222222223,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.25100602084451
dso,g0002,first_principles_hubble,5,1.0,0.1027393696754551,0.0823491463412557,0.2134473645056005,0.2203100641794633,1.0,0.4542170449256243,0.2168787143425319,2387.365,0.1233927077555504,0.0700241784893399,0.2126363230671872,0.9528899164072456,0.0,1.0,0.0,0.0,0.2216440592799275,0.6811559665628982,0.3206820216818114,0.1366666666666667,0.4345353435045463,0.2626440592799275,0.3490843315190291,25.065534146661467
dso,g0003,feynman-ii.27.18,5,1.0,0.9908860419275088,4.409647798312354e+59,0.1431411635154204,0.0,0.0,0.0,0.0715705817577102,2945.718,0.0335046406132093,0.0013062502567269,0.0,0.9997822916238788,0.0,1.0,0.0,0.0,0.0572564654061681,0.6999129166495515,0.1674774252382929,0.1242857142857142,0.18134593171005156,0.09454217969188242,0.2152072082814866,1.689568841201907
dso,g0004,Korns-4,5,1.0,0.0015928095350265,0.0016619592167228,0.3427025823684515,0.34138425983526,0.9953858711366658,0.5375847432256817,0.3420434211018557,2527.426,0.1859550507812568,0.7358398102347508,0.1505251195215642,0.8522725117072809,0.0166666666666666,1.0,0.0,0.0,0.3033564559150851,0.6409090046829125,0.3529986092394996,0.0914761904761904,0.43390570416457264,0.3257993130579422,0.3658233778788624,28.14866889781919
dso,g0005,Keijzer-11,5,0.4,100.0,100.0,0.0,0.0,1.0,0.3,0.0,1602.709,0.0,3.0783825745699955,3.488683323027733,0.0,0.0,1.0,0.0,0.0,0.09,0.12,0.036,0.0552380952380952,0.4638700762983394,0.10657142857142855,0.03917433562204432,0.2588965865276942
dso,g0006,Keijzer-2,5,1.0,0.5214752637710739,2.3022957585989654,0.1630547348249342,0.1169884918986238,0.8387681497580745,0.333522389256459,0.140021613361779,2297.99,0.0819245651012228,0.1464226267102608,0.3814096339421459,0.912027956557932,0.0,1.0,0.0,0.0,0.1652786107069114,0.6648111826231728,0.2702754771937893,0.147047619047619,0.2815151650985974,0.20939289642119707,0.30421406419158187,19.565995024543398
dso,g0007,Korns-2,5,1.0,0.0122878794282835,0.0260359152340903,0.2793230756211916,0.2560305107909583,0.9184760230988492,0.4547641644833256,0.2676767932060749,2640.436,0.140063116332514,0.0361748568908955,0.009308725117562,0.9924194029985904,0.0,1.0,0.0,1.0,0.2481584795934743,0.9969677611994364,0.4966445506986638,0.1333333333333333,0.4859804039528071,0.2881584795934743,0.5351762311739175,29.177306063208963
dso,g0008,Nguyen-12,5,1.0,0.0152536958496854,0.1058197673711979,0.2726160655324523,0.2125309426809888,0.7897020700259697,0.3856822808844831,0.2425735041067205,2862.58,0.1171982430231704,0.4223452191702741,0.0398256744570079,0.9229715177287864,0.0,1.0,0.0,0.0,0.2247511104783258,0.6691886070915145,0.3172484154536374,0.1405294117647058,0.44775257745922464,0.2669099340077376,0.3457250972513022,25.392555516990022
dso,g0009,Nguyen-6,5,1.0,1.2300930501264842e-31,5.9729956614313955e-33,1.0,1.0,1.0,1.0,1.0,91.112,0.9835492222222222,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5624764746706968,1.0,1.0,90.60456446231484
dso,g0010,Nguyen-9,5,1.0,2.177383374655929e-31,7.813286832552469e-33,1.0,1.0,1.0,1.0,1.0,105.668,0.9809210555555556,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4238095238095239,1.0,0.8271428571428572,0.9094739452798288,85.03528502996058
dso,g0011,Vladislavleva-4,5,0.8,0.1288446899558298,0.1394951839696674,0.2064238196581972,0.2039600561443737,0.991376827701682,0.4401850876115661,0.2051919379012854,2267.371,0.1211891428651009,0.0077037563707326,0.0182359968938812,0.995676707789231,0.0,1.0,0.0,0.0,0.2146250541467487,0.6382706831156923,0.2956957658951802,0.0782488479262673,0.3894480703856307,0.2380997085246289,0.3114471269006033,21.70343363897001
dso,g0012,feynman_I_27_6,5,1.0,3.0892693890919977e-32,1.568187845735392e-32,1.0,1.0,1.0,1.0,1.0,486.886,0.9120900277777776,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.47809025431205
dso,g0013,feynman-i.43.31,5,1.0,0.972472145541863,0.994516080749396,0.1437230592352482,0.1430277278708835,0.9975663402247266,0.3993893115770364,0.1433753935530659,3250.21,0.059236479769157,0.003531249181051,0.001507616770147,0.9991601890081336,0.0,1.0,0.0,0.0,0.1773060171672102,0.6996640756032535,0.2946125972127923,0.1047619047619047,0.2751504316890325,0.20873458859578162,0.31965888898883077,17.755330083299782
dso,g0014,feynman-ii.34.11,5,1.0,0.6142992603830254,0.4244970983409145,0.1579728576836535,0.1694375195742282,1.0,0.4186062637019597,0.1637051886289409,2750.125,0.0824173203731609,1.3877787807814454e-16,0.0408928795095895,0.9931845200817352,0.0,1.0,0.0,0.0,0.1887710221840493,0.6972738080326941,0.3029500410587509,0.1630555555555555,0.28715828173590285,0.23768768885071595,0.33994346424898914,21.03996702941051
dso,g0015,III.21.20_3_0,5,1.0,3.58161795392675e-15,1.333114012124983e-25,1.0,1.0,1.0,1.0,1.0,1062.952,0.808078111111111,0.0,0.0,1.0,1.0,1.0,1.0,0.6,1.0,0.8799999999999999,0.8799999999999999,1.0,1.0,1.0,0.8799999999999999,94.47625488888264
dso,g0016,feynman_II_15_4,5,1.0,2.5014480601663078e-31,5.908606957084231e-32,1.0,1.0,1.0,1.0,1.0,1522.941,0.7250245416666667,0.0,0.0,1.0,0.8,1.0,0.8,0.6,0.94,0.8799999999999999,0.8531916549052737,0.836,1.0,0.9507999999999999,0.8580789707247228,89.67699367881575
dso,g0017,strogatz_shearflow1,5,1.0,1.1371434557319505e-29,1.0818532967936292e-30,1.0,1.0,1.0,1.0,1.0,841.597,0.8480449861111111,0.0,0.0,1.0,0.8,1.0,0.8,0.6,0.94,0.8799999999999999,0.8531916549052737,0.8504761904761905,1.0,0.9551428571428571,0.8600364111893335,92.34916680367188
dso,g0018,feynman-i.18.16,5,1.0,5.559568883126891e-15,5.856049705817814e-31,1.0,1.0,1.0,1.0,1.0,1232.268,0.7775071666666666,0.0,0.0,1.0,0.8,1.0,0.8,0.3,0.94,0.7899999999999999,0.7659334174717799,0.6604444444444445,1.0,0.8981333333333333,0.748682184463697,85.2719834994583
