logical_key,condition,algorithm,dataset_id,seed,task_id,host,availability_status,q_star,m_eff,eff_score,unavailable_reason,required_action,evaluation_path,bundle_path,bundle_sha256,native_eff_schema_version
drsr::I.11.19_4_0::s520::noise005,noise005,drsr,I.11.19_4_0,520,drsr_s520_noise005_g0013,anon-node-06,available,0.21536715298599024,0.9650217733298123,96.50217733298123,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::I.11.19_4_0::s521::noise005,noise005,drsr,I.11.19_4_0,521,drsr_s521_noise005_g0013,anon-node-06,available,0.22470395790470526,0.9784659068384132,97.84659068384131,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::I.11.19_4_0::s522::noise005,noise005,drsr,I.11.19_4_0,522,drsr_s522_noise005_g0013,anon-node-02,available,0.23886571594436512,0.9661965475889132,96.61965475889131,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::II.11.27_1_0::s520::noise005,noise005,drsr,II.11.27_1_0,520,drsr_s520_noise005_g0014,anon-node-06,available,0.1429531387326725,0.9999743239669272,99.99743239669272,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::II.11.27_1_0::s521::noise005,noise005,drsr,II.11.27_1_0,521,drsr_s521_noise005_g0014,anon-node-06,available,0.23704941290229514,0.8412196961025463,84.12196961025464,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::II.11.27_1_0::s522::noise005,noise005,drsr,II.11.27_1_0,522,drsr_s522_noise005_g0014,anon-node-02,available,0.14295202416531883,0.999956814395037,99.9956814395037,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::II.34.2_1_0::s520::noise005,noise005,drsr,II.34.2_1_0,520,drsr_s520_noise005_g0015,anon-node-06,available,0.22900969765033602,0.4380876751221635,43.80876751221635,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::II.34.2_1_0::s521::noise005,noise005,drsr,II.34.2_1_0,521,drsr_s521_noise005_g0015,anon-node-06,available,0.6279804480342891,0.7491675564683145,74.91675564683145,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::II.34.2_1_0::s522::noise005,noise005,drsr,II.34.2_1_0,522,drsr_s522_noise005_g0015,anon-node-02,available,0.26932538452108173,0.887441411631477,88.7441411631477,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::II.6.15b_3_0::s520::noise005,noise005,drsr,II.6.15b_3_0,520,drsr_s520_noise005_g0016,anon-node-06,available,0.22535033151558126,0.9243583736845651,92.4358373684565,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::II.6.15b_3_0::s521::noise005,noise005,drsr,II.6.15b_3_0,521,drsr_s521_noise005_g0016,anon-node-06,available,0.21611182942654322,0.21825820547208988,21.825820547208988,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::II.6.15b_3_0::s522::noise005,noise005,drsr,II.6.15b_3_0,522,drsr_s522_noise005_g0016,anon-node-02,available,0.21542189886470403,0.8761056649570936,87.61056649570936,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::III.21.20_3_0::s520::noise005,noise005,drsr,III.21.20_3_0,520,drsr_s520_noise005_g0017,anon-node-06,available,0.1512872791141609,0.9971610708839204,99.71610708839204,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::III.21.20_3_0::s521::noise005,noise005,drsr,III.21.20_3_0,521,drsr_s521_noise005_g0017,anon-node-06,available,0.20462758544167298,0.8410926994934823,84.10926994934823,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::III.21.20_3_0::s522::noise005,noise005,drsr,III.21.20_3_0,522,drsr_s522_noise005_g0017,anon-node-02,available,0.17308662231763933,0.9226558858311751,92.2655885831175,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-11::s520::noise005,noise005,drsr,Keijzer-11,520,drsr_s520_noise005_g0001,anon-node-02,available,0.1493117543587703,0.9247007306616866,92.47007306616865,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-11::s521::noise005,noise005,drsr,Keijzer-11,521,drsr_s521_noise005_g0001,anon-node-06,available,0.2358675033880529,0.3778707630079831,37.78707630079831,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-11::s522::noise005,noise005,drsr,Keijzer-11,522,drsr_s522_noise005_g0001,anon-node-06,available,0.24149572650883872,0.1088823978520399,10.88823978520399,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-2::s520::noise005,noise005,drsr,Keijzer-2,520,drsr_s520_noise005_g0002,anon-node-02,available,0.16416801881790544,0.9866016152808167,98.66016152808167,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-2::s521::noise005,noise005,drsr,Keijzer-2,521,drsr_s521_noise005_g0002,anon-node-06,available,0.22261805953000496,0.8502647276606752,85.02647276606751,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-2::s522::noise005,noise005,drsr,Keijzer-2,522,drsr_s522_noise005_g0002,anon-node-06,available,0.22189180449187096,0.906680077579149,90.6680077579149,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Korns-2::s520::noise005,noise005,drsr,Korns-2,520,drsr_s520_noise005_g0003,anon-node-02,available,0.1410588587958413,0.9926726512756605,99.26726512756605,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Korns-2::s521::noise005,noise005,drsr,Korns-2,521,drsr_s521_noise005_g0003,anon-node-06,available,0.14080593363071986,0.9686045327321333,96.86045327321334,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Korns-2::s522::noise005,noise005,drsr,Korns-2,522,drsr_s522_noise005_g0003,anon-node-06,available,0.1402279290942795,0.9699534979989101,96.995349799891,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Korns-4::s520::noise005,noise005,drsr,Korns-4,520,drsr_s520_noise005_g0004,anon-node-02,available,0.33842152478724047,0.9972480135628875,99.72480135628875,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Korns-4::s521::noise005,noise005,drsr,Korns-4,521,drsr_s521_noise005_g0004,anon-node-06,available,0.61821278809754,0.7918054661289233,79.18054661289233,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Korns-4::s522::noise005,noise005,drsr,Korns-4,522,drsr_s522_noise005_g0004,anon-node-06,available,0.6052267611984161,0.9673621974865202,96.73621974865202,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::MatSci21::s520::noise005,noise005,drsr,MatSci21,520,drsr_s520_noise005_g0018,anon-node-06,available,0.4841976709179617,0.9804044115914233,98.04044115914233,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::MatSci21::s521::noise005,noise005,drsr,MatSci21,521,drsr_s521_noise005_g0018,anon-node-06,available,0.6385285397266696,0.81464895188088,81.46489518808801,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::MatSci21::s522::noise005,noise005,drsr,MatSci21,522,drsr_s522_noise005_g0018,anon-node-02,available,0.5167851623615928,0.9567441693555089,95.6744169355509,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Nguyen-12::s520::noise005,noise005,drsr,Nguyen-12,520,drsr_s520_noise005_g0021,anon-node-08,available,0.3928672337172925,0.9675916819276217,96.75916819276217,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
drsr::Nguyen-12::s521::noise005,noise005,drsr,Nguyen-12,521,drsr_s521_noise005_g0021,anon-node-02,available,0.3505079864474196,0.9887942702846935,98.87942702846935,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-02.jsonl.gz,864fd8360b3dd3979edc019b25b3eb0de5bf21b945bc33af7f97d6d39dcb66ec,algorithm_native_internal_best_so_far.v1
drsr::Nguyen-12::s522::noise005,noise005,drsr,Nguyen-12,522,drsr_s522_noise005_g0021,anon-node-06,available,0.34520009908602345,0.9031087459802042,90.31087459802042,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-06.jsonl.gz,38c9dc475b84b20b1216c237f28091073f11250cf60f90ac08c5189058bfc317,algorithm_native_internal_best_so_far.v1
drsr::Nguyen-6::s520::noise005,noise005,drsr,Nguyen-6,520,drsr_s520_noise005_g0022,anon-node-08,available,0.24150455368209028,0.7386761315983779,73.86761315983779,,,frozen_execution_snapshot_post_native_selection.v1,AAAI_experiments/stage5_metric_calculation_0831/work/noise_trajectory_freeze_v1/collected/noise_freeze_anon-node-08.jsonl.gz,1577a1b63bb571dddb516553159a904e7b73307ae14f592d4c1445a821cf54f0,algorithm_native_internal_best_so_far.v1
