condition,algorithm,minute,expected_run_count,available_run_count,coverage_rate,mean_id_quality,mean_ood_quality,mean_quality,mean_relative_progress,cumulative_eff_score,diagnostic_available_mean_id_quality,diagnostic_available_mean_ood_quality,diagnostic_available_mean_quality,diagnostic_available_mean_relative_progress,diagnostic_available_cumulative_eff_score,native_eff_schema_version,formal_ready
noise005,drsr,20,150,150,1.0,0.28178557357703016,0.20178501645727545,0.2417852950171528,0.8028517943326619,75.33467464238277,0.28178557357703016,0.20178501645727545,0.2417852950171528,0.8028517943326619,75.33467464238277,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,21,150,150,1.0,0.28419451641470855,0.2048079186013011,0.24450121750800483,0.8095268481915686,75.60219893651487,0.28419451641470855,0.2048079186013011,0.24450121750800483,0.8095268481915686,75.60219893651487,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,22,150,150,1.0,0.28431342710540436,0.20484918951561026,0.24458130831050728,0.8098681546734152,75.84695423337064,0.28431342710540436,0.20484918951561026,0.24458130831050728,0.8098681546734152,75.84695423337064,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,23,150,150,1.0,0.28628348402085446,0.20666368113699274,0.2464735825789236,0.8134915280246002,76.08618025811366,0.28628348402085446,0.20666368113699274,0.2464735825789236,0.8134915280246002,76.08618025811366,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,24,150,150,1.0,0.28715288762131363,0.20527188989136083,0.24621238875633722,0.8138357317391102,76.30690496293853,0.28715288762131363,0.20527188989136083,0.24621238875633722,0.8138357317391102,76.30690496293853,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,25,150,150,1.0,0.2877059535250806,0.20567728553969586,0.24669161953238827,0.816010641237639,76.51867132937156,0.2877059535250806,0.20567728553969586,0.24669161953238827,0.816010641237639,76.51867132937156,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,26,150,150,1.0,0.2877567516588821,0.2060751687309809,0.24691596019493156,0.8177978373669966,76.72102180657649,0.2877567516588821,0.2060751687309809,0.24691596019493156,0.8177978373669966,76.72102180657649,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,27,150,150,1.0,0.2883913747924698,0.2062609844515765,0.24732617962202316,0.8186588742624327,76.91157238508266,0.2883913747924698,0.2062609844515765,0.24732617962202316,0.8186588742624327,76.91157238508266,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,28,150,150,1.0,0.2885564282462938,0.20643143404042244,0.24749393114335813,0.8192498906063729,77.09062298063817,0.2885564282462938,0.20643143404042244,0.24749393114335813,0.8192498906063729,77.09062298063817,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,29,150,150,1.0,0.2903406200196387,0.20834341305917767,0.24934201653940818,0.8185909358037946,77.25505300131891,0.2903406200196387,0.20834341305917767,0.24934201653940818,0.8185909358037946,77.25505300131891,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,30,150,150,1.0,0.29107624778459906,0.2083420808398032,0.24970916431220114,0.8219479660053198,77.41971112129268,0.29107624778459906,0.2083420808398032,0.24970916431220114,0.8219479660053198,77.41971112129268,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,31,150,150,1.0,0.2910232698661986,0.20903902936572097,0.25003114961595974,0.8226042311343071,77.57586312103906,0.2910232698661986,0.20903902936572097,0.25003114961595974,0.8226042311343071,77.57586312103906,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,32,150,150,1.0,0.29091791673553913,0.20945103312371977,0.2501844749296294,0.8227772152486862,77.72279619615873,0.29091791673553913,0.20945103312371977,0.2501844749296294,0.8227772152486862,77.72279619615873,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,33,150,150,1.0,0.29225566806266234,0.21090613991400353,0.2515809039883329,0.8263521371716481,77.87165733315891,0.29225566806266234,0.21090613991400353,0.2515809039883329,0.8263521371716481,77.87165733315891,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,34,150,150,1.0,0.29199136518487717,0.21043836113779052,0.2512148631613338,0.8253633267271536,78.00885366667526,0.29199136518487717,0.21043836113779052,0.2512148631613338,0.8253633267271536,78.00885366667526,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,35,150,150,1.0,0.2910799098977815,0.2097490696318137,0.25041448976479763,0.8191411093232693,78.12043244569388,0.2910799098977815,0.2097490696318137,0.25041448976479763,0.8191411093232693,78.12043244569388,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,36,150,150,1.0,0.29203877459278127,0.20994459959030945,0.2509916870915454,0.8244332181565142,78.24051270597049,0.29203877459278127,0.20994459959030945,0.2509916870915454,0.8244332181565142,78.24051270597049,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,37,150,150,1.0,0.2919333572852011,0.2099028708035304,0.2509181140443657,0.8254655259250755,78.35689216236338,0.2919333572852011,0.2099028708035304,0.2509181140443657,0.8254655259250755,78.35689216236338,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,38,150,150,1.0,0.2907530796365195,0.20954117304502762,0.2501471263407735,0.8205266259438533,78.45414927899553,0.2907530796365195,0.20954117304502762,0.2501471263407735,0.8205266259438533,78.45414927899553,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,39,150,150,1.0,0.2906289113603818,0.20991934809237695,0.25027412972637936,0.8208622693904605,78.5472794754071,0.2906289113603818,0.20991934809237695,0.25027412972637936,0.8208622693904605,78.5472794754071,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,40,150,150,1.0,0.28763824585019804,0.20732759033949455,0.24748291809484632,0.8141887390099424,78.61906933604676,0.28763824585019804,0.20732759033949455,0.24748291809484632,0.8141887390099424,78.61906933604676,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,41,150,150,1.0,0.28773797786339317,0.207336631250194,0.2475373045567936,0.8144178123713438,78.68791596778061,0.28773797786339317,0.207336631250194,0.2475373045567936,0.8144178123713438,78.68791596778061,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,42,150,150,1.0,0.2875318047626105,0.2065249913586771,0.2470283980606438,0.8126953036030445,78.7493829771264,0.2875318047626105,0.2065249913586771,0.2470283980606438,0.8126953036030445,78.7493829771264,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,43,150,150,1.0,0.2827199180225769,0.20340895882581775,0.2430644384241974,0.7982567964704251,78.77441313224074,0.2827199180225769,0.20340895882581775,0.2430644384241974,0.7982567964704251,78.77441313224074,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,44,150,150,1.0,0.2842051247070412,0.2027499848679797,0.24347755478751046,0.7990861638024686,78.80019047878635,0.2842051247070412,0.2027499848679797,0.24347755478751046,0.7990861638024686,78.80019047878635,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,45,150,150,1.0,0.28386829864083013,0.20202477252923925,0.24294653558503465,0.794980296812519,78.81569801661891,0.28386829864083013,0.20202477252923925,0.24294653558503465,0.794980296812519,78.81569801661891,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,46,150,150,1.0,0.2855393930910334,0.2033027019979685,0.24442104754450095,0.7983809778358295,78.83792409850942,0.2855393930910334,0.2033027019979685,0.24442104754450095,0.7983809778358295,78.83792409850942,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,47,150,150,1.0,0.2857120700861817,0.20324718217508153,0.24447962613063165,0.7984570000476479,78.85936613906804,0.2857120700861817,0.20324718217508153,0.24447962613063165,0.7984570000476479,78.85936613906804,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,48,150,150,1.0,0.2882377139559825,0.20586707887630118,0.24705239641614185,0.8044116097588985,78.8923201981685,0.2882377139559825,0.20586707887630118,0.24705239641614185,0.8044116097588985,78.8923201981685,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,49,150,150,1.0,0.28866896251724783,0.2062413443803988,0.2474551534488233,0.8063059981394485,78.92779529236803,0.28866896251724783,0.2062413443803988,0.2474551534488233,0.8063059981394485,78.92779529236803,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,50,150,150,1.0,0.28897135807411267,0.20756791332013894,0.2482696356971258,0.8092402633979091,78.96771991331649,0.28897135807411267,0.20756791332013894,0.2482696356971258,0.8092402633979091,78.96771991331649,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,51,150,150,1.0,0.28910792561636534,0.20790234422529116,0.24850513492082826,0.8103622271242302,79.00827879173033,0.28910792561636534,0.20790234422529116,0.24850513492082826,0.8103622271242302,79.00827879173033,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,52,150,150,1.0,0.289350522533229,0.20693407669846609,0.24814229961584758,0.8086410961962957,79.04396784611302,0.289350522533229,0.20693407669846609,0.24814229961584758,0.8086410961962957,79.04396784611302,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,53,150,150,1.0,0.2890644597153735,0.20687223896303883,0.2479683493392061,0.8081278339564326,79.07734172440605,0.2890644597153735,0.20687223896303883,0.2479683493392061,0.8081278339564326,79.07734172440605,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,54,150,150,1.0,0.28888388029822387,0.20679914164655938,0.2478415109723916,0.807656631264061,79.10860693555418,0.28888388029822387,0.20679914164655938,0.2478415109723916,0.807656631264061,79.10860693555418,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,55,150,150,1.0,0.28957594199218384,0.20753912870677602,0.24855753534947994,0.8093781330925235,79.14186523325779,0.28957594199218384,0.20753912870677602,0.24855753534947994,0.8093781330925235,79.14186523325779,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,56,150,150,1.0,0.28954038183102215,0.20739572502075043,0.24846805342588632,0.809172826900469,79.17356911641475,0.28954038183102215,0.20739572502075043,0.24846805342588632,0.809172826900469,79.17356911641475,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,57,150,150,1.0,0.2904853524062452,0.20834069589039947,0.2494130241483223,0.8103387489650724,79.20620605992514,0.2904853524062452,0.20834069589039947,0.2494130241483223,0.8103387489650724,79.20620605992514,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,58,150,150,1.0,0.2903555064888638,0.20802423221569838,0.24918986935228105,0.8098882850358599,79.23694092964344,0.2903555064888638,0.20802423221569838,0.24918986935228105,0.8098882850358599,79.23694092964344,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,59,150,150,1.0,0.29028950056391667,0.20802397879214424,0.24915673967803045,0.8097983688841598,79.26648153911415,0.29028950056391667,0.20802397879214424,0.24915673967803045,0.8097983688841598,79.26648153911415,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,60,150,150,1.0,0.2903448018644043,0.20955472165242048,0.24994976175841235,0.8121455475956542,79.29894942612168,0.2903448018644043,0.20955472165242048,0.24994976175841235,0.8121455475956542,79.29894942612168,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,61,150,150,1.0,0.29293957080803024,0.21195589956233496,0.25244773518518265,0.8146434847086639,79.33444777111748,0.29293957080803024,0.21195589956233496,0.25244773518518265,0.8146434847086639,79.33444777111748,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,62,150,150,1.0,0.2930962427418876,0.21101835278052472,0.25205729776120617,0.8136132562181876,79.3671393493546,0.2930962427418876,0.21101835278052472,0.25205729776120617,0.8136132562181876,79.3671393493546,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,63,150,150,1.0,0.2931004858532265,0.21109866654060155,0.2520995761969141,0.8138382583859783,79.39915024600926,0.2931004858532265,0.21109866654060155,0.2520995761969141,0.8138382583859783,79.39915024600926,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,64,150,150,1.0,0.293087646847867,0.21076160491031568,0.2519246258790913,0.8134126246024066,79.42949574935663,0.293087646847867,0.21076160491031568,0.2519246258790913,0.8134126246024066,79.42949574935663,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,65,150,150,1.0,0.29329829946161623,0.21101858854097566,0.252158444001296,0.8147725536140197,79.46099974338809,0.29329829946161623,0.21101858854097566,0.252158444001296,0.8147725536140197,79.46099974338809,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,66,150,150,1.0,0.29334110058248664,0.21315077638922716,0.2532459384858569,0.8174658494842666,79.49562982225231,0.29334110058248664,0.21315077638922716,0.2532459384858569,0.8174658494842666,79.49562982225231,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,67,150,150,1.0,0.2936115640990841,0.21334915313120836,0.2534803586151463,0.8172132406084904,79.52884913924629,0.2936115640990841,0.21334915313120836,0.2534803586151463,0.8172132406084904,79.52884913924629,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,68,150,150,1.0,0.29452259277277043,0.2142528221007476,0.254387707436759,0.8209608223636284,79.56660256714507,0.29452259277277043,0.2142528221007476,0.254387707436759,0.8209608223636284,79.56660256714507,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,69,150,150,1.0,0.29647991107940946,0.21569819739653104,0.2560890542379702,0.8235899102113822,79.60707196502902,0.29647991107940946,0.21569819739653104,0.2560890542379702,0.8235899102113822,79.60707196502902,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,70,150,150,1.0,0.29656058569279115,0.2166663691205224,0.2566134774066567,0.8254883728308482,79.64909718385839,0.29656058569279115,0.2166663691205224,0.2566134774066567,0.8254883728308482,79.64909718385839,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,71,150,150,1.0,0.29911927531002375,0.21885714604154477,0.25898821067578415,0.8290341414933394,79.69493263407635,0.29911927531002375,0.21885714604154477,0.25898821067578415,0.8290341414933394,79.69493263407635,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,72,150,150,1.0,0.29923804092680945,0.21923106927965577,0.25923455510323246,0.829437113178962,79.74005456024052,0.29923804092680945,0.21923106927965577,0.25923455510323246,0.829437113178962,79.74005456024052,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,73,150,150,1.0,0.2990321402085741,0.2163895590731336,0.2577108496408538,0.8265792791454528,79.78002542810772,0.2990321402085741,0.2163895590731336,0.2577108496408538,0.8265792791454528,79.78002542810772,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,74,150,150,1.0,0.2990321402085741,0.2163895590731336,0.2577108496408538,0.8265792791454528,79.81891600224876,0.2990321402085741,0.2163895590731336,0.2577108496408538,0.8265792791454528,79.81891600224876,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,75,150,150,1.0,0.2989733739551026,0.21575875907574105,0.2573660665154218,0.8255685747949347,79.85542188861203,0.2989733739551026,0.21575875907574105,0.2573660665154218,0.8255685747949347,79.85542188861203,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,76,150,150,1.0,0.2980249489497522,0.2157038519493878,0.25686440044956993,0.8238641436582018,79.88872442120687,0.2980249489497522,0.2157038519493878,0.25686440044956993,0.8238641436582018,79.88872442120687,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,77,150,150,1.0,0.2981420228011607,0.21627315053391716,0.2572075866675389,0.8246635167088024,79.92220009977406,0.2981420228011607,0.21627315053391716,0.2572075866675389,0.8246635167088024,79.92220009977406,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,78,150,150,1.0,0.29824024539624944,0.21613302031640322,0.25718663285632637,0.8242645076987442,79.95430587759584,0.29824024539624944,0.21613302031640322,0.25718663285632637,0.8242645076987442,79.95430587759584,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,79,150,150,1.0,0.298113148400078,0.21608643192211516,0.25709979016109663,0.8240499054461784,79.98532720249486,0.298113148400078,0.21608643192211516,0.25709979016109663,0.8240499054461784,79.98532720249486,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,80,150,150,1.0,0.2963661299958096,0.21475458581017112,0.2555603579029904,0.8174576971698315,80.00733273392598,0.2963661299958096,0.21475458581017112,0.2555603579029904,0.8174576971698315,80.00733273392598,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,81,150,150,1.0,0.29564551122792043,0.21493422791462413,0.25528986957127225,0.8140058906426221,80.02453342936222,0.29564551122792043,0.21493422791462413,0.25528986957127225,0.8140058906426221,80.02453342936222,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,82,150,150,1.0,0.29478459401323215,0.21407059751252877,0.25442759576288043,0.8077277633860078,80.03365834288952,0.29478459401323215,0.21407059751252877,0.25442759576288043,0.8077277633860078,80.03365834288952,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,83,150,150,1.0,0.2965595233001577,0.21587790765542167,0.2562187154777896,0.8157796840076742,80.05226448816518,0.2965595233001577,0.21587790765542167,0.2562187154777896,0.8157796840076742,80.05226448816518,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,84,150,150,1.0,0.29670188531362995,0.21638538801214902,0.25654363666288943,0.8168040510351778,80.07164711453841,0.29670188531362995,0.21638538801214902,0.25654363666288943,0.8168040510351778,80.07164711453841,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,85,150,150,1.0,0.2967584065674779,0.21666308846630244,0.2567107475168901,0.817268049563483,80.09111955973617,0.2967584065674779,0.21666308846630244,0.2567107475168901,0.817268049563483,80.09111955973617,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,86,150,150,1.0,0.29675898288980773,0.21669695078031448,0.256727966835061,0.8173080896855424,80.11018571565266,0.29675898288980773,0.21669695078031448,0.256727966835061,0.8173080896855424,80.11018571565266,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,87,150,150,1.0,0.29675956392712327,0.21669695063538852,0.25672825728125576,0.8173100095177747,80.12881577583799,0.29675956392712327,0.21669695063538852,0.25672825728125576,0.8173100095177747,80.12881577583799,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,88,150,150,1.0,0.2962922785423516,0.21574354665235612,0.2560179125973538,0.8139871970229324,80.143246502275,0.2962922785423516,0.21574354665235612,0.2560179125973538,0.8139871970229324,80.143246502275,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,89,150,150,1.0,0.29639220305377323,0.2156122004029246,0.25600220172834875,0.8139428039778268,80.15730306289868,0.29639220305377323,0.2156122004029246,0.25600220172834875,0.8139428039778268,80.15730306289868,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,90,150,150,1.0,0.2974985861116192,0.21535581163663073,0.25642719887412485,0.8153426690398313,80.17260266113296,0.2974985861116192,0.21535581163663073,0.25642719887412485,0.8153426690398313,80.17260266113296,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,91,150,150,1.0,0.2964863197758797,0.21333578243174608,0.25491105110381274,0.8103832100530071,80.1821160495304,0.2964863197758797,0.21333578243174608,0.25491105110381274,0.8103832100530071,80.1821160495304,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,92,150,150,1.0,0.2964947984446001,0.21426411464439568,0.2553794565444978,0.8122711100174116,80.19347469031528,0.2964947984446001,0.21426411464439568,0.2553794565444978,0.8122711100174116,80.19347469031528,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,93,150,150,1.0,0.29708577440380085,0.21406652523254835,0.2555761498181745,0.812771770945063,80.20512740433885,0.29708577440380085,0.21406652523254835,0.2555761498181745,0.812771770945063,80.20512740433885,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,94,150,150,1.0,0.2959733632068895,0.21280042409520833,0.2543868936510487,0.8074354903698149,80.21085529404782,0.2959733632068895,0.21280042409520833,0.2543868936510487,0.8074354903698149,80.21085529404782,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,95,150,150,1.0,0.29286839831078637,0.21182863039796584,0.25234851435437594,0.8025781132343819,80.21134956804138,0.29286839831078637,0.21182863039796584,0.25234851435437594,0.8025781132343819,80.21134956804138,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,96,150,150,1.0,0.2928389644941231,0.21198713542239866,0.2524130499582607,0.8027791348570653,80.21204294218373,0.2928389644941231,0.21198713542239866,0.2524130499582607,0.8027791348570653,80.21204294218373,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,97,150,150,1.0,0.29278343885497493,0.2098401071745554,0.251311773014765,0.8002233871712575,80.21008722852334,0.29278343885497493,0.2098401071745554,0.251311773014765,0.8002233871712575,80.21008722852334,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,98,150,150,1.0,0.29276510345864265,0.20991505946635222,0.2513400814624972,0.8003032179159291,80.20825288733016,0.29276510345864265,0.20991505946635222,0.2513400814624972,0.8003032179159291,80.20825288733016,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,99,150,150,1.0,0.29157834115187453,0.20892198493238676,0.2502501630421305,0.7933606521829105,80.19944291087523,0.29157834115187453,0.20892198493238676,0.2502501630421305,0.7933606521829105,80.19944291087523,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,100,150,150,1.0,0.28896034541631227,0.20937702893515972,0.24916868717573584,0.7948401701314806,80.19228865189795,0.28896034541631227,0.20937702893515972,0.24916868717573584,0.7948401701314806,80.19228865189795,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,101,150,150,1.0,0.2900418944373908,0.2087382366038357,0.2493900655206131,0.7963440277967182,80.18676502940066,0.2900418944373908,0.2087382366038357,0.2493900655206131,0.7963440277967182,80.18676502940066,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,102,150,150,1.0,0.2899122996198402,0.2092194074561218,0.24956585353798086,0.7968188199490668,80.18181519572916,0.2899122996198402,0.2092194074561218,0.24956585353798086,0.7968188199490668,80.18181519572916,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,103,150,150,1.0,0.2894363084215956,0.20925452967468686,0.24934541904814111,0.796184461871555,80.17634559370418,0.2894363084215956,0.20925452967468686,0.24934541904814111,0.796184461871555,80.17634559370418,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,104,150,150,1.0,0.2894913529505299,0.209359121038563,0.24942523699454636,0.796423018002733,80.17121055722887,0.2894913529505299,0.209359121038563,0.24942523699454636,0.796423018002733,80.17121055722887,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,105,150,150,1.0,0.28949462374230056,0.2093754085598987,0.24943501615109948,0.7964591859363824,80.16620777662325,0.28949462374230056,0.2093754085598987,0.24943501615109948,0.7964591859363824,80.16620777662325,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,106,150,150,1.0,0.28952186373226707,0.20924336732664298,0.2493826155294549,0.7963250612405709,80.16117285537263,0.28952186373226707,0.20924336732664298,0.2493826155294549,0.7963250612405709,80.16117285537263,algorithm_native_internal_best_so_far.v1,true
noise005,drsr,107,150,150,1.0,0.28952075974107555,0.2092264703744579,0.2493736150577666,0.7963062538068678,80.15621446775873,0.28952075974107555,0.2092264703744579,0.2493736150577666,0.7963062538068678,80.15621446775873,algorithm_native_internal_best_so_far.v1,true
