algorithm,gid,dataset,seeds,valid_for_symbolic_rate,pred_parse_rate,cas_equiv_rate,numeric_equiv_rate,equiv_final_rate,mean_tree_similarity,mean_var_f1,mean_op_f1,sym_f_formal
drsr,g0049,BPG3,5,1.0,1.0,0.0,0.0,0.0,0.04347826086956523,0.5333333333333333,0.819047619047619,0.1482815734989648
drsr,g0050,BPG9,5,1.0,1.0,0.0,0.0,0.0,0.006666666666666665,0.6666666666666666,0.8285714285714286,0.15152380952380953
dso,g0001,II.34.2_1_0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dso,g0002,first_principles_hubble,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3666666666666667,0.1366666666666667
dso,g0003,feynman-ii.27.18,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.6095238095238096,0.12428571428571429
dso,g0004,Korns-4,5,1.0,1.0,0.0,0.0,0.0,0.0,0.2333333333333333,0.6814285714285714,0.09147619047619049
dso,g0005,Keijzer-11,5,0.4,1.0,0.0,0.0,0.0,0.033333333333333326,0.6666666666666666,0.6571428571428571,0.05523809523809524
dso,g0006,Keijzer-2,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4704761904761904,0.14704761904761904
dso,g0007,Korns-2,5,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.13333333333333333
dso,g0008,Nguyen-12,5,1.0,1.0,0.0,0.0,0.0,0.011764705882352944,0.6666666666666666,0.7033333333333333,0.14052941176470587
dso,g0009,Nguyen-6,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dso,g0010,Nguyen-9,5,1.0,1.0,0.0,0.0,0.0,0.8571428571428573,0.6666666666666666,1.0,0.4238095238095239
dso,g0011,Vladislavleva-4,5,0.8,1.0,0.0,0.0,0.0,0.032258064516129045,0.38095238095238104,0.5190476190476191,0.0782488479262673
dso,g0012,feynman_I_27_6,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
dso,g0013,feynman-i.43.31,5,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.24761904761904763,0.10476190476190476
dso,g0014,feynman-ii.34.11,5,1.0,1.0,0.0,0.0,0.0,0.075,0.8255555555555556,0.58,0.16305555555555556
dso,g0015,III.21.20_3_0,5,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.96,1.0
dso,g0016,feynman_II_15_4,5,1.0,1.0,0.8,0.8,0.8,0.8,1.0,0.96,0.836
dso,g0017,strogatz_shearflow1,5,1.0,1.0,0.8,0.8,0.8,0.5142857142857142,1.0,0.7333333333333333,0.8504761904761905
dso,g0018,feynman-i.18.16,5,1.0,1.0,0.6,0.6,0.6,0.6,0.9377777777777778,0.8666666666666666,0.6604444444444445
dso,g0019,feynman-ii.34.2a,5,1.0,1.0,0.0,0.0,0.0,0.0,0.7928571428571428,0.48888888888888893,0.12817460317460316
dso,g0020,first_principles_leavitt,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5761904761904763,0.15761904761904763
dso,g0021,feynman-i.39.22,5,1.0,1.0,0.0,0.0,0.0,0.02857142857142858,0.9428571428571428,0.6552380952380952,0.16838095238095238
dso,g0022,feynman-i.11.19,5,1.0,1.0,0.4,0.4,0.4,0.6599999999999999,0.8509090909090908,0.96,0.5790909090909091
dso,g0023,I.11.19_4_0,5,1.0,1.0,0.0,0.0,0.0,0.2533333333333333,0.8400000000000001,0.9714285714285713,0.2571428571428572
dso,g0024,strogatz_predprey2,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6857142857142857,0.1685714285714286
dso,g0025,strogatz_barmag2,5,1.0,1.0,0.0,0.0,0.0,0.03076923076923077,1.0,0.5769841269841269,0.16692918192918194
dso,g0026,strogatz_barmag1,5,0.8,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7,0.11000000000000001
dso,g0027,feynman_I_12_11,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dso,g0028,feynman-ii.4.23,5,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.45777777777777773,0.1168888888888889
dso,g0029,strogatz_vdp1,5,1.0,1.0,0.0,0.0,0.0,0.8,1.0,0.95,0.43499999999999994
dso,g0030,feynman-iii.7.38,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.27142857142857146,0.12714285714285717
dso,g0031,II.11.27_1_0,5,1.0,1.0,0.0,0.0,0.0,0.3428571428571428,1.0,0.6476190476190476,0.2676190476190476
dso,g0032,feynman-i.13.12,5,1.0,1.0,0.0,1.0,1.0,0.0,0.13333333333333333,0.05714285714285715,1.0
dso,g0033,feynman-iii.10.19,5,1.0,1.0,0.0,0.4,0.4,0.0,0.48,0.4976190476190476,0.4630952380952381
dso,g0034,CRK11,5,1.0,1.0,0.0,0.0,0.0,0.0,0.9333333333333332,0.7166666666666667,0.165
dso,g0035,feynman-i.32.5,5,1.0,1.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.41904761904761906,0.11523809523809525
dso,g0036,CRK10,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6688888888888889,0.13355555555555557
dso,g0037,CRK34,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7619047619047619,0.14285714285714285
dso,g0038,PO19,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.47777777777777775,0.14777777777777779
dso,g0039,CRK0,5,1.0,1.0,0.0,0.0,0.0,0.09,0.8,0.8,0.187
dso,g0040,feynman-i.29.16,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.75,0.14166666666666666
dso,g0041,PO41,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6290909090909091,0.16290909090909095
dso,g0042,feynman_test_15,5,1.0,1.0,0.0,0.0,0.0,0.008000000000000007,0.7333333333333333,0.8732323232323231,0.16305656565656565
dso,g0043,CRK33,5,1.0,1.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.6666666666666666,0.13999999999999999
dso,g0044,feynman-i.15.3t,5,1.0,1.0,0.0,0.0,0.0,0.0,0.4066666666666666,0.6857142857142857,0.10923809523809525
dso,g0045,feynman-bonus.20,5,0.8,1.0,0.0,0.0,0.0,0.02857142857142858,0.6476190476190476,0.7988888888888889,0.11988888888888889
dso,g0046,II.6.15b_3_0,5,1.0,1.0,0.0,0.0,0.0,0.07272727272727272,0.7561904761904762,0.5745454545454545,0.1548917748917749
dso,g0047,BPG5,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7761904761904761,0.1442857142857143
dso,g0048,MatSci21,5,1.0,1.0,0.0,0.0,0.0,0.011111111111111117,1.0,0.819047619047619,0.18523809523809526
dso,g0049,BPG3,5,1.0,1.0,0.0,0.0,0.0,0.09565217391304345,0.8666666666666666,0.6857142857142857,0.1839337474120083
dso,g0050,BPG9,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7333333333333332,0.13999999999999999
e2esr,g0001,II.34.2_1_0,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,0.18000000000000002
e2esr,g0002,first_principles_hubble,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44000000000000006,0.144
e2esr,g0003,feynman-ii.27.18,5,0.2,1.0,0.0,0.0,0.0,0.0,0.5,0.5571428571428572,0.021428571428571432
e2esr,g0004,Korns-4,5,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.7523809523809524,0.11523809523809522
e2esr,g0005,Keijzer-11,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6285714285714286,0.12952380952380954
e2esr,g0006,Keijzer-2,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4309523809523809,0.1430952380952381
e2esr,g0007,Korns-2,5,1.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285715,0.9714285714285713,0.1542857142857143
e2esr,g0008,Nguyen-12,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6095238095238096,0.1276190476190476
e2esr,g0009,Nguyen-6,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5333333333333333,0.15333333333333332
e2esr,g0010,Nguyen-9,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6190476190476191,0.1285714285714286
e2esr,g0011,Vladislavleva-4,5,1.0,1.0,0.0,0.0,0.0,0.0,0.888888888888889,0.8571428571428571,0.17460317460317462
e2esr,g0012,feynman_I_27_6,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9428571428571428,0.1942857142857143
e2esr,g0013,feynman-i.43.31,5,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.5666666666666667,0.03333333333333333
e2esr,g0014,feynman-ii.34.11,5,0.0,1.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.700952380952381,0.0
e2esr,g0015,III.21.20_3_0,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7733333333333333,0.17733333333333334
e2esr,g0016,feynman_II_15_4,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,0.18000000000000002
e2esr,g0017,strogatz_shearflow1,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6611111111111111,0.16611111111111113
e2esr,g0018,feynman-i.18.16,5,0.4,1.0,0.0,0.0,0.0,0.0,0.8,0.3333333333333333,0.04533333333333334
e2esr,g0019,feynman-ii.34.2a,5,0.2,1.0,0.0,0.0,0.0,0.0,0.7499999999999999,0.5714285714285715,0.02642857142857143
e2esr,g0020,first_principles_leavitt,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.16666666666666666
e2esr,g0021,feynman-i.39.22,5,0.2,1.0,0.0,0.0,0.0,0.0,0.7499999999999999,0.6298412698412699,0.031
e2esr,g0022,feynman-i.11.19,5,0.0,1.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.0
e2esr,g0023,I.11.19_4_0,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9714285714285713,0.19714285714285715
e2esr,g0024,strogatz_predprey2,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7047619047619047,0.17047619047619048
e2esr,g0025,strogatz_barmag2,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5650793650793651,0.15650793650793654
e2esr,g0026,strogatz_barmag1,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6333333333333334,0.16333333333333336
e2esr,g0027,feynman_I_12_11,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
e2esr,g0028,feynman-ii.4.23,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6142857142857142,0.16142857142857142
e2esr,g0029,strogatz_vdp1,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
e2esr,g0030,feynman-iii.7.38,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3504761904761905,0.13504761904761903
e2esr,g0031,II.11.27_1_0,5,0.6,1.0,0.0,0.0,0.0,0.0,1.0,0.8642857142857142,0.11142857142857143
e2esr,g0032,feynman-i.13.12,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6924242424242424,0.16924242424242425
e2esr,g0033,feynman-iii.10.19,5,0.2,1.0,0.0,0.0,0.0,0.0,0.8,0.6666666666666666,0.02933333333333334
e2esr,g0034,CRK11,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5317460317460319,0.11984126984126983
e2esr,g0035,feynman-i.32.5,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0
e2esr,g0036,CRK10,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.11666666666666665
e2esr,g0037,CRK34,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6833333333333333,0.135
e2esr,g0038,PO19,5,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.5428571428571429,0.13428571428571429
e2esr,g0039,CRK0,5,1.0,1.0,0.0,0.0,0.0,0.039999999999999994,0.6666666666666666,0.7247619047619047,0.15114285714285716
e2esr,g0040,feynman-i.29.16,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7222222222222221,0.17222222222222222
e2esr,g0041,PO41,5,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.6444444444444444,0.14444444444444446
e2esr,g0042,feynman_test_15,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8057142857142857,0.18057142857142858
e2esr,g0043,CRK33,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6142857142857142,0.16142857142857142
e2esr,g0044,feynman-i.15.3t,5,0.0,1.0,0.0,0.0,0.0,0.0,0.7499999999999999,0.8547619047619047,0.0
e2esr,g0045,feynman-bonus.20,5,0.0,1.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.6533333333333333,0.0
e2esr,g0046,II.6.15b_3_0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.9714285714285715,0.557979797979798,0.152940836940837
e2esr,g0047,BPG5,5,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.7547619047619046,0.11547619047619047
e2esr,g0048,MatSci21,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8114285714285714,0.18114285714285716
e2esr,g0049,BPG3,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.729047619047619,0.1395714285714286
e2esr,g0050,BPG9,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6222222222222222,0.1288888888888889
gplearn,g0001,II.34.2_1_0,5,1.0,1.0,0.2,0.2,0.2,0.2,1.0,0.7476190476190476,0.33476190476190476
gplearn,g0002,first_principles_hubble,5,1.0,0.8,0.0,0.0,0.0,0.0,0.8,0.17777777777777776,0.09777777777777778
gplearn,g0003,feynman-ii.27.18,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.013333333333333332
gplearn,g0004,Korns-4,5,1.0,1.0,0.0,0.0,0.0,0.2666666666666667,0.0,0.29523809523809524,0.10952380952380954
gplearn,g0005,Keijzer-11,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6614285714285714,0.13280952380952382
gplearn,g0006,Keijzer-2,5,1.0,1.0,0.0,0.0,0.0,0.2,1.0,0.5253968253968254,0.21253968253968258
gplearn,g0007,Korns-2,5,1.0,1.0,0.0,0.0,0.0,0.0,0.523809523809524,0.7880952380952381,0.13119047619047622
gplearn,g0008,Nguyen-12,5,1.0,1.0,0.0,0.0,0.0,0.03529411764705883,0.6666666666666666,0.699047619047619,0.14715966386554621
gplearn,g0009,Nguyen-6,5,1.0,1.0,0.2,0.2,0.2,0.2,1.0,0.7547619047619047,0.3354761904761905
gplearn,g0010,Nguyen-9,5,1.0,1.0,0.0,0.0,0.0,0.34285714285714286,0.6666666666666666,0.7809523809523811,0.24761904761904763
gplearn,g0011,Vladislavleva-4,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gplearn,g0012,feynman_I_27_6,5,1.0,1.0,0.2,0.2,0.2,0.0,1.0,0.7833333333333333,0.3383333333333333
gplearn,g0013,feynman-i.43.31,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.36666666666666664,0.09666666666666666
gplearn,g0014,feynman-ii.34.11,5,1.0,1.0,0.0,0.0,0.0,0.0,0.6642424242424243,0.5619047619047619,0.12261471861471862
gplearn,g0015,III.21.20_3_0,5,1.0,1.0,0.2,0.2,0.2,0.375,1.0,0.8333333333333334,0.39583333333333337
gplearn,g0016,feynman_II_15_4,5,1.0,1.0,0.4,0.4,0.4,0.5,1.0,0.7488888888888889,0.5248888888888888
gplearn,g0017,strogatz_shearflow1,5,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.4922222222222222,0.1292222222222222
gplearn,g0018,feynman-i.18.16,5,1.0,1.0,0.8,0.8,0.8,0.8,1.0,0.9142857142857143,0.8314285714285715
gplearn,g0019,feynman-ii.34.2a,5,1.0,1.0,0.0,0.0,0.0,0.0,0.7333333333333332,0.45575757575757575,0.1189090909090909
gplearn,g0020,first_principles_leavitt,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5904761904761905,0.15904761904761905
gplearn,g0021,feynman-i.39.22,5,1.0,0.6,0.0,0.0,0.0,0.0,0.49285714285714277,0.3285714285714286,0.08214285714285716
gplearn,g0022,feynman-i.11.19,5,1.0,1.0,0.4,0.4,0.4,0.4,0.7,0.8,0.47000000000000003
gplearn,g0023,I.11.19_4_0,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7166666666666666,0.1716666666666667
gplearn,g0024,strogatz_predprey2,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.65,0.16499999999999998
gplearn,g0025,strogatz_barmag2,5,1.0,1.0,0.0,0.0,0.0,0.04615384615384614,0.8,0.8928571428571429,0.18313186813186816
gplearn,g0026,strogatz_barmag1,5,1.0,1.0,0.0,0.0,0.0,0.03076923076923077,0.7333333333333333,0.7976190476190476,0.16232600732600733
gplearn,g0027,feynman_I_12_11,5,1.0,1.0,0.6,0.6,0.6,0.4,1.0,0.9047619047619048,0.6704761904761904
gplearn,g0028,feynman-ii.4.23,5,1.0,0.8,0.0,0.0,0.0,0.0,0.8,0.38686868686868686,0.11868686868686869
gplearn,g0029,strogatz_vdp1,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6833333333333333,0.16833333333333333
gplearn,g0030,feynman-iii.7.38,5,1.0,0.8,0.0,0.0,0.0,0.0,0.6666666666666666,0.23333333333333334,0.09
gplearn,g0031,II.11.27_1_0,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7333333333333332,0.17333333333333334
gplearn,g0032,feynman-i.13.12,5,1.0,1.0,0.0,0.8,0.8,0.0,0.0,0.0,0.8
gplearn,g0033,feynman-iii.10.19,5,1.0,1.0,0.0,0.2,0.2,0.01428571428571428,0.24000000000000005,0.16,0.2362857142857143
gplearn,g0034,CRK11,5,1.0,1.0,0.0,0.0,0.0,0.06666666666666668,0.4,0.3333333333333333,0.09333333333333334
gplearn,g0035,feynman-i.32.5,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gplearn,g0036,CRK10,5,1.0,1.0,0.0,0.0,0.0,0.09230769230769229,0.6,0.5985714285714285,0.14754945054945057
gplearn,g0037,CRK34,5,1.0,1.0,0.0,0.0,0.0,0.018181818181818188,0.8666666666666666,0.5633333333333332,0.14845454545454545
gplearn,g0038,PO19,5,1.0,1.0,0.0,0.0,0.0,0.0,0.9333333333333332,0.523809523809524,0.14571428571428574
gplearn,g0039,CRK0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16,0.016000000000000004
gplearn,g0040,feynman-i.29.16,5,1.0,1.0,0.0,0.0,0.0,0.09473684210526316,0.8,0.7961904761904762,0.1880401002506266
gplearn,g0041,PO41,5,1.0,1.0,0.0,0.0,0.0,0.05555555555555556,1.0,0.5,0.16666666666666669
gplearn,g0042,feynman_test_15,5,1.0,1.0,0.0,0.0,0.0,0.0,0.718095238095238,0.6033333333333333,0.13214285714285717
gplearn,g0043,CRK33,5,1.0,1.0,0.0,0.0,0.0,0.0,0.8666666666666666,0.711111111111111,0.15777777777777777
gplearn,g0044,feynman-i.15.3t,5,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.05
gplearn,g0045,feynman-bonus.20,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gplearn,g0046,II.6.15b_3_0,5,1.0,1.0,0.0,0.0,0.0,0.08181818181818183,0.8666666666666666,0.7187878787878788,0.1830909090909091
gplearn,g0047,BPG5,5,1.0,1.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7595238095238095,0.1492857142857143
gplearn,g0048,MatSci21,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5915151515151515,0.15915151515151515
gplearn,g0049,BPG3,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.15000000000000002
gplearn,g0050,BPG9,5,1.0,1.0,0.0,0.0,0.0,0.033333333333333326,1.0,0.4038095238095238,0.1503809523809524
imcts,g0001,II.34.2_1_0,5,1.0,1.0,0.0,0.8,0.8,0.6,1.0,0.8933333333333333,0.8333333333333334
imcts,g0002,first_principles_hubble,5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.29523809523809524,0.1295238095238095
imcts,g0003,feynman-ii.27.18,5,1.0,1.0,0.0,0.4,0.4,0.4,0.8,0.780952380952381,0.4780952380952381
imcts,g0004,Korns-4,5,1.0,1.0,0.0,0.0,0.0,0.7333333333333334,0.0,0.9333333333333332,0.31333333333333335
imcts,g0005,Keijzer-11,5,1.0,1.0,0.0,0.0,0.0,0.15,0.6666666666666666,0.819047619047619,0.19357142857142856
imcts,g0006,Keijzer-2,5,1.0,1.0,0.0,1.0,1.0,0.48571428571428577,1.0,0.8800000000000001,1.0
imcts,g0007,Korns-2,5,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.13333333333333333
imcts,g0008,Nguyen-12,5,1.0,1.0,0.0,0.0,0.0,0.6823529411764706,0.6666666666666666,0.9214285714285714,0.363515406162465
