tool,machine,global_index,slice_index,family,subgroup,dataset_name,dataset_dir,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,has_formula_py
llmsr,anon-node-08,516,18,srbench1.0,feynman,feynman_II_6_11,sim-datasets-data/srbench1.0/feynman/feynman_II_6_11,sim-datasets-data/srbench1.0/feynman/feynman_II_6_11/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_6_11/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_6_11/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_6_11/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_6_11/metadata.yaml,yes
llmsr,anon-node-08,517,19,srbench1.0,feynman,feynman_II_6_15a,sim-datasets-data/srbench1.0/feynman/feynman_II_6_15a,sim-datasets-data/srbench1.0/feynman/feynman_II_6_15a/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_6_15a/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_6_15a/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_6_15a/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_6_15a/metadata.yaml,yes
llmsr,anon-node-08,518,20,srbench1.0,feynman,feynman_II_6_15b,sim-datasets-data/srbench1.0/feynman/feynman_II_6_15b,sim-datasets-data/srbench1.0/feynman/feynman_II_6_15b/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_6_15b/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_6_15b/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_6_15b/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_6_15b/metadata.yaml,yes
llmsr,anon-node-08,519,21,srbench1.0,feynman,feynman_II_8_31,sim-datasets-data/srbench1.0/feynman/feynman_II_8_31,sim-datasets-data/srbench1.0/feynman/feynman_II_8_31/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_8_31/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_8_31/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_8_31/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_8_31/metadata.yaml,yes
llmsr,anon-node-08,520,22,srbench1.0,feynman,feynman_II_8_7,sim-datasets-data/srbench1.0/feynman/feynman_II_8_7,sim-datasets-data/srbench1.0/feynman/feynman_II_8_7/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_8_7/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_8_7/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_8_7/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_II_8_7/metadata.yaml,yes
llmsr,anon-node-08,521,23,srbench1.0,feynman,feynman_I_10_7,sim-datasets-data/srbench1.0/feynman/feynman_I_10_7,sim-datasets-data/srbench1.0/feynman/feynman_I_10_7/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_10_7/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_10_7/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_10_7/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_10_7/metadata.yaml,yes
llmsr,anon-node-08,522,24,srbench1.0,feynman,feynman_I_11_19,sim-datasets-data/srbench1.0/feynman/feynman_I_11_19,sim-datasets-data/srbench1.0/feynman/feynman_I_11_19/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_11_19/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_11_19/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_11_19/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_11_19/metadata.yaml,yes
llmsr,anon-node-08,523,25,srbench1.0,feynman,feynman_I_12_1,sim-datasets-data/srbench1.0/feynman/feynman_I_12_1,sim-datasets-data/srbench1.0/feynman/feynman_I_12_1/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_1/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_1/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_1/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_1/metadata.yaml,yes
llmsr,anon-node-08,524,26,srbench1.0,feynman,feynman_I_12_11,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_11/metadata.yaml,yes
llmsr,anon-node-08,525,27,srbench1.0,feynman,feynman_I_12_2,sim-datasets-data/srbench1.0/feynman/feynman_I_12_2,sim-datasets-data/srbench1.0/feynman/feynman_I_12_2/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_2/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_2/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_2/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_2/metadata.yaml,yes
llmsr,anon-node-08,526,28,srbench1.0,feynman,feynman_I_12_4,sim-datasets-data/srbench1.0/feynman/feynman_I_12_4,sim-datasets-data/srbench1.0/feynman/feynman_I_12_4/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_4/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_4/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_4/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_4/metadata.yaml,yes
llmsr,anon-node-08,527,29,srbench1.0,feynman,feynman_I_12_5,sim-datasets-data/srbench1.0/feynman/feynman_I_12_5,sim-datasets-data/srbench1.0/feynman/feynman_I_12_5/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_5/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_5/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_5/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_12_5/metadata.yaml,yes
llmsr,anon-node-08,528,30,srbench1.0,feynman,feynman_I_13_12,sim-datasets-data/srbench1.0/feynman/feynman_I_13_12,sim-datasets-data/srbench1.0/feynman/feynman_I_13_12/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_13_12/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_13_12/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_13_12/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_13_12/metadata.yaml,yes
llmsr,anon-node-08,529,31,srbench1.0,feynman,feynman_I_13_4,sim-datasets-data/srbench1.0/feynman/feynman_I_13_4,sim-datasets-data/srbench1.0/feynman/feynman_I_13_4/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_13_4/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_13_4/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_13_4/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_13_4/metadata.yaml,yes
llmsr,anon-node-08,530,32,srbench1.0,feynman,feynman_I_14_3,sim-datasets-data/srbench1.0/feynman/feynman_I_14_3,sim-datasets-data/srbench1.0/feynman/feynman_I_14_3/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_14_3/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_14_3/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_14_3/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_14_3/metadata.yaml,yes
llmsr,anon-node-08,531,33,srbench1.0,feynman,feynman_I_14_4,sim-datasets-data/srbench1.0/feynman/feynman_I_14_4,sim-datasets-data/srbench1.0/feynman/feynman_I_14_4/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_14_4/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_14_4/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_14_4/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_14_4/metadata.yaml,yes
llmsr,anon-node-08,532,34,srbench1.0,feynman,feynman_I_15_10,sim-datasets-data/srbench1.0/feynman/feynman_I_15_10,sim-datasets-data/srbench1.0/feynman/feynman_I_15_10/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_15_10/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_15_10/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_15_10/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_15_10/metadata.yaml,yes
llmsr,anon-node-08,533,35,srbench1.0,feynman,feynman_I_15_3t,sim-datasets-data/srbench1.0/feynman/feynman_I_15_3t,sim-datasets-data/srbench1.0/feynman/feynman_I_15_3t/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_15_3t/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_15_3t/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_15_3t/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_15_3t/metadata.yaml,yes
llmsr,anon-node-08,534,36,srbench1.0,feynman,feynman_I_15_3x,sim-datasets-data/srbench1.0/feynman/feynman_I_15_3x,sim-datasets-data/srbench1.0/feynman/feynman_I_15_3x/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_15_3x/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_15_3x/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_15_3x/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_15_3x/metadata.yaml,yes
llmsr,anon-node-08,535,37,srbench1.0,feynman,feynman_I_16_6,sim-datasets-data/srbench1.0/feynman/feynman_I_16_6,sim-datasets-data/srbench1.0/feynman/feynman_I_16_6/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_16_6/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_16_6/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_16_6/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_16_6/metadata.yaml,yes
llmsr,anon-node-08,536,38,srbench1.0,feynman,feynman_I_18_12,sim-datasets-data/srbench1.0/feynman/feynman_I_18_12,sim-datasets-data/srbench1.0/feynman/feynman_I_18_12/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_18_12/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_18_12/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_18_12/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_18_12/metadata.yaml,yes
llmsr,anon-node-08,537,39,srbench1.0,feynman,feynman_I_18_14,sim-datasets-data/srbench1.0/feynman/feynman_I_18_14,sim-datasets-data/srbench1.0/feynman/feynman_I_18_14/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_18_14/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_18_14/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_18_14/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_18_14/metadata.yaml,yes
llmsr,anon-node-08,538,40,srbench1.0,feynman,feynman_I_18_4,sim-datasets-data/srbench1.0/feynman/feynman_I_18_4,sim-datasets-data/srbench1.0/feynman/feynman_I_18_4/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_18_4/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_18_4/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_18_4/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_18_4/metadata.yaml,yes
llmsr,anon-node-08,539,41,srbench1.0,feynman,feynman_I_24_6,sim-datasets-data/srbench1.0/feynman/feynman_I_24_6,sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/metadata.yaml,yes
llmsr,anon-node-08,540,42,srbench1.0,feynman,feynman_I_25_13,sim-datasets-data/srbench1.0/feynman/feynman_I_25_13,sim-datasets-data/srbench1.0/feynman/feynman_I_25_13/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_25_13/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_25_13/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_25_13/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_25_13/metadata.yaml,yes
llmsr,anon-node-08,541,43,srbench1.0,feynman,feynman_I_26_2,sim-datasets-data/srbench1.0/feynman/feynman_I_26_2,sim-datasets-data/srbench1.0/feynman/feynman_I_26_2/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_26_2/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_26_2/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_26_2/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_26_2/metadata.yaml,yes
llmsr,anon-node-08,542,44,srbench1.0,feynman,feynman_I_27_6,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_27_6/metadata.yaml,yes
llmsr,anon-node-08,543,45,srbench1.0,feynman,feynman_I_29_16,sim-datasets-data/srbench1.0/feynman/feynman_I_29_16,sim-datasets-data/srbench1.0/feynman/feynman_I_29_16/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_29_16/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_29_16/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_29_16/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_29_16/metadata.yaml,yes
llmsr,anon-node-08,544,46,srbench1.0,feynman,feynman_I_29_4,sim-datasets-data/srbench1.0/feynman/feynman_I_29_4,sim-datasets-data/srbench1.0/feynman/feynman_I_29_4/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_29_4/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_29_4/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_29_4/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_29_4/metadata.yaml,yes
llmsr,anon-node-08,545,47,srbench1.0,feynman,feynman_I_30_3,sim-datasets-data/srbench1.0/feynman/feynman_I_30_3,sim-datasets-data/srbench1.0/feynman/feynman_I_30_3/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_30_3/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_30_3/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_30_3/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_30_3/metadata.yaml,yes
llmsr,anon-node-08,546,48,srbench1.0,feynman,feynman_I_30_5,sim-datasets-data/srbench1.0/feynman/feynman_I_30_5,sim-datasets-data/srbench1.0/feynman/feynman_I_30_5/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_30_5/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_30_5/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_30_5/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_30_5/metadata.yaml,yes
llmsr,anon-node-08,547,49,srbench1.0,feynman,feynman_I_32_17,sim-datasets-data/srbench1.0/feynman/feynman_I_32_17,sim-datasets-data/srbench1.0/feynman/feynman_I_32_17/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_32_17/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_32_17/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_32_17/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_32_17/metadata.yaml,yes
llmsr,anon-node-08,548,50,srbench1.0,feynman,feynman_I_32_5,sim-datasets-data/srbench1.0/feynman/feynman_I_32_5,sim-datasets-data/srbench1.0/feynman/feynman_I_32_5/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_32_5/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_32_5/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_32_5/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_32_5/metadata.yaml,yes
llmsr,anon-node-08,549,51,srbench1.0,feynman,feynman_I_34_1,sim-datasets-data/srbench1.0/feynman/feynman_I_34_1,sim-datasets-data/srbench1.0/feynman/feynman_I_34_1/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_1/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_1/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_1/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_1/metadata.yaml,yes
llmsr,anon-node-08,550,52,srbench1.0,feynman,feynman_I_34_14,sim-datasets-data/srbench1.0/feynman/feynman_I_34_14,sim-datasets-data/srbench1.0/feynman/feynman_I_34_14/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_14/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_14/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_14/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_14/metadata.yaml,yes
llmsr,anon-node-08,551,53,srbench1.0,feynman,feynman_I_34_27,sim-datasets-data/srbench1.0/feynman/feynman_I_34_27,sim-datasets-data/srbench1.0/feynman/feynman_I_34_27/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_27/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_27/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_27/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_27/metadata.yaml,yes
llmsr,anon-node-08,552,54,srbench1.0,feynman,feynman_I_34_8,sim-datasets-data/srbench1.0/feynman/feynman_I_34_8,sim-datasets-data/srbench1.0/feynman/feynman_I_34_8/train.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_8/valid.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_8/id_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_8/ood_test.csv,sim-datasets-data/srbench1.0/feynman/feynman_I_34_8/metadata.yaml,yes
