logical_key,condition,algorithm,dataset_id,seed,task_id,host,availability_status,q_star,m_eff,eff_score,unavailable_reason,required_action,evaluation_path,bundle_path,bundle_sha256,native_eff_schema_version
drsr::I.11.19_4_0::s520::clean,clean,drsr,I.11.19_4_0,520,drsr_s520_clean_g0013,anon-node-02,available,0.22130447635315248,0.9964487284243416,99.64487284243417,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-02.jsonl.gz,6f3d711da91772a835a9b5dfe98fd4032e92eef80800ff56e0b5fcae35ad5dd2,algorithm_native_internal_best_so_far.v1
drsr::I.11.19_4_0::s521::clean,clean,drsr,I.11.19_4_0,521,drsr_s521_clean_g0013,anon-node-06,available,0.22244100677952366,0.999615995937594,99.9615995937594,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-06.jsonl.gz,f401f870cc2b95788f867c08ceb06dfa1aca1a9c275e9dc0e0a8a3370b24e410,algorithm_native_internal_best_so_far.v1
drsr::I.11.19_4_0::s522::clean,clean,drsr,I.11.19_4_0,522,drsr_s522_clean_g0013,anon-node-07,available,0.2072432134193004,0.9999990266197311,99.99990266197311,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-07.jsonl.gz,3dbe3c2cf2c04396d7997520443b3ad1acba62a7d68a732a1733fa230d225509,algorithm_native_internal_best_so_far.v1
drsr::II.11.27_1_0::s520::clean,clean,drsr,II.11.27_1_0,520,drsr_s520_clean_g0014,anon-node-02,available,0.14296836573047894,0.9998960526741041,99.98960526741041,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-02.jsonl.gz,6f3d711da91772a835a9b5dfe98fd4032e92eef80800ff56e0b5fcae35ad5dd2,algorithm_native_internal_best_so_far.v1
drsr::II.11.27_1_0::s521::clean,clean,drsr,II.11.27_1_0,521,drsr_s521_clean_g0014,anon-node-06,available,0.1429696988852147,0.999848179547093,99.9848179547093,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-06.jsonl.gz,f401f870cc2b95788f867c08ceb06dfa1aca1a9c275e9dc0e0a8a3370b24e410,algorithm_native_internal_best_so_far.v1
drsr::II.11.27_1_0::s522::clean,clean,drsr,II.11.27_1_0,522,drsr_s522_clean_g0014,anon-node-07,available,0.14295375296834484,0.46108266304065637,46.10826630406564,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-07.jsonl.gz,3dbe3c2cf2c04396d7997520443b3ad1acba62a7d68a732a1733fa230d225509,algorithm_native_internal_best_so_far.v1
drsr::II.34.2_1_0::s520::clean,clean,drsr,II.34.2_1_0,520,drsr_s520_clean_g0015,anon-node-02,available,1.0,0.9955332075902523,99.55332075902523,,,canonical_replay.v1,/workspace/SymbolicArenaCode/experiments/drsr3h_ssr50_seed520-522_noise0-001-005_turbo_20260618-162355/drsr/seed520/tasks/drsr_s520_clean_g0015/anon-node-02/drsr/g0015_II.34.2_1_0/experiments/g0015_II.34.2_1_0_drsr_seed520_20260618-163014/progress.json,7b03b34730c4411a677239a32de8167a690df7ad58b4f27270b55a3bcca069ca,algorithm_native_internal_best_so_far.v1
drsr::II.34.2_1_0::s521::clean,clean,drsr,II.34.2_1_0,521,drsr_s521_clean_g0015,anon-node-06,available,1.0,0.9776660346544553,97.76660346544553,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-06.jsonl.gz,f401f870cc2b95788f867c08ceb06dfa1aca1a9c275e9dc0e0a8a3370b24e410,algorithm_native_internal_best_so_far.v1
drsr::II.34.2_1_0::s522::clean,clean,drsr,II.34.2_1_0,522,drsr_s522_clean_g0015,anon-node-07,available,1.0,0.995574902057817,99.55749020578169,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-07.jsonl.gz,3dbe3c2cf2c04396d7997520443b3ad1acba62a7d68a732a1733fa230d225509,algorithm_native_internal_best_so_far.v1
drsr::II.6.15b_3_0::s520::clean,clean,drsr,II.6.15b_3_0,520,drsr_s520_clean_g0016,anon-node-02,available,0.2254464916779546,0.9734708032980687,97.34708032980687,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-02.jsonl.gz,6f3d711da91772a835a9b5dfe98fd4032e92eef80800ff56e0b5fcae35ad5dd2,algorithm_native_internal_best_so_far.v1
drsr::II.6.15b_3_0::s521::clean,clean,drsr,II.6.15b_3_0,521,drsr_s521_clean_g0016,anon-node-06,available,0.24925801544381415,0.9353539817693814,93.53539817693814,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-06.jsonl.gz,f401f870cc2b95788f867c08ceb06dfa1aca1a9c275e9dc0e0a8a3370b24e410,algorithm_native_internal_best_so_far.v1
drsr::II.6.15b_3_0::s522::clean,clean,drsr,II.6.15b_3_0,522,drsr_s522_clean_g0016,anon-node-07,available,0.22747050323887308,0.8830239027203151,88.3023902720315,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-07.jsonl.gz,3dbe3c2cf2c04396d7997520443b3ad1acba62a7d68a732a1733fa230d225509,algorithm_native_internal_best_so_far.v1
drsr::III.21.20_3_0::s520::clean,clean,drsr,III.21.20_3_0,520,drsr_s520_clean_g0017,anon-node-02,available,0.27448654110654475,0.73762411781288,73.762411781288,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-02.jsonl.gz,6f3d711da91772a835a9b5dfe98fd4032e92eef80800ff56e0b5fcae35ad5dd2,algorithm_native_internal_best_so_far.v1
drsr::III.21.20_3_0::s521::clean,clean,drsr,III.21.20_3_0,521,drsr_s521_clean_g0017,anon-node-06,available,0.2048282959612941,0.801397531440799,80.13975314407989,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-06.jsonl.gz,f401f870cc2b95788f867c08ceb06dfa1aca1a9c275e9dc0e0a8a3370b24e410,algorithm_native_internal_best_so_far.v1
drsr::III.21.20_3_0::s522::clean,clean,drsr,III.21.20_3_0,522,drsr_s522_clean_g0017,anon-node-07,available,0.19542928206780302,0.9679774248844158,96.79774248844159,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-07.jsonl.gz,3dbe3c2cf2c04396d7997520443b3ad1acba62a7d68a732a1733fa230d225509,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-11::s520::clean,clean,drsr,Keijzer-11,520,drsr_s520_clean_g0001,anon-node-08,available,0.23869782090527703,0.07339452609718795,7.339452609718795,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-08.jsonl.gz,1b2eb57e97ccb9d9792fbaa0085b248a7f05ba3114885a75707b5e132004e1cd,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-11::s521::clean,clean,drsr,Keijzer-11,521,drsr_s521_clean_g0001,anon-node-08,available,0.21045297725303758,0.34810122704029345,34.81012270402935,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-08.jsonl.gz,1b2eb57e97ccb9d9792fbaa0085b248a7f05ba3114885a75707b5e132004e1cd,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-11::s522::clean,clean,drsr,Keijzer-11,522,drsr_s522_clean_g0001,anon-node-06,available,0.2215369926254408,0.6887089035268237,68.87089035268237,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-06.jsonl.gz,f401f870cc2b95788f867c08ceb06dfa1aca1a9c275e9dc0e0a8a3370b24e410,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-2::s520::clean,clean,drsr,Keijzer-2,520,drsr_s520_clean_g0002,anon-node-08,available,0.20064258647354982,0.8389137394096093,83.89137394096093,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-08.jsonl.gz,1b2eb57e97ccb9d9792fbaa0085b248a7f05ba3114885a75707b5e132004e1cd,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-2::s521::clean,clean,drsr,Keijzer-2,521,drsr_s521_clean_g0002,anon-node-08,available,0.19541503398209303,0.986685967281477,98.66859672814769,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-08.jsonl.gz,1b2eb57e97ccb9d9792fbaa0085b248a7f05ba3114885a75707b5e132004e1cd,algorithm_native_internal_best_so_far.v1
drsr::Keijzer-2::s522::clean,clean,drsr,Keijzer-2,522,drsr_s522_clean_g0002,anon-node-06,available,0.24054495000212178,0.8037302932585209,80.37302932585209,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-06.jsonl.gz,f401f870cc2b95788f867c08ceb06dfa1aca1a9c275e9dc0e0a8a3370b24e410,algorithm_native_internal_best_so_far.v1
drsr::Korns-2::s520::clean,clean,drsr,Korns-2,520,drsr_s520_clean_g0003,anon-node-08,available,0.13809870996089202,0.9995850850823969,99.95850850823969,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-08.jsonl.gz,1b2eb57e97ccb9d9792fbaa0085b248a7f05ba3114885a75707b5e132004e1cd,algorithm_native_internal_best_so_far.v1
drsr::Korns-2::s521::clean,clean,drsr,Korns-2,521,drsr_s521_clean_g0003,anon-node-08,available,0.1403419662672939,0.9776283611879796,97.76283611879796,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-08.jsonl.gz,1b2eb57e97ccb9d9792fbaa0085b248a7f05ba3114885a75707b5e132004e1cd,algorithm_native_internal_best_so_far.v1
drsr::Korns-2::s522::clean,clean,drsr,Korns-2,522,drsr_s522_clean_g0003,anon-node-06,available,0.14106036728628357,0.9921749374844147,99.21749374844147,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-06.jsonl.gz,f401f870cc2b95788f867c08ceb06dfa1aca1a9c275e9dc0e0a8a3370b24e410,algorithm_native_internal_best_so_far.v1
drsr::Korns-4::s520::clean,clean,drsr,Korns-4,520,drsr_s520_clean_g0004,anon-node-08,available,0.33777447162904295,0.9979860833613383,99.79860833613384,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-08.jsonl.gz,1b2eb57e97ccb9d9792fbaa0085b248a7f05ba3114885a75707b5e132004e1cd,algorithm_native_internal_best_so_far.v1
drsr::Korns-4::s521::clean,clean,drsr,Korns-4,521,drsr_s521_clean_g0004,anon-node-08,available,0.3411227768019742,0.9895584390380372,98.95584390380372,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-08.jsonl.gz,1b2eb57e97ccb9d9792fbaa0085b248a7f05ba3114885a75707b5e132004e1cd,algorithm_native_internal_best_so_far.v1
drsr::Korns-4::s522::clean,clean,drsr,Korns-4,522,drsr_s522_clean_g0004,anon-node-06,available,0.34112276196646774,0.9885207840860044,98.85207840860045,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-06.jsonl.gz,f401f870cc2b95788f867c08ceb06dfa1aca1a9c275e9dc0e0a8a3370b24e410,algorithm_native_internal_best_so_far.v1
drsr::MatSci21::s520::clean,clean,drsr,MatSci21,520,drsr_s520_clean_g0018,anon-node-02,available,1.0,0.678713471611348,67.87134716113479,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-02.jsonl.gz,6f3d711da91772a835a9b5dfe98fd4032e92eef80800ff56e0b5fcae35ad5dd2,algorithm_native_internal_best_so_far.v1
drsr::MatSci21::s521::clean,clean,drsr,MatSci21,521,drsr_s521_clean_g0018,anon-node-06,available,0.999052457244463,0.7630233611749401,76.30233611749401,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-06.jsonl.gz,f401f870cc2b95788f867c08ceb06dfa1aca1a9c275e9dc0e0a8a3370b24e410,algorithm_native_internal_best_so_far.v1
drsr::MatSci21::s522::clean,clean,drsr,MatSci21,522,drsr_s522_clean_g0018,anon-node-07,available,1.0,0.8579098022317453,85.79098022317453,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-07.jsonl.gz,3dbe3c2cf2c04396d7997520443b3ad1acba62a7d68a732a1733fa230d225509,algorithm_native_internal_best_so_far.v1
drsr::Nguyen-12::s520::clean,clean,drsr,Nguyen-12,520,drsr_s520_clean_g0021,anon-node-06,available,1.0,0.6503345525796341,65.03345525796341,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-06.jsonl.gz,f401f870cc2b95788f867c08ceb06dfa1aca1a9c275e9dc0e0a8a3370b24e410,algorithm_native_internal_best_so_far.v1
drsr::Nguyen-12::s521::clean,clean,drsr,Nguyen-12,521,drsr_s521_clean_g0021,anon-node-02,available,1.0,0.7329847338027348,73.29847338027348,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-02.jsonl.gz,6f3d711da91772a835a9b5dfe98fd4032e92eef80800ff56e0b5fcae35ad5dd2,algorithm_native_internal_best_so_far.v1
drsr::Nguyen-12::s522::clean,clean,drsr,Nguyen-12,522,drsr_s522_clean_g0021,anon-node-02,available,1.0,0.7965685718202865,79.65685718202865,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-02.jsonl.gz,6f3d711da91772a835a9b5dfe98fd4032e92eef80800ff56e0b5fcae35ad5dd2,algorithm_native_internal_best_so_far.v1
drsr::Nguyen-6::s520::clean,clean,drsr,Nguyen-6,520,drsr_s520_clean_g0022,anon-node-06,available,0.5334014395895608,0.9136412358873897,91.36412358873896,,,canonical_replay.v1,/workspace/SymbolicArenaCode/AAAI_experiments/stage5_metric_calculation_0831/source_snapshot/trajectory_freeze/clean_freeze_anon-node-06.jsonl.gz,f401f870cc2b95788f867c08ceb06dfa1aca1a9c275e9dc0e0a8a3370b24e410,algorithm_native_internal_best_so_far.v1
