dataset_id,dataset_name,family,srsd_variant,algorithm,status,termination_reason,timeout_type,budget_exhausted,recovered_from_timeout,seconds,train_nmse_nonsemantic,train_nmse_semantic,delta_log10_train_nmse_semantic_minus_nonsemantic,train_outcome_2x,valid_nmse_nonsemantic,valid_nmse_semantic,delta_log10_valid_nmse_semantic_minus_nonsemantic,valid_outcome_2x,id_nmse_nonsemantic,id_nmse_semantic,delta_log10_id_nmse_semantic_minus_nonsemantic,id_outcome_2x,ood_nmse_nonsemantic,ood_nmse_semantic,delta_log10_ood_nmse_semantic_minus_nonsemantic,ood_outcome_2x,normalized_expression,instantiated_expression,variables,operator_set,ast_node_count,tree_depth,n_features,feature_names,target_name,inject_prompt_semantics,llm_model_assignment,background_preview,result_path,dataset_name_semantic,seed,host,task_label,id_r2,ood_r2,has_expression,artifact_valid,llm_config_path,log10_train_nmse_nonsemantic_clipped,log10_train_nmse_semantic_clipped,log10_valid_nmse_nonsemantic_clipped,log10_valid_nmse_semantic_clipped,log10_id_nmse_nonsemantic_clipped,log10_id_nmse_semantic_clipped,log10_ood_nmse_nonsemantic_clipped,log10_ood_nmse_semantic_clipped
g0104,PO27,llm-srbench,,drsr,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.046,1.5919446092089955,1.994180213895747e-05,-4.902163549735083,semantic_better_ge_2x,1.5863662092783817,1.898157113235677e-05,-4.922071293748895,semantic_better_ge_2x,1.5609326947555529,1.9347860093336084e-05,-4.906751238999731,semantic_better_ge_2x,5.352690429341558,1.9814005477427296e-05,-5.431599848152388,semantic_better_ge_2x,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x0**2 + c5*x1**2 + c6*x2**2 + c7*sin(x0) + c8*sin(x1) + c9*sin(x2),-0.048534509493682466 + 0.31301669701478607*x0 + 2.6065452391358558e-05*x1 + 0.7606092110193571*x2 + -0.099256371222328*x0**2 + -4.429332966590548e-07*x1**2 + -0.0039052913106583293*x2**2 + -0.1979665923204061*sin(x0) + 0.668862276281759*sin(x1) + -1.7780307455993984*sin(x2),x0;x1;x2,add;mul;pow;sin,38.0,4.0,3,x;t;v,dv_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,"Calculate Acceleration in Non-linear Harmonic Oscillator given Position at time t, Time and Velocity at time t",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0104_PO27/result.json,PO27,1314,anon-node-05,g0104_PO27,0.999980614810035,0.9999693525044521,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,0.2019279526394753,-4.700235597095608,0.200403450516313,-4.7216678432325825,0.19338417729275553,-4.713367061706975,0.7285721268662587,-4.703027721286129
g0105,BPG7,llm-srbench,,drsr,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.113,0.4831378127674978,0.00014529249986284043,-3.5218278326802284,semantic_better_ge_2x,0.4949475238381604,0.0001924472066506885,-3.410247544130348,semantic_better_ge_2x,0.4632106026905603,9.956791342656196e-05,-3.667659085620931,semantic_better_ge_2x,775.9228153928703,1.0,-2.8898185221394446,semantic_better_ge_2x,c0*x1/(c1*exp(c2*x0) + c3*sin(c4*x0) + c5*cos(c6*x0) + 1),-4.839893189848726*x1/(-0.0005901403117757758*exp(1.8596561751089689*x0) + -11.271788146282056*sin(0.33119619192043825*x0) + -3.831541528633764*cos(0.5630815928348589*x0) + 1),x0;x1,add;cos;exp;mul;pow;sin,25.0,7.0,2,t;P,dP_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,Calculate Population growth rate given Time and Population at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0105_BPG7/result.json,BPG7,1314,anon-node-02,g0105_BPG7,0.999889041112631,-0.06849657719888014,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,-0.3159289711377316,-3.83775680381796,-0.3054408441282926,-3.7156883882586405,-0.334221508353799,-4.00188059397473,2.8898185221394446,0.0
g0106,Korns-4,korns,,drsr,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.851,0.0016193262840094,0.0014495823565714486,-0.04809147076482834,similar_within_2x,0.0013750817983342,0.0011876424050192285,-0.06364283766951795,similar_within_2x,0.0015588735634196,0.0019587244812775363,0.09916245941311042,similar_within_2x,0.0017027585744425,0.0019200085197967865,0.052150079933611426,similar_within_2x,c0 + c1*exp(c2*x0) + c3*sin(c4*x1) + c5*x0*x1 + c6*x0*x2 + c7*x0*x3 + c8*x0*x4 + c9*x2**2,-2.288640246343434 + -4.509950789703407e-05*exp(0.13237538696737616*x0) + -0.0217429220277497*sin(0.10880089972685932*x1) + 2.3425454053624784e-05*x0*x1 + 9.792365463976241e-06*x0*x2 + 1.0847326458745216e-05*x0*x3 + -1.2264499839273903e-05*x0*x4 + -1.0775455803052742e-05*x2**2,x0;x1;x2;x3;x4,add;exp;mul;pow;sin,35.0,5.0,5,x1;x2;x3;x4;x5,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,This is an abstract symbolic regression problem.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0106_Korns-4/result.json,Korns-4,1314,anon-node-03,g0106_Korns-4,-0.2849104241951024,-0.18865726983610576,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,-2.7906656348366865,-2.838757105601515,-2.8616714665547796,-2.9253143042242975,-2.807189107990092,-2.7080266485769817,-2.76884692409854,-2.7166968441649284
g0107,BPG16,llm-srbench,,drsr,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3905.015,0.6551003590045327,7.2817331003113164e-09,-7.9540730808763875,semantic_better_ge_2x,0.7106207633693646,1.779600126921276e-08,-7.601315464781109,semantic_better_ge_2x,0.7852345971679533,2.1907184142120788e-08,-7.554412867465345,semantic_better_ge_2x,85.02298804974285,2.3206976954829465e-05,-6.563917792765761,semantic_better_ge_2x,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*x0*x1 + c6*x0**3 + c7*x1**3 + c8*x0**2*x1 + c9*x0*x1**2,0.5706438673707727 + 0.17535522880162097*x0 + 0.14476785810659673*x1 + 0.00042188966508886847*x0**2 + 0.20136743553588762*x1**2 + -0.017696106592505166*x0*x1 + -5.184416322113179e-09*x0**3 + -0.010084373766848717*x1**3 + -2.027090377384208e-05*x0**2*x1 + 0.00044544957722867187*x0*x1**2,x0;x1,add;mul;pow,44.0,4.0,2,t;P,dP_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,Calculate Population growth rate given Time and Population at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0107_BPG16/result.json,BPG16,1314,anon-node-04,g0107_BPG16,0.9999999774163187,0.9999752626029861,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,-0.1836921625682971,-8.137765243444685,-0.14836210716895207,-7.749677571950062,-0.10500057378405299,-7.659413441249398,1.9295363637540353,-4.634381429011725
g0108,BPG8,llm-srbench,,drsr,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.91,0.5001566582072466,1.3861846746757333e-08,-7.557284961531333,semantic_better_ge_2x,0.5296735306039612,1.3006876843686918e-08,-7.609835242339498,semantic_better_ge_2x,0.5641693898288557,2.5850481558936026e-08,-7.338940881103287,semantic_better_ge_2x,494.592197332188,3.7046889545192725e-06,-8.125495510160796,semantic_better_ge_2x,c0 + c1*x0 + c2*x1 + c3*log(x1 + 1) + c4*exp(-c5*x0) + c6*x1**2 + c7*exp(c8*x0),0.3628826166170856 + 9.905986356956386e-07*x0 + 1.9993208502482391*x1 + 0.6150957459412049*log(x1 + 1) + 0.1147615739238961*exp(--4.031341937394998e-05*x0) + -0.0254488543233531*x1**2 + 0.40027588775173145*exp(-1.5792758294662839*x0),x0;x1,add;exp;log;mul;pow,32.0,5.0,2,t;P,dP_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Calculate Population growth rate given Time and Population at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0108_BPG8/result.json,BPG8,1314,anon-node-05,g0108_BPG8,0.9999999727237294,0.9999960098059119,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,-0.30089394538635683,-7.85817890691769,-0.27599172953724926,-7.885826971876748,-0.2485904810822009,-7.587531362185488,2.6942472606659895,-5.431248249494807
g0109,BPG0,llm-srbench,,drsr,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.314,0.4675756137604224,4.637988619038896e-09,-8.003522173999748,semantic_better_ge_2x,0.5112171985184502,4.8406608986669285e-09,-8.023700795849704,semantic_better_ge_2x,0.4871834088174809,4.6003466320547975e-09,-8.024901933222944,semantic_better_ge_2x,670.4415207394037,0.00019394855478789005,-6.538674354711291,semantic_better_ge_2x,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*x0*x1 + c6*x0**3 + c7*x1**3 + c8*x0*x1**2 + c9*x0**2*x1,0.40439233186319284 + 0.5117442873534301*x0 + 1.0067841626433998*x1 + -0.002214266274250036*x0**2 + -0.009932643593147413*x1**2 + -0.008843357604293603*x0*x1 + 1.3099669397108197e-07*x0**3 + -3.891001745276104e-07*x1**3 + 3.747877011034333e-05*x0*x1**2 + 2.17121251332186e-05*x0**2*x1,x0;x1,add;mul;pow,44.0,4.0,2,t;P,dP_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,Calculate Population growth rate given Time and Population at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0109_BPG0/result.json,BPG0,1314,anon-node-02,g0109_BPG0,0.9999999947749244,0.999795968927476,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,-0.3301481473935552,-8.333670321393303,-0.29139454394195374,-8.315095339791657,-0.3123075101570098,-8.337209443379955,2.826360902504118,-3.712313452207173
g0110,CRK5,llm-srbench,,drsr,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.131,0.0001614435196651,1.5865776663846519e-10,-6.007559280539472,semantic_better_ge_2x,0.0001419658705747,1.6441102996101202e-10,-5.936252999990823,semantic_better_ge_2x,0.000155376121736,1.3667300557181665e-10,-6.055701531963988,semantic_better_ge_2x,0.00171708989507,4.7279892630339826e-08,-4.560116550822679,semantic_better_ge_2x,c0 + c1*x0 + c2*x1 + c3*exp(c4*x0) + c5*x1**2 + c6*cos(c7*x0) + c8*exp(c9*x1),0.2364316548378086 + 0.0002934297290407206*x0 + -0.014433041724228091*x1 + -0.0036148027839442874*exp(-0.4762949286226168*x0) + -0.00012046243644328188*x1**2 + 2.9491461954136466e-07*cos(0.8911123087302102*x0) + -0.04495887475053704*exp(-0.7742341834012547*x1),x0;x1,add;cos;exp;mul;pow,31.0,5.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0110_CRK5/result.json,CRK5,1314,anon-node-03,g0110_CRK5,0.9999999962087541,0.999918481558052,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,-3.7919793828559962,-9.799538663395468,-3.84781605000152,-9.784069049992343,-3.80861572295531,-9.864317254919298,-2.765206967558434,-7.325323518381113
g0111,CRK16,llm-srbench,,drsr,ok,completed,not_timeout,False,False,3622.491,0.0080902681308323,4207.482348711015,5.716059387284915,semantic_worse_ge_2x,0.0073700207743505,4158.6533357636035,5.7514840071667255,semantic_worse_ge_2x,0.0101265492961446,4265.105327911008,5.624468279454182,semantic_worse_ge_2x,5866.65043310559,13167843989.936838,6.3511244610984425,semantic_worse_ge_2x,c0 + 1.0*x0,-26.965802663965796 + 1.0*x0,x0,add;mul,5.0,3.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0111_CRK16/result.json,CRK16,1314,anon-node-04,g0111_CRK16,-5827.316309428391,-498559349749.50415,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,-2.0920370845915355,3.624022302693379,-2.132531287965498,3.618952719201228,-1.9945385188004134,3.629929760653768,3.7683902113633936,10.119514672461836
g0112,CRK15,llm-srbench,,drsr,ok,completed,not_timeout,False,False,3612.711,0.0051986182052891,9.376557889467333e-05,-1.7438444840978042,semantic_better_ge_2x,0.0054113956917687,0.00010203314632696278,-1.7245680126467562,semantic_better_ge_2x,0.0049118444674572,9.210097329524578e-05,-1.726980386791657,semantic_better_ge_2x,0.0001325118787478,0.01544909907517959,2.0666483468879093,semantic_worse_ge_2x,-c0*c2*x1*exp(-c1*x0) + c3*log(x1 + 1.0e-6) + c4*x0**2 + c5*x1**2 + c6*x0*x1,--4.427518068987786*0.06832309041902704*x1*exp(-0.31452900231369485*x0) + 0.2602728043798504*log(x1 + 1.0e-6) + -0.00035684531319728576*x0**2 + -0.013390640213924464*x1**2 + 0.00357689889182989*x0*x1,x0;x1,add;exp;log;mul;pow,31.0,5.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0112_CRK15/result.json,CRK15,1314,anon-node-05,g0112_CRK15,0.9995626438018925,-1.9122272031495218,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,-2.284112076666197,-4.027956560764001,-2.2666907084498535,-3.9912587210966097,-2.3087553934944363,-4.035735780286093,-3.8777451885695404,-1.8110968416816309
g0113,Nguyen-7,nguyen,,drsr,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.031,0.0001457687701804,2.622176255501205e-10,-5.745002609329468,semantic_better_ge_2x,0.0003955919015932,1.413234681461093e-09,-5.4470331056151,semantic_better_ge_2x,0.0010113840655328,6.401262603701845e-09,-5.198650463050031,semantic_better_ge_2x,0.0025134577360098,6.136271405787445e-07,-3.61236702682477,semantic_better_ge_2x,c0 + c1*x0 + c2*x0**2 + c3*sin(2*x0) + c4*cos(x0) + c5*exp(-c6*x0**2) + c7*x0**3 + c8*log(x0 + 1) + c9*sinh(x0),0.12717753390729755 + 0.23598757659559508*x0 + 0.3984090187141025*x0**2 + -0.07950928255972356*sin(2*x0) + 0.14165748842669232*cos(x0) + -0.2677420249629847*exp(-1.46542787002449*x0**2) + -0.2797412135165182*x0**3 + 0.20777712436644694*log(x0 + 1) + 0.6961249044446025*sinh(x0),x0,add;cos;exp;log;mul;pow;sin;sinh,44.0,6.0,1,x1,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,This is an abstract symbolic regression problem.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0113_Nguyen-7/result.json,Nguyen-7,1314,anon-node-02,g0113_Nguyen-7,0.9999997024074356,0.9988940464288669,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,-3.836335510250528,-9.581338119579996,-3.4027526076951453,-8.849785713310245,-2.995083893006907,-8.193734356056938,-2.5997284130704976,-6.2120954398952675
g0114,Korns-8,korns,,drsr,ok,completed,not_timeout,False,False,3611.115,0.2417324767018426,0.22277156604207782,-0.03547524381946687,similar_within_2x,0.3068721669529451,0.2595612493046191,-0.07271764426248306,similar_within_2x,0.2964604380895714,0.30846897770089476,0.01724474812393373,similar_within_2x,0.3098062281087117,0.36323207277169633,0.06909404476641412,similar_within_2x,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4 + c6*x0*x1 + c7*x0*x2 + c8*x0*x3 + c9*x0*x4,2985.6336450055046 + -2.5012132129626408*x0 + 0.04083691531291918*x1 + 10.35141459279609*x2 + 1.9808924723018604*x3 + -12.263195644641163*x4 + 0.44247943879924806*x0*x1 + 0.33938906585896195*x0*x2 + -0.531678697804531*x0*x3 + -0.05933951280929564*x0*x4,x0;x1;x2;x3;x4,add;mul,33.0,3.0,5,x1;x2;x3;x4;x5,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,This is an abstract symbolic regression problem.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0114_Korns-8/result.json,Korns-8,1314,anon-node-03,g0114_Korns-8,-0.11902385936624871,-0.419981112976648,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,-0.6166649983102095,-0.6521402421296764,-0.5130424999256482,-0.5857601441881313,-0.5280332539548864,-0.5107885058309527,-0.5089098557631974,-0.43981581099678324
g0115,MatSci23,llm-srbench,,drsr,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3905.994,0.0356522825733086,2.749077389433952e-06,-4.112900374137365,semantic_better_ge_2x,0.0398087792075885,4.479524045675059e-06,-3.9487469873488115,semantic_better_ge_2x,0.0410793081085573,3.7507780791140377e-06,-4.0395017510710955,semantic_better_ge_2x,0.0472417832486234,9.457302044129996e-08,-5.698559023075698,semantic_better_ge_2x,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*x0*x1 + c6*x0**2*x1 + c7*x0*x1**2,442.1886518095346 + -241.00743322807745*x0 + 17.62719693014412*x1 + 174.75801639083576*x0**2 + -0.07029229928339562*x1**2 + -11.431321034602403*x0*x1 + -91.77425295666423*x0**2*x1 + 0.18212364545546456*x0*x1**2,x0;x1,add;mul;pow,34.0,4.0,2,epsilon;T,sigma,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,Calculate Stress given Strain and Temperature,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0115_MatSci23/result.json,MatSci23,1314,anon-node-04,g0115_MatSci23,0.99999181251711,0.999973989582155,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,-1.4479126599984158,-5.560813034135781,-1.4000211404650653,-5.348768127813877,-1.3863768797574794,-5.425878630828575,-1.3256737173155075,-7.024232740391206
g0116,Korns-2,korns,,drsr,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.79,0.9298618111311172,0.8447412307482637,-0.04169471980021906,similar_within_2x,5.628151218500325,5.130619189519071,-0.040195976479328044,similar_within_2x,1.0740562544942494,1.0681789375204218,-0.00238301820816968,similar_within_2x,1.0453364223894843,1.1118990934920379,0.026809293488685337,similar_within_2x,c0 + c1*x0 + c2*x0**2 + c3*x1 + c4*x2 + c5*x3 + c6*x4 + c7*x0*x1 + c8*x0*x2 + c9*x1*x2,-4.641274196257196 + -0.2389977573885699*x0 + -0.007615238521808325*x0**2 + 0.2656197028763793*x1 + -0.2504999776716726*x2 + 0.19335686852481987*x3 + 0.17251326816592796*x4 + 0.003966184104131487*x0*x1 + -0.010672251679144316*x0*x2 + 0.012785119764167036*x1*x2,x0;x1;x2;x3;x4,add;mul;pow,34.0,4.0,5,x1;x2;x3;x4;x5,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,This is an abstract symbolic regression problem.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0116_Korns-2/result.json,Korns-2,1314,anon-node-05,g0116_Korns-2,-0.0686716563868528,-0.11202131409815785,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,-0.03158158813687438,-0.07327630793709344,0.7503657576465002,0.7101697811671721,0.031027028455368515,0.028644010247198835,0.019256082670983086,0.04606537615966842
g0117,PO37,llm-srbench,,drsr,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.826,931.6046216811624,0.09683548644396824,-3.983197095865126,semantic_better_ge_2x,1180.1481799567732,0.10703187501865663,-4.04242340734485,semantic_better_ge_2x,959.8111006643832,0.07996765241246243,-4.079271421698991,semantic_better_ge_2x,15731.936371167782,0.9410236493183654,-4.22318164318108,semantic_better_ge_2x,c0 + c1*x0**2 + c2*x1**3 + c3*x2**2 + c4*x0*x1 + c5*x0*x2 + c6*x1*x2 + c7*x0**3 + c8*x1**2 + c9*x2**3,-0.2848716943215675 + 4.27551390169296*x0**2 + -1.3188586333454294e-05*x1**3 + 2.8954288297537354*x2**2 + -0.04376862472273251*x0*x1 + 0.18196703950211207*x0*x2 + -0.0071174819627991765*x1*x2 + -5.4941496631564535*x0**3 + 0.0006443577488662898*x1**2 + 2.0606278893368266*x2**3,x0;x1;x2,add;mul;pow,44.0,4.0,3,x;t;v,dv_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,"Calculate Acceleration in Non-linear Harmonic Oscillator given Position at time t, Time and Velocity at time t",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0117_PO37/result.json,PO37,1314,anon-node-02,g0117_PO37,0.9198889013423481,0.05897544043681768,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,2.969231634398546,-1.0139654614665805,3.071936540947857,-0.9704868663969928,2.9821857684442965,-1.0970856532546946,4.196782181209193,-0.02639946197188661
g0118,BPG14,llm-srbench,,drsr,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.938,0.4496364324545632,5.112997541776276e-06,-4.944185909410366,semantic_better_ge_2x,0.4893198411040268,6.031580360589874e-06,-4.909161707599046,semantic_better_ge_2x,0.4343085932823985,5.0654615919842414e-06,-4.933179395712164,semantic_better_ge_2x,514.4229943225147,0.5847746968127658,-2.94433180054363,semantic_better_ge_2x,c0 + c1*x0 + c2*log(Abs(x0) + 1) + c3*x1 + c4*log(Abs(x1) + 1) + c5*x0*x1 + c6*x1*sin(c7*x0) + c8*(x0 + 1)**2 + c9*(x1 + 1)**2,-0.8270331834748158 + -0.18560997312824595*x0 + 0.14002062838170604*log(Abs(x0) + 1) + 0.283716708247142*x1 + 1.2707522953396708*log(Abs(x1) + 1) + 0.00617839308336191*x0*x1 + -0.09802866354878524*x1*sin(0.04584564749509479*x0) + -0.005582283688833287*(x0 + 1)**2 + -0.0035048371151404412*(x1 + 1)**2,x0;x1,abs;add;log;mul;pow;sin,47.0,6.0,2,t;P,dP_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,Calculate Population growth rate given Time and Population at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0118_BPG14/result.json,BPG14,1314,anon-node-03,g0118_BPG14,0.9999910113060265,-53.26438712741025,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,-0.34713850666287327,-5.291324416073239,-0.3104071739656059,-5.219568881564652,-0.3622015775495696,-5.295380973261734,2.711320372988074,-0.233011427555556
g0119,first_principles_kepler,srbench2025,,drsr,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3904.6,0.0003559425049468,2.9215000155078885e-09,-5.085773959513107,semantic_better_ge_2x,6.909317456848204,7.798766054512695e-05,-4.9474092546448825,semantic_better_ge_2x,0.1073820345102778,1.8307319934105104e-08,-6.768306856825955,semantic_better_ge_2x,0.0507604416528781,1.4304984536451286e-05,-3.5500379994445295,semantic_better_ge_2x,c0*x0**c1,365.11045471739845*x0**1.500449034249311,x0,mul;pow,5.0,3.0,1,a,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,"The Keppler dataset is based on the Kepler's third law of planetary motion. The features are the semi-major axis (a) and the period (P) of a planet's orbit, given by the equation: P^2 = k a^3 Each row corresponds to a pl",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0119_first_principles_kepler/result.json,first_principles_kepler,1314,anon-node-04,g0119_first_principles_kepler,,,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,-3.4486201475352867,-8.534394107048394,0.8394351473213337,-4.107974107323549,-0.9690683719483385,-7.737375228774294,-1.2944746078820326,-4.844512607326562
g0120,feynman_test_8,srbench1.0,,drsr,ok,completed,not_timeout,False,False,3619.573,0.009312524100255,0.005315868496668231,-0.24349318080833848,similar_within_2x,0.0092982207378632,0.005339146508754286,-0.24092801376045792,similar_within_2x,0.0096169167335826,0.0055401771799605025,-0.23951220171099852,similar_within_2x,0.0587130177392838,0.04534042992586641,-0.11224876900925373,similar_within_2x,c0 + c1*x0 + c2*x1 + c3*x0/x2**2 + c4*cos(x3),0.043785779560420526 + 0.7150723409481174*x0 + 0.19676486115135924*x1 + -0.5390821877209274*x0/x2**2 + 0.3024878249267522*cos(x3),x0;x1;x2;x3,add;cos;mul;pow,18.0,4.0,4,E_n;m;c;theta,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,"Calculate the scattered photon energy given the initial energy, mass, speed of light, and scattering angle.",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0120_feynman_test_8/result.json,feynman_test_8,1314,anon-node-05,g0120_feynman_test_8,0.9415407752726448,0.8462131589818394,True,True,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,-2.0309325903140705,-2.274425771122409,-2.031600147968159,-2.272528161728617,-2.0169641442016006,-2.256476345912599,-1.2312655971246813,-1.343514366133935
