E_n,m,c,v
406.66555786132812,3.5774819850921631,6.0101332664489746,-5.6986217498779297
449.959716796875,1.8188248872756958,5.4256706237792969,-5.3871212005615234
66.085350036621094,1.4224687814712524,6.3888716697692871,-3.0511848926544189
123.65543365478516,1.0292379856109619,4.8114614486694336,-4.7212944030761719
220.9244384765625,2.3379559516906738,3.8184792995452881,-3.7727477550506592
411.829833984375,4.8770217895507812,7.3130064010620117,-5.6594138145446777
432.69076538085938,3.8039028644561768,5.4621095657348633,-5.2708845138549805
261.77105712890625,1.4830086231231689,5.5377259254455566,-5.4535117149353027
216.18885803222656,1.2414541244506836,9.8647298812866211,-8.1807470321655273
177.21934509277344,1.0641037225723267,7.7377433776855469,-7.220430850982666
472.82418823242188,3.3365633487701416,4.8770923614501953,-4.807898998260498
170.180908203125,3.9144163131713867,6.5064258575439453,-1.4813903570175171
265.69915771484375,2.1687901020050049,5.8344120979309082,-5.6046667098999023
355.66989135742188,3.0911905765533447,8.097747802734375,-6.6539702415466309
189.92388916015625,4.2594075202941895,5.5424704551696777,-4.0173263549804688
486.92446899414062,3.3853080272674561,9.1445989608764648,-7.4402890205383301
482.36569213867188,2.5142214298248291,6.2249341011047363,-6.0966429710388184
135.30154418945312,1.3102312088012695,9.5507183074951172,-4.4771251678466797
255.17872619628906,2.947624683380127,8.9513273239135742,-3.3890726566314697
159.27833557128906,2.8727755546569824,5.2045841217041016,-4.5411601066589355
151.44602966308594,1.7261390686035156,6.3979487419128418,-5.6589479446411133
310.02987670898438,3.0336036682128906,9.9056539535522461,-2.7698009014129639
257.830810546875,2.3274068832397461,6.2730264663696289,-5.8639278411865234
148.42106628417969,1.3786275386810303,6.1392822265625,-5.7507514953613281
455.90536499023438,4.351722240447998,4.2135615348815918,-4.152616024017334
129.33352661132812,2.42044997215271,7.0116467475891113,-2.7466945648193359
251.37155151367188,1.1038490533828735,9.2476787567138672,-8.5707969665527344
493.69729614257812,1.0089583396911621,8.5223712921142578,-8.4279632568359375
340.58749389648438,3.6957330703735352,5.1849656105041504,-4.9594416618347168
384.28842163085938,4.9792585372924805,7.8676738739013672,-4.6990494728088379
367.97540283203125,1.6365499496459961,5.7267336845397949,-5.6654906272888184
191.95233154296875,4.8091320991516113,6.2177562713623047,-1.5460889339447021
321.13604736328125,1.6642806529998779,7.3076996803283691,-7.0222601890563965
321.73373413085938,2.4771411418914795,3.9022982120513916,-3.8753840923309326
273.99359130859375,4.7382397651672363,7.1263575553894043,-3.4080030918121338
420.2725830078125,2.8158483505249023,6.4098420143127441,-6.1621942520141602
300.91140747070312,4.9894905090332031,6.6926870346069336,-4.4815206527709961
343.23873901367188,2.9440619945526123,7.9441361427307129,-6.6796259880065918
262.42828369140625,4.8937559127807617,5.8389921188354492,-4.5069408416748047
327.41983032226562,2.7808523178100586,7.9882340431213379,-6.7132992744445801
97.49432373046875,1.1789827346801758,4.418848991394043,-4.2938933372497559
349.76983642578125,2.7882444858551025,9.8789148330688477,-6.2068452835083008
469.80624389648438,3.5042853355407715,3.0411815643310547,-3.0339360237121582
463.9281005859375,1.3658008575439453,8.2703418731689453,-8.1009340286254883
440.80191040039062,3.3589241504669189,3.199812650680542,-3.1900589466094971
138.30955505371094,1.8463239669799805,3.5528383255004883,-3.5020370483398438
334.65310668945312,4.180302619934082,8.3796768188476562,-4.0242586135864258
411.44277954101562,2.40122389793396,9.8721303939819336,-8.1197195053100586
283.48062133789062,3.0097458362579346,6.5656223297119141,-5.8376193046569824
271.00277709960938,3.8141565322875977,5.0439639091491699,-4.7095212936401367
130.45207214355469,1.6865106821060181,5.1156706809997559,-4.8139829635620117
450.50885009765625,1.6401383876800537,3.3704233169555664,-3.367539644241333
452.07275390625,4.3063135147094727,9.7885627746582031,-3.9995765686035156
321.52459716796875,2.3308064937591553,3.5144431591033936,-3.5003273487091064
177.91020202636719,3.18678879737854,6.5766377449035645,-4.1582140922546387
182.88165283203125,4.3228425979614258,5.8522701263427734,-3.4355156421661377
366.87136840820312,4.8762683868408203,7.022437572479248,-5.3035240173339844
450.45733642578125,2.3101398944854736,7.4728927612304688,-7.1598701477050781
445.56204223632812,1.3534952402114868,3.9992876052856445,-3.9945642948150635
393.2039794921875,4.8539566993713379,6.4055085182189941,-5.5230603218078613
325.88580322265625,4.9572138786315918,3.9095399379730225,-3.8024041652679443
91.273666381835938,4.4019427299499512,4.2343087196350098,-2.1268668174743652
451.16250610351562,2.9747710227966309,8.951228141784668,-7.6000747680664062
308.49871826171875,2.8744661808013916,4.1433215141296387,-4.0899724960327148
336.37106323242188,4.5949482917785645,5.8168954849243164,-5.1582345962524414
90.872879028320312,4.9681830406188965,3.1561529636383057,-2.6470479965209961
280.32235717773438,3.7703056335449219,5.5183353424072266,-5.0342435836791992
350.2374267578125,2.4189393520355225,5.4384727478027344,-5.3237943649291992
330.73507690429688,1.693853497505188,4.8255023956298828,-4.7910652160644531
121.86515808105469,1.1846722364425659,4.3095555305480957,-4.2387361526489258
360.1434326171875,2.3071587085723877,7.7660560607910156,-7.1629753112792969
376.90032958984375,3.6359124183654785,4.2607464790344238,-4.1948986053466797
329.59799194335938,1.343768835067749,6.6648492813110352,-6.5546426773071289
427.07107543945312,2.1857824325561523,7.4909663200378418,-7.1753792762756348
333.4951171875,1.813692569732666,9.4221477508544922,-8.2512245178222656
289.88201904296875,3.6086390018463135,7.3882708549499512,-5.4203972816467285
191.91944885253906,3.7272086143493652,4.1596469879150391,-3.917769193649292
141.85543823242188,1.8677198886871338,6.8848600387573242,-5.3794331550598145
131.49588012695312,1.0890790224075317,6.3755574226379395,-6.0034065246582031
487.5244140625,1.1558966636657715,5.8602561950683594,-5.8407974243164062
204.31509399414062,2.8268551826477051,8.1982860565185547,-3.0148565769195557
447.98440551757812,4.5104403495788574,5.4601521492004395,-5.2083635330200195
320.56600952148438,3.1566288471221924,6.7770709991455078,-6.0443687438964844
400.49807739257812,3.1019730567932129,6.5218939781188965,-6.157804012298584
294.07965087890625,3.0656759738922119,3.8836259841918945,-3.8353214263916016
107.68970489501953,2.640777587890625,5.1319942474365234,-3.9181056022644043
365.16036987304688,4.2780871391296387,8.074305534362793,-5.211639404296875
149.45928955078125,4.3288679122924805,5.7308177947998047,-1.7678909301757812
327.56607055664062,1.7936667203903198,6.1385555267333984,-6.0064611434936523
471.62716674804688,1.0217251777648926,5.9547319412231445,-5.9371366500854492
478.2054443359375,1.2109854221343994,7.0946865081787109,-7.0368161201477051
459.12783813476562,3.3245997428894043,7.2242259979248047,-6.6884942054748535
193.11247253417969,2.0078938007354736,4.0544877052307129,-3.9948227405548096
465.69839477539062,1.1760530471801758,4.1473121643066406,-4.1433978080749512
484.42050170898438,3.2297940254211426,4.3842945098876953,-4.348139762878418
482.93838500976562,1.0944087505340576,8.8503541946411133,-8.7098102569580078
428.9200439453125,3.2906174659729004,5.989567756652832,-5.7582449913024902
200.40817260742188,3.8590223789215088,5.6904845237731934,-4.4487981796264648
428.00543212890625,2.7841286659240723,7.1567373275756836,-6.7478413581848145
95.114181518554688,2.1067719459533691,3.9719865322113037,-3.7215695381164551
469.52532958984375,4.1578316688537598,7.6564774513244629,-6.5440120697021484
352.25662231445312,4.967592716217041,5.8407516479492188,-5.1204257011413574
312.68798828125,2.7470574378967285,4.0767121315002441,-4.0330238342285156
495.8477783203125,3.4942615032196045,6.2098846435546875,-5.9761886596679688
265.47402954101562,1.1303445100784302,9.4611616134643555,-8.7470312118530273
440.81838989257812,1.6576685905456543,8.9012298583984375,-8.4969596862792969
374.10549926757812,3.2252063751220703,9.6956214904785156,-5.6800594329833984
352.73812866210938,3.1481795310974121,5.012545108795166,-4.8848891258239746
187.90281677246094,3.1264302730560303,4.9080567359924316,-4.4965791702270508
155.71987915039062,3.6698839664459229,5.1926717758178711,-4.0094261169433594
407.60372924804688,2.0850582122802734,7.6946539878845215,-7.333247184753418
407.97109985351562,2.5718932151794434,4.5071978569030762,-4.4700837135314941
435.787841796875,1.2809151411056519,5.690680980682373,-5.6648421287536621
458.33480834960938,2.7753946781158447,9.9788551330566406,-7.9606900215148926
262.06170654296875,1.7952497005462646,8.9625272750854492,-7.4835433959960938
257.26296997070312,1.2503829002380371,7.8205080032348633,-7.4669957160949707
402.19949340820312,4.1732578277587891,4.0818734169006348,-4.0204100608825684
329.7596435546875,1.561922550201416,8.4291772842407227,-7.9375066757202148
355.15606689453125,4.5726413726806641,6.425239086151123,-5.4424376487731934
400.97735595703125,1.7301418781280518,7.3917527198791504,-7.1834020614624023
446.987548828125,4.2436094284057617,7.0684256553649902,-6.2226481437683105
177.40492248535156,4.5073213577270508,5.2692971229553223,-3.7347335815429688
195.76148986816406,1.0354636907577515,4.5242300033569336,-4.4976358413696289
58.237323760986328,3.4698042869567871,3.8659648895263672,-1.7591745853424072
239.72172546386719,3.3322820663452148,5.6849761009216309,-5.078981876373291
277.3486328125,4.1340055465698242,4.3069734573364258,-4.1390657424926758
300.88226318359375,3.314784049987793,6.4948973655700684,-5.7509136199951172
414.06939697265625,3.6003961563110352,7.5287537574768066,-6.5508346557617188
188.24441528320312,2.1297633647918701,8.5315837860107422,-4.8399906158447266
388.37796020507812,1.4275611639022827,3.5432388782501221,-3.539463996887207
316.53790283203125,4.1793117523193359,3.9283947944641113,-3.8459842205047607
54.020545959472656,1.4112005233764648,3.2610855102539062,-3.1327126026153564
271.83499145507812,2.4035975933074951,9.1669721603393555,-6.1350374221801758
276.36724853515625,3.1140964031219482,8.6963510513305664,-4.5506820678710938
323.63845825195312,2.3136026859283447,9.8080043792724609,-7.1206951141357422
366.9376220703125,1.3064360618591309,9.6853618621826172,-9.12921142578125
488.912109375,4.5788965225219727,9.4333972930908203,-5.2132101058959961
400.68115234375,3.8208813667297363,3.9073197841644287,-3.8656890392303467
144.60488891601562,2.685652494430542,4.025841236114502,-3.8391273021697998
482.46389770507812,1.1736946105957031,6.3852100372314453,-6.3537254333496094
420.60348510742188,4.9814252853393555,5.8973197937011719,-5.3738136291503906
352.22946166992188,3.8151297569274902,3.1707184314727783,-3.1518635749816895
212.05824279785156,3.8895425796508789,3.4659919738769531,-3.3808066844940186
88.738227844238281,1.2619669437408447,7.23016357421875,-4.835723876953125
134.54975891113281,1.2081034183502197,4.5673298835754395,-4.4864974021911621
280.56304931640625,2.9594569206237793,5.1251091957092285,-4.9244613647460938
361.32366943359375,4.2237725257873535,7.1031684875488281,-5.7361340522766113
478.66290283203125,1.3735581636428833,3.7930178642272949,-3.7897839546203613
372.70306396484375,2.399700403213501,5.4286422729492188,-5.330019474029541
283.06710815429688,4.771641731262207,3.8252952098846436,-3.7070963382720947
311.0830078125,3.6230549812316895,8.437077522277832,-4.7177510261535645
217.25791931152344,2.7337882518768311,7.3467679023742676,-5.3923521041870117
186.18450927734375,4.0193004608154297,3.3140969276428223,-3.2195937633514404
382.445556640625,1.6565487384796143,4.856626033782959,-4.8312134742736816
19.369085311889648,1.5743160247802734,3.052619457244873,-1.9931939840316772
430.11709594726562,3.8640420436859131,5.0922040939331055,-4.9521083831787109
355.98190307617188,4.0789628028869629,5.2754817008972168,-5.0000510215759277
243.90985107421875,1.6516635417938232,5.1557059288024902,-5.0714974403381348
252.42794799804688,3.4446299076080322,5.9246587753295898,-5.2007670402526855
243.56700134277344,1.7574260234832764,7.8715677261352539,-7.0410866737365723
96.925590515136719,1.2158806324005127,3.2032401561737061,-3.1765940189361572
224.2178955078125,2.0462102890014648,5.9604887962341309,-5.6385073661804199
206.9556884765625,4.5504708290100098,3.0986871719360352,-3.0288417339324951
313.09963989257812,1.1650468111038208,9.8155546188354492,-9.1631078720092773
322.49752807617188,2.1527304649353027,9.2560834884643555,-7.5930008888244629
195.28761291503906,3.7233676910400391,6.6337013244628906,-3.6093857288360596
317.98806762695312,2.0080878734588623,5.9881467819213867,-5.8326025009155273
258.05410766601562,2.9794199466705322,9.0838184356689453,-2.7605781555175781
430.61972045898438,2.1832761764526367,6.1900620460510254,-6.0721302032470703
334.02291870117188,4.5262393951416016,4.7241086959838867,-4.5029110908508301
326.07510375976562,3.4784486293792725,5.3018569946289062,-5.0578765869140625
298.41229248046875,2.1913256645202637,9.2475366592407227,-7.1967430114746094
471.51565551757812,2.4558000564575195,9.0043296813964844,-8.1621170043945312
293.38143920898438,2.6376392841339111,9.7625923156738281,-5.032991886138916
201.90853881835938,4.7409133911132812,4.5489377975463867,-3.9758925437927246
326.49945068359375,1.2018108367919922,8.5881938934326172,-8.2656269073486328
236.13462829589844,4.2359485626220703,5.7600889205932617,-4.6287574768066406
472.11856079101562,4.275916576385498,9.9020833969116211,-4.5526890754699707
200.89894104003906,2.0489182472229004,4.8854122161865234,-4.7384686470031738
481.75192260742188,1.0715903043746948,7.1143627166748047,-7.0691308975219727
454.48165893554688,1.3180406093597412,3.583094596862793,-3.5806100368499756
46.213459014892578,1.6772363185882568,5.0675997734069824,-1.8363884687423706
61.556285858154297,1.6954003572463989,5.7579970359802246,-2.3470785617828369
345.89663696289062,1.1269798278808594,7.0458693504333496,-6.953089714050293
168.11643981933594,4.7205648422241211,3.5720875263214111,-3.3349454402923584
424.94760131835938,3.2932019233703613,7.6596856117248535,-6.8221402168273926
410.09796142578125,1.5993001461029053,9.0992984771728516,-8.6119003295898438
149.98789978027344,3.5480520725250244,6.0877995491027832,-2.9283833503723145
352.60208129882812,2.2030203342437744,8.2330427169799805,-7.458277702331543
319.49368286132812,1.464290976524353,8.2390041351318359,-7.8301334381103516
440.86669921875,2.2072939872741699,7.9891715049743652,-7.5702595710754395
371.322998046875,1.6788612604141235,6.7548222541809082,-6.6095237731933594
404.73202514648438,2.3840649127960205,7.6900334358215332,-7.2083849906921387
150.07571411132812,1.7570160627365112,5.2897405624389648,-4.9978475570678711
378.91400146484375,4.2982287406921387,4.5088105201721191,-4.3872842788696289
406.36990356445312,4.0306038856506348,5.5077524185180664,-5.2525296211242676
496.06814575195312,2.6778802871704102,9.7868108749389648,-8.3770742416381836
213.84796142578125,1.974657416343689,8.2867431640625,-6.4077663421630859
194.02053833007812,3.2764408588409424,4.2293062210083008,-4.0317511558532715
391.51296997070312,4.592623233795166,3.5238969326019287,-3.4863100051879883
466.889404296875,3.7717981338500977,7.6856422424316406,-6.7541279792785645
431.55880737304688,2.4988303184509277,3.1968948841094971,-3.1912925243377686
221.84561157226562,1.7053074836730957,8.8039722442626953,-7.0706815719604492
379.0391845703125,1.6827404499053955,3.7551755905151367,-3.747809886932373
62.701927185058594,1.6561263799667358,4.6147103309631348,-3.8155155181884766
453.11532592773438,4.3706884384155273,7.2856855392456055,-6.2582364082336426
259.0875244140625,4.1124153137207031,3.2270874977111816,-3.1826937198638916
415.95297241210938,3.2511999607086182,4.9139904975891113,-4.8256697654724121
449.68228149414062,4.6630735397338867,8.4411468505859375,-5.6880288124084473
202.41239929199219,4.4090638160705566,3.9689550399780273,-3.7279882431030273
454.4969482421875,2.3150448799133301,3.2289929389953613,-3.2244360446929932
56.921051025390625,2.9557356834411621,3.0283222198486328,-2.6629023551940918
476.31710815429688,1.4027080535888672,7.3683443069458008,-7.2735538482666016
476.5833740234375,4.3919601440429688,5.2346453666687012,-5.0650005340576172
292.38699340820312,2.1650643348693848,8.2954244613647461,-7.1377053260803223
320.90719604492188,2.2692897319793701,3.8673570156097412,-3.8456659317016602
231.34504699707031,4.107358455657959,5.2488975524902344,-4.5780982971191406
155.53378295898438,2.3612463474273682,5.2655696868896484,-4.7763681411743164
340.77450561523438,1.4692325592041016,3.3438014984130859,-3.339914083480835
379.7734375,4.0884971618652344,6.2062125205993652,-5.6475062370300293
398.9195556640625,2.4575169086456299,8.1556301116943359,-7.4395232200622559
397.9619140625,2.0723335742950439,8.0297775268554688,-7.5636382102966309
253.79753112792969,2.2302796840667725,7.1871170997619629,-6.4040184020996094
280.71066284179688,3.8641746044158936,7.9068374633789062,-4.0267496109008789
445.86373901367188,2.2787857055664062,6.8907008171081543,-6.6847186088562012
384.23519897460938,2.4776501655578613,7.1271576881408691,-6.7339835166931152
314.25607299804688,4.8394565582275391,7.3974161148071289,-3.9826455116271973
354.6688232421875,3.7166333198547363,9.0723104476928711,-4.5910019874572754
413.707763671875,2.1758866310119629,9.2004480361938477,-8.23834228515625
357.2440185546875,1.4797226190567017,9.2456235885620117,-8.6466856002807617
494.18035888671875,1.7760978937149048,9.5230569839477539,-9.0030155181884766
195.12068176269531,2.6217868328094482,3.4377288818359375,-3.3941094875335693
409.28292846679688,2.9653022289276123,9.4720077514648438,-7.1979074478149414
474.94314575195312,3.2266416549682617,5.5463652610778809,-5.4238886833190918
493.8685302734375,3.0249028205871582,3.6185956001281738,-3.6069390773773193
380.26358032226562,4.3140425682067871,5.3954300880432129,-5.0926985740661621
196.09193420410156,1.2137818336486816,9.7763528823852539,-7.8819413185119629
391.87139892578125,1.462923526763916,8.06463623046875,-7.8233146667480469
285.04507446289062,1.1447430849075317,6.0547571182250977,-5.988776683807373
219.51512145996094,4.8418936729431152,3.6721055507659912,-3.5059223175048828
454.97186279296875,4.4445171356201172,6.448875904083252,-5.8926982879638672
252.92082214355469,4.9794397354125977,7.0230956077575684,-1.6769177913665771
241.2174072265625,3.1947312355041504,7.685542106628418,-4.7873148918151855
329.3916015625,3.7478542327880859,8.2620201110839844,-5.2041983604431152
376.6822509765625,1.8072776794433594,3.5762276649475098,-3.569488525390625
297.23687744140625,4.5597405433654785,7.2335891723632812,-4.3141360282897949
482.23150634765625,3.0761377811431885,6.125023365020752,-5.9470458030700684
195.41358947753906,1.7804696559906006,9.4809703826904297,-5.4400811195373535
436.53347778320312,1.465970516204834,6.5275602340698242,-6.4603896141052246
121.5362548828125,3.4031608104705811,4.9973969459533691,-3.572274923324585
482.74429321289062,4.2730154991149902,5.3009738922119141,-5.1343789100646973
485.9949951171875,3.232853889465332,4.7564702033996582,-4.7022972106933594
447.54318237304688,4.1705379486083984,8.0686140060424805,-6.4141535758972168
270.05072021484375,2.1905250549316406,5.0451116561889648,-4.9364109039306641
497.26937866210938,4.8790764808654785,8.5536470413208008,-5.9548139572143555
282.82302856445312,2.5856125354766846,6.5111513137817383,-6.0022072792053223
485.71353149414062,3.3010618686676025,7.4839730262756348,-6.9205408096313477
267.80264282226562,1.0562477111816406,5.0588927268981934,-5.0330548286437988
319.71627807617188,4.1921391487121582,7.8425822257995605,-4.6371049880981445
352.11932373046875,3.4470269680023193,7.9852371215820312,-6.2385220527648926
234.3218994140625,4.6422414779663086,5.9664769172668457,-4.2299118041992188
318.81741333007812,4.7940535545349121,6.5924291610717773,-4.9899311065673828
297.69863891601562,4.2437596321105957,3.8772363662719727,-3.7871613502502441
452.43411254882812,1.3180797100067139,4.0003705024719238,-3.9960205554962158
149.55247497558594,3.9650907516479492,3.5309031009674072,-3.3324313163757324
476.48779296875,3.9052183628082275,4.8320693969726562,-4.7427687644958496
447.11376953125,2.5313241481781006,5.703589916229248,-5.6060233116149902
234.86676025390625,1.3024328947067261,3.5983526706695557,-3.5890648365020752
315.19107055664062,2.9051194190979004,3.2638638019561768,-3.2480926513671875
147.80314636230469,1.2243432998657227,3.0818002223968506,-3.0722479820251465
184.90476989746094,2.9226665496826172,4.0498337745666504,-3.911379337310791
297.377197265625,3.0283095836639404,7.7346487045288086,-6.1335892677307129
488.200439453125,1.0521506071090698,7.306633472442627,-7.2581090927124023
493.97091674804688,2.8949391841888428,8.7724542617797852,-7.8296084403991699
353.29776000976562,3.9508223533630371,6.1979432106018066,-5.5969276428222656
274.15066528320312,1.231676459312439,8.152003288269043,-7.7801899909973145
163.50234985351562,4.3918900489807129,5.2807297706604004,-3.4985082149505615
409.76907348632812,2.0464127063751221,8.6239643096923828,-8.0070409774780273
346.73876953125,2.7801742553710938,8.9237766265869141,-6.8678665161132812
457.20504760742188,1.7655901908874512,3.9979300498962402,-3.990307092666626
414.0384521484375,1.1515469551086426,8.0531654357910156,-7.9210777282714844
476.18914794921875,2.777911901473999,9.1186580657958984,-7.9740614891052246
366.75604248046875,1.9181066751480103,7.0616765022277832,-6.8172879219055176
311.9105224609375,4.9600119590759277,6.9433736801147461,-4.4581475257873535
216.59519958496094,1.3400527238845825,6.6609902381896973,-6.4051122665405273
467.85205078125,3.7878215312957764,8.0736083984375,-6.8577938079833984
435.29537963867188,4.2869839668273926,8.9083766937255859,-5.5572609901428223
196.19145202636719,1.1774148941040039,8.6427478790283203,-7.7256765365600586
408.18594360351562,3.3713901042938232,9.4084081649780273,-6.4189682006835938
494.4912109375,4.2970094680786133,5.3158073425292969,-5.1530532836914062
85.798194885253906,1.8704216480255127,3.1308176517486572,-3.0585029125213623
302.49264526367188,1.5426023006439209,3.5950736999511719,-3.5872561931610107
486.01235961914062,3.1496989727020264,7.5187115669250488,-6.9959578514099121
423.60147094726562,1.5252225399017334,5.8122773170471191,-5.7691183090209961
421.75045776367188,3.317497730255127,4.1228370666503906,-4.0858187675476074
241.23329162597656,3.5600159168243408,6.2142128944396973,-5.1063723564147949
214.92326354980469,1.796724796295166,7.9887881278991699,-6.7567596435546875
434.64022827148438,1.820529580116272,8.9089851379394531,-8.4022550582885742
409.33245849609375,1.9708259105682373,6.4124093055725098,-6.2854862213134766
500.56723022460938,4.017430305480957,9.6637086868286133,-6.3973803520202637
499.06265258789062,1.3665857315063477,4.9137864112854004,-4.9030346870422363
283.5933837890625,2.6725752353668213,6.8326501846313477,-6.1358418464660645
387.8865966796875,4.2368960380554199,6.2130913734436035,-5.633756160736084
473.73062133789062,2.2864506244659424,4.6522846221923828,-4.6268310546875
427.27810668945312,1.4893150329589844,4.4702482223510742,-4.4593911170959473
