core50_index,dataset_name,family,subgroup,target_name,feature_count,train_samples,valid_samples,id_test_samples,ood_test_samples,dataset_path,metadata_path,metadata_sha256,train_path,train_sha256,valid_path,valid_sha256,id_test_path,id_test_sha256,ood_test_path,ood_test_sha256,formula_path,formula_sha256
11,Vladislavleva-4,vladislavleva,Vladislavleva-4,target,5,820,102,102,5000,datasets/vladislavleva/Vladislavleva-4,datasets/vladislavleva/Vladislavleva-4/metadata.yaml,f6aa2f9d46b18ef6a250b15b344e6fdca517106fdcb5018529e42fba9bf981df,datasets/vladislavleva/Vladislavleva-4/train.csv,bcc1b6cb10bad27777070b0fc29c1f661f14eb74b4cf10c5fb3841662ea0649c,datasets/vladislavleva/Vladislavleva-4/valid.csv,e879ecbb7ea43aba132827b212d8d30b78c7663220c773a14bd0f9050e087fa4,datasets/vladislavleva/Vladislavleva-4/id_test.csv,87a07d25cca0778ebac4814e776a201d9d9ecc5418b773c14e2d943410b23b50,datasets/vladislavleva/Vladislavleva-4/ood_test.csv,048845a4a5de4b89b852660634241f3f44a159b55908c5cb0e81831975f1b010,datasets/vladislavleva/Vladislavleva-4/formula.py,d1f0587b5e981e8a519d4f3564d845e351d2bee0262ff3f086dcb4e101d3da60
12,feynman_I_27_6,srbench1.0,feynman,target,3,80000,10000,10000,10000,datasets/srbench1.0/feynman/feynman_I_27_6,datasets/srbench1.0/feynman/feynman_I_27_6/metadata.yaml,0850c40b1adc4efd84d9f92077f7c24344e3c363cac9f685136a6c72a5e018d3,datasets/srbench1.0/feynman/feynman_I_27_6/train.csv,7be414d9d96637024b8bc3e03c340943a7dc5f3af1d6721174ef590e8e080de0,datasets/srbench1.0/feynman/feynman_I_27_6/valid.csv,0f835270e8a3b2b3bce679b62b78fa69e37b36d27a3431e0d8f935db0350dc4b,datasets/srbench1.0/feynman/feynman_I_27_6/id_test.csv,f43b486a9e5a19a65d926a4c243d419468946dfc6ed3628b2dc05a7b733ff432,datasets/srbench1.0/feynman/feynman_I_27_6/ood_test.csv,d63e0eb807d2af737e5f3c9792fb90084ba6c307d59e996d385daf5bc06ddb85,datasets/srbench1.0/feynman/feynman_I_27_6/formula.py,b1661949dd61c0e93648be2039ad82909d7458727f2dc31e12f6ce9df8dcb505
13,feynman-i.43.31,srsd,srsd-feynman_medium,y,2,8000,1000,1000,1000,datasets/srsd/srsd-feynman_medium/feynman-i.43.31,datasets/srsd/srsd-feynman_medium/feynman-i.43.31/metadata.yaml,b18b0a1c98412358d98e4563287c0710c5760b42aa57ab8c02be9e7676fff358,datasets/srsd/srsd-feynman_medium/feynman-i.43.31/train.csv,9b7edc22b3609802028390fcff42020154a0c391fbaa4bea4f6686d178fd7a76,datasets/srsd/srsd-feynman_medium/feynman-i.43.31/valid.csv,e27a8b09d9f8df470cab4b73f214d2562a0e5abf6be099460325646315256a36,datasets/srsd/srsd-feynman_medium/feynman-i.43.31/id_test.csv,cb3235ceb7a5bc6c3d3c13e11305ff7133bb47f9513048b54341ba4330d3ff0a,datasets/srsd/srsd-feynman_medium/feynman-i.43.31/ood_test.csv,2701f94e90e18929617c336ddc4d73b6106c95690f72805e672c6137545f0864,datasets/srsd/srsd-feynman_medium/feynman-i.43.31/formula.py,22388f6037d9e46fb1e75367677a35e04cdd2579bf9df0e31bbe6c0253ad7ac7
14,feynman-ii.34.11,srsd,srsd-feynman_easy_dummy,y,7,8000,1000,1000,1000,datasets/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,datasets/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11/metadata.yaml,8f0b4a9427337f370b7cbd9d811f7aace1c9c0202049a20bcec5f2102f1fdfda,datasets/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11/train.csv,c14368e0c9e7a4c9262fff7403ceb672246c4eaacdef45da0dfb3ff83b912018,datasets/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11/valid.csv,5f7aae8545d95dcd0f10f6b612fb5c6e83bfc29e4c4f3365f91e73a5b214af58,datasets/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11/id_test.csv,d8953a3febeeba06f0d02d282a3a70d11f09204f3e538f6438db30c6c1902026,datasets/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11/ood_test.csv,3ab03098fc1d7bdfdab785ff15e03a03bb517d9f295495667ab4bd2438b723a2,datasets/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11/formula.py,e6906161e03ab032f3ab78572fc682f1a79612e7b001d6f69c3fc0a47ce80bcd
15,III.21.20_3_0,llm-srbench,lsrtransform,m,4,75000,5000,20000,20000,datasets/llm-srbench/lsrtransform/III.21.20_3_0,datasets/llm-srbench/lsrtransform/III.21.20_3_0/metadata.yaml,f19705572409fca393be9fed0abe44ee817c40d1b883fb0dffad72b6e87ec9fa,datasets/llm-srbench/lsrtransform/III.21.20_3_0/train.csv,a66c461e1ca695ce398ad61b164f3f39ce0012e7b5afb9ad7e1be0847eaa8cdc,datasets/llm-srbench/lsrtransform/III.21.20_3_0/valid.csv,05a2f702234803eb582b16aeaa2c11fdd17c9bc9633162600104f3f32aafd24e,datasets/llm-srbench/lsrtransform/III.21.20_3_0/id_test.csv,b4887d310775526675733324b9bb7f2f4471885ff5e294a8f673d9a2fd298aaf,datasets/llm-srbench/lsrtransform/III.21.20_3_0/ood_test.csv,d23871c522bfbf2183a45298cc0ab27f6889a11a289d67d2529a13aa5d93ba05,datasets/llm-srbench/lsrtransform/III.21.20_3_0/formula.py,40fd3fd05a038f7e98986d6fc5d32c0becfbffd8bbff933a9f86c1f147ebac20
16,feynman_II_15_4,srbench1.0,feynman,target,3,64000,8000,8000,10000,datasets/srbench1.0/feynman/feynman_II_15_4,datasets/srbench1.0/feynman/feynman_II_15_4/metadata.yaml,64bfaeda11e1b7dc39c028fbdc24806411ce19dceb69d3038802b12711cf89b7,datasets/srbench1.0/feynman/feynman_II_15_4/train.csv,aee28b391eb982b49629532a3823ffea1d216b9170dbfad956983986f897ac7d,datasets/srbench1.0/feynman/feynman_II_15_4/valid.csv,7836949e22bc5d05ca870f2f0823daf0ba88542b21375a0de351b2c1689ebb35,datasets/srbench1.0/feynman/feynman_II_15_4/id_test.csv,02c8282e7a511d607db62015348891c857d1b25b645e903ffca71519f5956c7d,datasets/srbench1.0/feynman/feynman_II_15_4/ood_test.csv,177bf20903476383f14a4b900b4230022325d124268a032a4508e4b787e3d9fd,datasets/srbench1.0/feynman/feynman_II_15_4/formula.py,0d16becee22de7928a54eb11378cc7a26b8f73b694632825dedd62a19ba32b9c
17,strogatz_shearflow1,srbench1.0,strogatz,target,2,256,32,32,1000,datasets/srbench1.0/strogatz/strogatz_shearflow1,datasets/srbench1.0/strogatz/strogatz_shearflow1/metadata.yaml,343942f8db1fce95948342d36b345053bb3cd6ef9ae5b3f7cceedad8e20dde6f,datasets/srbench1.0/strogatz/strogatz_shearflow1/train.csv,b4aef2a8f64d3d15b11d3e72b2905fedc4eb6213e6548548bf1678ffe4a703f0,datasets/srbench1.0/strogatz/strogatz_shearflow1/valid.csv,2f9e10789ffeae8c6d3b7aee593f5afdcd86015fe9a0610fd6591be2b1ea1cc4,datasets/srbench1.0/strogatz/strogatz_shearflow1/id_test.csv,feacc06a9540fce71622f589e8a7a50ae6b6bc205a020d18b72a1746d1bc5098,datasets/srbench1.0/strogatz/strogatz_shearflow1/ood_test.csv,bba0227ad2d2c0fb619e8ecfeaca72cee2557aca45a287f9cdd0194566a9e420,datasets/srbench1.0/strogatz/strogatz_shearflow1/formula.py,e87c3bd84ef4827ea9bb08b60f97492e30762bda9df4152d8b640ba3f8f0f129
18,feynman-i.18.16,srsd,srsd-feynman_easy_dummy,y,6,8000,1000,1000,1000,datasets/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,datasets/srsd/srsd-feynman_easy_dummy/feynman-i.18.16/metadata.yaml,46234cffa852badb6c5a2d9c9097371078a6a4bdbde185c8c1b4b571630ffdcb,datasets/srsd/srsd-feynman_easy_dummy/feynman-i.18.16/train.csv,9f18d18ed3214575fd16e73ba8f63dd196e91c987d01dda28460641d56bcdf15,datasets/srsd/srsd-feynman_easy_dummy/feynman-i.18.16/valid.csv,ad290b1c31017149c12dec45aaf107035e485ea9c5e31205ee8eb5eda43e9ed8,datasets/srsd/srsd-feynman_easy_dummy/feynman-i.18.16/id_test.csv,7908ac545eec7ca1ce3b2eae54cb60832cfd8f8d12cf197f8b8c5992be468767,datasets/srsd/srsd-feynman_easy_dummy/feynman-i.18.16/ood_test.csv,06b72aa3decd4bd08ad9111fb4a36156f0920c1be3e7155dc11bfc63fa610829,datasets/srsd/srsd-feynman_easy_dummy/feynman-i.18.16/formula.py,0aa767ff18a9dd28960cbbf2f8db07d608a0c84778dbb4f1cb5c2e1fbe959927
19,feynman-ii.34.2a,srsd,srsd-feynman_medium_dummy,y,5,8000,1000,1000,1000,datasets/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a,datasets/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a/metadata.yaml,c1cf8a5d49bb031395eb2cba0649ecc57a913e46af8a2956ce205f166937757f,datasets/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a/train.csv,8825e48bbe9c0944ab67c56c4811402031c8c484bc0e566f3a2d0080f83570e7,datasets/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a/valid.csv,d05c3f1261cddc3f8a571d9ecd6e0014a56d2e6670d55e93af28394501d64af4,datasets/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a/id_test.csv,539feca3847b178bb795f4d7615162388a5ee1a418aa7b4810e6c7e4e01ca8e1,datasets/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a/ood_test.csv,8cafbd681edc14d335b6e608277f1bc449d661179a4fda921e03e7094d237adf,datasets/srsd/srsd-feynman_medium_dummy/feynman-ii.34.2a/formula.py,cdab09f51302e96a1ef6a9173de05ac96043af5468f7622f69cf4989b0c77559
20,first_principles_leavitt,srbench2025,firstprinciples,target,1,19,2,2,3,datasets/srbench2025/firstprinciples/first_principles_leavitt,datasets/srbench2025/firstprinciples/first_principles_leavitt/metadata.yaml,2817bd45091283d97e8823d1c2803ae57f07557d951deabe5d3dd86a7f5798db,datasets/srbench2025/firstprinciples/first_principles_leavitt/train.csv,ab05b2c002e6b10b61caa6b8fb799fa2c71d52d403b8ebbfd6e02941a6252e3f,datasets/srbench2025/firstprinciples/first_principles_leavitt/valid.csv,f140c0bfaa89a45edbc618b94e98a3ca93c07de16b23f6365000545c514e9848,datasets/srbench2025/firstprinciples/first_principles_leavitt/id_test.csv,c1596fec89ef8f36e1327366e44cf87715fc2f0a9f9441988af136f76dd641c0,datasets/srbench2025/firstprinciples/first_principles_leavitt/ood_test.csv,935700bad7df625d306e9fe4f68d6fbcecd392502cdfb5ca220180feaaefbd01,datasets/srbench2025/firstprinciples/first_principles_leavitt/formula.py,b6d5bff1648c21054759cc567037449e373c994eadba29b24f21a13775fa6955
21,feynman-i.39.22,srsd,srsd-feynman_hard_dummy,y,5,8000,1000,1000,1000,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.39.22,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.39.22/metadata.yaml,772780099d6567ae6ae6560c35ea8f815651e4e7f00b5d9ea776b9e59d7cc4ec,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.39.22/train.csv,2db50a8342c69a791db460653f6697a0c92a2be9f497f04ca2f8d92ba0168609,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.39.22/valid.csv,1cef9468cdb9f3981d91404856687e8fe076d4a06c5a74019458c3782e098d48,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.39.22/id_test.csv,cc73370c7605f2d6e2d57b4daada39aaf86240ea2873bb32d1ea2789e9924886,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.39.22/ood_test.csv,255ca771a8adf6b55541b8af8604ac47e7309476263e73ea4f31e6065eea26fd,datasets/srsd/srsd-feynman_hard_dummy/feynman-i.39.22/formula.py,60c340a714d89012ca3015f4620a72b95a620ba3a8ea387b2e1c87bba41cd737
22,feynman-i.11.19,srsd,srsd-feynman_medium_dummy,y,8,8000,1000,1000,1000,datasets/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,datasets/srsd/srsd-feynman_medium_dummy/feynman-i.11.19/metadata.yaml,1296e7b0ad547bdf1906328d3d4edaf664057b342d401b35f60c6f3239c642ed,datasets/srsd/srsd-feynman_medium_dummy/feynman-i.11.19/train.csv,d8c888afee05193e9e0586f7d7c60d5b1239425af092b4c35a089532f5ef459d,datasets/srsd/srsd-feynman_medium_dummy/feynman-i.11.19/valid.csv,0838a91b84909f59d14b9133d04708f0a1c18ca0ff79340a0bf514a09f274495,datasets/srsd/srsd-feynman_medium_dummy/feynman-i.11.19/id_test.csv,be52c81c6890683aa48dc14b9ee7b29421a7e26509eaef45d1af06691d704a5a,datasets/srsd/srsd-feynman_medium_dummy/feynman-i.11.19/ood_test.csv,2c1bd5848ae1a3a2a9e72c0d7fef65744b6c1732df39344851d238c06ede0cbd,datasets/srsd/srsd-feynman_medium_dummy/feynman-i.11.19/formula.py,76bcdc24234cef8a9662f9950ab86e663ea96be0660faf19e8571bb5d58a340a
23,I.11.19_4_0,llm-srbench,lsrtransform,y2,6,75000,5000,20000,20000,datasets/llm-srbench/lsrtransform/I.11.19_4_0,datasets/llm-srbench/lsrtransform/I.11.19_4_0/metadata.yaml,e9622cc211d3d6e54fdea815de576e8468bdfe7002afb82cbde4ad4cda12566f,datasets/llm-srbench/lsrtransform/I.11.19_4_0/train.csv,6aaea6f057475c2ee6157c0156a142a7ca6fb242b1be2b54bfd347be54e14762,datasets/llm-srbench/lsrtransform/I.11.19_4_0/valid.csv,241b623fe319c0e7e6ad133a398ec034d729b8b5ce78748076aa6d3a23268453,datasets/llm-srbench/lsrtransform/I.11.19_4_0/id_test.csv,e5deb9643b54a5a3f306e6ade16e76b49345de1a86807134a0a2e5dc104f6276,datasets/llm-srbench/lsrtransform/I.11.19_4_0/ood_test.csv,1504a67ba6494a15b538049666b2f5197b65d2a6eb457a9f5071d71a10c9d5fe,datasets/llm-srbench/lsrtransform/I.11.19_4_0/formula.py,ee39307f0c2bb603a4d39a1d33e04d57d0f41074ba1dbad3cf46ecf3dcec048b
24,strogatz_predprey2,srbench1.0,strogatz,target,2,256,32,32,1000,datasets/srbench1.0/strogatz/strogatz_predprey2,datasets/srbench1.0/strogatz/strogatz_predprey2/metadata.yaml,175480f428d198516ae7764fe638d7b065a8d015e005e27522fb838f1f7b224d,datasets/srbench1.0/strogatz/strogatz_predprey2/train.csv,2d14ffef57827cc1a8d4436a9e5e221074adb543ccad634202c2b4034fb46652,datasets/srbench1.0/strogatz/strogatz_predprey2/valid.csv,d2aa686b6317cbcde1309825ebc37c42749d7d34e86e3547d3e3a49cbcfa3e07,datasets/srbench1.0/strogatz/strogatz_predprey2/id_test.csv,6ce91c63dbcfbdf193b42cd2c6c5a849eec8d43587f025a246c4d53de6d16084,datasets/srbench1.0/strogatz/strogatz_predprey2/ood_test.csv,75b632b82d74e985d3bd5a2e25405e212df937d4be3519502f210ed24803f8c3,datasets/srbench1.0/strogatz/strogatz_predprey2/formula.py,2f168d13e0b67e2a39cc36641b97dd35bcfded5a8d8e4cf8aa1b94a4c4b196b3
25,strogatz_barmag2,srbench1.0,strogatz,target,2,256,32,32,1000,datasets/srbench1.0/strogatz/strogatz_barmag2,datasets/srbench1.0/strogatz/strogatz_barmag2/metadata.yaml,7cd9fb124611272796081b90abc4b56be7424bd573dafe5d6c5b7efbdea3a0f6,datasets/srbench1.0/strogatz/strogatz_barmag2/train.csv,1257e69fd7e783968b8a80feecc981441535586e2009ff0ff44b18f023ada47c,datasets/srbench1.0/strogatz/strogatz_barmag2/valid.csv,01d520e2a27c9d5c2c67b2d279293ef6c0a377ebaa0f41dc9e73ca0946590d07,datasets/srbench1.0/strogatz/strogatz_barmag2/id_test.csv,546e0b2681d4a8e41bdefc5ddae64fc12c0307ed1dbe60ebbd75788dad3d6bc0,datasets/srbench1.0/strogatz/strogatz_barmag2/ood_test.csv,8c39269ec83ea1d8cdd7760e4c1d49c338dc2c4973eaa1387b52e0b477c8ee96,datasets/srbench1.0/strogatz/strogatz_barmag2/formula.py,ed9d17df204c52f3a9e3546284f2a19a93f75a32ba00fbd4cb620c4bdac08a63
26,strogatz_barmag1,srbench1.0,strogatz,target,2,256,32,32,1000,datasets/srbench1.0/strogatz/strogatz_barmag1,datasets/srbench1.0/strogatz/strogatz_barmag1/metadata.yaml,d15c640c7890d71457f82ccdd053cf05a7e12108c5525fc3a67a64be7ca2726c,datasets/srbench1.0/strogatz/strogatz_barmag1/train.csv,a5640745d48895b3642ddaf6f1588b00dbff597edeb7a587889eaeae9b705fb4,datasets/srbench1.0/strogatz/strogatz_barmag1/valid.csv,adaff4ce0327be559198e90acae1544f2ddb13c3b1dee94d00b56c20514c6532,datasets/srbench1.0/strogatz/strogatz_barmag1/id_test.csv,6d826f3bb5daf98ba681ef1f43731e9427bf5929d484fa0b1915a377bea12f61,datasets/srbench1.0/strogatz/strogatz_barmag1/ood_test.csv,d830a67c12ec5b69d78b7e1f27f525aab96e3357c48562f8dca77ac4f6098d8b,datasets/srbench1.0/strogatz/strogatz_barmag1/formula.py,6cebc1e6e7f7251842c8ca049bc815eec653ca243166c7715b7907dea6e5415e
