tool,machine,wave,global_index,slice_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
dso,anon-node-03,W4,69,11,feynman-ii.8.31,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31,srsd,srsd/srsd-feynman_easy_dummy,feynman-ii.8.31,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/formula.py
dso,anon-node-03,W4,70,12,III.21.20_3_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,llm-srbench,llm-srbench/lsrtransform,III.21.20_3_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/formula.py
dso,anon-node-03,W4,71,13,feynman-ii.36.38,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38,srsd,srsd/srsd-feynman_hard_dummy,feynman-ii.36.38,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.36.38/formula.py
dso,anon-node-03,W4,72,14,feynman-i.43.31,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,srsd,srsd/srsd-feynman_medium,feynman-i.43.31,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/formula.py
dso,anon-node-03,W4,73,15,feynman-i.43.31,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.43.31,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/formula.py
dso,anon-node-03,W4,74,16,feynman-iii.4.32,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32,srsd,srsd/srsd-feynman_medium_dummy,feynman-iii.4.32,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.4.32/formula.py
dso,anon-node-03,W4,75,17,feynman-bonus.3,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.3,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/formula.py
dso,anon-node-03,W4,76,18,feynman-bonus.17,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.17,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/formula.py
dso,anon-node-03,W4,77,19,I.40.1_4_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0,sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0,llm-srbench,llm-srbench/lsrtransform,I.40.1_4_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.40.1_4_0/formula.py
dso,anon-node-03,W4,78,20,III.21.20_2_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0,llm-srbench,llm-srbench/lsrtransform,III.21.20_2_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/formula.py
dso,anon-node-03,W4,79,21,I.11.19_5_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0,llm-srbench,llm-srbench/lsrtransform,I.11.19_5_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0/formula.py
dso,anon-node-03,W4,80,22,II.37.1_2_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0,sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0,llm-srbench,llm-srbench/lsrtransform,II.37.1_2_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/formula.py
dso,anon-node-03,W4,81,23,II.36.38_4_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0,sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0,llm-srbench,llm-srbench/lsrtransform,II.36.38_4_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_4_0/formula.py
dso,anon-node-03,W4,82,24,II.34.2_1_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,llm-srbench,llm-srbench/lsrtransform,II.34.2_1_0,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/formula.py
dso,anon-node-03,W4,83,25,feynman-i.12.11,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.12.11,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.12.11/formula.py
dso,anon-node-03,W4,84,26,feynman-ii.21.32,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.21.32,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/formula.py
dso,anon-node-03,W4,85,27,feynman-i.12.1,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.12.1,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.12.1/formula.py
dso,anon-node-03,W4,86,28,feynman-i.10.7,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.10.7,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.10.7/formula.py
dso,anon-node-03,W4,87,29,feynman-bonus.7,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.7,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/formula.py
