tool,machine,wave,global_index,slice_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
dso,anon-node-06,W4,155,11,PO8,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8,sim-datasets-data/llm-srbench/phys_osc/PO8,llm-srbench,llm-srbench/phys_osc,PO8,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8/formula.py
dso,anon-node-06,W4,156,12,Keijzer-12,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12,sim-datasets-data/keijzer/Keijzer-12,keijzer,keijzer,Keijzer-12,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12/train.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12/valid.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12/id_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12/ood_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12/metadata.yaml,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12/formula.py
dso,anon-node-06,W4,157,13,PO26,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26,sim-datasets-data/llm-srbench/phys_osc/PO26,llm-srbench,llm-srbench/phys_osc,PO26,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26/formula.py
dso,anon-node-06,W4,158,14,PO0,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0,sim-datasets-data/llm-srbench/phys_osc/PO0,llm-srbench,llm-srbench/phys_osc,PO0,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0/formula.py
dso,anon-node-06,W4,159,15,CRK30,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30,sim-datasets-data/llm-srbench/chem_react/CRK30,llm-srbench,llm-srbench/chem_react,CRK30,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30/formula.py
dso,anon-node-06,W4,160,16,PO16,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16,sim-datasets-data/llm-srbench/phys_osc/PO16,llm-srbench,llm-srbench/phys_osc,PO16,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16/formula.py
dso,anon-node-06,W4,161,17,CRK13,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13,sim-datasets-data/llm-srbench/chem_react/CRK13,llm-srbench,llm-srbench/chem_react,CRK13,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13/formula.py
dso,anon-node-06,W4,162,18,CRK11,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11,sim-datasets-data/llm-srbench/chem_react/CRK11,llm-srbench,llm-srbench/chem_react,CRK11,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11/formula.py
dso,anon-node-06,W4,163,19,CRK8,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8,sim-datasets-data/llm-srbench/chem_react/CRK8,llm-srbench,llm-srbench/chem_react,CRK8,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8/formula.py
dso,anon-node-06,W4,164,20,CRK18,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18,sim-datasets-data/llm-srbench/chem_react/CRK18,llm-srbench,llm-srbench/chem_react,CRK18,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18/formula.py
dso,anon-node-06,W4,165,21,CRK10,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10,sim-datasets-data/llm-srbench/chem_react/CRK10,llm-srbench,llm-srbench/chem_react,CRK10,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10/formula.py
dso,anon-node-06,W4,166,22,CRK24,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24,sim-datasets-data/llm-srbench/chem_react/CRK24,llm-srbench,llm-srbench/chem_react,CRK24,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24/formula.py
dso,anon-node-06,W4,167,23,BPG3,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,llm-srbench,llm-srbench/bio_pop_growth,BPG3,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3/formula.py
dso,anon-node-06,W4,168,24,CRK34,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34,sim-datasets-data/llm-srbench/chem_react/CRK34,llm-srbench,llm-srbench/chem_react,CRK34,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34/formula.py
dso,anon-node-06,W4,169,25,CRK9,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9,sim-datasets-data/llm-srbench/chem_react/CRK9,llm-srbench,llm-srbench/chem_react,CRK9,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9/formula.py
dso,anon-node-06,W4,170,26,BPG17,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17,llm-srbench,llm-srbench/bio_pop_growth,BPG17,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/formula.py
dso,anon-node-06,W4,171,27,CRK2,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2,sim-datasets-data/llm-srbench/chem_react/CRK2,llm-srbench,llm-srbench/chem_react,CRK2,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2/formula.py
dso,anon-node-06,W4,172,28,CRK0,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0,sim-datasets-data/llm-srbench/chem_react/CRK0,llm-srbench,llm-srbench/chem_react,CRK0,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0/formula.py
