tool,machine,wave,global_index,slice_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
dso,anon-node-05,W4,128,12,feynman_test_4,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4,sim-datasets-data/srbench1.0/feynman/feynman_test_4,srbench1.0,srbench1.0/feynman,feynman_test_4,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_test_4/formula.py
dso,anon-node-05,W4,129,13,Korns-5,/home/anonymous/sim-datasets-data/korns/Korns-5,sim-datasets-data/korns/Korns-5,korns,korns,Korns-5,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-5/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-5/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-5/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-5/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-5/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-5/formula.py
dso,anon-node-05,W4,130,14,Keijzer-10,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10,sim-datasets-data/keijzer/Keijzer-10,keijzer,keijzer,Keijzer-10,A,strict,llmsr,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10/train.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10/valid.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10/id_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10/ood_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10/metadata.yaml,/home/anonymous/sim-datasets-data/keijzer/Keijzer-10/formula.py
dso,anon-node-05,W4,131,15,II.6.15b_3_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,llm-srbench,llm-srbench/lsrtransform,II.6.15b_3_0,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/formula.py
dso,anon-node-05,W4,132,16,CRK19,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19,sim-datasets-data/llm-srbench/chem_react/CRK19,llm-srbench,llm-srbench/chem_react,CRK19,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK19/formula.py
dso,anon-node-05,W4,133,17,feynman_III_10_19,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19,sim-datasets-data/srbench1.0/feynman/feynman_III_10_19,srbench1.0,srbench1.0/feynman,feynman_III_10_19,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_III_10_19/formula.py
dso,anon-node-05,W4,134,18,Korns-11,/home/anonymous/sim-datasets-data/korns/Korns-11,sim-datasets-data/korns/Korns-11,korns,korns,Korns-11,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-11/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-11/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-11/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-11/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-11/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-11/formula.py
dso,anon-node-05,W4,135,19,Korns-12,/home/anonymous/sim-datasets-data/korns/Korns-12,sim-datasets-data/korns/Korns-12,korns,korns,Korns-12,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-12/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-12/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-12/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-12/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-12/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-12/formula.py
dso,anon-node-05,W4,136,20,I.24.6_3_1,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1,sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1,llm-srbench,llm-srbench/lsrtransform,I.24.6_3_1,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1/formula.py
dso,anon-node-05,W4,137,21,feynman_I_24_6,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6,sim-datasets-data/srbench1.0/feynman/feynman_I_24_6,srbench1.0,srbench1.0/feynman,feynman_I_24_6,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/formula.py
dso,anon-node-05,W4,138,22,I.50.26_0_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0,sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0,llm-srbench,llm-srbench/lsrtransform,I.50.26_0_0,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0/formula.py
dso,anon-node-05,W4,139,23,II.36.38_0_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0,sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0,llm-srbench,llm-srbench/lsrtransform,II.36.38_0_0,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0/formula.py
dso,anon-node-05,W4,140,24,Korns-9,/home/anonymous/sim-datasets-data/korns/Korns-9,sim-datasets-data/korns/Korns-9,korns,korns,Korns-9,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-9/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-9/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-9/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-9/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-9/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-9/formula.py
dso,anon-node-05,W4,141,25,Keijzer-15,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15,sim-datasets-data/keijzer/Keijzer-15,keijzer,keijzer,Keijzer-15,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15/train.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15/valid.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15/id_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15/ood_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15/metadata.yaml,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15/formula.py
dso,anon-node-05,W4,142,26,BPG10,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,llm-srbench,llm-srbench/bio_pop_growth,BPG10,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/formula.py
dso,anon-node-05,W4,143,27,MatSci8,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8,sim-datasets-data/llm-srbench/matsci/MatSci8,llm-srbench,llm-srbench/matsci,MatSci8,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8/formula.py
dso,anon-node-05,W4,144,28,Nguyen-8,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8,sim-datasets-data/nguyen/Nguyen-8,nguyen,nguyen,Nguyen-8,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8/train.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8/valid.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8/id_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8/ood_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8/metadata.yaml,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8/formula.py
