tool,machine,wave,global_index,slice_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
dso,anon-node-01,W4,11,11,feynman-i.25.13,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.25.13,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.25.13,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.25.13,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.25.13/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.25.13/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.25.13/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.25.13/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.25.13/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.25.13/formula.py
dso,anon-node-01,W4,12,12,feynman-i.26.2,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.26.2,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.26.2,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.26.2,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.26.2/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.26.2/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.26.2/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.26.2/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.26.2/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.26.2/formula.py
dso,anon-node-01,W4,13,13,feynman-bonus.20,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20,srsd,srsd/srsd-feynman_hard,feynman-bonus.20,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20/formula.py
dso,anon-node-01,W4,14,14,feynman-i.14.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.4,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.4,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.14.4,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.4/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.4/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.4/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.4/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.4/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.4/formula.py
dso,anon-node-01,W4,15,15,feynman-i.41.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16,srsd,srsd/srsd-feynman_hard,feynman-i.41.16,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16/formula.py
dso,anon-node-01,W4,16,16,first_principles_newton,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_newton,sim-datasets-data/srbench2025/firstprinciples/first_principles_newton,srbench2025,srbench2025/firstprinciples,first_principles_newton,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_newton/train.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_newton/valid.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_newton/id_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_newton/ood_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_newton/metadata.yaml,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_newton/formula.py
dso,anon-node-01,W4,17,17,feynman-ii.11.28,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.28,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.28,srsd,srsd/srsd-feynman_hard,feynman-ii.11.28,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.28/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.28/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.28/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.28/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.28/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.28/formula.py
dso,anon-node-01,W4,18,18,feynman-i.38.12,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.38.12,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.38.12,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.38.12,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.38.12/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.38.12/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.38.12/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.38.12/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.38.12/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.38.12/formula.py
dso,anon-node-01,W4,19,19,feynman-ii.15.5,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.15.5,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.15.5,srsd,srsd/srsd-feynman_easy_dummy,feynman-ii.15.5,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.15.5/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.15.5/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.15.5/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.15.5/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.15.5/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.15.5/formula.py
dso,anon-node-01,W4,20,20,feynman-i.29.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.29.4,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.29.4,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.29.4,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.29.4/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.29.4/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.29.4/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.29.4/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.29.4/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.29.4/formula.py
dso,anon-node-01,W4,21,21,feynman-i.14.3,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.3,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.3,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.14.3,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.3/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.3/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.3/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.3/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.3/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.14.3/formula.py
dso,anon-node-01,W4,22,22,feynman-ii.11.20,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.20,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.20,srsd,srsd/srsd-feynman_hard_dummy,feynman-ii.11.20,A,strict,llmsr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.20/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.20/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.20/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.20/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.20/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.20/formula.py
dso,anon-node-01,W4,23,23,feynman-i.34.27,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.34.27,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.34.27,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.34.27,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.34.27/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.34.27/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.34.27/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.34.27/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.34.27/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.34.27/formula.py
dso,anon-node-01,W4,24,24,feynman-iii.13.18,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.13.18,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.13.18,srsd,srsd/srsd-feynman_medium_dummy,feynman-iii.13.18,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.13.18/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.13.18/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.13.18/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.13.18/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.13.18/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.13.18/formula.py
dso,anon-node-01,W4,25,25,feynman-bonus.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.4,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/formula.py
dso,anon-node-01,W4,26,26,feynman-bonus.4,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4,srsd,srsd/srsd-feynman_hard,feynman-bonus.4,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/formula.py
dso,anon-node-01,W4,27,27,feynman-iii.17.37,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.17.37,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.17.37,srsd,srsd/srsd-feynman_medium_dummy,feynman-iii.17.37,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.17.37/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.17.37/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.17.37/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.17.37/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.17.37/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.17.37/formula.py
dso,anon-node-01,W4,28,28,feynman-i.18.16,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.18.16,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16/formula.py
dso,anon-node-01,W4,29,29,feynman-ii.34.11,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,srsd,srsd/srsd-feynman_easy_dummy,feynman-ii.34.11,A,strict,pysr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11/formula.py
