tool,machine,wave,global_index,slice_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
dso,anon-node-04,W4,98,11,strogatz_barmag1,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1,srbench1.0,srbench1.0/strogatz,strogatz_barmag1,A,strict,pysr,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/strogatz/strogatz_barmag1/formula.py
dso,anon-node-04,W4,99,12,Keijzer-2,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2,sim-datasets-data/keijzer/Keijzer-2,keijzer,keijzer,Keijzer-2,A,strict,pysr,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/train.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/valid.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/id_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/ood_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/metadata.yaml,/home/anonymous/sim-datasets-data/keijzer/Keijzer-2/formula.py
dso,anon-node-04,W4,100,13,PO18,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18,sim-datasets-data/llm-srbench/phys_osc/PO18,llm-srbench,llm-srbench/phys_osc,PO18,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO18/formula.py
dso,anon-node-04,W4,101,14,PO21,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21,sim-datasets-data/llm-srbench/phys_osc/PO21,llm-srbench,llm-srbench/phys_osc,PO21,A,strict,pysr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO21/formula.py
dso,anon-node-04,W4,102,15,CRK23,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23,sim-datasets-data/llm-srbench/chem_react/CRK23,llm-srbench,llm-srbench/chem_react,CRK23,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK23/formula.py
dso,anon-node-04,W4,103,16,BPG9,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,llm-srbench,llm-srbench/bio_pop_growth,BPG9,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG9/formula.py
dso,anon-node-04,W4,104,17,PO27,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27,sim-datasets-data/llm-srbench/phys_osc/PO27,llm-srbench,llm-srbench/phys_osc,PO27,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO27/formula.py
dso,anon-node-04,W4,105,18,BPG7,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7,sim-datasets-data/llm-srbench/bio_pop_growth/BPG7,llm-srbench,llm-srbench/bio_pop_growth,BPG7,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG7/formula.py
dso,anon-node-04,W4,106,19,Korns-4,/home/anonymous/sim-datasets-data/korns/Korns-4,sim-datasets-data/korns/Korns-4,korns,korns,Korns-4,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-4/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-4/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-4/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-4/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-4/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-4/formula.py
dso,anon-node-04,W4,107,20,BPG16,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16,llm-srbench,llm-srbench/bio_pop_growth,BPG16,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG16/formula.py
dso,anon-node-04,W4,108,21,BPG8,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8,sim-datasets-data/llm-srbench/bio_pop_growth/BPG8,llm-srbench,llm-srbench/bio_pop_growth,BPG8,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG8/formula.py
dso,anon-node-04,W4,109,22,BPG0,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,llm-srbench,llm-srbench/bio_pop_growth,BPG0,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG0/formula.py
dso,anon-node-04,W4,110,23,CRK5,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5,sim-datasets-data/llm-srbench/chem_react/CRK5,llm-srbench,llm-srbench/chem_react,CRK5,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK5/formula.py
dso,anon-node-04,W4,111,24,CRK16,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16,sim-datasets-data/llm-srbench/chem_react/CRK16,llm-srbench,llm-srbench/chem_react,CRK16,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK16/formula.py
dso,anon-node-04,W4,112,25,CRK15,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15,sim-datasets-data/llm-srbench/chem_react/CRK15,llm-srbench,llm-srbench/chem_react,CRK15,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK15/formula.py
dso,anon-node-04,W4,113,26,Nguyen-7,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7,sim-datasets-data/nguyen/Nguyen-7,nguyen,nguyen,Nguyen-7,A,strict,llmsr,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7/train.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7/valid.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7/id_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7/ood_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7/metadata.yaml,/home/anonymous/sim-datasets-data/nguyen/Nguyen-7/formula.py
dso,anon-node-04,W4,114,27,Korns-8,/home/anonymous/sim-datasets-data/korns/Korns-8,sim-datasets-data/korns/Korns-8,korns,korns,Korns-8,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-8/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-8/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-8/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-8/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-8/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-8/formula.py
dso,anon-node-04,W4,115,28,MatSci23,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23,sim-datasets-data/llm-srbench/matsci/MatSci23,llm-srbench,llm-srbench/matsci,MatSci23,A,strict,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci23/formula.py
dso,anon-node-04,W4,116,29,Korns-2,/home/anonymous/sim-datasets-data/korns/Korns-2,sim-datasets-data/korns/Korns-2,korns,korns,Korns-2,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-2/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-2/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-2/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-2/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-2/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-2/formula.py
