x0,x1,x2,x3,x4,x5,x6,x7,y
1.665101647377014160e+00,-1.003928303718566895e+00,-8.771324753761291504e-01,-5.307490825653076172e-01,9.330435686400000000e+10,1.742576956748962402e+00,-1.271524190902709961e+00,-8.757011500486189259e-14,-3.421834230422973633e+00
1.156645059585571289e+00,-2.332295894622802734e+00,-1.907546520233154297e+00,1.645255446434020996e+00,3.813320949760000000e+11,4.326538741588592529e-01,-3.033200502395629883e+00,1.505983109485048432e-13,-7.148365974426269531e+00
-1.693812906742095947e-01,3.089978218078613281e+00,-1.220708012580871582e+00,-9.124004364013671875e+00,-5.825146470400000000e+10,1.165167018771171570e-01,3.368111550807952881e-01,-1.542501207058705193e-13,1.065360450744628906e+01
-1.392030864953994751e-01,-3.354547739028930664e+00,-6.431611537933349609e+00,-1.544595956802368164e+00,-2.095381504000000000e+10,4.517382621765136719e+00,-1.187830448150634766e+00,-2.303269777865785822e-14,5.035319805145263672e+00
1.041088253259658813e-01,-7.063917636871337891e+00,2.315140068531036377e-01,-2.024421095848083496e-01,-3.544346214400000000e+10,-2.022260278463363647e-01,6.634565830230712891e+00,1.945191681611713880e-14,-2.123966217041015625e+00
-1.052253246307373047e+00,-2.020354270935058594e+00,-1.949910640716552734e+00,-8.383060693740844727e-01,8.135737999360000000e+11,1.532864868640899658e-01,1.687872290611267090e+00,-3.000331645457154917e-13,4.019274234771728516e+00
7.271997928619384766e+00,1.502116322517395020e-01,6.829103231430053711e-01,-5.029057264328002930e-01,-4.566614671360000000e+11,-1.430224925279617310e-01,1.912079572677612305e+00,1.249730841815926974e-13,4.754287898540496826e-01
-2.492889881134033203e+00,5.123882770538330078e+00,5.573661804199218750e+00,-4.905130863189697266e+00,1.104469524480000000e+11,2.948000431060791016e-01,3.009032309055328369e-01,1.545601686458834834e-14,-4.002410888671875000e+01
2.998260736465454102e+00,-1.523672938346862793e+00,-1.692887067794799805e+00,-1.468898892402648926e+00,-3.739845836800000000e+10,8.283260345458984375e+00,2.928420305252075195e+00,-1.029218079035346123e-13,2.217517852783203125e+01
-2.294704169034957886e-01,2.731992006301879883e+00,7.258433341979980469e+00,2.932505011558532715e-01,-1.266433474560000000e+11,-9.294009208679199219e+00,-8.487061262130737305e-01,4.160459140829103619e-13,9.389510154724121094e+00
-1.473343491554260254e+00,-4.693979263305664062e+00,2.235496491193771362e-01,-1.684852719306945801e+00,8.670402969600000000e+10,2.217996567487716675e-01,-4.184398949146270752e-01,1.687846233220866021e-13,6.446385860443115234e+00
-1.065793186426162720e-01,9.309566497802734375e+00,-3.481102883815765381e-01,3.031938314437866211e+00,-1.325821378560000000e+11,-7.355506420135498047e-01,2.484269738197326660e-01,7.395081454749513616e-14,-2.230386734008789062e+00
5.379239320755004883e-01,-4.363699436187744141e+00,2.186476141214370728e-01,-2.634526968002319336e+00,-6.850498560000000000e+10,1.535668849945068359e+00,4.615678787231445312e+00,1.530513048112261409e-13,4.164783000946044922e+00
7.709422111511230469e+00,6.448463201522827148e-01,-9.504441261291503906e+00,-2.406631559133529663e-01,-8.191869747200000000e+10,6.154614925384521484e+00,1.331835240125656128e-01,3.344591856073442226e-13,8.078454971313476562e+00
1.055999040603637695e+00,-2.394463121891021729e-01,-8.423231124877929688e+00,2.005140036344528198e-01,-1.433516134400000000e+10,1.271258592605590820e+00,3.117156028747558594e+00,8.229275415402512173e-14,2.020880222320556641e+00
5.803496837615966797e-01,4.361423969268798828e+00,-1.656248807907104492e+00,-3.226208686828613281e-01,5.764039884800000000e+10,1.675545573234558105e-01,1.489864706993103027e+00,-3.986856146869638406e-13,3.315125226974487305e+00
2.071391493082046509e-01,2.753555476665496826e-01,3.889225125312805176e-01,-1.653081297874450684e+00,6.948075929600000000e+10,2.387310266494750977e+00,7.265772819519042969e+00,1.968310497230119083e-13,1.675976943969726562e+01
-2.718156814575195312e+00,3.928652703762054443e-01,-6.140068054199218750e+00,-8.703512191772460938e+00,9.448040857600000000e+10,2.452634125947952271e-01,-1.063834071159362793e+00,-2.254780563648584035e-13,5.211137008666992188e+01
-1.941155910491943359e+00,3.175452709197998047e+00,2.585488259792327881e-01,5.070871710777282715e-01,5.974004203520000000e+11,3.873369097709655762e-01,6.984236717224121094e+00,3.493650749014816370e-14,-3.327689886093139648e+00
-4.600839316844940186e-01,2.464240789413452148e+00,8.874303102493286133e-01,2.819283902645111084e-01,9.278912593920000000e+11,-8.734685778617858887e-01,-2.616056501865386963e-01,2.597129054784236279e-13,-6.550614833831787109e-01
1.851537674665451050e-01,-5.724785327911376953e-01,-4.726213932037353516e+00,4.752486228942871094e+00,6.898931466240000000e+11,2.324852943420410156e+00,6.657035350799560547e-01,1.896774024737896136e-13,-2.101959991455078125e+01
-1.880996078252792358e-01,-3.444165945053100586e+00,-1.354109048843383789e-01,2.958573102951049805e+00,-1.283272192000000000e+10,3.702434599399566650e-01,-6.578767895698547363e-01,3.101913528553296162e-13,3.648576792329549789e-03
-2.398979425430297852e+00,-8.448253273963928223e-01,-6.495020389556884766e+00,-7.158426046371459961e-01,-8.964923719680000000e+11,1.829059571027755737e-01,-1.628885865211486816e-01,8.156771156946074353e-13,6.646337985992431641e+00
1.027184128761291504e-01,-2.342162370681762695e+00,8.360225558280944824e-01,1.005615711212158203e+00,-2.274347581440000000e+11,9.381971359252929688e+00,-8.654881477355957031e+00,-6.805084382284498634e-14,-8.059971618652343750e+01
1.555342078208923340e+00,4.031309485435485840e-01,4.515168070793151855e-01,-1.336517035961151123e-01,6.499822469120000000e+11,7.009264826774597168e-01,-3.605750083923339844e+00,1.172615064944093621e-13,-1.960705161094665527e+00
2.313479334115982056e-01,-5.073482513427734375e+00,-1.003919005393981934e+00,-1.001341819763183594e+00,-5.428445511680000000e+11,5.299004316329956055e-01,6.110707759857177734e+00,3.432030863930596309e-13,3.069592714309692383e+00
-9.196783065795898438e+00,1.247896775603294373e-01,-1.865055114030838013e-01,1.024210155010223389e-01,4.044513689600000000e+10,-4.054539203643798828e+00,-5.417615771293640137e-01,-1.238195472801767449e-14,1.029827833175659180e+00
-5.278651237487792969e+00,6.737722873687744141e+00,1.351116001605987549e-01,-9.602193832397460938e+00,3.016925511680000000e+11,6.001606464385986328e+00,-1.363097578287124634e-01,2.191927127542618592e-14,-3.768153381347656250e+01
-1.430889368057250977e+00,4.473181724548339844e+00,-3.761063575744628906e+00,-7.707498550415039062e+00,-8.092788326400000000e+10,-2.967440187931060791e-01,-7.413392663002014160e-01,2.478122958574080492e-13,2.280775070190429688e+01
-3.598470985889434814e-01,-1.774636268615722656e+00,-4.058676064014434814e-01,4.384137153625488281e+00,-8.079749120000000000e+10,2.464705854654312134e-01,-2.093758434057235718e-01,4.972249418840404833e-14,-1.192386627197265625e+00
-1.143236681818962097e-01,4.902209043502807617e-01,1.017434954643249512e+00,-2.920491933822631836e+00,-1.508148674560000000e+11,-8.546367645263671875e+00,3.443228006362915039e+00,9.343996523790767950e-14,-3.245454788208007812e+01
-3.753997325897216797e+00,2.469058275222778320e+00,-2.535539269447326660e-01,-8.139435648918151855e-01,-2.327965286400000000e+10,-5.967149138450622559e-01,-7.049648761749267578e+00,-5.914613552615924363e-14,-4.855829238891601562e+00
-9.744261503219604492e-01,4.699892401695251465e-01,1.593808293342590332e+00,1.310441642999649048e-01,-4.489577758720000000e+11,9.674452781677246094e+00,-1.512151360511779785e-01,5.655486861699636492e-14,-1.712034225463867188e+00
-8.166037797927856445e-01,9.553264617919921875e+00,6.569257974624633789e-01,3.158212304115295410e-01,7.867604172800000000e+10,-1.104576438665390015e-01,-9.057768583297729492e-01,-5.088133690420160171e-14,-7.493710517883300781e+00
1.579278558492660522e-01,1.351814568042755127e-01,2.042668163776397705e-01,-5.016282558441162109e+00,2.538899251200000000e+10,-9.722843766212463379e-01,2.951490640640258789e+00,-4.028520206767090273e-14,-3.872999429702758789e+00
5.528879165649414062e-01,-1.015280410647392273e-01,-1.832968443632125854e-01,-4.143189430236816406e+00,-1.112043417600000000e+10,2.825467824935913086e+00,4.033773839473724365e-01,1.002363034967920091e-14,1.843029618263244629e+00
-7.363051176071166992e-01,9.584504961967468262e-01,-3.810287237167358398e+00,-8.244357109069824219e+00,2.050416640000000000e+11,1.434509158134460449e-01,2.015016555786132812e+00,-2.146951372109309752e-14,3.099671173095703125e+01
4.069047570228576660e-01,-3.393902480602264404e-01,-6.060071587562561035e-01,1.668138802051544189e-01,-5.777702502400000000e+10,-3.343538999557495117e+00,8.164344429969787598e-01,-1.330138663059241000e-13,-2.968970537185668945e+00
2.168383449316024780e-01,2.275356292724609375e+00,-4.252842962741851807e-01,7.563290119171142578e+00,3.116902604800000000e+10,1.170305848121643066e+00,-2.384991168975830078e+00,-7.400854018166369563e-13,-5.514333248138427734e+00
2.911322116851806641e-01,-1.064167737960815430e+00,-3.703611850738525391e+00,-5.297864079475402832e-01,-1.288334458880000000e+11,3.073060512542724609e-01,-1.269765794277191162e-01,5.389301201488838622e-13,1.613289117813110352e+00
-2.989491224288940430e-01,2.262240648269653320e-01,-1.026779711246490479e-01,-3.581709265708923340e-01,-8.944655564800000000e+10,7.450512647628784180e-01,7.060158252716064453e+00,9.218893823239454610e-14,5.229326248168945312e+00
-6.766017913818359375e+00,1.889048665761947632e-01,2.619482040405273438e+00,-5.478560924530029297e-01,1.763831808000000000e+10,3.436573743820190430e+00,-2.312177717685699463e-01,-2.528949170574074784e-14,-3.507829904556274414e+00
1.531387716531753540e-01,-2.064736932516098022e-01,-2.654703617095947266e+00,1.964848518371582031e+00,2.389743616000000000e+10,-1.706261038780212402e-01,6.578477859497070312e+00,8.668055422739184834e-14,-6.370169639587402344e+00
3.150961697101593018e-01,1.319723129272460938e-01,-4.037246704101562500e+00,2.942653656005859375e+00,1.472631910400000000e+10,-3.894621849060058594e+00,9.857143402099609375e+00,4.207353053193446657e-13,-5.022848129272460938e+01
-8.410813808441162109e-01,-7.661219835281372070e-01,-1.597499728202819824e+00,2.864042222499847412e-01,2.080708853760000000e+11,-1.042992547154426575e-01,8.665989875793457031e+00,9.413680230295484730e-14,-7.170159220695495605e-01
1.877380907535552979e-01,-1.859507560729980469e+00,1.004830226302146912e-01,1.000283733010292053e-01,-3.482194739200000000e+10,-2.374810695648193359e+00,1.492213726043701172e+00,1.700121671861700573e-14,-3.882774353027343750e+00
-4.451623439788818359e+00,-6.657327413558959961e-01,3.963673114776611328e-01,-8.941144943237304688e+00,-1.087421644800000000e+11,-6.492851972579956055e-01,8.859410881996154785e-01,2.307307414518757621e-14,-1.155614852905273438e+00
-3.416079282760620117e-01,-3.554841518402099609e+00,2.166284024715423584e-01,-4.930636405944824219e+00,6.726710067200000000e+10,3.861930131912231445e+00,5.199964046478271484e+00,-2.245338789029494020e-13,2.022814369201660156e+01
3.046111345291137695e+00,1.371223330497741699e-01,3.263429105281829834e-01,3.313701748847961426e-01,4.888489164800000000e+10,2.948061704635620117e+00,6.346995353698730469e+00,-2.010276575195243942e-13,1.923716354370117188e+01
-3.592401981353759766e+00,1.647457718849182129e+00,-4.505694389343261719e+00,-2.278462946414947510e-01,4.274251776000000000e+10,5.681264400482177734e-01,-1.338736176490783691e+00,2.778844591499324279e-13,-5.652296543121337891e+00
1.307044982910156250e+00,-1.835875213146209717e-01,9.195425987243652344e+00,-2.695305347442626953e+00,-2.510720532480000000e+11,-7.620612382888793945e-01,-2.202114611864089966e-01,2.618033319702704059e-14,-2.485662269592285156e+01
-4.221386313438415527e-01,-1.258172750473022461e+00,-9.256194114685058594e+00,-5.888761997222900391e+00,3.162335805440000000e+11,-1.141895502805709839e-01,3.459629058837890625e+00,-2.097952040769953536e-14,5.464359664916992188e+01
1.519571095705032349e-01,-4.764148712158203125e+00,-1.293206959962844849e-01,1.035975888371467590e-01,2.549515878400000000e+11,-6.193345785140991211e-01,8.307744979858398438e+00,-2.599830242853030243e-14,-5.882616996765136719e+00
7.045934200286865234e+00,-8.087607383728027344e+00,-5.092499732971191406e+00,2.390741854906082153e-01,5.992123596800000000e+10,-5.073563098907470703e+00,1.214405655860900879e+00,-4.227998498724551413e-14,-6.436359405517578125e+01
-1.183431982994079590e+00,-3.585751295089721680e+00,-2.115657329559326172e+00,3.160379409790039062e+00,-2.560756940800000000e+10,7.801293134689331055e-01,1.742102354764938354e-01,6.085689135786054305e-14,-2.306880235671997070e+00
5.890549182891845703e+00,-4.556725025177001953e+00,-1.059535294771194458e-01,1.281810641288757324e+00,-2.554198753280000000e+11,4.515253901481628418e-01,-2.989615797996520996e-01,7.406706541493446316e-13,-2.711241531372070312e+01
-2.103955149650573730e-01,3.727589130401611328e+00,1.231100335717201233e-01,-4.464365839958190918e-01,1.020893388800000000e+10,-1.276409029960632324e+00,-1.592780470848083496e+00,-7.663573958370181738e-14,1.193810582160949707e+00
-6.955799460411071777e-01,-2.737544476985931396e-01,-2.056141942739486694e-01,-1.845828533172607422e+00,1.389967667200000000e+10,-1.342789679765701294e-01,3.315675258636474609e+00,1.051033175422655397e-13,1.247211843729019165e-01
1.202616691589355469e+00,2.605301856994628906e+00,-9.709730148315429688e+00,-1.598056316375732422e+00,-4.549072896000000000e+10,3.652610480785369873e-01,-8.496749997138977051e-01,9.079113871303390315e-13,1.833952140808105469e+01
-6.560868740081787109e+00,-5.889727473258972168e-01,4.237312316894531250e+00,4.401524960994720459e-01,-6.086725632000000000e+10,-7.642757892608642578e-01,5.983560681343078613e-01,-6.230086975825277484e-13,5.271927356719970703e+00
1.331798434257507324e+00,2.984540462493896484e+00,-5.190500020980834961e-01,2.576716899871826172e+00,-6.526484889600000000e+10,1.260781884193420410e-01,-1.699338555335998535e+00,7.849064822575135825e-13,2.423111677169799805e+00
-3.492551565170288086e+00,1.043830960988998413e-01,3.223903656005859375e+00,-1.829159706830978394e-01,2.021737267200000000e+11,-4.846183776855468750e+00,-4.423287808895111084e-01,1.270616760000757225e-14,1.189339637756347656e+00
-2.237764835357666016e+00,1.457616090774536133e+00,-1.440324783325195312e+00,-5.404601097106933594e-01,-4.618552934400000000e+11,-2.208261340856552124e-01,2.412001371383666992e+00,3.960675103859001567e-13,-3.015996932983398438e+00
2.519661188125610352e-01,-1.766942501068115234e+00,4.330242276191711426e-01,3.096608400344848633e+00,-8.085438464000000000e+11,3.998777866363525391e+00,8.166976571083068848e-01,6.705429261974135691e-14,4.161489009857177734e+00
2.009640187025070190e-01,6.759659647941589355e-01,-1.620508432388305664e-01,-3.192897081375122070e+00,-1.578377830400000000e+10,9.209826469421386719e+00,-5.346794128417968750e+00,1.643500060436592358e-14,-4.858978652954101562e+01
-1.272381395101547241e-01,-5.044386386871337891e-01,-6.348918676376342773e-01,8.913980484008789062e+00,-9.656664064000000000e+10,-5.589639186859130859e+00,2.082970142364501953e-01,6.643566447840643097e-13,-6.759535312652587891e+00
-3.770585358142852783e-01,2.457722663879394531e+00,2.217731475830078125e+00,-4.656780660152435303e-01,5.183683297280000000e+11,2.801203489303588867e+00,6.190965771675109863e-01,4.275231088742524610e-14,-2.252388596534729004e-01
-6.105544567108154297e+00,1.851668119430541992e+00,3.439322471618652344e+00,1.957285165786743164e+00,1.006286356480000000e+11,-2.343201339244842529e-01,9.471650123596191406e+00,-3.076256968343599185e-14,-6.793105125427246094e+00
5.085303783416748047e+00,-5.649812698364257812e+00,9.628770828247070312e+00,6.156383037567138672e+00,-3.792803921920000000e+11,-4.236481487751007080e-01,-2.811249256134033203e+00,2.482715096875642846e-13,3.173837280273437500e+01
5.991737365722656250e+00,9.235039949417114258e-01,-3.836878776550292969e+00,-1.760061740875244141e+00,-5.112041635840000000e+11,-6.698834300041198730e-01,8.552768826484680176e-01,-3.945917214937672002e-13,1.171360111236572266e+01
-1.189457774162292480e-01,-2.677337527275085449e-01,-1.129683852195739746e-01,-5.752065181732177734e-01,-2.620456140800000000e+10,4.536029398441314697e-01,-1.466908216476440430e+00,2.406534105564399340e-14,-5.685679912567138672e-01
-4.567651152610778809e-01,2.421400785446166992e+00,-2.436777353286743164e+00,-2.354482173919677734e+00,8.663351296000000000e+10,-9.225520133972167969e+00,-9.609603285789489746e-01,5.724746712917547220e-14,1.349669551849365234e+01
1.734382033348083496e+00,8.493151664733886719e+00,9.631686210632324219e-01,1.975077271461486816e+00,-1.346819686400000000e+11,-1.996574848890304565e-01,-2.882991433143615723e-01,1.020200227465697940e-13,1.669026374816894531e+01
-5.056556463241577148e-01,1.644419789314270020e+00,1.529682129621505737e-01,-2.411031007766723633e+00,3.884301352960000000e+11,-9.345771074295043945e-01,-1.824580192565917969e+00,-4.216871535116240022e-14,5.048896074295043945e-01
-4.187935590744018555e-01,1.767460227012634277e+00,3.369044065475463867e-01,4.195346832275390625e+00,8.215242342400000000e+10,1.820836663246154785e-01,-2.292053222656250000e+00,-4.012415942035441052e-13,2.558844983577728271e-01
4.024281501770019531e-01,-6.289783120155334473e-01,-1.637174129486083984e+00,-1.676219224929809570e+00,2.208827187200000000e+10,-5.376991629600524902e-01,1.908402144908905029e-01,2.627037584863878283e-13,2.388529539108276367e+00
1.186443045735359192e-01,-1.022909879684448242e-01,2.082543522119522095e-01,5.269186019897460938e+00,7.090363596800000000e+10,-1.662324815988540649e-01,-5.434038043022155762e-01,-2.663262676800420836e-13,1.175526022911071777e+00
8.034971356391906738e-01,1.060378700494766235e-01,-4.995800554752349854e-01,-2.121153324842453003e-01,-1.177105203200000000e+11,-2.614492475986480713e-01,9.143172502517700195e-01,-5.022611016328171196e-13,-4.787783697247505188e-02
-1.750919938087463379e+00,-6.894019842147827148e-01,1.359367966651916504e-01,5.240101814270019531e+00,-1.452529766400000000e+10,5.635506629943847656e+00,8.850574493408203125e+00,1.265048992209888423e-13,5.179687881469726562e+01
7.003008723258972168e-01,5.389704108238220215e-01,-6.462444782257080078e+00,-1.614013463258743286e-01,4.568459264000000000e+10,-5.631863117218017578e+00,7.477710843086242676e-01,-2.162712622378638871e-14,-2.790855646133422852e+00
1.018021464347839355e+00,2.721765756607055664e+00,3.055738687515258789e+00,3.147395372390747070e+00,1.429366374400000000e+11,3.235861778259277344e+00,-5.037215948104858398e-01,8.013502920045309508e-14,1.075846004486083984e+01
-7.885861873626708984e+00,1.128690004348754883e+00,4.585635662078857422e+00,-5.458580970764160156e+00,-4.802978201600000000e+10,-9.138907432556152344e+00,-8.077160716056823730e-01,-6.353158017030624549e-13,-2.655011177062988281e+01
-9.322050094604492188e+00,-1.812734246253967285e+00,-1.644555568695068359e+00,-1.200378775596618652e+00,4.827019018240000000e+11,-4.852796494960784912e-01,-7.622842788696289062e+00,-1.697799446333508183e-14,2.257169914245605469e+01
-9.846845626831054688e+00,4.104577898979187012e-01,1.303519845008850098e+00,9.919094085693359375e+00,7.942046351360000000e+11,9.224073410034179688e+00,-2.511156499385833740e-01,-2.091975715107306094e-14,6.571712017059326172e+00
4.360052108764648438e+00,-3.634223043918609619e-01,-1.349239945411682129e-01,-2.040068626403808594e+00,3.376568401920000000e+11,3.142696619033813477e-01,3.778795957565307617e+00,3.514240087083495001e-14,-1.217249780893325806e-01
-7.601325988769531250e+00,3.926094174385070801e-01,-9.991555213928222656e+00,9.434896111488342285e-01,5.054156390400000000e+10,1.642146408557891846e-01,1.899396032094955444e-01,1.209665709072348105e-14,-1.238008975982666016e+01
