dataset_dir,dataset_name,candidate_pool,family,subgroup,basename,selection_mode,candidate_advantage_side,candidate_gap_score,llmsr_seed_count,llmsr_status_ok,llmsr_id_r2_mean,llmsr_id_r2_count,llmsr_id_nmse_mean,llmsr_id_nmse_count,llmsr_ood_r2_mean,llmsr_ood_r2_count,llmsr_ood_nmse_mean,llmsr_ood_nmse_count,pysr_seed_count,pysr_status_timed_out,pysr_id_r2_mean,pysr_id_r2_count,pysr_id_nmse_mean,pysr_id_nmse_count,pysr_ood_r2_mean,pysr_ood_r2_count,pysr_ood_nmse_mean,pysr_ood_nmse_count,llmsr_status_timed_out,metadata_path,feature_count,train_samples,valid_samples,id_test_samples,ood_test_samples,formula_line_count,formula_char_count,formula_operator_count,priority_score,three_seed_gap,quality_score,stability_score,final_advantage_side
sim-datasets-data/srbench1.0/feynman/feynman_II_34_11,feynman_II_34_11,A,srbench1.0,srbench1.0/feynman,feynman_II_34_11,strict,pysr,30.624826994838152,3,3,0.9076610815985523,3,0.043044905391540635,3,0.676042742554622,3,0.2592345993574832,3,3,3,1.0,3,7.059656529863693e-32,3,1.0,3,1.1642345075526984e-32,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/feynman/feynman_II_34_11/metadata.yaml,4,64000,8000,8000,10000,2,58,60,87.028794,30.566395341643705,1.0,1.0,pysr
sim-datasets-data/srbench1.0/feynman/feynman_II_36_38,feynman_II_36_38,A,srbench1.0,srbench1.0/feynman,feynman_II_36_38,strict,pysr,30.437677285464076,3,3,0.7781936234848045,3,0.07243953633018047,3,0.24127916080488343,3,0.5297899467200481,3,3,3,1.0,3,7.642013135114581e-32,3,1.0,3,6.692814217040167e-32,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/feynman/feynman_II_36_38/metadata.yaml,8,80000,10000,10000,10000,2,124,127,86.851743,30.43763141255422,1.0,1.0,pysr
sim-datasets-data/keijzer/Keijzer-7,Keijzer-7,A,keijzer,keijzer,Keijzer-7,strict,pysr,30.17520751299773,3,3,0.9431667698428295,3,0.003181210506920447,3,-284.1581223608321,3,0.009706998847489195,3,3,3,1.0,3,3.533253004909001e-33,3,1.0,3,3.900206693101016e-33,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/keijzer/Keijzer-7/metadata.yaml,1,90,10,991,1000,42,666,639,86.49091,30.17520751299773,1.0,1.0,pysr
sim-datasets-data/srbench1.0/feynman/feynman_I_27_6,feynman_I_27_6,A,srbench1.0,srbench1.0/feynman,feynman_I_27_6,relaxed,llmsr,0.4500773996848816,3,3,0.9842755374748043,3,0.0027430863246738616,3,0.9168215677753593,3,0.0392664015263869,3,3,3,1.0,3,3.0892693890919977e-32,3,1.0,3,1.568187845735392e-32,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/feynman/feynman_I_27_6/metadata.yaml,3,80000,10000,10000,10000,2,53,57,85.801067,29.673503356814294,1.0,1.0,pysr
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5,feynman-bonus.5,A,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.5,strict,pysr,34.60796549954348,3,2,-2.024673564650389e+32,3,1.6156837544537708e+32,3,-1.282769452744296e+35,3,1.6382265851504564e+33,3,3,3,0.6538324214846987,3,0.2762407445282114,3,0.07014728140949096,3,0.012312833714047858,3,1,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/metadata.yaml,6,8000,1000,1000,1000,2,96,95,85.425121,33.945542288706726,0.75,1.0,pysr
sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.7,feynman-bonus.7,A,srsd,srsd/srsd-feynman_hard,feynman-bonus.7,strict,pysr,72.04892032727449,3,3,-2.668655776595373e+71,3,1.9317854111821447e+71,3,-1.753842526560013e+73,3,6.484578768895854e+72,3,3,3,-0.3814452475119039,2,0.999999999585945,2,-1.7046359979673844,2,0.9999999945497171,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.7/metadata.yaml,3,8000,1000,1000,1000,2,100,99,85.416667,72.04892032727449,0.55,0.833333,pysr
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4,feynman-i.37.4,A,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.37.4,strict,pysr,43.11715086373505,3,3,-3.12570090774099e+43,3,1.6088985681098777e+43,3,-3.974450684653477e+44,3,3.591395332444241e+42,3,3,3,-0.011967872521119638,2,0.5208923403516332,2,-61.111383525893,2,0.5612512283719402,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/metadata.yaml,6,8000,1000,1000,1000,2,86,82,85.416667,43.14794330164459,0.55,0.833333,pysr
sim-datasets-data/nguyen/Nguyen-5,Nguyen-5,A,nguyen,nguyen,Nguyen-5,strict,pysr,27.01859399660579,3,3,0.9999850890646899,3,4.988555296467855e-07,3,0.2851009598636819,3,0.00015237565747429116,3,3,3,1.0,3,9.231560620775263e-33,3,1.0,3,7.558354617908852e-33,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/nguyen/Nguyen-5/metadata.yaml,1,16,2,2,200,42,683,654,82.150567,27.01859399660579,1.0,1.0,pysr
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x,feynman-i.15.3x,A,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.15.3x,strict,pysr,31.682216311696685,3,3,-5.121521182999993e+26,3,5.115020308541543e+26,3,-3.2684330306263564e+28,3,3.268240669230868e+28,3,3,3,0.9999999577585067,1,4.218787511447071e-08,1,0.48172927255108233,1,0.5182402249789455,1,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x/metadata.yaml,4,8000,1000,1000,1000,2,93,92,81.261188,31.4417213106896,0.98782,0.666667,pysr
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16,feynman-bonus.16,A,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.16,strict,pysr,36.920270746577444,3,3,-8.745074318232337e+37,3,6.303157279177653e+37,3,-7.006025691583524e+35,3,1.4399427262542629e+35,3,3,3,-110773.6674411855,2,79842.67783461526,2,-3.5154635470204854,2,0.9280595271024213,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16/metadata.yaml,6,8000,1000,1000,1000,2,132,130,77.22723,34.04404621733087,0.55,0.833333,pysr
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32,feynman-ii.21.32,A,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.21.32,strict,pysr,21.19439996686507,3,3,-527735754956248.5,3,527536830441408.0,3,-5.270928266247138e+19,3,5.2709152306822275e+19,3,3,3,0.9999999992976674,2,7.020678562910984e-10,2,0.9999999033836353,2,9.661612569828464e-08,2,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.21.32/metadata.yaml,5,8000,1000,1000,1000,2,107,109,76.462905,25.30635505474966,1.0,0.833333,pysr
sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.12,feynman-i.18.12,A,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.18.12,strict,pysr,31.07119460008794,3,3,0.3119680869391706,3,0.6880212960737722,3,-5.918260548513598,3,6.901443252149741,3,3,3,0.9999999999999908,3,9.261517545298647e-15,3,1.0,3,5.123270882482586e-31,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.12/metadata.yaml,4,8000,1000,1000,1000,2,55,54,75.937715,22.500156164792394,1.0,1.0,pysr
sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0,II.37.1_2_0,A,llm-srbench,llm-srbench/lsrtransform,II.37.1_2_0,strict,pysr,22.280827517861074,3,3,0.933440322888979,3,0.036482665112099834,3,0.5921070599241582,3,0.3249873720542517,3,3,3,0.9999999999999951,3,2.6981693009201155e-15,3,1.0,3,1.20567098707207e-32,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/II.37.1_2_0/metadata.yaml,3,75000,5000,20000,20000,2,54,56,75.636138,22.280827517861074,1.0,1.0,pysr
sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0,II.34.2_1_0,A,llm-srbench,llm-srbench/lsrtransform,II.34.2_1_0,strict,pysr,22.257272317706747,3,3,0.9332344851896218,3,0.03361231988966118,3,0.5910590043023001,3,0.31888895475750123,3,3,3,0.999999999999995,3,2.561539371151211e-15,3,1.0,3,1.2796532212497775e-32,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/II.34.2_1_0/metadata.yaml,3,75000,5000,20000,20000,2,47,49,75.603749,22.257272317706747,1.0,1.0,pysr
sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,III.21.20_3_0,A,llm-srbench,llm-srbench/lsrtransform,III.21.20_3_0,strict,pysr,25.37412929518061,3,3,0.3419624906473806,3,0.5925027100612567,3,-533907265103.0922,3,533902523622.75977,3,3,3,0.999999999999996,3,3.564936724277682e-15,3,1.0,3,1.9714774975772206e-18,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/metadata.yaml,4,75000,5000,20000,20000,2,65,67,75.01165,21.826654332306468,1.0,1.0,pysr
sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4,feynman-bonus.4,A,srsd,srsd/srsd-feynman_hard,feynman-bonus.4,strict,pysr,51.67035834252501,3,3,-2.094257613582111e+49,3,9.742818593293682e+48,3,-1.4815358901272425e+52,3,4.287945467619694e+51,3,3,3,0.9259506095419612,3,0.03444895095566143,3,-9.20209237098185,3,3.131610899911028,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/metadata.yaml,5,8000,1000,1000,1000,2,104,101,75.0,50.79399503627474,0.0,1.0,pysr
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16,feynman-i.41.16,A,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.41.16,strict,llmsr,44.62014669304531,3,3,-1.9308918768564624e+106,3,1.7468752217664232e+106,3,-3.556258581926425e+110,3,1.2000526633788287e+109,3,3,3,-1.7820015847836004e+172,3,1.6121743795799176e+172,3,-3.83864636386714e+181,3,1.2953438808245583e+180,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/metadata.yaml,5,8000,1000,1000,1000,2,141,142,75.0,68.49916745157161,0.0,1.0,llmsr
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.34.27,feynman-i.34.27,A,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.34.27,strict,pysr,54.41489072906627,3,3,-1.8868313775589201e+53,3,1.0779602493733709e+53,3,-2.7163379407404316e+57,3,2.7863835174127735e+55,3,3,3,-1.4073401389476716e+106,3,8.040234782908219e+105,3,-8.63333129644759e+107,3,8.855957008879457e+105,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.34.27/metadata.yaml,4,8000,1000,1000,1000,2,59,61,75.0,51.68743029586956,0.0,1.0,llmsr
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.8.7,feynman-ii.8.7,A,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.8.7,strict,pysr,30.74218594777431,3,3,-2739014753982994.0,3,2476326153149239.0,3,-149074242750595.7,3,140151940144033.3,3,3,3,-9.162369844338683e+109,3,8.283641421561567e+109,3,-1.946340214105251e+105,3,1.829849021226118e+105,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.8.7/metadata.yaml,5,8000,1000,1000,1000,2,78,80,75.0,92.82011479531516,0.0,1.0,llmsr
sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.27.6,feynman-i.27.6,A,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.27.6,strict,pysr,30.21946854792303,3,3,0.51519054209698,3,0.32768442420324667,3,-8.137333884656409,3,4.320639590904171,3,3,3,-1.6226373648230098e+56,3,1.0967463235609235e+56,3,-7.406044370715242e+49,3,3.5019896311153014e+49,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.27.6/metadata.yaml,6,8000,1000,1000,1000,2,65,69,75.0,52.71670860184594,0.0,1.0,llmsr
sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,feynman-iii.12.43,A,srsd,srsd/srsd-feynman_easy_dummy,feynman-iii.12.43,strict,pysr,80.73469108863276,3,3,-3.882447445251174e+79,3,9.578163266261259e+78,3,-6.0536022573189554e+82,3,3.076804780394905e+82,3,3,3,-90.57107363155951,3,22.590974020336443,3,-391.74114341437945,3,199.6146717525343,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43/metadata.yaml,3,8000,1000,1000,1000,2,55,57,75.0,78.90762738110146,0.0,1.0,pysr
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.10,feynman-bonus.10,A,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.10,strict,pysr,31.169567974540513,3,3,-1.189739157067053e+29,3,1.1873447425122944e+29,3,-4.895302680758984e+33,3,4.892876411958884e+33,3,3,3,-1.0005353220779738,3,1.9965091362841896,3,-0.34053378858062205,3,1.339869377099081,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.10/metadata.yaml,5,8000,1000,1000,1000,2,126,124,73.847659,31.168403658208184,0.439644,1.0,pysr
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.18.4,feynman-i.18.4,A,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.18.4,strict,pysr,34.90025555252794,3,3,-1965.087606331744,3,1964.2757598897795,3,-5107.3625623392,3,5100.802193524119,3,3,3,0.9999999999999986,3,1.46755385082279e-15,3,1.0,3,1.734046854102272e-20,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.18.4/metadata.yaml,6,8000,1000,1000,1000,2,74,76,73.59669,20.797593032555028,1.0,1.0,pysr
sim-datasets-data/llm-srbench/phys_osc/PO27,PO27,A,llm-srbench,llm-srbench/phys_osc,PO27,strict,llmsr,8.165996706278182,3,3,0.9986611710992745,3,0.001336250730941702,3,0.9988658883034097,3,0.000733217999268807,3,3,3,-3.0566593753888084e+21,1,3.05077319617898e+21,1,-2.1217607817684005e+23,1,1.371746010567126e+23,1,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/phys_osc/PO27/metadata.yaml,3,3500,500,500,500,8,466,459,73.141845,25.315281277238505,1.0,0.666667,llmsr
sim-datasets-data/srbench1.0/strogatz/strogatz_lv2,strogatz_lv2,A,srbench1.0,srbench1.0/strogatz,strogatz_lv2,strict,pysr,19.06303378352109,3,3,0.9999999999852337,3,1.4506133018496304e-11,3,0.9999999991110529,3,6.12440770939166e-10,3,3,3,1.0,3,5.0351604761282377e-29,3,1.0,3,2.1097034805317e-32,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/strogatz/strogatz_lv2/metadata.yaml,2,256,32,32,1000,2,50,51,72.446637,19.961190507065613,1.0,1.0,pysr
sim-datasets-data/srbench1.0/feynman/feynman_III_17_37,feynman_III_17_37,A,srbench1.0,srbench1.0/feynman,feynman_III_17_37,strict,pysr,30.541736652660926,3,3,0.7893097558840715,3,0.20310122244330633,3,-1.0571809403384598,3,0.9170729806012176,3,3,3,1.0,3,9.535856705334697e-20,3,1.0,3,2.5582099108415044e-20,3,,/home/anonymous/workplace/scientific-intelligent-modelling/sim-datasets-data/srbench1.0/feynman/feynman_III_17_37/metadata.yaml,3,64000,8000,8000,10000,2,73,72,71.044439,18.941410271051062,1.0,1.0,pysr
