dataset_dir,dataset,family,subgroup,basename,pysr_status,llmsr_status,id_gap_log10_nmse,ood_gap_log10_nmse,overall_gap_score,signed_advantage,advantage_side,pool,selection_mode,pysr_id_r2,pysr_id_nmse,pysr_ood_r2,pysr_ood_nmse,llmsr_id_r2,llmsr_id_nmse,llmsr_ood_r2,llmsr_ood_nmse,selection_note
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.34.27,feynman-i.34.27,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.34.27,timed_out,ok,53.20864990948197,55.62113154865058,54.41489072906627,54.41489072906627,pysr,A,strict,-0.7503719454247719,1.0,-69.47278156723475,1.0,-2.8299597138693125e+53,1.616776207541045e+53,-4.074501255376699e+57,4.179569474542111e+55,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.13.18,feynman-iii.13.18,srsd,srsd/srsd-feynman_medium_dummy,feynman-iii.13.18,timed_out,ok,52.43332820167984,53.02116563640445,52.727246919042145,52.727246919042145,pysr,A,strict,0.9999999999930279,6.969672704060739e-12,0.9999999999930169,6.969672700302128e-12,-1.8909897048725295e+41,1.8903428796607602e+41,-7.34715161420666e+41,7.31775761423018e+41,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4,feynman-bonus.4,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.4,timed_out,ok,51.31484542286617,52.03981180098337,51.67732861192477,51.67732861192477,pysr,A,strict,0.9898565751182337,0.004718882143811016,0.60019858010336,0.21382641624638576,-2.0942573108748383e+49,9.742817188499757e+48,-4.3818361420541146e+51,2.343544250234401e+51,
sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4,feynman-bonus.4,srsd,srsd/srsd-feynman_hard,feynman-bonus.4,timed_out,ok,50.82130420034167,52.519412484708354,51.67035834252501,51.67035834252501,pysr,A,strict,0.9683971752638371,0.014702135326773069,0.5519776373275317,0.1296691813013509,-2.094257613582111e+49,9.74281859329368e+48,-1.4815358901272425e+52,4.287945467619694e+51,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.17.37,feynman-iii.17.37,srsd,srsd/srsd-feynman_medium_dummy,feynman-iii.17.37,timed_out,ok,52.92437584340123,48.108453688407494,50.51641476590436,50.51641476590436,pysr,A,strict,1.0,9.827530985242892e-34,1.0,5.4411776599947375e-30,-1.4279919471192138e+20,8.256961606121393e+19,-8.305495531802414e+20,6.984681299561623e+18,
sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.16,feynman-i.18.16,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.18.16,timed_out,ok,47.02229411143842,52.17147350330171,49.59688380737006,49.59688380737006,pysr,A,strict,1.0,8.67147409145939e-22,1.0,1.5663912217021233e-23,-9.157172417371574e+25,9.128239836998449e+25,-2.324845938981442e+29,2.3247365509544128e+29,
sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.34.11,feynman-ii.34.11,srsd,srsd/srsd-feynman_easy_dummy,feynman-ii.34.11,timed_out,ok,47.82598986997172,51.04099306698922,49.43349146848047,49.43349146848047,pysr,A,strict,1.0,4.059933332676794e-32,1.0,1.6012240338161328e-32,-2.7199672424572424e+16,2.719623418175637e+16,-1.7609357086814757e+19,1.7597264711747731e+19,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-bonus.8,feynman-bonus.8,srsd,srsd/srsd-feynman_medium_dummy,feynman-bonus.8,timed_out,ok,47.2940387665554,45.81825352613262,46.55614614634401,46.55614614634401,pysr,A,strict,1.0,9.620667094715158e-19,0.9999999999999994,7.639828588628768e-18,-3.2573574948190364e+29,1.8934068915426555e+29,-2.420293288334902e+30,5.027327070988111e+28,
sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.30.5,feynman-i.30.5,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.30.5,timed_out,ok,46.35956051875827,46.53727464131637,46.44841758003732,46.44841758003732,pysr,A,strict,-0.0001116517978381193,0.9942700148111258,-0.0006506172925460074,0.9999957863159424,-2.288806118733835e+46,2.2754372369149158e+46,-3.4534584477020827e+46,3.4456630946410835e+46,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16,feynman-i.41.16,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.41.16,timed_out,ok,-42.878439429341014,-46.3618539567496,44.62014669304531,-44.62014669304531,llmsr,A,strict,-1.0435156724933602e+123,9.440671917742424e+122,-1.9219157790030433e+127,6.485468073395892e+125,-1.3805735440783306e+80,1.2490029840008333e+80,-8.353729254565889e+80,2.8189499751328353e+79,
sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,feynman-iii.4.33,srsd,srsd/srsd-feynman_hard,feynman-iii.4.33,timed_out,ok,43.83022649603868,43.780803541554874,43.805515018796775,43.805515018796775,pysr,A,strict,-0.7485455463185327,1.0,-87.36953639106218,1.0,-1.182778564985739e+44,6.764356624735975e+43,-5.3818423097982506e+45,6.036754875772616e+43,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33,feynman-iii.4.33,srsd,srsd/srsd-feynman_hard_dummy,feynman-iii.4.33,timed_out,ok,43.57394507438229,43.615886643444696,43.594915858913495,43.594915858913495,pysr,A,strict,-0.7485455463185327,1.0,-87.36953639106218,1.0,-6.555744567257065e+43,3.7492558206789794e+43,-3.649129030987898e+45,4.1293970524405463e+43,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4,feynman-i.37.4,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.37.4,timed_out,ok,43.454396388097265,42.77990533937283,43.11715086373505,43.11715086373505,pysr,A,strict,-0.09787028542514475,0.5651090690783608,-64.97384157026488,0.5961531931790045,-3.1257009077409905e+43,1.608898568109878e+43,-3.974450684653477e+44,3.591395332444241e+42,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.37.1,feynman-ii.37.1,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.37.1,timed_out,ok,43.91564005110262,38.465168207002115,41.19040412905237,41.19040412905237,pysr,A,strict,1.8305078724467627e-05,0.9999806520130873,-0.0032452879732909334,0.9999993607865413,-8.234402682267551e+43,8.234394094396609e+43,-2.9203092394535654e+38,2.9185553186560324e+38,
sim-datasets-data/llm-srbench/phys_osc/PO14,PO14,llm-srbench,llm-srbench/phys_osc,PO14,timed_out,ok,-36.895027478705295,-41.181700036983024,39.03836375784416,-39.03836375784416,llmsr,A,strict,-2.8649936277216427e+34,2.8596857956877694e+34,-1.292699449566139e+39,8.38411444129939e+38,0.9963516526337496,0.0036415882534782903,0.9914925867968706,0.005517688269953027,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4,feynman-i.44.4,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.44.4,timed_out,ok,38.394824860478046,37.822831652503865,38.10882825649095,38.10882825649095,pysr,A,strict,0.9943527186315289,0.005645877722057969,0.9731456904141654,0.02684973703423268,-1.4017297374292947e+36,1.4013813338719367e+36,-1.7858527373728977e+36,1.7855486556846695e+36,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3,feynman-ii.11.3,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.11.3,timed_out,ok,36.66939917852555,38.76030080803515,37.71484999328035,37.71484999328035,pysr,A,strict,-5.600676929280303,6.591585710886322,-2622640.28553634,2620802.6676937733,-3.083100312275319e+37,3.078853908533332e+37,-1.5092364727830988e+45,1.5091594592671546e+45,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16,feynman-bonus.16,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.16,timed_out,ok,38.59497334200789,35.245568151147,36.920270746577444,36.920270746577444,pysr,A,strict,0.7777764083182361,0.16017133743433307,-2.980187893906975,0.8180447602185752,-8.745074318232337e+37,6.303157279177652e+37,-7.006025691583524e+35,1.4399427262542627e+35,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11,feynman-bonus.11,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.11,timed_out,ok,28.760995987625428,44.388324099963654,36.57466004379454,36.57466004379454,pysr,A,strict,0.9999999999999981,1.457578977334667e-15,1.0,6.7569849719965765e-31,-108347479883881.44,84067490498053.55,-324590393891655.8,165225491704926.94,
sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,feynman-bonus.5,srsd,srsd/srsd-feynman_hard,feynman-bonus.5,timed_out,ok,35.03774770244356,35.21342669032471,35.12558719638413,35.12558719638413,pysr,A,strict,0.9989816104888763,0.0008126719369483808,0.6866021480314914,0.006491760060650928,-1.1108658605410962e+32,8.864678010869193e+31,-5.122980535611649e+34,1.0611802290182133e+33,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.18.4,feynman-i.18.4,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.18.4,timed_out,ok,34.71726306004911,35.083248045006755,34.90025555252794,34.90025555252794,pysr,A,strict,1.0,3.76651236256976e-32,1.0,4.2110503789185517e-32,-1965.087606331744,1964.2757598897795,-5107.3625623392,5100.802193524119,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5,feynman-bonus.5,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.5,timed_out,ok,34.53024890621426,34.685682092872696,34.60796549954348,34.60796549954348,pysr,A,strict,0.9917083360547836,0.006616724279693715,-2.697453499386263,0.047220228132916126,-2.811192583338905e+32,2.2433236976282084e+32,-1.7930186782398406e+35,2.289866554024784e+33,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.11.19,feynman-i.11.19,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.11.19,timed_out,ok,33.38163427163336,35.260760457304876,34.321197364469114,34.321197364469114,pysr,A,strict,1.0,1.2646331119926943e-17,1.0,9.74091972492052e-19,-3.050306015846536e+16,3.0450807963226308e+16,-1.7805579285518544e+17,1.7756624945262182e+17,
sim-datasets-data/srsd/srsd-feynman_easy/feynman-ii.15.4,feynman-ii.15.4,srsd,srsd/srsd-feynman_easy,feynman-ii.15.4,timed_out,ok,34.28198872952381,29.51390437551148,31.897946552517645,31.897946552517645,pysr,A,strict,-1797.5912515727684,1798.2324030240436,-80.37144544830785,81.30364168951827,-3.442874612022378e+37,3.4421877018881913e+37,-2.6569073253480474e+31,2.654693424606557e+31,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x,feynman-i.15.3x,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.15.3x,timed_out,ok,34.52780730655558,28.836625316837793,31.682216311696685,31.682216311696685,pysr,A,strict,0.9999999848088145,1.5171902943573475e-08,0.523882358101529,0.4760896203195816,-5.1215211829999935e+26,5.115020308541542e+26,-3.268433030626357e+28,3.268240669230868e+28,
sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17,feynman-bonus.17,srsd,srsd/srsd-feynman_hard,feynman-bonus.17,timed_out,ok,31.12647530139519,32.11588366665249,31.62117948402384,31.62117948402384,pysr,A,strict,1.0,7.336336967024836e-32,1.0,5.732356926546368e-32,-0.07916760362473707,0.9816452562004918,-6.700414112990623,7.48543236571723,
sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27,feynman-iii.15.27,srsd,srsd/srsd-feynman_easy_dummy,feynman-iii.15.27,timed_out,ok,28.496209044815497,34.528375079384865,31.51229206210018,31.51229206210018,pysr,A,strict,0.9999999999999991,9.417731146000199e-16,0.999999999999999,9.417818479748353e-16,-29527769963263.996,29522649670490.344,-3.180268496912248e+19,3.179255233895884e+19,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.24.6,feynman-i.24.6,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.24.6,timed_out,ok,31.563169814555515,31.104706727504198,31.333938271029858,31.333938271029858,pysr,A,strict,1.0,2.2384259614387086e-32,1.0,7.396526231287424e-32,0.1445316978781127,0.8186769232187385,-25.356650487196323,0.9413140246386834,
sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.10,feynman-bonus.10,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.10,timed_out,ok,28.77516223968661,33.56397370939442,31.169567974540513,31.169567974540513,pysr,A,strict,-0.9965928695035695,1.9925746181093298,-0.3359980996005041,1.3353359361516952,-1.189739157067053e+29,1.1873447425122944e+29,-4.895302680758984e+33,4.892876411958884e+33,
sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.18.12,feynman-i.18.12,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.18.12,timed_out,ok,31.043510802046743,31.098878398129134,31.07119460008794,31.07119460008794,pysr,A,strict,1.0,6.334174678608911e-32,1.0,5.09265717969792e-31,0.2998234854475209,0.7001657101626656,-5.410321813798399,6.3947392434435555,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.8.7,feynman-ii.8.7,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.8.7,timed_out,ok,31.36579031086777,30.11858158468085,30.74218594777431,30.74218594777431,pysr,A,strict,0.9999999999999998,1.5999587747255875e-16,0.9999999999999999,1.5999587597940495e-16,-4108522130974491.0,3714489229723858.0,-223611364125893.5,210227910216049.44,
sim-datasets-data/srbench1.0/feynman/feynman_II_2_42,feynman_II_2_42,srbench1.0,srbench1.0/feynman,feynman_II_2_42,timed_out,ok,30.10572628198231,31.30647712014128,30.706101701061797,30.706101701061797,pysr,A,strict,1.0,1.5316447618543416e-31,1.0,2.437832569538684e-32,0.8045866913262132,0.19538190151358292,0.5062701416586725,0.4937203123577182,
sim-datasets-data/srbench1.0/feynman/feynman_II_34_11,feynman_II_34_11,srbench1.0,srbench1.0/feynman,feynman_II_34_11,timed_out,ok,29.859646503883777,31.39000748579253,30.624826994838152,30.624826994838152,pysr,A,strict,1.0,7.059656529863693e-32,1.0,1.1642345075526984e-32,0.8903791660943223,0.05110107965416355,0.6428565400008996,0.28579060860095895,
sim-datasets-data/srbench1.0/feynman/feynman_II_15_5,feynman_II_15_5,srbench1.0,srbench1.0/feynman,feynman_II_15_5,timed_out,ok,29.65884092597858,31.479923988436102,30.56938245720734,30.56938245720734,pysr,A,strict,1.0,2.677004436935004e-31,1.0,6.434843782767636e-32,0.8030003774037107,0.12203657681663599,-2.3666181552889274,1.9429516640560978,
sim-datasets-data/srbench1.0/feynman/feynman_III_17_37,feynman_III_17_37,srbench1.0,srbench1.0/feynman,feynman_III_17_37,timed_out,ok,29.707116323288673,31.37635698203318,30.541736652660926,30.541736652660926,pysr,A,strict,1.0,3.986540808094782e-31,1.0,3.8552000252307816e-32,0.7893097558840715,0.20310122244330636,-1.0571809403384598,0.9170729806012176,
sim-datasets-data/srbench1.0/feynman/feynman_II_36_38,feynman_II_36_38,srbench1.0,srbench1.0/feynman,feynman_II_36_38,timed_out,ok,29.97685648405742,30.898498086870735,30.437677285464076,30.437677285464076,pysr,A,strict,1.0,7.640454218287141e-32,1.0,6.692765769310284e-32,0.7781936234848044,0.07243953633018047,0.24127916080488343,0.5297899467200481,
sim-datasets-data/srbench1.0/feynman/feynman_II_38_3,feynman_II_38_3,srbench1.0,srbench1.0/feynman,feynman_II_38_3,timed_out,ok,29.718964060277532,30.978019970899737,30.348492015588633,30.348492015588633,pysr,A,strict,1.0,7.586656647429984e-32,1.0,2.610536149508732e-32,0.9150463492712378,0.03972048015288572,0.6899337860676099,0.24817022954378432,
sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-i.27.6,feynman-i.27.6,srsd,srsd/srsd-feynman_easy_dummy,feynman-i.27.6,timed_out,ok,31.12983276126517,29.309104334580887,30.21946854792303,30.21946854792303,pysr,A,strict,1.0,2.3865454142682844e-32,1.0,2.0455249494758973e-29,0.5238785479174426,0.32181217039642795,-7.814152684261984,4.1678215471414415,
sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.38.3,feynman-ii.38.3,srsd,srsd/srsd-feynman_easy_dummy,feynman-ii.38.3,timed_out,ok,31.491128264859693,28.877510274015442,30.184319269437566,30.184319269437566,pysr,A,strict,1.0,3.235073357405447e-32,1.0,1.3256949803476425e-29,-0.005002895470842317,1.0023338514856812,-0.0005076361808720176,0.9998938239391112,
sim-datasets-data/keijzer/Keijzer-7,Keijzer-7,keijzer,keijzer,Keijzer-7,timed_out,ok,29.954417671190946,30.395997354804514,30.17520751299773,30.17520751299773,pysr,A,strict,1.0,3.533253004909001e-33,1.0,3.900206693101016e-33,0.9431667698428294,0.003181210506920447,-284.1581223608321,0.009706998847489195,
sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11,feynman-bonus.11,srsd,srsd/srsd-feynman_hard,feynman-bonus.11,timed_out,ok,29.472464336914587,28.933149716327424,29.202807026621006,29.202807026621006,pysr,A,strict,1.0,8.71719411588312e-32,1.0,6.9367055636062795e-31,0.9666549183940925,0.025872658366811373,0.8819702214742854,0.05947068996245332,
sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.39.10,feynman-i.39.10,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.39.10,timed_out,ok,31.04913481840855,26.27201074279195,28.660572780600248,28.660572780600248,pysr,A,strict,1.0,2.799406193491844e-32,1.0,2.4594306819949693e-27,0.617766719406968,0.31347343114412424,-16.119910127000168,0.4600926860281026,
sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26,feynman-i.50.26,srsd,srsd/srsd-feynman_hard,feynman-i.50.26,timed_out,ok,29.908692289344366,27.125665951814586,28.517179120579478,28.517179120579478,pysr,A,strict,1.0,7.796939120038513e-31,1.0,5.765126685620198e-27,0.28483694033127893,0.6318535538647938,-6.701422211911149,7.699717776463289,
sim-datasets-data/nguyen/Nguyen-5,Nguyen-5,nguyen,nguyen,Nguyen-5,timed_out,ok,25.732699664678186,28.304488328533395,27.01859399660579,27.01859399660579,pysr,A,strict,1.0,9.231560620775262e-33,1.0,7.558354617908852e-33,0.9999850890646899,4.988555296467855e-07,0.2851009598636819,0.00015237565747429116,
