tool,machine,global_index,slice_index,family,subgroup,dataset_name,dataset_dir,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,has_formula_py
pysr,anon-node-03,343,11,srsd,srsd-feynman_hard,feynman-ii.6.15a,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.6.15a,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.6.15a/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.6.15a/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.6.15a/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.6.15a/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.6.15a/metadata.yaml,yes
pysr,anon-node-03,344,12,srsd,srsd-feynman_hard,feynman-ii.6.15b,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.6.15b,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.6.15b/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.6.15b/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.6.15b/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.6.15b/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.6.15b/metadata.yaml,yes
pysr,anon-node-03,345,13,srsd,srsd-feynman_hard,feynman-iii.10.19,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.10.19,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.10.19/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.10.19/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.10.19/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.10.19/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.10.19/metadata.yaml,yes
pysr,anon-node-03,346,14,srsd,srsd-feynman_hard,feynman-iii.21.20,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.21.20,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.21.20/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.21.20/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.21.20/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.21.20/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.21.20/metadata.yaml,yes
pysr,anon-node-03,347,15,srsd,srsd-feynman_hard,feynman-iii.4.33,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/metadata.yaml,yes
pysr,anon-node-03,348,16,srsd,srsd-feynman_hard_dummy,feynman-bonus.1,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.1,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.1/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.1/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.1/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.1/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.1/metadata.yaml,yes
pysr,anon-node-03,349,17,srsd,srsd-feynman_hard_dummy,feynman-bonus.10,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.10,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.10/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.10/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.10/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.10/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.10/metadata.yaml,yes
pysr,anon-node-03,350,18,srsd,srsd-feynman_hard_dummy,feynman-bonus.11,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.11/metadata.yaml,yes
pysr,anon-node-03,351,19,srsd,srsd-feynman_hard_dummy,feynman-bonus.12,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.12,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.12/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.12/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.12/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.12/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.12/metadata.yaml,yes
pysr,anon-node-03,352,20,srsd,srsd-feynman_hard_dummy,feynman-bonus.14,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.14,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.14/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.14/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.14/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.14/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.14/metadata.yaml,yes
pysr,anon-node-03,353,21,srsd,srsd-feynman_hard_dummy,feynman-bonus.15,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.15,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.15/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.15/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.15/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.15/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.15/metadata.yaml,yes
pysr,anon-node-03,354,22,srsd,srsd-feynman_hard_dummy,feynman-bonus.16,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.16/metadata.yaml,yes
pysr,anon-node-03,355,23,srsd,srsd-feynman_hard_dummy,feynman-bonus.17,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.17/metadata.yaml,yes
pysr,anon-node-03,356,24,srsd,srsd-feynman_hard_dummy,feynman-bonus.19,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.19,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.19/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.19/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.19/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.19/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.19/metadata.yaml,yes
pysr,anon-node-03,357,25,srsd,srsd-feynman_hard_dummy,feynman-bonus.2,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.2,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.2/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.2/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.2/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.2/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.2/metadata.yaml,yes
pysr,anon-node-03,358,26,srsd,srsd-feynman_hard_dummy,feynman-bonus.20,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.20/metadata.yaml,yes
pysr,anon-node-03,359,27,srsd,srsd-feynman_hard_dummy,feynman-bonus.3,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.3/metadata.yaml,yes
pysr,anon-node-03,360,28,srsd,srsd-feynman_hard_dummy,feynman-bonus.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/metadata.yaml,yes
pysr,anon-node-03,361,29,srsd,srsd-feynman_hard_dummy,feynman-bonus.5,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/metadata.yaml,yes
pysr,anon-node-03,362,30,srsd,srsd-feynman_hard_dummy,feynman-bonus.6,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.6,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.6/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.6/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.6/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.6/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.6/metadata.yaml,yes
pysr,anon-node-03,363,31,srsd,srsd-feynman_hard_dummy,feynman-bonus.7,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.7/metadata.yaml,yes
pysr,anon-node-03,364,32,srsd,srsd-feynman_hard_dummy,feynman-bonus.9,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.9,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.9/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.9/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.9/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.9/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.9/metadata.yaml,yes
pysr,anon-node-03,365,33,srsd,srsd-feynman_hard_dummy,feynman-i.15.3t,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3t/metadata.yaml,yes
pysr,anon-node-03,366,34,srsd,srsd-feynman_hard_dummy,feynman-i.15.3x,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.15.3x/metadata.yaml,yes
pysr,anon-node-03,367,35,srsd,srsd-feynman_hard_dummy,feynman-i.29.16,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.29.16,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.29.16/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.29.16/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.29.16/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.29.16/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.29.16/metadata.yaml,yes
pysr,anon-node-03,368,36,srsd,srsd-feynman_hard_dummy,feynman-i.30.3,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.30.3,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.30.3/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.30.3/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.30.3/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.30.3/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.30.3/metadata.yaml,yes
pysr,anon-node-03,369,37,srsd,srsd-feynman_hard_dummy,feynman-i.32.17,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.32.17,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.32.17/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.32.17/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.32.17/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.32.17/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.32.17/metadata.yaml,yes
pysr,anon-node-03,370,38,srsd,srsd-feynman_hard_dummy,feynman-i.37.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.37.4/metadata.yaml,yes
pysr,anon-node-03,371,39,srsd,srsd-feynman_hard_dummy,feynman-i.39.22,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.39.22/metadata.yaml,yes
pysr,anon-node-03,372,40,srsd,srsd-feynman_hard_dummy,feynman-i.40.1,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.40.1,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.40.1/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.40.1/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.40.1/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.40.1/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.40.1/metadata.yaml,yes
pysr,anon-node-03,373,41,srsd,srsd-feynman_hard_dummy,feynman-i.41.16,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/metadata.yaml,yes
pysr,anon-node-03,374,42,srsd,srsd-feynman_hard_dummy,feynman-i.44.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.44.4/metadata.yaml,yes
pysr,anon-node-03,375,43,srsd,srsd-feynman_hard_dummy,feynman-i.50.26,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.50.26,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.50.26/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.50.26/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.50.26/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.50.26/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.50.26/metadata.yaml,yes
pysr,anon-node-03,376,44,srsd,srsd-feynman_hard_dummy,feynman-i.6.20,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.6.20,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.6.20/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.6.20/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.6.20/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.6.20/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.6.20/metadata.yaml,yes
pysr,anon-node-03,377,45,srsd,srsd-feynman_hard_dummy,feynman-i.6.20a,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.6.20a,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.6.20a/train.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.6.20a/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.6.20a/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.6.20a/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.6.20a/metadata.yaml,yes
