x0,x1,x2,x3,x4,x5,x6,y
1.329363584518432617e-01,3.556118755196045278e+27,-1.637275315324870917e-10,4.967470963738964881e-20,-1.102415381204480127e-09,5.348394122410851390e-29,1.064087002662249824e+27,2.243144960000000000e+08
6.962645649909973145e-01,1.999310216313905360e+27,5.517002826804784377e-11,3.695201588794772276e-21,8.441704579809083953e-08,2.450238981068683053e-30,3.844067412672263330e+27,6.617122734080000000e+11
-1.198870018124580383e-01,-7.508661877458876152e+27,-1.493332124624657808e-10,6.445704756917166813e-20,4.636207862063201901e-08,1.547662256981892206e-29,7.681785013312498063e+26,2.681545728000000000e+10
-9.968292713165283203e-01,-1.090691693864697724e+28,3.302179016340112128e-11,7.067138732381833888e-21,-2.940528887052096252e-08,2.089658063784455741e-29,5.114747323635473676e+27,2.316016435200000000e+10
-5.504771471023559570e-01,7.169148519764583727e+27,3.449963648094467317e-10,6.619170993718072287e-20,1.315920705735607044e-08,3.903606842809533986e-30,1.848597513326599119e+27,-3.201013186560000000e+11
4.087898433208465576e-01,-2.262952410780935579e+27,8.009292673527568240e-10,3.237920151862833041e-21,-3.327248476736599514e-09,6.759061973182941405e-29,9.432422346614259621e+26,-8.058664448000000000e+09
-3.540889024734497070e-01,-7.905121662274283270e+27,1.587004139214087672e-10,4.067239801781134560e-21,5.947328407529539618e-09,3.102858586396622683e-30,4.576993448208891235e+27,-5.385428992000000000e+10
9.016032814979553223e-01,1.053500342451371618e+27,-1.254869957945103920e-10,2.231860116258079238e-20,3.316936059150066285e-08,2.711089452996378440e-30,1.487198053019542144e+27,-6.921137029120000000e+11
-2.785724401473999023e-01,-2.413925935972048813e+28,-1.392077425554916204e-10,2.192356264336276764e-20,-8.180396804391421028e-09,6.015285583327265738e-30,1.411719639420353288e+26,-2.636875980800000000e+10
-2.480715513229370117e-01,4.154847236353630220e+27,2.624836459297341662e-10,1.116590328395822364e-21,3.943770110481636948e-08,4.330666009333328485e-30,3.240364803868690756e+27,-2.964873216000000000e+11
4.984521120786666870e-02,-2.645670404279097209e+27,8.173349219653402997e-10,1.807422556016218532e-21,1.485068157336399963e-08,1.004863954291954506e-29,1.040200000166554073e+26,3.010458214400000000e+10
-8.748649954795837402e-01,1.840702306863051431e+27,-8.288926212074443356e-10,2.872492921428359407e-20,-2.431825940618637105e-08,2.597209215384761184e-29,3.604643431990772318e+27,-3.394961408000000000e+11
-8.801383972167968750e-01,2.697262258104448083e+27,-6.235142957500272587e-11,1.043718967799007585e-21,-9.367463249532193004e-09,1.029999089201801957e-30,9.353628923977816642e+26,-2.495470960640000000e+11
8.898513317108154297e-01,-6.179507558669437604e+27,2.555266831461011634e-10,1.407198688722930345e-20,9.398942069083204842e-09,8.532414932550959465e-29,1.100656529090246441e+26,1.252364492800000000e+10
-3.547459542751312256e-01,-1.984935775461907929e+27,8.318458422085228676e-11,7.344279780504043797e-21,-1.177628483617354505e-08,5.597446355022394415e-29,6.385952893017808449e+26,3.104192768000000000e+09
-8.228645920753479004e-01,4.690904896769146920e+27,1.207923761015194941e-10,1.173122327344978966e-20,-7.934441725865326589e-08,4.048985213271773769e-30,8.938043702480740051e+26,9.738858659840000000e+11
-4.027949869632720947e-01,9.643990386064085385e+28,-9.680323209693142417e-10,3.036095675659423583e-20,-8.626099656794394832e-08,1.322879713319347231e-30,1.211210633335598840e+26,-1.271270788300800000e+13
5.449516177177429199e-01,1.411963848486447499e+28,1.155002690711448565e-10,5.231021127435373106e-21,2.727039705163747385e-09,2.234885406732501876e-30,6.847545327252384790e+27,3.840140902400000000e+10
-5.280421972274780273e-01,-1.063411881343942573e+28,-9.215596341594078922e-11,1.271923881635609665e-20,-4.043836376865783677e-09,2.310134912699260775e-30,1.063581986149743878e+26,-4.259104768000000000e+10
6.770856976509094238e-01,-4.947795730479152032e+28,5.162673413772189690e-11,8.257499132107377155e-20,-6.002310648511866020e-09,5.668041918987016166e-29,4.999078269299874945e+27,-1.850860800000000000e+09
-4.784764051437377930e-01,-5.589667810853815088e+28,1.693855888884598926e-10,6.142249025558113711e-20,1.821458983641832674e-09,4.187922326081338132e-29,6.211576559158795006e+27,-1.762494592000000000e+09
5.862846970558166504e-01,1.109305063688276279e+27,-5.581914930274933795e-10,1.543001873582390610e-20,5.705609851247572806e-08,6.446757837762691301e-30,5.317825536894582169e+26,-1.448179924992000000e+12
-7.151748538017272949e-01,5.105182170324421209e+27,-2.711547132661085158e-11,7.803185690299112074e-20,6.974257615866008564e-08,1.086332370803942087e-29,2.517660330584234198e+26,6.224932454400000000e+10
-7.848469018936157227e-01,7.481985229197145527e+28,4.374490353287185940e-11,4.656480780222290100e-21,-2.143280664057556351e-09,2.359207005829139924e-29,1.968203250421480059e+27,1.559535872000000000e+09
-6.840902566909790039e-01,-3.749576460154484917e+28,-2.739846370614085203e-11,4.945747213681147686e-21,-2.503472984471954987e-09,6.078007404011435610e-29,6.242209960237360036e+26,-3.860035520000000000e+08
-9.447889924049377441e-01,-4.814334274975626375e+27,-1.768380233913013910e-11,2.793225350394267829e-21,1.842549579578189878e-08,7.759435125280743282e-29,4.096587105906562227e+27,1.983670656000000000e+09
6.678245961666107178e-02,7.631521915356264636e+27,-1.808621308274638295e-10,2.090061447155065068e-21,-4.964346711489042718e-09,6.134004118071048303e-30,8.679213747033706590e+27,4.887627776000000000e+09
4.337888360023498535e-01,8.371229859458103710e+27,9.479564910819249235e-10,8.813354971778921786e-21,9.386300625635612960e-09,6.249766651276750271e-29,4.949750642629107476e+26,3.087929548800000000e+10
-8.764428496360778809e-01,-1.106682099012342630e+28,-1.161017185169477273e-10,2.955182871467532443e-20,-8.265333661938711884e-08,7.462347792443752111e-29,1.136112646939442095e+26,-5.635301785600000000e+10
-2.763471901416778564e-01,-9.553586464648487543e+27,8.301162535140349519e-10,1.079595180370367543e-20,5.291414861829935035e-09,2.520625325846768050e-30,3.462450320860420686e+27,-2.407839170560000000e+11
-7.692732810974121094e-01,-2.275534152771664139e+28,-8.450228017320426943e-11,9.582444725552139032e-21,1.011230210679059383e-08,2.990964087881962501e-29,1.358218861178022728e+27,1.098899353600000000e+10
-1.174180880188941956e-01,-2.073957578267131898e+28,2.289997358406736794e-10,1.593059689820220919e-21,-8.780872917668602895e-08,7.815752476583441069e-30,1.549708571555609849e+26,1.510451937280000000e+11
5.765268206596374512e-01,3.115262291217330585e+28,-1.756961069687701382e-11,9.087449022566610191e-21,9.988238502955937292e-08,6.662116678313564162e-29,7.335440752500734696e+27,-7.593261056000000000e+09
8.714489340782165527e-01,6.117754352764571971e+27,-9.918877524883740193e-11,6.295379220869859067e-21,1.083499512333219172e-09,6.956015092459825405e-30,1.443956671301478110e+27,-6.731978240000000000e+09
4.155126214027404785e-01,8.881424535356888224e+28,-1.479627878553380071e-11,3.453690699323430477e-21,-4.578079693118297655e-09,1.850643386838539035e-30,4.585169340330264487e+27,7.604441088000000000e+09
-8.780832290649414062e-01,-1.834006699545314705e+28,-1.982151422164069032e-11,6.779766170940681939e-20,-5.845793538128418732e-08,3.297297012926589194e-30,4.384336833694689395e+27,-1.542864896000000000e+11
4.012747108936309814e-01,-7.587523981012854367e+28,1.138892799512625231e-11,1.103439630879488901e-20,1.152575701546254550e-09,1.089030854443599344e-29,6.319597740975386347e+26,2.418376480000000000e+08
3.069389611482620239e-02,2.993668378803580490e+27,1.267986271535903597e-10,1.049912119128393254e-21,2.246347463596976013e-08,1.831344966942671311e-29,1.352964638170019889e+27,2.386950144000000000e+09
-6.664119362831115723e-01,-2.647322760311453297e+28,-2.547859700996468746e-10,7.671698223350419198e-20,3.831584383107156100e-09,3.078453367650952226e-29,2.871472755734238877e+26,1.056657203200000000e+10
-3.203738033771514893e-01,1.578693254299750125e+28,-3.946608317928479437e-10,4.797422663078522660e-20,5.218014464958287135e-08,8.684155341750584052e-29,1.945019234895689304e+27,3.798645145600000000e+10
-2.547324895858764648e-01,7.288166086114023252e+28,-8.246282129364956859e-11,6.803368283379719403e-21,-3.174312013243252295e-08,2.409549761332483932e-29,8.997822959195766172e+27,-1.383649996800000000e+10
-5.912773013114929199e-01,7.954222467779920407e+27,-2.380153886483160619e-11,8.799632013104924379e-20,-1.218582013073898906e-09,5.926950699942068492e-29,4.572988807644441481e+26,-1.446737280000000000e+08
9.556690454483032227e-01,7.116207249716752852e+28,7.116587319444533932e-10,4.598646315120628432e-20,1.030909846377880967e-08,2.870594820527252408e-30,1.419696251365498256e+27,1.221231771648000000e+12
2.377760410308837891e-01,2.997704408347746068e+28,-1.483537320767780443e-10,8.075100637160606096e-20,-1.004631600132199765e-09,2.075420288128200063e-30,3.006323435533955601e+27,8.537630208000000000e+09
-8.580493330955505371e-01,9.369148656761072034e+28,-2.402196219719598957e-10,2.419649300404831496e-21,-1.988732289959216359e-09,1.144077054367182328e-30,1.224242962875769459e+27,-1.791479480320000000e+11
1.112061440944671631e-01,6.621637940036487420e+27,1.295357293651377972e-10,1.972149799282150327e-20,-6.951589526238421968e-09,4.643247824731107232e-30,1.153048787140955572e+26,-1.078327296000000000e+10
8.800415396690368652e-01,-4.635706630690409534e+27,-3.418582916747681111e-10,2.477269215535112222e-21,-1.357374657118270989e-08,4.420514478052554122e-29,1.806258878370014283e+26,4.618980966400000000e+10
9.874650090932846069e-02,2.831519373330756240e+28,3.391792055551512419e-11,1.620666236919003008e-21,-6.274777319958957378e-08,1.401504392705735148e-30,1.819257745516435193e+27,-7.497643622400000000e+10
-1.308784037828445435e-01,-1.162683595357630366e+27,2.084666744783802983e-10,8.766058658434214979e-21,-3.812409943293459946e-08,2.891983175339334093e-30,4.458633382847819754e+26,1.798367641600000000e+11
5.385395288467407227e-01,2.622407318629508906e+28,2.577866219100055645e-11,4.669052471504675617e-21,1.801988602778692439e-08,4.846506784711451926e-30,9.245088429422062230e+27,2.580900249600000000e+10
4.414548277854919434e-01,-1.780531920144081632e+28,-3.581841420685627497e-11,2.796830533083549238e-21,3.716938934417157725e-08,7.251081101634871411e-30,2.099083785068164865e+27,-4.052707737600000000e+10
3.945032954216003418e-01,-1.618291241731908675e+28,3.654384780893416007e-11,1.058284051266546527e-20,8.908283888331425260e-09,8.378949612344893060e-29,7.482394894489534468e+26,7.663715200000000000e+08
-4.194518029689788818e-01,-2.674538230588879350e+27,2.265791200495304025e-11,2.734060933963985746e-21,-7.952674963007666520e-08,2.439081790543785521e-29,6.398714498141953306e+27,1.549383270400000000e+10
-7.963607311248779297e-01,2.809815376975487350e+28,9.860980920706197139e-10,9.303430404148180616e-21,-1.110959657601995332e-09,6.793167785085608867e-29,3.187846480768981893e+27,6.421343232000000000e+09
7.268984317779541016e-01,-3.727603525028016602e+28,7.529099010916695534e-10,2.589808632291050488e-20,6.981669287142722169e-08,1.754117884511727448e-29,1.224902323295940133e+27,1.089148813312000000e+12
-6.839005351066589355e-01,-1.233604168984342992e+27,-2.845185718969300837e-11,1.117460746159046194e-20,-1.243490421742876606e-09,1.832687287451762298e-30,3.205337609712696995e+26,-6.601271808000000000e+09
5.219419598579406738e-01,2.291529044167467770e+28,-1.920689440826350847e-10,1.651546710760100995e-20,-6.909926408837918643e-09,5.275050647620109006e-30,1.762747251851270404e+26,6.565928550400000000e+10
4.035210013389587402e-01,4.650137887514153990e+27,-1.269454853736196043e-11,1.063396415193036372e-21,-1.973399754717775068e-08,1.366270971390120495e-30,1.617641473618656329e+27,3.699402752000000000e+10
5.411147475242614746e-01,-3.494660283989291747e+28,-3.614440691190878852e-10,1.672234869465093013e-21,2.589370051708783649e-09,1.791352016020351248e-30,1.141431581125655508e+26,-1.413558108160000000e+11
-8.339764475822448730e-01,-2.628534589141032271e+28,-8.419835939577069439e-10,1.387768991615883993e-20,1.606833421874398482e-08,5.697695597757695651e-30,3.090128026878486221e+27,9.901455441920000000e+11
-2.200119942426681519e-01,2.620373867621985237e+27,-1.241270281004958065e-11,2.031875147565319932e-20,-5.722138496366824256e-08,5.471579610919397100e-29,1.662053301248197234e+26,-1.428000640000000000e+09
5.024210214614868164e-01,-6.664251984882092739e+27,-2.645310706594905525e-11,1.481668208307430890e-20,3.107468415919356630e-08,8.997865706956790648e-30,7.810236333125604207e+26,-2.294994944000000000e+10
3.826776742935180664e-01,6.160253407986319415e+28,-2.929780307248108784e-10,9.265762505445333729e-20,8.771487358671947732e-08,1.670553890710641958e-30,2.364788104161706927e+26,-2.943411552256000000e+12
-2.096778154373168945e-01,-1.126262639006403406e+27,1.712231467720926048e-10,2.243873460626991462e-20,-3.506107759676524438e-08,1.366814990175681049e-30,2.386990236393942270e+27,4.604691087360000000e+11
-4.363122861832380295e-03,2.396673744014971656e+27,5.711643658035114868e-11,6.811286275922927193e-21,2.605330173821585049e-09,1.207260345921620611e-30,9.617307421637183921e+26,-2.688997120000000000e+08
-2.426823675632476807e-01,-4.508570785090687766e+28,2.166880390397363243e-11,1.740498474581850137e-21,-1.689656192738198115e-09,8.731439630224274987e-30,3.573338864575829440e+27,5.088100480000000000e+08
8.012992143630981445e-01,-1.461341620786304940e+27,1.549732286942884230e-10,1.013967769169661374e-20,1.696269236184377860e-09,1.563965893430057005e-30,1.580299176187923873e+26,6.734245068800000000e+10
-6.364464163780212402e-01,-9.856756489890615179e+27,2.326590135826034356e-11,9.026947707783031955e-20,6.347008252305386122e-09,1.375708592354906345e-30,7.209148734761920698e+27,-3.415814963200000000e+10
-2.114020138978958130e-01,-4.848252022913446207e+28,1.992226696112542328e-11,1.241597210869170899e-20,-5.456959772942582276e-09,3.924976389712002515e-30,5.523966942687594575e+27,2.927733760000000000e+09
1.757378727197647095e-01,-5.918411457606437072e+27,-1.633654149457708371e-11,4.685012856800400930e-21,-1.543663152858698595e-08,5.776155200121408893e-29,3.234427608608102894e+27,3.836270400000000000e+08
4.296115934848785400e-01,1.537982677324227488e+28,1.733492516198253952e-10,3.622453638860147721e-20,-9.192326899665204110e-09,3.170348513094281564e-29,8.364003458147692435e+27,-1.079658598400000000e+10
-1.913878470659255981e-01,7.128125322127895119e+27,1.376029064997785767e-11,1.024362113476860618e-21,4.987819934854087478e-09,1.456094914595210575e-30,4.287627490492001931e+27,-4.510586368000000000e+09
-3.239998593926429749e-02,-9.247846291448058103e+27,3.045988461458648544e-10,8.544888010978581419e-21,2.085901451565064235e-09,1.647120551886321755e-30,2.126164785959991204e+27,-6.249013760000000000e+09
-7.676003575325012207e-01,-1.171692173506490867e+27,4.110087825637265269e-10,2.000065044692540951e-20,-2.358673079072559631e-08,1.651980703809457552e-29,8.472720598724696690e+27,2.252262768640000000e+11
9.260556697845458984e-01,8.738923348843110384e+28,2.947588839674608607e-10,2.292960167633478084e-20,-4.291917932164324156e-08,2.372309159902953206e-30,6.660403846494364337e+27,-2.469187813376000000e+12
8.865127563476562500e-01,-1.050223492348908371e+28,2.454996483880478308e-10,3.054345630651623188e-21,-4.842054313058952175e-09,4.057464646473407743e-29,4.972463011802421624e+27,-1.298616012800000000e+10
-8.070068359375000000e-01,4.318842628091675465e+27,-5.397354230218809334e-10,1.115859941647428679e-20,1.115449843602789315e-09,6.030845592645145551e-29,3.921949271003559878e+27,4.028097536000000000e+09
-9.620321989059448242e-01,2.805470091456274846e+28,-6.428396703839212023e-10,1.616466336410896548e-20,-4.865473801629605077e-09,5.393234586341047208e-29,7.676582146039996432e+27,-2.789575065600000000e+10
-5.793390274047851562e-01,-6.238990841065149870e+28,7.722477657345905300e-10,6.690051324925916960e-20,-1.541475036503925367e-08,8.184658338899739887e-30,1.608073221254599480e+27,4.213038448640000000e+11
-5.143812298774719238e-01,-8.394126843646107543e+27,-8.633841419580789989e-10,2.275485209789406775e-21,5.503857991584482079e-08,2.861964623122159370e-30,6.731191529776769960e+27,4.270336770048000000e+12
9.531863331794738770e-01,3.747918201164025241e+28,-5.100127611901150715e-11,7.996251583973549405e-20,-6.220326476125137560e-09,7.128485880561625007e-30,3.569532415829707621e+26,2.121020006400000000e+10
4.337722063064575195e-01,-1.561630370209055005e+27,1.787987258250467448e-10,1.017067333670551910e-21,-1.770205204643104935e-09,1.426526680157903660e-29,4.646765822697479884e+27,-4.812157952000000000e+09
-9.227727651596069336e-01,4.335470965921575024e+27,-4.628328553746285934e-10,1.819053369741503328e-20,3.586083963114106155e-08,1.204320387530440037e-30,1.436446577513957256e+26,6.358685974528000000e+12
1.777430921792984009e-01,2.825662222182053019e+27,-3.853113661467233442e-11,6.162575535083183863e-21,4.691675314916210482e-08,1.394120689510254064e-30,2.485387751827279337e+26,-1.152396984320000000e+11
4.273113012313842773e-01,1.239729698123225799e+28,-4.259070596202008119e-10,1.067767487157978757e-21,3.912791868287968100e-08,1.766804797557101459e-29,2.807597215030204812e+26,-2.015242813440000000e+11
-3.542433679103851318e-01,1.690103088245286652e+27,-1.883161265814337071e-10,3.962385369514018420e-21,-1.056115994657602641e-08,2.510036961740210826e-29,5.175723626466930957e+26,-1.403430092800000000e+10
1.082061901688575745e-01,-1.162498463834106616e+28,4.178733054027716776e-11,8.225777240292108712e-21,4.161279676395679417e-08,3.252678256634913266e-30,1.271638293104815852e+26,2.892361523200000000e+10
-1.606391221284866333e-01,-1.066667702158161791e+27,2.028799524211866157e-11,1.500786440409901915e-21,-1.112973602168665366e-09,2.265616289718365292e-29,1.387629021763571930e+26,8.004956800000000000e+07
-6.034567579627037048e-02,2.413686984228015609e+28,-3.354007627187627349e-10,4.720897793542283909e-20,6.499544014104685630e-08,4.849414111379453673e-30,4.087587751129738580e+27,1.356356485120000000e+11
9.455517530441284180e-01,1.262444103817085685e+27,-8.361587117144964054e-11,3.458910257456254099e-21,7.171849780718275724e-09,3.797950025133896417e-30,3.583964779458096500e+26,-7.464933785600000000e+10
-7.650994062423706055e-01,-2.741810112024788522e+27,-4.837170664018231037e-10,1.845970505420575083e-20,5.036569561411852192e-08,1.582794303664691946e-30,9.738768163316117093e+27,5.888295829504000000e+12
-8.081551790237426758e-01,-6.497642409118292930e+28,-9.794117600270269008e-11,9.112298368273012766e-21,-4.086048832618871529e-08,5.720504852525232092e-29,9.857667316325998662e+27,-2.826827161600000000e+10
1.217606663703918457e-01,-9.461287693681638256e+28,-5.642571826447451144e-11,1.110826014476289321e-21,-8.022287545372819295e-08,1.017626098975781143e-29,4.383044159656980125e+26,2.708096614400000000e+10
-5.254321098327636719e-01,-1.985990988252505151e+28,-1.285585353449913981e-11,8.698709516024919432e-20,4.646453533041494666e-08,6.292798922776737215e-30,3.252692541572221964e+27,2.493821132800000000e+10
3.385486006736755371e-01,6.186288758879676343e+28,3.741660592471163227e-10,1.284696632736808121e-20,1.918924352750650542e-09,6.182738044986082896e-30,5.241670736530442604e+26,1.965768908800000000e+10
6.801042556762695312e-01,3.014995589343097417e+28,3.774067169892703077e-11,1.871627644693923975e-20,6.634255100834707264e-08,2.010466532810236897e-29,1.924396439104068679e+26,4.234971136000000000e+10
-9.353417754173278809e-01,-9.882239441964638430e+28,-2.855588508710038553e-11,8.051137117879716851e-21,-5.357976462505575910e-08,3.520395007356722185e-29,5.887026019665475052e+26,-2.032569139200000000e+10
-3.043284118175506592e-01,-7.462978884695215922e+27,1.301921938312577964e-11,5.570635314438077209e-21,2.738504356614157587e-08,2.020612873425065715e-29,2.845614515720082449e+27,-2.684897792000000000e+09
2.650633752346038818e-01,-5.959045060008288935e+27,1.668043064784185958e-10,9.357309427269932953e-21,9.108530818480176094e-09,4.182250537626756175e-30,2.713534352412796163e+27,4.814656307200000000e+10
-9.190066717565059662e-03,1.431807645654532999e+27,-4.812971549084110734e-11,1.951990503025438063e-20,2.457426440116705635e-08,2.955179068193213191e-30,3.182661322370791023e+27,1.839071872000000000e+09
4.146386086940765381e-01,-2.884083090178281686e+28,1.808551086668330754e-10,3.140712697397214201e-20,7.657952494355413364e-08,1.356467160425166485e-30,1.520175666334994184e+27,2.116770988032000000e+12
4.655787050724029541e-01,-4.503032924945807569e+27,-2.997929682280187080e-10,4.544627543711794382e-20,7.281124592140031382e-09,2.988820023801881875e-30,3.512052361296028658e+26,-1.700134420480000000e+11
-7.620401978492736816e-01,-6.510635528259260472e+28,-6.339828106938227847e-10,4.428535572017461260e-21,1.748422917557945766e-08,2.512056630306110034e-30,2.069403269001471376e+27,1.681289117696000000e+12
6.242125630378723145e-01,-1.412473627948273277e+28,-4.986276391782951123e-10,5.735743068863719066e-21,5.299724392671123496e-08,3.557531525814453703e-30,1.253376108705563764e+26,-2.318373486592000000e+12
