dataset_id,global_index,dataset_name,family,subgroup,metadata_class,dataset_rel,basename,formula_identity,feature_count,target_name,train_samples,valid_samples,id_test_samples,ood_test_samples,formula_char_count,formula_operator_count,formula_return_expr,dataset_key,method_norm,seed_norm,is_expected_method,is_expected_seed,is_finished_run,wrong_dataset_flag,is_evaluable_run,not_finished_flag,train_log_nmse_used,valid_log_nmse_used,id_log_nmse_used,ood_log_nmse_used,extreme_error_flag,run_outcome_class,failure_reason_normalized,result_status_raw,state_raw,timeout_type_raw,result_error_raw,result_valid_output_raw,result_metric_complete_raw,result_has_expression_raw,result_seconds,id_r2,ood_r2,result_equation,result_complexity,result_tree_depth,synthetic_missing_row
g0001,1,BPG0,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,llm-srbench/bio_pop_growth/BPG0,2,dP_dt,3500,500,500,500,99,7,0.9539969835279999 * (1 - P / 96.90688297671034) * P + 0.9539969835279999 * P ** 0.3333333333333333,g0001,udsr,522,True,True,True,False,True,False,-8.793503149833553,-8.779728556360396,-8.686094451856023,-4.256714289564736,False,valid_finite_result,none,ok,done,budget_exhausted_with_output,,1,1,1,3603.83,0.9999999976600447,0.9999417500609655,(0.0624035*x1**3 + 47.2784*x1**2*x2 - 4798.45*x1**2 + 163.968*x1*x2**2 - 35718.5*x1*x2 + 1936040.0*x1 - 2.24297*x2**3 - 37865.7*x2**2 + 3845970.0*x2 + 1550510.0)/(x1 + 3814279.10476021),50.0,5.0,False
g0002,2,BPG1,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,BPG1,llm-srbench/bio_pop_growth/BPG1,2,dP_dt,3500,500,500,500,117,10,0.3156057016002752 * P * np.exp(-0.05405074842498068 * t) + 0.3156057016002752 * P ** 2 / (9.870854086995406 * P + 1),g0002,dso,520,True,True,True,False,True,False,-3.203780466813136,-3.227871217877126,-3.2434196079581215,-3.2260504824133136,False,valid_finite_result,none,ok,done,not_timeout,,1,1,1,1386.132,0.9985028008817083,0.765960784590025,"⎛       x₁⎞
       ⎜3⋅x₁ + ──⎟
       ⎜       x₂⎟
    cos⎜─────────⎟
       ⎜     2   ⎟
       ⎝   x₁    ⎠
x₂⋅ℯ              
──────────────────
        x₁",20.0,8.0,False
g0002,2,BPG1,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,BPG1,llm-srbench/bio_pop_growth/BPG1,2,dP_dt,3500,500,500,500,117,10,0.3156057016002752 * P * np.exp(-0.05405074842498068 * t) + 0.3156057016002752 * P ** 2 / (9.870854086995406 * P + 1),g0002,dso,521,True,True,True,False,True,False,-3.1121892318924766,-3.151539083196998,-3.1558901087511804,-3.177038443886877,False,valid_finite_result,none,ok,done,not_timeout,,1,1,1,1338.125,0.9981684909798814,0.7380003735945013,"⎛ 2⋅x₁ + 1⎞
       ⎜ ────────⎟
       ⎜     2   ⎟
       ⎜   x₁    ⎟
       ⎜ℯ        ⎟
    cos⎜─────────⎟
       ⎜     2   ⎟
       ⎝   x₁    ⎠
x₂⋅ℯ              
──────────────────
        x₁",21.0,9.0,False
g0002,2,BPG1,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,BPG1,llm-srbench/bio_pop_growth/BPG1,2,dP_dt,3500,500,500,500,117,10,0.3156057016002752 * P * np.exp(-0.05405074842498068 * t) + 0.3156057016002752 * P ** 2 / (9.870854086995406 * P + 1),g0002,dso,522,True,True,True,False,True,False,-3.1656430234165764,-3.1990015097795252,-3.2033752287119275,-3.178288691819723,False,valid_finite_result,none,ok,done,not_timeout,,1,1,1,2956.224,0.998358186048053,0.7387535340889928,"x₁        
    ───────────────────
                x₁ + x₂
         2⋅x₁ + ───────
                   x₁  
    x₁ + ──────────────
             x₁⋅x₂     
x₂⋅ℯ                   
───────────────────────
           x₁",30.0,10.0,False
g0002,2,BPG1,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,BPG1,llm-srbench/bio_pop_growth/BPG1,2,dP_dt,3500,500,500,500,117,10,0.3156057016002752 * P * np.exp(-0.05405074842498068 * t) + 0.3156057016002752 * P ** 2 / (9.870854086995406 * P + 1),g0002,imcts,520,True,True,True,False,True,False,-0.19637479617233053,-0.19368075496356177,-0.19547213899977467,-0.1454392515977451,False,valid_finite_result,none,ok,done,budget_exhausted_with_output,,1,1,1,3601.347,-0.6719644214740967,-280.77331691063586,exp(0.5637181613241831*exp(0.9337998632702749/x1)*log(x1))*exp(9.3576812792433/(-0.6505318346800364*x1 - 7.652369966753255)),22.0,7.0,False
g0002,2,BPG1,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,BPG1,llm-srbench/bio_pop_growth/BPG1,2,dP_dt,3500,500,500,500,117,10,0.3156057016002752 * P * np.exp(-0.05405074842498068 * t) + 0.3156057016002752 * P ** 2 / (9.870854086995406 * P + 1),g0002,imcts,521,True,True,True,False,True,False,-5.500195254580882,-5.523363513071376,-5.500693702713554,-3.996076065800002,False,valid_finite_result,none,ok,done,budget_exhausted_with_output,,1,1,1,3601.341,0.9999917204741212,0.9602567800598593,x0/(-0.005060447997789602*x0 - 3.8238378754468103*x0/(-x1 - 1.1866743654418646) + 1.1791147417946344),19.0,8.0,False
g0002,2,BPG1,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,BPG1,llm-srbench/bio_pop_growth/BPG1,2,dP_dt,3500,500,500,500,117,10,0.3156057016002752 * P * np.exp(-0.05405074842498068 * t) + 0.3156057016002752 * P ** 2 / (9.870854086995406 * P + 1),g0002,imcts,522,True,True,True,False,True,False,-5.194796801873202,-5.222044246203915,-5.192153478649441,-3.68290585169828,False,valid_finite_result,none,ok,done,budget_exhausted_with_output,,1,1,1,3601.758,0.9999831521032633,0.9182602576904481,0.6288491893766562*x0**2/(7.685257614607905*x0 + x1 + 0.874142806090991) - 0.0644193036582017*x0*x1*cos(log(x1))/(7.685257614607905*x0 + x1 + 0.874142806090991) + 1.2903884492013922*x0*x1/(7.685257614607905*x0 + x1 + 0.874142806090991),41.0,6.0,False
g0002,2,BPG1,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,BPG1,llm-srbench/bio_pop_growth/BPG1,2,dP_dt,3500,500,500,500,117,10,0.3156057016002752 * P * np.exp(-0.05405074842498068 * t) + 0.3156057016002752 * P ** 2 / (9.870854086995406 * P + 1),g0002,pyoperon,520,True,True,True,False,True,False,-3.164884397662071,-3.192658624271412,-3.21114678105795,-3.029482280149528,False,valid_finite_result,none,ok,done,not_timeout,,1,1,1,6.258,0.9983873044425503,0.6319923592621866,(0.783 + (0.056 * ((((-0.923) * X2) / (sqrt(1 + 2.617 ^ 2))) - ((0.208 * X1) * ((-1.986) * X1))))),10.0,4.0,False
g0002,2,BPG1,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,BPG1,llm-srbench/bio_pop_growth/BPG1,2,dP_dt,3500,500,500,500,117,10,0.3156057016002752 * P * np.exp(-0.05405074842498068 * t) + 0.3156057016002752 * P ** 2 / (9.870854086995406 * P + 1),g0002,pyoperon,521,True,True,True,False,True,False,-3.8721162653329277,-3.9206661733118815,-3.9046004835088493,-4.87266003422776,False,valid_finite_result,none,ok,done,not_timeout,,1,1,1,6.166,0.9996733379470385,0.9947194509421069,((-0.827) + (0.438 * sqrt(((tanh(0.920) + (2.906 * X2)) * sqrt((0.371 * X1)))))),15.0,7.0,False
g0002,2,BPG1,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,BPG1,llm-srbench/bio_pop_growth/BPG1,2,dP_dt,3500,500,500,500,117,10,0.3156057016002752 * P * np.exp(-0.05405074842498068 * t) + 0.3156057016002752 * P ** 2 / (9.870854086995406 * P + 1),g0002,pyoperon,522,True,True,True,False,True,False,-3.4593637400727717,-3.5435811568446667,-3.470680764115269,-3.230797533942556,False,valid_finite_result,none,ok,done,not_timeout,,1,1,1,6.901,0.9991128063871915,0.7685050177253783,((-0.419) + (0.026 * (((1.100 * X1) ^ 2) - ((1.670 * X2) - (-1.269))))),10.0,4.0,False
g0002,2,BPG1,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,BPG1,llm-srbench/bio_pop_growth/BPG1,2,dP_dt,3500,500,500,500,117,10,0.3156057016002752 * P * np.exp(-0.05405074842498068 * t) + 0.3156057016002752 * P ** 2 / (9.870854086995406 * P + 1),g0002,udsr,520,True,True,True,False,True,False,-10.163890977401545,-10.137235262021422,-10.12775786605436,-6.3839505412544195,False,valid_finite_result,none,ok,done,budget_exhausted_with_output,,1,1,1,3601.475,0.9999999998045924,0.9998372996172245,x2/sqrt((0.0142667*x1**3 - 0.00642211*x1**2*x2 + 0.218227*x1**2 + 4.32185e-5*x1*x2**2 + 0.257761*x1*x2 + 2.46795*x1 - 1.09897e-6*x2**3 + 0.00791394*x2**2 - 4.97224*x2 + 11.2935)/x2**(1/4)),52.0,7.0,False
g0002,2,BPG1,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,BPG1,llm-srbench/bio_pop_growth/BPG1,2,dP_dt,3500,500,500,500,117,10,0.3156057016002752 * P * np.exp(-0.05405074842498068 * t) + 0.3156057016002752 * P ** 2 / (9.870854086995406 * P + 1),g0002,udsr,521,True,True,True,False,True,False,-11.221365919241034,-11.270180750219664,-11.22281784320949,-8.180836769566234,False,valid_finite_result,none,ok,done,budget_exhausted_with_output,,1,1,1,3601.464,0.9999999999843007,0.9999974028182268,x2/sqrt(exp(sqrt(x1 + 1.0 + 1.0*(0.0217169*x1**3 - 0.00456782*x1**2*x2 - 0.423717*x1**2 - 0.000307546*x1*x2**2 - 0.19987*x1*x2 + 5.13161*x1 + 2.74027e-6*x2**3 + 0.0198958*x2**2 - 3.96818*x2 + 5.35387)/(x1 + x2)))),60.0,10.0,False
g0002,2,BPG1,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,BPG1,llm-srbench/bio_pop_growth/BPG1,2,dP_dt,3500,500,500,500,117,10,0.3156057016002752 * P * np.exp(-0.05405074842498068 * t) + 0.3156057016002752 * P ** 2 / (9.870854086995406 * P + 1),g0002,udsr,522,True,True,True,False,True,False,-10.129445419294893,-10.123767065361287,-10.094790658600441,-6.259070385835817,False,valid_finite_result,none,ok,done,budget_exhausted_with_output,,1,1,1,3611.403,0.9999999997891816,0.999783095416136,(0.00227145*x1**3 - 0.00631975*x1**2*x2 + 0.00635036*x1**2 + 0.000159813*x1*x2**2 + 0.259575*x1*x2 + 0.0134562*x1 - 2.11355e-6*x2**3 + 0.00112133*x2**2 + 0.629444*x2 - 0.251735)/(x1 + sqrt(x2)),52.0,5.0,False
g0003,3,BPG10,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,llm-srbench/bio_pop_growth/BPG10,2,dP_dt,3500,500,500,500,70,4,0.10100810033209855 * P ** 0.333333333333333 + 0.10100810033209855 * P,g0003,dso,520,True,True,True,False,True,False,-3.698748360033722,-3.662272374830184,-3.703964569577395,-3.965145983898896,False,valid_finite_result,none,ok,done,not_timeout,,1,1,1,1157.552,0.9996778663385891,0.9962392530084722,"x₂⋅log(x₁ + x₂ + log(x₂⋅(x₁ + 2⋅x₂) + 2⋅x₂ + log(x₂))) - x₂
───────────────────────────────────────────────────────────
                             x₁",28.0,11.0,False
g0003,3,BPG10,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,llm-srbench/bio_pop_growth/BPG10,2,dP_dt,3500,500,500,500,70,4,0.10100810033209855 * P ** 0.333333333333333 + 0.10100810033209855 * P,g0003,dso,521,True,True,True,False,True,False,-4.493171758188567,-4.484878780790325,-4.529384837720657,-5.107538412242311,False,valid_finite_result,none,ok,done,not_timeout,,1,1,1,1204.935,0.9999518478325349,0.999729054658472,"x₂⋅log(x₂)     
─────────────────────
x₁ + log(2⋅x₁ + 6⋅x₂)",16.0,7.0,False
g0003,3,BPG10,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,llm-srbench/bio_pop_growth/BPG10,2,dP_dt,3500,500,500,500,70,4,0.10100810033209855 * P ** 0.333333333333333 + 0.10100810033209855 * P,g0003,dso,522,True,True,True,False,True,False,-4.292740441364949,-4.2944272400284085,-4.310285985576688,-5.805328724008387,False,valid_finite_result,none,ok,done,not_timeout,,1,1,1,2597.725,0.9999202529378357,0.999945663535525,"x₂⋅log(x₂)     
─────────────────────
x₁ + log(2⋅x₁ + 5⋅x₂)",16.0,7.0,False
g0003,3,BPG10,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,llm-srbench/bio_pop_growth/BPG10,2,dP_dt,3500,500,500,500,70,4,0.10100810033209855 * P ** 0.333333333333333 + 0.10100810033209855 * P,g0003,imcts,520,True,True,True,False,True,False,-7.196607628217067,-7.1669352515241345,-7.1925458707942855,-6.397700972024874,False,valid_finite_result,none,ok,done,budget_exhausted_with_output,,1,1,1,3602.857,0.9999998954185142,0.9999861094600255,-0.10140097740993614*x0 + 0.10140097740993614*x0**1.0230102249696 + 0.10140097740993614*x1 + 0.10433038409904864,13.0,4.0,False
g0003,3,BPG10,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,llm-srbench/bio_pop_growth/BPG10,2,dP_dt,3500,500,500,500,70,4,0.10100810033209855 * P ** 0.333333333333333 + 0.10100810033209855 * P,g0003,imcts,521,True,True,True,False,True,False,-7.875511971558073,-7.909019371521711,-7.875647239557005,-7.026886264780105,False,valid_finite_result,none,ok,done,budget_exhausted_with_output,,1,1,1,3601.32,0.9999999783053105,0.9999967376253344,0.18891307633295406*x1**0.333808200695334*exp(0.067272085338740709*x0),9.0,4.0,False
g0003,3,BPG10,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,llm-srbench/bio_pop_growth/BPG10,2,dP_dt,3500,500,500,500,70,4,0.10100810033209855 * P ** 0.333333333333333 + 0.10100810033209855 * P,g0003,imcts,522,True,True,True,False,True,False,-7.162008433278818,-7.13280904687471,-7.1585949610170285,-6.371398372172857,False,valid_finite_result,none,ok,done,budget_exhausted_with_output,,1,1,1,3601.76,0.9999998869148138,0.999985242196328,0.0024324497356833156*x0*log(x0) + 0.1014074437787247*x1 + 0.1035657139452798,10.0,4.0,False
g0003,3,BPG10,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,llm-srbench/bio_pop_growth/BPG10,2,dP_dt,3500,500,500,500,70,4,0.10100810033209855 * P ** 0.333333333333333 + 0.10100810033209855 * P,g0003,pyoperon,520,True,True,True,False,True,False,-4.189160711176973,-4.195900266722417,-4.177886597109887,-4.956342303431633,False,valid_finite_result,none,ok,done,not_timeout,,1,1,1,6.364,0.999891828193818,0.9996162240130577,(0.230 + ((-0.051) * (cos(log((0.401 * X2))) - (1.992 * X2)))),12.0,6.0,False
g0003,3,BPG10,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,llm-srbench/bio_pop_growth/BPG10,2,dP_dt,3500,500,500,500,70,4,0.10100810033209855 * P ** 0.333333333333333 + 0.10100810033209855 * P,g0003,pyoperon,521,True,True,True,False,True,False,-4.825101443197024,-4.805565662852686,-4.842756931345966,-4.373271172253332,False,valid_finite_result,none,ok,done,not_timeout,,1,1,1,6.275,0.9999765984972417,0.9985305699113096,(1.701 + ((-1.443) * ((cos(0.240) + (0.140 / (sqrt(1 + ((-0.571) * X1) ^ 2)))) + ((0.196 / (sqrt(1 + ((-1.590) * X2) ^ 2))) + ((-0.071) * X2))))),27.0,7.0,False
g0003,3,BPG10,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,llm-srbench/bio_pop_growth/BPG10,2,dP_dt,3500,500,500,500,70,4,0.10100810033209855 * P ** 0.333333333333333 + 0.10100810033209855 * P,g0003,pyoperon,522,True,True,True,False,True,False,-4.1996104878636755,-4.200707829211689,-4.187310706764971,-5.227546249902434,False,valid_finite_result,none,ok,done,not_timeout,,1,1,1,6.734,0.9998941502170834,0.999794470649055,(0.224 + (0.073 * (tanh((0.285 * X1)) * (0.263 + (1.392 * X2))))),13.0,5.0,False
g0003,3,BPG10,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,llm-srbench/bio_pop_growth/BPG10,2,dP_dt,3500,500,500,500,70,4,0.10100810033209855 * P ** 0.333333333333333 + 0.10100810033209855 * P,g0003,udsr,520,True,True,True,False,True,False,0.0,0.0,0.0,0.0,False,valid_finite_result,none,ok,done,budget_exhausted_with_output,,1,1,1,3601.422,-0.6292985778833302,-33.70724173521019,0,1.0,1.0,False
g0003,3,BPG10,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,llm-srbench/bio_pop_growth/BPG10,2,dP_dt,3500,500,500,500,70,4,0.10100810033209855 * P ** 0.333333333333333 + 0.10100810033209855 * P,g0003,udsr,521,True,True,True,False,True,False,-11.088682319847358,-11.099080797448059,-11.088546809168266,-8.02889150601895,False,valid_finite_result,none,ok,done,budget_exhausted_with_output,,1,1,1,3601.461,0.9999999999867122,0.9999996752653775,(0.0385881*x1**3 + 0.117237*x1**2*x2 - 1.18111*x1**2 + 0.00414788*x1*x2**2 - 9.95094*x1*x2 + 134.573*x1 - 5.79424e-6*x2**3 - 0.318459*x2**2 + 2921.46*x2 + 2249.8)/(x1 + 26197.0896223031),50.0,5.0,False
