dataset_id,dataset_name,family,subgroup,metadata_class,dataset_rel,basename,formula_identity,method_norm,n_expected_seeds,n_observed_rows,n_finished_seeds,n_evaluable_seeds,n_valid_finite_seeds,n_valid_extreme_seeds,n_valid_total_seeds,n_invalid_seeds,n_timeout_seeds,n_not_finished_seeds,n_wrong_dataset_seeds,completion_rate,evaluable_rate,valid_rate,valid_rate_over_expected,invalid_rate,timeout_rate,extreme_error_rate,median_log_train_nmse,median_log_valid_nmse,median_log_id_nmse,median_log_ood_nmse,iqr_log_id_nmse,iqr_log_ood_nmse,median_id_r2,median_ood_r2,median_runtime,p95_runtime,median_complexity,iqr_complexity,median_tree_depth,dominant_run_outcome_class,dominant_failure_reason
g0003,BPG10,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,llm-srbench/bio_pop_growth/BPG10,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-4.1996104878636755,-4.200707829211689,-4.187310706764971,-4.956342303431633,0.33243516711803967,0.4271375388245513,0.9998941502170834,0.9996162240130577,6.364,6.696999999999999,13.0,7.5,6.0,valid_finite_result,none
g0003,BPG10,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,llm-srbench/bio_pop_growth/BPG10,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-11.037024915302535,-11.099080797448059,-11.088546809168266,-8.02889150601895,5.556768628540234,4.6039533069340495,0.9999999999867122,0.9999996752653775,3601.461,3607.5342,50.0,29.0,5.0,valid_finite_result,none
g0004,BPG11,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG11,BPG11,llm-srbench/bio_pop_growth/BPG11,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.5606669994896338,-1.4861849136733865,-1.4838883363792954,0.0,0.06516771794500764,3.259426836949866e-14,0.9662922704192121,-221.56595400118186,1445.154,3160.1112,24.0,5.5,11.0,valid_finite_result,none
g0004,BPG11,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG11,BPG11,llm-srbench/bio_pop_growth/BPG11,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-3.6193980054762642,-3.556513822691965,-3.603061142003976,-0.8845627328868654,0.3733606361453319,0.3543211835908373,0.9997438132315472,-28.0332730138976,3601.722,3602.0631000000003,61.0,10.0,7.0,valid_finite_result,none
g0004,BPG11,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG11,BPG11,llm-srbench/bio_pop_growth/BPG11,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.6229522078241426,-0.5878645368500454,-0.5977317201092266,0.9305816357381475,0.06493734356860836,0.4451876903483576,0.7406500805651226,-1895.8822236473477,6.761,7.1759,24.0,7.0,10.0,valid_finite_result,none
g0004,BPG11,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG11,BPG11,llm-srbench/bio_pop_growth/BPG11,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-7.226619022589233,-7.135851432087444,-7.213786271909285,-2.2881374397244825,0.09186604884729821,0.26877131818397526,0.9999999372185177,-0.14636070574542392,3601.489,3602.3512,52.0,5.0,6.0,valid_finite_result,none
g0005,BPG12,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG12,BPG12,llm-srbench/bio_pop_growth/BPG12,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.07640475666645151,-0.054735863271765245,-0.06712287927489938,-0.0647811891443226,0.04539085526352609,0.2695918439936691,0.14314481470640317,-0.5101306441290485,1644.462,3271.8573,24.0,8.0,14.0,valid_finite_result,none
g0005,BPG12,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG12,BPG12,llm-srbench/bio_pop_growth/BPG12,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.1460973222104485,-1.0860173638867858,-1.102946928399853,-0.8928086554203514,0.13463138607542158,0.13542828122520634,0.9210988414764666,0.7756184962442872,3601.348,3601.7584,26.0,14.5,7.0,valid_finite_result,none
g0005,BPG12,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG12,BPG12,llm-srbench/bio_pop_growth/BPG12,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.5409970107075689,-0.4786710695574737,-0.5435748274531438,-0.06971198747064614,0.1516551812791741,0.24631536610114133,0.7139410889610046,-0.49308221445070055,6.807,12.7173,10.0,4.5,6.0,valid_finite_result,none
g0005,BPG12,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG12,BPG12,llm-srbench/bio_pop_growth/BPG12,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.6717403659482507,-0.6014703012922172,-0.6928843047410436,-0.49955578452877514,0.0613549512793522,0.24359334119849396,0.7971635487177389,0.44506780050469597,3601.476,3601.8603,10.0,2.0,5.0,valid_finite_result,none
g0006,BPG13,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG13,BPG13,llm-srbench/bio_pop_growth/BPG13,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0899851466775836,-1.085641855792701,-1.0823717231378738,0.0,0.2891432413175983,2.410818666383219e-16,0.9050204703908892,-0.24720911039410987,1522.855,3117.3660999999997,15.0,6.0,5.0,valid_finite_result,none
g0006,BPG13,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG13,BPG13,llm-srbench/bio_pop_growth/BPG13,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.291732149673985,4.243305149382925,4.292290665452404,9.644469836442969,0.000929984969193498,0.0010150797629897568,-22504.693653444454,-5500587922.406742,3601.328,3601.7149999999997,15.0,3.0,4.0,valid_finite_result,none
g0006,BPG13,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG13,BPG13,llm-srbench/bio_pop_growth/BPG13,pyoperon,3,3,3,3,2,0,2,0,0,0,0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,-1.0567411020911879,-1.0737484184862662,-1.0468525041953307,2.051237858535896,0.0447046586545925,0.20473129123942746,0.8963794132521793,-155.22314517021334,6.216,6.5598,9.0,0.0,6.0,valid_finite_result,none
g0006,BPG13,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG13,BPG13,llm-srbench/bio_pop_growth/BPG13,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-7.6240196051758495,-7.546468791203037,-7.6371903605814815,-4.1155095259859,0.4779904675015878,1.1381913321335753,0.999999973526499,0.9999044061949939,3601.511,3602.2706000000003,53.0,3.5,7.0,valid_finite_result,none
g0007,BPG14,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14,BPG14,llm-srbench/bio_pop_growth/BPG14,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.4994164976760898,-1.5081708996704797,-1.5822042985368507,1.864348186521171,0.16766642947965393,0.9423104105226946,0.9535620254122383,-6789.074142006794,1540.153,3177.415,17.0,1.5,9.0,valid_finite_result,none
g0007,BPG14,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14,BPG14,llm-srbench/bio_pop_growth/BPG14,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-3.6125982527564227,-3.5803373682161244,-3.6384571965653105,0.014008934694771383,0.14440633205143794,0.2973939384687094,0.9995920373806745,-94.83745329504036,3601.367,3601.7252,28.0,11.0,6.0,valid_finite_result,none
g0007,BPG14,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14,BPG14,llm-srbench/bio_pop_growth/BPG14,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.7595622073043418,-0.7281641473792131,-0.7627312164329915,1.6240801241988099,0.12768296055983797,0.44032559978189667,0.6935593663843129,-3903.868867957034,6.216,6.801,17.0,4.5,8.0,valid_finite_result,none
g0007,BPG14,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14,BPG14,llm-srbench/bio_pop_growth/BPG14,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-6.9794061558009695,-6.926650891223641,-7.026611187015867,-1.4553286241226624,0.08037817608581488,1.143787104851734,0.9999998330961399,-2.2523532200562237,3602.15,3602.4064999999996,58.0,4.5,10.0,valid_finite_result,none
g0008,BPG15,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG15,BPG15,llm-srbench/bio_pop_growth/BPG15,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.4718455562415975,-1.4609805699776601,-1.4367295276778789,-1.0371600628903652,0.15255858080545415,0.46892701582138296,0.771076445950835,-34.76633781932607,2772.793,3523.7125,13.0,4.0,6.0,valid_finite_result,none
g0008,BPG15,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG15,BPG15,llm-srbench/bio_pop_growth/BPG15,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-5.270570736719628,-5.231058294331621,-5.27214329558005,-3.8966874751446583,0.1387211340408978,0.7172788863575299,0.9999665591958907,0.9505749563010395,3601.375,3601.6909,27.0,6.0,4.0,valid_finite_result,none
g0008,BPG15,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG15,BPG15,llm-srbench/bio_pop_growth/BPG15,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.591152989548396,-1.5878905093995728,-1.5954670300663287,-0.652795380071427,0.20448586719681816,0.40255942662936833,0.8411625239876356,-85.66408518855525,6.216,6.667800000000001,11.0,1.5,5.0,valid_finite_result,none
g0008,BPG15,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG15,BPG15,llm-srbench/bio_pop_growth/BPG15,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-8.646956445908383,-8.63345354184063,-8.629086338664441,-4.884346793326485,0.36135886419863006,0.10517339133267534,0.9999999852994471,0.9949150376252986,3602.349,3602.6865000000003,53.0,6.0,6.0,valid_finite_result,none
g0009,BPG16,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16,BPG16,llm-srbench/bio_pop_growth/BPG16,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.582699017321494,-1.4563421928987985,-1.5644957465134046,-3.024804923186957e-07,0.35907116429294184,1.0889372019668067e-05,0.9718996046242582,-0.06594580728047927,1514.685,2687.7908999999995,18.0,3.5,7.0,valid_finite_result,none
g0009,BPG16,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16,BPG16,llm-srbench/bio_pop_growth/BPG16,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.50563299568739,4.669105017260209,4.689838531284179,8.977342884127635,3.954669758074883,4.512872241515823,-50470.557674285265,-1011761878.4906012,3601.355,3601.7762,36.0,10.0,6.0,valid_finite_result,none
g0009,BPG16,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16,BPG16,llm-srbench/bio_pop_growth/BPG16,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.9108217647269622,-0.8669380150364169,-0.8740794310856697,0.17230173483041955,0.37212808746388726,0.3128565268638633,0.8622382198901245,-0.5850288191738897,6.213,6.7143,11.0,6.0,7.0,valid_finite_result,none
g0009,BPG16,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16,BPG16,llm-srbench/bio_pop_growth/BPG16,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-7.921185137630459,-7.79731641206696,-7.695040996789946,-5.964223111827751,0.2738133927777273,0.7355543068681829,0.9999999791950258,0.999998842523143,3601.48,3602.3035,48.0,3.5,5.0,valid_finite_result,none
g0010,BPG17,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17,BPG17,llm-srbench/bio_pop_growth/BPG17,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.334931246373967,-2.3566342525776913,-2.375939408068507,2.6538030688724263,0.06621819582390343,0.008522040257007646,0.9947462692909174,-17269.021485714165,1233.111,2154.3546,16.0,0.5,5.0,valid_finite_result,none
g0010,BPG17,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17,BPG17,llm-srbench/bio_pop_growth/BPG17,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7285781932706483,0.7216516827920061,0.7117058321414332,6.513812955098285,2.088966514081548,5.011540666767303,-5.4285503323297135,-125113092.98176748,3601.347,3601.6728,22.0,3.0,6.0,valid_finite_result,none
g0010,BPG17,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17,BPG17,llm-srbench/bio_pop_growth/BPG17,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-3.067851715532702,-3.101480566569154,-3.080867236052404,2.636749246620189,0.42770347965714617,0.38822167817940345,0.9989635699880803,-16604.006717367098,6.617,6.7052,15.0,7.5,9.0,valid_finite_result,none
g0010,BPG17,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17,BPG17,llm-srbench/bio_pop_growth/BPG17,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-9.757914659397805,-9.792409923763808,-9.77265631405568,-4.210207565984666,0.7304015000491262,1.2052700573213064,0.9999999997892581,0.997637987220415,3601.51,3602.0067999999997,48.0,6.5,6.0,valid_finite_result,none
g0011,BPG18,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG18,BPG18,llm-srbench/bio_pop_growth/BPG18,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.24785703084214447,-0.14554729647463194,-0.1991960118536838,0.4041939347536219,0.11196091781753673,0.5050418947878709,0.36171770205848697,-2.219153444002425,1650.309,2813.0568000000003,25.0,8.5,14.0,valid_finite_result,none
g0011,BPG18,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG18,BPG18,llm-srbench/bio_pop_growth/BPG18,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.2206728543670409,-1.142397319676332,-1.1874751542873339,-1.9257375608231928,0.059191877641146196,0.3062420676732571,0.9344257008679319,0.9849405128354846,3601.341,3601.6308,22.0,2.5,6.0,valid_finite_result,none
g0011,BPG18,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG18,BPG18,llm-srbench/bio_pop_growth/BPG18,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.462693828234374,-0.40618984277547177,-0.40923405541035235,-0.21064436261733296,0.101653051638256,0.3522598036450882,0.6064727992254251,0.2185460677594877,6.325,6.7165,10.0,2.5,6.0,valid_finite_result,none
g0011,BPG18,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG18,BPG18,llm-srbench/bio_pop_growth/BPG18,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.7127441767934712,-0.6363540759217983,-0.6626630524083754,-1.22368137461705,0.061658514298068456,0.06620275399675779,0.7804437728014499,0.9241655801150502,3601.466,3601.9214,8.0,7.0,5.0,valid_finite_result,none
g0012,BPG19,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG19,BPG19,llm-srbench/bio_pop_growth/BPG19,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.301046334027343,-1.2733140708898276,-1.2475879878145135,3.079217573416558,0.05922038380133765,1.235613112527086,0.9233438688143191,-1254.7494676646497,2837.619,3531.4614,16.0,1.0,9.0,valid_finite_result,none
g0012,BPG19,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG19,BPG19,llm-srbench/bio_pop_growth/BPG19,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-5.227676947630143,-5.106276385694869,-5.139324541326583,-0.7399103077977239,3.069622923208879,3.516674072561651,0.999990164185189,0.809552567772924,3602.911,3609.3649,18.0,4.5,6.0,valid_finite_result,none
g0012,BPG19,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG19,BPG19,llm-srbench/bio_pop_growth/BPG19,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.9485799361959644,-0.935852200795953,-0.9415277821748317,3.3167177745782004,0.17664130311521897,0.7152233036956175,0.8449016768736451,-2168.7175602350467,6.378,6.836099999999999,17.0,1.5,8.0,valid_finite_result,none
g0012,BPG19,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG19,BPG19,llm-srbench/bio_pop_growth/BPG19,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-8.535470119010752,-8.500802503680342,-8.47273378546563,-3.5607463635281396,0.4762091720064099,0.41070974520688575,0.9999999954354171,0.9997123005273848,3601.501,3601.8853,60.0,5.5,9.0,valid_finite_result,none
g0013,BPG2,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG2,BPG2,llm-srbench/bio_pop_growth/BPG2,dso,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.21238969213002892,-0.214179140149669,-0.22601798173711093,-0.12025925671503271,0.03842959948730404,0.024692063224441868,0.3861021621727798,0.23949619897416985,2830.2,3529.4649,9.0,3.0,6.0,valid_finite_result,none
g0013,BPG2,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG2,BPG2,llm-srbench/bio_pop_growth/BPG2,imcts,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.64674714744749,-2.573619388114264,-2.6298959431866678,-2.8115608323133143,0.46072270814398486,0.1892645727503357,0.9975777545860272,0.9984518971383962,3602.878,3617.0944,13.0,3.5,5.0,valid_finite_result,none
g0013,BPG2,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG2,BPG2,llm-srbench/bio_pop_growth/BPG2,pyoperon,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.26881765484798165,-0.23203973110575757,-0.2780627039045892,-0.31488427157847665,0.09084677702490884,0.184896865624075,0.4554329229458959,0.5141788987060023,6.278,6.7541,9.0,0.5,6.0,valid_finite_result,none
g0013,BPG2,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG2,BPG2,llm-srbench/bio_pop_growth/BPG2,udsr,3,3,3,3,3,0,3,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.070316201615955,-1.0407943504394506,-1.0491851398073375,-0.9957434582305497,0.2571656799506472,0.42888630694437424,0.9077579501070399,0.898698194115654,3601.481,3601.8374,16.0,3.0,6.0,valid_finite_result,none
