x0,x1,x2,y
2.054900884628295898e+00,-8.427327094766204647e-27,-3.151607666015625000e+03,3.738705872669001451e-11
5.814390182495117188e-01,-1.062867773233844818e-28,-2.017645874023437500e+03,2.993283355554043901e-12
1.304083466529846191e-01,-3.123806851170084195e-28,8.184804687500000000e+03,1.505741061350041043e-13
6.961520195007324219e+00,5.602868690410195153e-28,-8.432590820312500000e+03,4.290892918756838981e-10
7.939227819442749023e-01,-3.452900804492733657e-27,3.505548437500000000e+04,5.580794507076269895e-12
1.131600737571716309e-01,-9.435354205426617363e-27,6.653410937500000000e+04,1.133772641200535281e-13
8.884688377380371094e+00,4.040109911188602075e-27,1.501250195312500000e+04,6.989142598001762963e-10
2.902284860610961914e-01,4.820627302704539497e-27,-3.533293750000000000e+04,7.457952983479232412e-13
1.876649111509323120e-01,7.293064520714941680e-27,-1.260913085937500000e+04,3.118212068761727629e-13
2.013937234878540039e+00,-5.045503505243059684e-27,-1.329289648437500000e+04,3.591132252678264081e-11
2.950679361820220947e-01,5.444906323783984553e-27,-2.989404785156250000e+03,7.708743582704458142e-13
2.491275221109390259e-01,1.225136759956948327e-28,5.143092187500000000e+04,5.495193059271152869e-13
2.523196697235107422e+00,6.225680249168514355e-28,-5.492449707031250000e+03,5.636918709583937925e-11
1.980503439903259277e+00,-7.139648022832965491e-27,2.499634521484375000e+03,3.472887602495866588e-11
1.965495824813842773e+00,6.450188599087656580e-27,-3.501804687500000000e+04,3.420454197655686812e-11
2.183089256286621094e+00,-2.144039343917902878e-28,1.792735742187500000e+04,4.219708957253764936e-11
3.877830743789672852e+00,4.257109734330059003e-28,1.022586425781250000e+03,1.331426635609034292e-10
5.508468151092529297e-01,1.090581038465102168e-27,-7.601002441406250000e+03,2.686588798650468846e-12
1.513399958610534668e+00,2.422573591747504185e-28,6.623147460937500000e+03,2.027901978285395757e-11
1.460244297981262207e+00,1.597335673588657659e-27,-2.315580322265625000e+03,1.887950212831057684e-11
4.208780825138092041e-01,-1.947562952487565480e-27,1.209559570312500000e+03,1.568383010269736033e-12
3.455093860626220703e+00,1.119265453870816781e-27,-3.209226562500000000e+03,1.056961601575423515e-10
2.608225584030151367e+00,7.075846586007282897e-27,3.492921875000000000e+04,6.023235382679459349e-11
4.650149345397949219e-01,-3.727316017802025374e-28,-1.409457324218750000e+04,1.914578955444778963e-12
2.966266870498657227e-01,9.392263448850897349e-28,2.157983886718750000e+03,7.790403521931721365e-13
1.644851088523864746e+00,-1.936286440070183775e-27,6.644013281250000000e+04,2.395480688810458503e-11
1.538200259208679199e+00,-3.094619286566398416e-27,1.293544140625000000e+04,2.094909488936647080e-11
5.551328659057617188e-01,7.846616557185184860e-28,-2.531093505859375000e+03,2.728559132109120711e-12
2.368092775344848633e+00,-1.436590049303315845e-27,3.173848632812500000e+03,4.965202554663150636e-11
1.008359789848327637e-01,1.366094657769926535e-27,1.627058837890625000e+03,9.002654443321725375e-14
3.888706564903259277e-01,-1.365502988016886471e-28,-1.179320068359375000e+03,1.338905223670361355e-12
3.669971525669097900e-01,7.045059440288286299e-27,1.537619824218750000e+04,1.192517872644627275e-12
1.592673540115356445e+00,1.609925525783365630e-28,-2.381692968750000000e+04,2.245913698073476183e-11
5.091717839241027832e-01,-4.229672454859832344e-28,-9.353429687500000000e+04,2.295451806064163769e-12
3.346203804016113281e+00,-5.611210374481822369e-27,9.674994140625000000e+03,9.913894011281954022e-11
2.579006195068359375e+00,7.951796406273032778e-28,-2.782477294921875000e+03,5.889037174577893552e-11
4.131738841533660889e-01,-8.088572195360022714e-27,-1.218441772460937500e+03,1.511489934949428182e-12
4.960567951202392578e+00,-8.202720522419898673e-28,-1.162391796875000000e+04,2.178724561874290089e-10
1.506857126951217651e-01,1.103218124091696235e-27,2.079856201171875000e+03,2.010405324203226596e-13
2.876469850540161133e+00,-1.721226220975719232e-28,3.481762500000000000e+04,7.325869078034230597e-11
1.191302657127380371e+00,4.776016602216709075e-27,5.704522265625000000e+04,1.256561521500998424e-11
3.279669761657714844e+00,8.761360384320726834e-27,-4.038304687500000000e+04,9.523569433067535783e-11
7.767674922943115234e+00,4.225988343469214001e-27,2.602181152343750000e+03,5.342217779258362498e-10
1.678947359323501587e-01,9.212744437246652075e-27,-7.155408203125000000e+03,2.495822287989363231e-13
2.378260791301727295e-01,1.096106724068543586e-27,-6.493741210937500000e+03,5.007932545215976194e-13
1.108558997511863708e-01,-3.849335716841109185e-28,1.884876708984375000e+03,1.088070809124840055e-13
7.359146475791931152e-01,-1.009649321452570085e-27,6.657330468750000000e+04,4.795063651696906959e-12
1.710004359483718872e-01,2.658979518342844389e-27,-4.265791503906250000e+03,2.589011362068294186e-13
4.210581481456756592e-01,3.507301006887884398e-27,-1.683239843750000000e+04,1.569725360979490336e-12
5.223592758178710938e+00,-4.220692421308137980e-27,-1.255578247070312500e+03,2.415895539176204920e-10
6.754412651062011719e+00,-9.876775037564238556e-27,6.710791503906250000e+03,4.039379664089182143e-10
1.536941528320312500e+00,-4.787136921715600975e-27,-1.617831420898437500e+03,2.091482542709854897e-11
5.436107635498046875e+00,3.079256239696518655e-28,-5.169890234375000000e+04,2.616469263472254170e-10
5.088947296142578125e+00,4.005169690137528842e-27,-1.798538085937500000e+04,2.292954298654947820e-10
1.296589851379394531e+00,-3.718089850403438320e-28,-4.950342968750000000e+04,1.488486070511108039e-11
6.453206539154052734e-01,-7.564076375071258102e-28,-1.082954223632812500e+03,3.687148676656537560e-12
1.828044503927230835e-01,-1.042679886667286154e-27,-3.891720458984375000e+03,2.958782578752622294e-13
8.777920603752136230e-01,5.052152393190067739e-28,-1.632056542968750000e+04,6.822173902187866901e-12
3.658433914184570312e+00,6.436842578648533571e-28,-3.114773828125000000e+04,1.185031656136814604e-10
2.017661780118942261e-01,-1.620081869196843109e-27,1.846919531250000000e+04,3.604427411922628277e-13
3.368118703365325928e-01,3.000568616255186579e-27,-2.577176562500000000e+04,1.004417577755989388e-12
8.231196403503417969e+00,2.762560845576850902e-27,-8.369541406250000000e+04,5.998815333363438640e-10
9.341563224792480469e+00,-3.047367173159840901e-27,-1.133034765625000000e+04,7.726425610421472356e-10
1.304412126541137695e+00,-2.722894970221234708e-27,-9.573498437500000000e+04,1.506500306447389192e-11
1.072806000709533691e+00,2.068898464913905726e-27,-1.644157031250000000e+04,1.019018029679852333e-11
1.860341072082519531e+00,1.700143186245133685e-28,1.210788476562500000e+04,3.064253364937208346e-11
4.742743015289306641e+00,-9.871592745269881382e-28,-3.676530078125000000e+04,1.991584536176205233e-10
5.220223903656005859e+00,-1.792232465426857256e-27,1.211189941406250000e+03,2.412780253369106731e-10
2.078092098236083984e+00,2.323864819124548770e-27,-2.916842773437500000e+03,3.823570279837262831e-11
2.786643266677856445e+00,9.976885646445464831e-27,-3.492496875000000000e+04,6.875467556399783575e-11
1.886683702468872070e-01,2.402263216036482493e-28,-4.623390136718750000e+03,3.151648321660094343e-13
1.966398209333419800e-01,-4.346458728164535500e-27,-9.197791406250000000e+04,3.423595499978115964e-13
4.135587215423583984e+00,-3.844641503342908346e-27,-3.585262500000000000e+04,1.514306874339510500e-10
2.337871640920639038e-01,4.596865828417830641e-27,-1.779562622070312500e+03,4.839281102578252280e-13
1.427290916442871094e+00,-4.438225630747692953e-28,2.865826757812500000e+04,1.803700938607377680e-11
4.398371875286102295e-01,-3.069767471750014402e-27,-1.370996386718750000e+04,1.712866068599716574e-12
1.388434767723083496e+00,1.737374902818163156e-28,-2.003663574218750000e+03,1.706830683734228415e-11
7.017270565032958984e+00,4.433289279707234029e-27,-2.348538671875000000e+04,4.359894112404560929e-10
2.009742021560668945e+00,4.138538894338886634e-28,7.481601074218750000e+03,3.576186222153943106e-11
5.766676425933837891e+00,-2.469913672004271588e-28,3.958319531250000000e+04,2.944358645784461714e-10
9.300339698791503906e+00,9.858787237069650651e-28,-1.171027832031250000e+04,7.658384482134295013e-10
2.110011339187622070e+00,-4.014463842863152765e-27,4.765137890625000000e+04,3.941932197326636356e-11
1.137887954711914062e+00,5.076821052068740527e-27,-2.606677734375000000e+04,1.146406147095602179e-11
3.703006207942962646e-01,2.301594857843361675e-28,-7.031182812500000000e+04,1.214082979116015704e-12
2.396389096975326538e-01,-3.733489586238758658e-28,1.295600097656250000e+03,5.084569375778114075e-13
2.396566867828369141e+00,4.515333124966152521e-28,-4.342157031250000000e+04,5.085323828701859838e-11
3.553108692169189453e+00,9.882014915163932909e-28,-8.052759277343750000e+03,1.117780451531658059e-10
1.676490902900695801e-01,-1.072342867077743922e-28,-2.020503784179687500e+03,2.488524523166363300e-13
4.484860897064208984e+00,-9.170737208857644319e-28,7.386772656250000000e+04,1.780891406566453838e-10
4.526718616485595703e+00,-3.217823528817777597e-27,-8.021832812500000000e+04,1.814289274371105876e-10
6.412730216979980469e+00,1.384473710932716707e-27,7.054664550781250000e+03,3.641040247082116821e-10
3.503580987453460693e-01,2.972188979263171246e-28,1.261850097656250000e+04,1.086835591142254476e-12
1.729876637458801270e+00,6.943400191138778249e-28,1.192503027343750000e+04,2.649535625620647039e-11
1.368541240692138672e+00,1.166586804458875018e-28,6.699989843750000000e+04,1.658270222526514459e-11
1.326638817787170410e+00,-1.153745425813430074e-28,1.280613891601562500e+03,1.558277812341302138e-11
2.524336814880371094e+00,6.534673560551085894e-28,1.061831420898437500e+03,5.642013245488186612e-11
3.889847993850708008e+00,2.626644165689803503e-28,-8.550046093750000000e+04,1.339691413360100114e-10
7.508563995361328125e-01,-1.646283760904242575e-27,7.291147656250000000e+04,4.991755273020537231e-12
1.004795432090759277e+00,-3.334174156769060361e-27,5.079683203125000000e+04,8.939121144690975740e-12
7.485516667366027832e-01,1.579358562005261103e-27,-3.209243359375000000e+04,4.961157786670389314e-12
1.153810620307922363e+00,6.930918720651690670e-28,-5.825250488281250000e+03,1.178714417737758424e-11
5.757896900177001953e+00,-3.280111762486155141e-27,7.194935156250000000e+04,2.935399701087249014e-10
2.197808980941772461e+00,6.124594927142433700e-28,-6.185550000000000000e+04,4.276804604907979979e-11
5.184764862060546875e+00,-2.878433265122942314e-27,-1.835466992187500000e+04,2.380113328648292281e-10
3.100878298282623291e-01,-3.505765222201981407e-28,2.186325439453125000e+03,8.513515413477446003e-13
9.183092117309570312e+00,5.375022511304435409e-28,5.707569531250000000e+04,7.466505747011353833e-10
4.562894821166992188e+00,-1.338879534318784944e-27,-1.255720507812500000e+04,1.843403485413119824e-10
2.713953018188476562e+00,-3.112931846997858619e-28,6.895685546875000000e+03,6.521449352758779128e-11
2.806895971298217773e-01,7.302541636785282390e-27,-3.100763183593750000e+03,6.975769788197805354e-13
1.049872040748596191e+00,9.349184247854843657e-27,1.086817749023437500e+03,9.759155289446042048e-12
1.180675253272056580e-01,-1.466327081720135302e-27,-3.675920898437500000e+03,1.234242200630342179e-13
1.093341484665870667e-01,-4.777360516131902488e-27,6.405783203125000000e+04,1.058403242978032954e-13
4.659721851348876953e+00,1.910112281753983485e-28,9.791164843750000000e+04,1.922469822224215363e-10
5.675794601440429688e+00,-5.491594717495819924e-27,-2.047596875000000000e+04,2.852284519683223607e-10
7.574040412902832031e+00,1.338023169569013159e-27,-1.818368408203125000e+03,5.079193177159879724e-10
2.286095917224884033e-01,9.150942115703243431e-27,5.041608984375000000e+04,4.627307651633438823e-13
2.166299521923065186e-01,3.205719636896287136e-27,3.909423828125000000e+04,4.155052766696004651e-13
2.238719701766967773e+00,-3.999600671110338711e-27,-3.454828369140625000e+03,4.437506265220214630e-11
2.103118747472763062e-01,-8.208676460772916200e-28,-5.615250390625000000e+04,3.916220104281664671e-13
2.686884701251983643e-01,3.983029199496853178e-27,-4.014103515625000000e+04,6.392012028184901329e-13
2.259173631668090820e+00,1.008000376345372191e-28,-2.463440429687500000e+04,4.518962634647571974e-11
5.529183149337768555e-01,7.592320908077674671e-27,-3.228090234375000000e+04,2.706833021615118184e-12
1.678272634744644165e-01,3.237748718539921843e-28,-1.722871459960937500e+03,2.493817056071351290e-13
2.689635157585144043e-01,9.123097405753281653e-28,1.380575317382812500e+03,6.405104311518750038e-13
1.128049939870834351e-01,2.141506216410298956e-27,-1.019083190917968750e+03,1.126668541990595573e-13
5.776889920234680176e-01,6.622362595366495033e-28,-1.031931640625000000e+03,2.954797431037325950e-12
3.510931968688964844e+00,-2.061294893493464919e-27,-1.538382324218750000e+03,1.091401066743991066e-10
1.406954288482666016e+00,-1.389803625757311163e-27,1.789673461914062500e+03,1.752667282139963589e-11
5.150820016860961914e-01,-4.816748864982532481e-27,-7.341958593750000000e+04,2.349050207822722669e-12
1.857280254364013672e+00,4.911930730246580161e-28,6.206969531250000000e+04,3.054178437933430246e-11
2.121955394744873047e+00,5.808959853753648339e-27,-5.542242187500000000e+03,3.986685634393971611e-11
1.588016867637634277e+00,6.165675205449207880e-27,-3.671543212890625000e+03,2.232799535539786717e-11
9.286593437194824219e+00,-4.208228187894052667e-27,-2.829469482421875000e+03,7.635761467561508198e-10
6.770678162574768066e-01,-2.165424870020378745e-28,8.923624218750000000e+04,4.058857850514074883e-12
5.162955760955810547e+00,8.665429043418820861e-27,1.932238085937500000e+04,2.360132367318357183e-10
3.516052663326263428e-01,-5.167536782088251426e-28,-6.809122558593750000e+03,1.094586877734005093e-12
1.116085290908813477e+00,4.439173766059314789e-27,8.183271875000000000e+04,1.102895292454109111e-11
1.896492540836334229e-01,4.511577946760586289e-27,-1.250116015625000000e+04,3.184503984295095069e-13
9.665800094604492188e+00,1.199594234440134135e-28,7.254914843750000000e+04,8.272087459459953607e-10
5.924550890922546387e-01,-1.417882625085007649e-27,6.273401953125000000e+04,3.107781176500679088e-12
1.681206226348876953e-01,4.475669079243983496e-28,-9.241340820312500000e+03,2.502542986206057751e-13
3.055242598056793213e-01,1.574902008262197649e-28,-6.733842968750000000e+04,8.264772872156045391e-13
1.895430803298950195e+00,-8.670809321311461043e-27,2.469245361328125000e+03,3.180939192604093080e-11
3.885175228118896484e+00,-1.205080751443331578e-27,-4.347957031250000000e+03,1.336474680924126801e-10
5.283619880676269531e+00,-5.122490628839995050e-27,6.588305175781250000e+03,2.471739479759094138e-10
1.776282638311386108e-01,4.205666701068017643e-28,-1.360704467773437500e+03,2.793596517308705174e-13
1.817879676818847656e-01,-5.649997448003814666e-27,-6.786337890625000000e+03,2.925969471052891624e-13
6.697162151336669922e+00,-1.472378835087886094e-27,-9.016656250000000000e+04,3.971194484364559685e-10
1.512749940156936646e-01,1.608781571544648222e-27,-2.867985351562500000e+04,2.026160408072699703e-13
5.556550621986389160e-01,1.311099920800943454e-27,-1.749676562500000000e+04,2.733694997800184545e-12
7.717285156250000000e-01,2.922921091280320830e-27,5.957990625000000000e+04,5.273131757632665284e-12
2.510800063610076904e-01,8.085621670685221468e-27,3.272623535156250000e+03,5.581665229840993003e-13
1.562256067991256714e-01,-5.050427241442382872e-28,-7.959046093750000000e+04,2.160945982701209522e-13
4.037521779537200928e-01,2.611770738360035587e-27,1.708150000000000000e+04,1.443342082137200055e-12
7.660916328430175781e+00,-3.388175691665722944e-27,2.373758056640625000e+03,5.196380548078138872e-10
4.650123417377471924e-01,1.092179560318943574e-27,-2.831805273437500000e+04,1.914557705082198247e-12
9.607458710670471191e-01,1.434077168134252294e-28,2.466210205078125000e+03,8.172530360783802905e-12
1.136746183037757874e-01,7.185315769970772847e-28,4.266423339843750000e+03,1.144106646444945086e-13
1.028145194053649902e+00,1.250276164262277965e-28,1.625268432617187500e+03,9.359408213727160586e-12
4.637579917907714844e+00,4.121942193043129629e-28,-1.354553710937500000e+03,1.904242874495309934e-10
5.773295164108276367e-01,1.351919765230987869e-28,1.468568359375000000e+04,2.951121118310862101e-12
7.349907159805297852e-01,4.131018041609557259e-27,2.311151757812500000e+04,4.783031609667531825e-12
2.129396915435791016e+00,2.155035296490635972e-27,-1.015171264648437500e+03,4.014696561305264311e-11
7.952696800231933594e+00,2.605072931792440097e-27,-3.309774609375000000e+04,5.599746222273438434e-10
4.348751902580261230e-01,8.307914815982329495e-27,-6.130558984375000000e+04,1.674436847856619615e-12
8.034333229064941406e+00,1.499799358967596584e-27,-2.175719140625000000e+04,5.715302120457010915e-10
4.074310362339019775e-01,-2.218241091332768204e-28,-6.651683593750000000e+03,1.469764414341323544e-12
1.335981637239456177e-01,6.925604791045634628e-27,-5.387022460937500000e+03,1.580303542105671033e-13
1.003602445125579834e-01,-5.624205394188580804e-27,8.498886718750000000e+03,8.917907102883038117e-14
2.715086042881011963e-01,-3.514114561845137561e-27,5.177085937500000000e+04,6.526895452059477964e-13
2.707318961620330811e-01,1.302695764376745178e-28,3.803883056640625000e+03,6.489607028842270253e-13
1.322432994842529297e+00,6.252026007842759548e-28,4.771894921875000000e+04,1.548413307295160024e-11
1.673781752586364746e+00,1.261098831288264817e-27,5.792789550781250000e+03,2.480488384137835567e-11
7.953518629074096680e-01,6.325827161829192329e-28,-8.403931640625000000e+03,5.600903855290662037e-12
3.580874919891357422e+00,-1.578805627518227528e-27,3.604272265625000000e+04,1.135318852818478774e-10
3.683393716812133789e+00,1.696750636573971264e-27,-1.650450195312500000e+04,1.201256594196564720e-10
3.025698363780975342e-01,9.031895763608801854e-27,1.691493750000000000e+04,8.105705234622007094e-13
7.392874360084533691e-01,3.468548600104891071e-27,-2.551085449218750000e+03,4.839117388050206969e-12
2.850482225418090820e+00,-4.304965723070679136e-28,-1.414711230468750000e+04,7.194095319462689986e-11
4.337527453899383545e-01,1.666035328041900311e-28,2.955763916015625000e+03,1.665804213318855531e-12
1.791865348815917969e+00,-4.066492744014276722e-28,1.061259667968750000e+04,2.842825801152581988e-11
2.234991073608398438e+00,1.869213594566840717e-28,-4.594029296875000000e+03,4.422736829545748094e-11
1.224025934934616089e-01,4.541415512720502760e-28,1.556039794921875000e+03,1.326541144725662535e-13
4.408109664916992188e+00,-4.614948962444665715e-28,-1.050793261718750000e+04,1.720458775444910771e-10
4.618693888187408447e-01,6.114096105236595561e-27,-1.569391894531250000e+04,1.888764752239202593e-12
6.787909030914306641e+00,8.945228145739398486e-28,1.723021118164062500e+03,4.079543369783777962e-10
3.075096905231475830e-01,-1.895420084431982408e-28,2.623704296875000000e+04,8.372538773393500833e-13
1.564117074012756348e-01,-2.862033490163998904e-28,3.348060937500000000e+04,2.166097569323774397e-13
6.343612670898437500e+00,7.431961914228668594e-28,-5.465672363281250000e+03,3.562975470217111251e-10
1.323894858360290527e-01,4.591156986876677997e-28,-4.471392187500000000e+04,1.551838627218693478e-13
4.794919490814208984e+00,3.991998495989107584e-28,-1.537339721679687500e+03,2.035645402242991509e-10
4.243049621582031250e-01,-6.301291295820185041e-28,-5.165409375000000000e+04,1.594027210574666675e-12
6.409788131713867188e+00,6.295123505173284918e-28,-3.090868164062500000e+03,3.637700141112532037e-10
1.154951751232147217e-01,1.115375605013889271e-28,1.453317773437500000e+04,1.181047040764784950e-13
2.337560951709747314e-01,-5.740726755829433496e-28,-7.506860156250000000e+04,4.837994696700598229e-13
1.701106905937194824e+00,1.317729453152010416e-28,2.727118408203125000e+03,2.562139042594502314e-11
3.246163725852966309e-01,1.015184058926750123e-27,-9.765682812500000000e+04,9.329972775265482632e-13
3.054007589817047119e-01,2.626979614537867150e-27,5.312869921875000000e+04,8.258092560470275956e-13
1.678330659866333008e+00,1.893600513968773957e-27,2.116125244140625000e+03,2.493989390006667861e-11
4.440738201141357422e+00,-3.823328007020352562e-27,3.209833203125000000e+04,1.746022354476295391e-10
4.609536170959472656e+00,2.270286940667402769e-28,-2.140063281250000000e+04,1.881282352123037072e-10
8.286655426025390625e+00,-7.831258710326154945e-28,-5.779592578125000000e+04,6.079922676427429451e-10
4.279534220695495605e-01,-4.518529687191349236e-28,1.804740722656250000e+03,1.621558031079939344e-12
3.093188285827636719e+00,-2.691327004354534916e-28,-6.870734375000000000e+04,8.471342377580626248e-11
4.070193767547607422e-01,1.730410114212026985e-27,1.730944531250000000e+04,1.466795868793058233e-12
1.933246374130249023e+00,3.804333330350839010e-27,2.464371093750000000e+03,3.309130747197741584e-11
3.300178945064544678e-01,1.186183719421998459e-27,2.143353710937500000e+04,9.643052415603259320e-13
8.145473599433898926e-01,6.320583528666106421e-27,1.782752807617187500e+03,5.874517452347793878e-12
1.115187406539916992e+00,1.309412083945931090e-28,2.432278710937500000e+04,1.101121364227575228e-11
3.706874847412109375e-01,4.707238562414729863e-27,-5.923001464843750000e+03,1.216621096401804270e-12
2.318527996540069580e-01,1.189400503911611240e-27,1.765049560546875000e+03,4.759531527578908516e-13
3.851368725299835205e-01,8.367942970860968617e-27,2.636897265625000000e+04,1.313317510298617208e-12
1.167418003082275391e+00,8.285636428757635706e-27,2.713681640625000000e+04,1.206680502047197123e-11
1.990683674812316895e-01,3.060677997229230233e-28,-1.755144897460937500e+03,3.508682060171519623e-13
1.070496365427970886e-01,-8.465637693219955543e-27,-1.454126660156250000e+04,1.014635153239601406e-13
1.784459829330444336e+00,-1.062359809211012685e-28,1.235228881835937500e+03,2.819376503093717901e-11
6.513659954071044922e-01,-2.408742670296633080e-27,3.502806640625000000e+04,3.756554095568631624e-12
2.348433285951614380e-01,-2.747083879950760636e-27,8.017709472656250000e+03,4.883104012289030127e-13
3.247117102146148682e-01,2.519319312126394301e-28,-5.250119531250000000e+04,9.335453417247396857e-13
2.321773767471313477e+00,2.954806594846601468e-27,5.601591796875000000e+04,4.772867170932393321e-11
1.016351729631423950e-01,1.425215892237753707e-27,-2.899027587890625000e+03,9.145923628899391145e-14
1.568424403667449951e-01,-4.871567764547593008e-27,-2.181408447265625000e+03,2.178044257537120609e-13
1.226613298058509827e-01,-1.269964584971884104e-28,2.385884765625000000e+03,1.332155279100064038e-13
2.970865011215209961e+00,-1.708916543439670995e-27,7.285160156250000000e+04,7.814575375686416692e-11
4.502092838287353516e+00,-7.351623576232002218e-27,3.352452734375000000e+04,1.794602938476330678e-10
3.148273229598999023e-01,2.503074526379725453e-27,-2.971188720703125000e+03,8.775752477138687446e-13
4.038712978363037109e+00,-1.324564963710629594e-27,-9.368503906250000000e+04,1.444193792332626458e-10
6.133518695831298828e+00,-8.523695043986503206e-28,-2.448991699218750000e+03,3.330879738694392245e-10
1.240277051925659180e+00,-2.718966987951408331e-28,4.326689453125000000e+04,1.361999488885823340e-11
3.660680770874023438e+00,-6.262754785783957522e-27,2.954320800781250000e+03,1.186487713633610497e-10
3.708621561527252197e-01,-8.422958315280356642e-27,-1.502439697265625000e+03,1.217768073880076685e-12
2.018908113241195679e-01,-1.863493799299129370e-27,1.647681274414062500e+03,3.608881585497741851e-13
1.082053780555725098e-01,3.199538557332770741e-27,5.854062011718750000e+03,1.036662075626360036e-13
1.848670125007629395e+00,-1.983757724304412558e-27,5.607874218750000000e+04,3.025926384458976770e-11
8.727313995361328125e+00,-9.084495991877928285e-28,1.181084106445312500e+03,6.743738900638618361e-10
3.568275451660156250e+00,1.722075844970685661e-27,2.922537304687500000e+04,1.127343496332144923e-10
2.306070566177368164e+00,-2.339387429290321014e-27,3.386406982421875000e+03,4.708523501650851983e-11
6.547190189361572266e+00,-6.524428191025929116e-27,-9.099657031250000000e+04,3.795328773481543294e-10
2.687843084335327148e+00,-8.922612335588448053e-27,-6.133666015625000000e+03,6.396572854727722302e-11
9.911054611206054688e+00,7.768746105819256289e-27,-8.524060156250000000e+04,8.697196296481024547e-10
1.264923334121704102e+00,-4.297619263297814025e-28,-2.827429101562500000e+04,1.416667564507756438e-11
3.769475519657135010e-01,2.191358335241779240e-27,-1.261728027343750000e+04,1.258060062375720989e-12
3.829793691635131836e+00,2.621586818100588450e-27,-3.425989062500000000e+04,1.298644525249414983e-10
6.348927021026611328e+00,4.554150724477763357e-28,2.566854882812500000e+04,3.568947637422326125e-10
5.496318936347961426e-01,-1.556782040825176170e-27,7.084707031250000000e+03,2.674750828809968617e-12
2.816700935363769531e+00,6.520316715780651244e-28,5.968677343750000000e+04,7.024590631399263430e-11
1.539225429296493530e-01,9.432758051861583370e-28,1.762215429687500000e+04,2.097702843676871320e-13
5.485846996307373047e-01,-1.163004767355309198e-27,1.145810180664062500e+03,2.664568652527288251e-12
1.444323897361755371e+00,-9.826502873411887416e-27,-9.711957031250000000e+03,1.847007616295748278e-11
2.149268239736557007e-01,-1.120961524076341401e-27,-3.007081250000000000e+04,4.089975970747450340e-13
1.635241389274597168e+00,-1.475995057447964787e-27,-3.837182861328125000e+03,2.367572284056596033e-11
7.648007869720458984e-01,-1.445871202001815154e-28,-3.048702539062500000e+04,5.178883797501976360e-12
9.845020294189453125e+00,2.545234095827334240e-27,1.794425390625000000e+04,8.581688692999023260e-10
