q,Ef,B,v,theta,target
2.130969628209267,3.645500925205485,4.9120105041180055,1.9666889805309964,2.43616066092938,21.11565600913057
3.2704954409221543,4.089233348269207,3.2339261846519216,4.098518133197788,1.0825991225460747,51.658027442902224
1.2599821737410406,1.0344270637822437,1.454042159761081,4.3716427369367885,2.339845638956418,7.058506981284566
3.3034689706668883,3.757090534020013,1.3320879198498576,3.4605622893187324,2.325875230059429,23.50090443365913
1.9462945549123656,3.2973822007138223,1.455319541244093,1.671774424275606,4.735635124982039,1.683687939830519
3.579321809993162,3.720505880033226,1.740781319002005,3.2144814452950325,1.5187238486633623,33.31858360186102
2.6204469132870147,4.230671506329967,4.194728584265805,4.572468528691234,4.187408079791666,-32.406160631290305
3.6407038751250655,1.9261653619769925,1.748844094981863,4.799332380749553,2.9892865109418185,11.648714101712743
4.863436090508019,3.820534610373145,1.8904294361438303,4.984342021283646,1.6539824082237535,64.24841580174571
3.630313294978591,1.7263508464726431,2.9404571643780546,1.7275656833977475,2.476975241732452,17.641066500873645
2.4709080955345253,3.2190100300229085,1.2174603421552246,3.275812950973593,1.389672593458776,17.647085825750025
2.572987984556686,2.755811863815272,2.7610814471112786,4.9427014536617815,1.234724596176202,40.24038306687313
4.447353715616057,1.6297507755972118,4.6525529726167365,3.040803818460013,3.5446370658688813,-17.430027836628337
3.238668687522761,4.551390201762338,3.1946683448429143,1.002853587830379,4.14412924675774,5.995152117988338
1.7851395455103325,1.9902610008596875,2.88853424594144,4.8304625161322114,2.1499767637626137,24.3986639362151
3.095214048249122,1.4163963759001406,2.255802330662789,3.379088499885408,3.964313424559068,-12.909925902409515
4.308715180341444,3.500949281962335,3.5821372344802485,1.5635194544321085,3.234333437709892,12.849779587909882
2.648394922632234,1.9476173198800664,1.5885343910339158,1.1544522714037315,2.907573256427153,6.284312707064573
3.1240959097881005,4.90755007825644,3.4360041195154216,1.343680180175726,2.386930273255377,25.21244601313291
3.162245364013878,1.2261147067502742,3.580037046834052,4.707567280164087,2.5824711212565337,32.14672071432144
3.027745907794023,3.3188903525429896,2.3864359392425807,1.9523806546953124,4.292153943558493,-2.830808057460419
2.6220524619343584,2.575974379509305,4.2654635771538345,3.1161911164750347,2.9815806689349262,12.30736152842782
4.224879122268201,4.646398153523798,4.530272751028333,3.4489731420757974,3.2311356618719604,13.727377660085034
1.745626444182378,4.83986737059444,2.78380505228212,3.1285934663103347,2.5740099963251604,16.621849599457054
3.746979207014446,1.483739122969527,4.201574945394231,1.7788245011011727,3.6847931101202858,-8.91533779681957
3.207934739757248,2.2448999802945027,2.3816615087373494,2.664430114191158,3.7613918884740913,-4.623207931596951
1.9761542599858384,3.019410909928553,3.603219364038648,3.6134419944509246,2.9957282461073462,9.706556764714438
1.1102019622823098,1.7332547078292273,4.230270122105413,1.9292723251673305,2.698986532663376,5.804940257758025
2.4975782799079926,4.7512976574794505,3.67364434316199,1.895749711886959,1.122399622400068,27.541143601536746
2.7304568590235228,3.290352601604955,3.3067983961161067,3.0864384602547044,1.6213519914917167,36.81623029631137
1.1647706754072478,2.284580111105585,1.3216060278829156,2.8412885915930604,1.578064816131529,7.034684966304816
1.7730179239925796,1.690089185140875,3.547938785433181,2.8142079009103,3.4780179821491948,-2.847446720908557
2.791543087897174,1.307847745174088,4.185807611542152,1.5301391116089826,1.8773903423319367,20.69660631008844
4.645627748581498,1.1801572508978424,3.4060826147759515,3.132344351123085,1.976554524103722,51.02242935505354
2.4714033959327413,3.571076936824485,2.885376487094609,4.826875026218115,1.7285704992080628,42.818159430410745
4.027342779675596,3.147229359345012,4.17473204368198,1.921840736762012,1.6860811553615922,44.77254217356426
4.218587524070078,3.212486423368307,4.090326776106228,4.3487611755757705,4.549766615954144,-60.497399675102656
4.5544404587628815,1.3514118464148877,2.7145578100402488,2.5892096681821566,4.975324586416429,-24.75604288443616
3.148433942258932,2.543159267566139,4.990866459338414,4.2273355252946025,3.938495808365668,-39.5004856071345
1.8576480828398767,2.1334454310643283,1.73392824213586,4.367337233556128,1.3943784107273105,17.812165042413138
2.8608023730548022,4.12846312199115,1.9244410767810896,1.0707196556195866,1.220820071791891,17.348168852719592
1.4218597946765712,4.80111792436802,1.9927059352001577,1.2554633889727311,4.214969054471272,3.700420700863943
2.138696058036405,4.199009394187021,4.530372447575231,3.7664732093422018,4.700991666149884,-27.51092170283805
2.2293781781184068,4.399115079083492,3.9445813535544,3.4086856248766915,4.861576785909957,-19.835598032430926
4.488807439106067,2.761034669386249,4.1186523577472665,2.400643460783343,2.505511988626873,38.75917422333215
1.029123246609875,2.478453694407805,4.220995839611696,1.955080107192094,3.8843159277761288,-3.1929630091296675
3.217363015008145,1.9642797260494067,3.011674601172464,1.1010603977989597,1.774152354054214,16.768851608807775
2.7766704847287023,3.7376563636028566,1.5181626035933138,2.3348940525281106,4.728780987821537,0.5369629573386995
3.3372184433226195,3.4171969453627526,1.4246401253049332,2.134356588651507,4.561057520999941,1.37245862440424
1.244086322210248,4.561925011158356,4.773009356188032,4.078643730715205,4.039916953348022,-13.270815189962487
1.8271101008742607,4.9244175292041295,1.4579965942282698,3.476484684847214,4.2104712989018775,0.8786217685092967
4.264456206388148,4.894778349706245,3.444598702129498,4.385958260575748,4.14824194468124,-33.570004545822805
4.644375434411714,1.0829639043911392,2.625173389205906,1.1833087913970108,4.523144946463262,-9.13998037243752
1.576239033406318,2.081956945276216,2.2477866879965127,4.733393529903955,4.247123164293979,-11.706303492766688
3.508300762191709,2.805825622709685,2.609676941743976,1.0002463478147674,2.077640479319761,17.850157302013205
1.0815491400344128,3.951319717579601,4.25796532784444,4.062229475859171,4.635480997937519,-14.378529339172818
1.6809226234657555,1.749241322496344,2.465400326314993,2.1046598586699394,1.9614973164863148,11.005088370100024
3.044805334756143,3.4075994542319066,2.5050322411613366,2.40347134215262,4.88438686711361,-7.686111699462192
4.571506137449116,4.623473866878894,4.3570315992906,2.3985980155267588,4.005108013375002,-15.179607685840278
2.107699546602325,2.087882854483396,3.6366302362481937,2.141850433353527,1.6137943482126595,20.80257642959794
4.0072854832068,4.183887429771212,3.3579150447430486,4.2023663321602,1.7199681369406723,72.68560585977845
2.842828047943554,4.344344974114499,2.8702902319284767,2.1080547980496003,1.8404675526649923,28.92973225686553
4.788904860818213,3.5379295856118693,2.600230114970037,3.3701477406800087,2.6863214515604503,35.395478982601155
3.030627191112412,4.001223656344951,4.549380384808991,4.56740619822771,1.1801227416954334,70.354378169895
4.9226087124499465,4.599443696172279,3.0569684934262504,1.7167977273638106,1.5731920203540517,48.476005595160274
3.3282113283427583,4.795500016386862,4.921415131274356,2.4113802800773563,2.483185998719556,40.12710553428069
2.271137573442524,2.9886214480120565,4.5700962484107945,2.1867584700966542,2.515266542989925,20.091955732085378
3.7963391922083902,4.476286689105148,1.306245923174957,1.2573775269925305,4.570224264826392,10.821130967041505
4.991982174235479,3.4546367428874563,3.870907662411269,4.775815405687227,1.9297049810148912,103.65059948502535
4.863988381910263,4.292790865752392,1.2636824922241718,4.841838510693191,2.301661169583116,43.03970472306285
4.443687154656106,1.808246909081621,3.0954250347500865,3.4964156136593627,4.465089850006052,-38.59511892151296
4.1253597885282485,2.8430920159370707,2.6557630317930294,1.9416994071180336,4.3347456431172695,-8.045446702724519
1.7205159981045104,1.129136575230996,1.372253924368836,1.1540250154824825,3.769364726121792,0.3424017283801047
2.6272921860493854,2.4673443260858456,1.6394835389970104,1.4543101320743417,3.128487827461272,6.5645246650498565
2.0801259622405017,3.2807753699434703,1.0601974074930842,3.868063503888938,3.3139873415195225,5.361101967102899
4.243175486933598,2.5467372651112754,2.336226781465112,1.8102078755339817,3.714148980842548,1.084168879297561
4.064058168860595,1.735777943088113,4.599360504799421,3.644270970685044,2.0304185994999933,68.10388814237899
2.5411408750790407,2.0400058972439097,3.4937826328245865,4.576593778795111,2.202087682534605,37.984684676043365
2.9874965048934743,4.518500655784349,3.526553180614235,4.726304922198105,4.199345780196609,-29.88451523665775
3.084816202373703,2.062002545621619,2.2657364046652706,3.562674266235512,2.605217652342458,19.08583476296376
1.5812559364757055,2.306551333644024,4.7038473236755385,2.4033509743505794,4.9031345048827095,-13.904628360911234
4.050042115842024,1.812605083074161,3.730242580494448,2.680926650024535,1.7134595893238722,47.43212951392103
3.050810296914172,4.384432393854652,1.4106589657847604,2.1626264690997745,2.146823162082359,21.18139525829857
1.0006541808054306,1.2753786078910303,3.0723435159041603,2.0746682726748507,1.545724317746739,7.6524717598338
2.2336297332452166,2.0242007351051177,3.932824623441645,2.505299961260996,3.022073138048417,7.1454117314328665
3.9504949539500216,2.2678007773529383,2.575537069829036,3.1690902892746844,3.369869920935165,1.6620398696886507
3.42010668367636,3.197270956775064,1.5038019993849168,1.7460804281728115,2.771884076137035,14.180010459579089
3.0085221567544864,1.2537942828116333,2.6013394042689497,3.6428594791700473,2.7234528921002856,15.348750598553178
3.5953278231671835,1.091303287932365,1.319884405831251,3.051383985230531,3.8645697831593866,-5.656723515821962
2.306920279127678,2.443283431470837,2.211151157620109,1.6106431028706614,1.5564376113153489,13.851422215317111
3.4432853208909364,1.9785390155452776,3.4737576080898886,1.6397657432911772,1.6796972483454984,26.30995246756197
4.874463043095507,4.343456306016515,3.810913184517122,4.822127015414568,2.512598663573145,73.8727484375447
1.0852578486910192,3.576210027245931,1.9724153683054435,1.5169358212448376,2.8094168162257342,4.939998528545863
2.678910205149508,3.035539568162916,3.534435885748441,2.676148790838824,4.266954112563602,-14.734518234567338
3.182971579417345,1.1891411709453168,1.9726658849301024,1.2720011858892408,1.760005657840498,11.629282246647715
3.619791965426687,1.1168531821646894,1.6294072408060334,3.49098341178678,2.7828397031781007,11.27214432194634
2.072012301027551,1.8863372763238937,1.6728516517059182,4.484274149320678,4.701471824311506,-11.63381265424396
2.237085517499788,4.094670262939465,4.910046753614021,1.4294571787962416,2.953608376371069,12.0943971483019
2.847969330969196,4.9857912797923545,3.47282309098696,4.457174240942179,2.748837827258836,31.071734847256604
3.741269339347864,3.1028522940869685,2.5143198643423963,1.0888354781346172,2.397634233961924,18.5448192460542
3.0644361035227816,3.7402320480314666,4.277986852302618,4.376662511373986,4.227622385162881,-39.303977871814354
3.9928540938924297,2.0252484234036885,4.074923255080527,2.4701192766242297,3.8543925903496974,-18.196082085953623
2.434766537858672,1.7387224691025365,3.065302215844062,4.328994372408543,3.467639639747168,-6.115074959722451
3.5161319922811205,3.593003541140082,2.2452167007507544,2.126503341339816,1.2250995897744728,28.427945786754428
4.286431635904129,4.003415122304887,1.041016434225945,1.645760650075306,1.9607923161797791,23.952712957097784
2.527750472803333,1.0861943382346195,3.445592013199605,3.3086249930692326,2.5166513823601533,19.604880888159872
1.305398634739762,1.6373666686915316,3.888627400846713,1.5941632614092902,3.959650831247074,-3.768507928227728
1.091233118485039,3.16822818517035,3.148515733756149,2.640353758653852,4.256985528994198,-4.689810761733443
1.7464560211625182,1.7841217975232142,2.7246334732092694,1.9019391292954544,3.433889162713758,0.5080311671755314
3.9272790501449566,2.4616987953954563,3.927225243893123,4.3933989225835965,1.8187724758199133,75.35580538616603
2.5042210477034,4.313141048629001,2.8097093574427845,2.4951806261581955,3.8191264090973935,-0.204596821913563
3.550916915833016,4.255633458011428,1.8667235525727448,3.475133966864661,3.4166898766440266,8.85410627922573
2.4211197793488703,2.587349271733656,4.32434440513614,1.011937275222594,3.6921215043547417,0.7217732802854907
3.0165938421374467,2.72290181270441,3.125357304229982,2.6627726898975523,3.2527223334937423,5.429778806793296
2.1913488941272354,1.1583692456835912,2.025007678221424,3.180887343057183,1.2241446324709293,15.813939908565477
1.7126450380051228,1.3595858279271191,4.828754383801948,4.599840836372131,4.411972570411871,-34.008227150766324
3.7701944005052215,3.564315179133936,4.3579899683534284,4.0625759949321605,2.1871379389462087,67.90609638432568
2.779089411776868,3.487237143098892,1.8647277035779728,3.9594405711848326,4.766305624791852,-10.797630463453697
3.350738544085593,2.140028645996114,3.1751549364570533,2.844391450867027,2.549895162874063,24.04982567325513
1.4400065164272209,1.5081961904867618,3.0006102885727186,1.9089471431607752,1.2582720779217298,10.020632125632089
3.7009130563831047,1.0104930345407772,2.9758443783972486,4.304665062755467,4.79105038285123,-43.52240076509016
3.6509888728882713,1.2796986826907175,3.6490892018738506,1.3269783786049,1.3367843717955052,21.86935065968753
1.2837102941652376,2.2336421839826794,1.798592189498201,4.052814275135206,4.913350348638161,-6.301760145729034
2.635803114511178,2.8159654210089378,3.167571104945788,1.6546482925928054,4.499438013100601,-6.0804274099582685
1.4071033864042546,3.5277207352756834,3.1888475442716246,4.885379604739201,4.933470364613559,-16.423482153948775
4.737746847990536,3.9324351602868215,4.728499055970259,1.891267340961324,2.2934522899876453,50.40981635962913
4.692324020434752,1.0862836081489884,4.9838551486999725,4.912170839736394,4.137639161653866,-91.32094594452522
4.309737598954444,3.320835599040916,4.148448140221287,1.184640925341017,2.5348904028661794,26.38787166410704
4.444740694061621,2.68291912321555,4.6144331473663485,3.5667736368063743,1.9569785937563269,79.69171607821872
4.844906175946198,3.666339414080204,1.830203016893776,1.0386379286295155,4.540084132330891,8.689676154057013
3.875616501641397,4.841837050484218,2.042063848870145,1.3606125851867297,3.820496453560005,12.003294039875303
2.027551846867216,4.628975611174282,4.005485268762032,4.623870345807402,2.1743026513380133,40.303931928497526
1.0919417028198608,4.227299380282167,2.597805681227882,3.5636973136658816,4.095456294780073,-3.6294863896452862
3.8203280704508553,2.0254917770343512,3.0838593261550025,1.5757194581952918,1.4301311131212082,26.11879376945
4.826665618806078,3.1992632898420603,3.290646282397784,2.667096935346086,4.011347723671888,-16.929347987968296
2.4488811822807848,2.2777644441218725,2.0203349986072787,3.0438886813159107,1.6631466505001518,20.573623623799605
2.7399069411332246,1.7227084922202318,1.5858493673193907,3.3903458534289124,4.407263385306587,-9.330810798806304
3.1879101756149604,1.4538946455757076,4.531870096984832,4.004147351290244,2.2669644687361044,49.02248657625552
2.4768640482438977,3.235191771158852,2.93855148757684,1.9129678952982592,4.34048371558101,-4.958355918805212
4.203900684352477,4.939919366238394,3.0675904691694846,2.3403230341281422,1.1484293108871535,48.29515405154044
2.680860893375576,1.7213823454305368,2.4184893846695537,3.071190712730301,3.95699013085878,-9.88145875683482
2.3827037838980014,2.602853158405152,3.3033713941629226,2.451993621277388,4.116770994748143,-9.774362842429325
4.70703979460219,1.6788303768839077,2.514418962400396,2.3261879960475738,3.748161605876095,-7.792077155680237
2.9628828567671395,2.9191492791177813,2.943853602102498,1.1287267134611172,1.9443316627477136,17.815296207007393
2.3444895755367385,4.1990421521601125,1.5638980699777347,1.064372071924021,4.692495807105688,5.94281705085531
2.696091910540068,1.2433713780680438,1.9231440862669968,4.098047133378625,3.2538441312782176,0.972100227843536
3.122107529712617,4.507744464971566,2.0822726387327903,4.1676727269106335,4.6065945709849085,-12.86922214246147
4.924715483207901,3.770557481557063,1.1414315083570652,1.4880048256554967,3.979031621222906,12.354740520583928
4.809212816875038,3.2954637836141845,1.1965452183077503,4.703887574823907,3.4978864180387013,6.407098238740526
4.006309839154753,4.119733180786225,3.756743501450678,3.556069694835878,3.047252851871978,21.54662648662752
3.848421375461703,2.8641701182357173,4.832845500446501,2.505866080666036,2.800419050132247,26.61664391194752
3.665810270565157,4.636871846305198,3.184405838306503,3.861173559407948,2.294698064375324,50.76791052671419
4.499983631673389,4.156172229081822,4.4738502414455485,2.4710563976123834,2.8551019407488107,32.760861658526984
1.921604827257149,1.5918368438591886,3.4525580722227214,1.941517073137016,2.9725862918315475,5.225487146708892
3.521422720296821,2.1502637838925143,1.1942206134263502,1.9450477727794848,1.2868990366469597,15.424184230819089
3.7236356247104,4.861520596161785,2.530265630608888,4.6526322297620535,4.002267939388792,-15.137645228610577
1.318638630594756,3.0073992339108693,4.990400858061501,1.1815199536906331,3.3624352524942416,2.262537375681528
3.909587149329152,3.957271317076781,1.9499305362902264,4.212264704269368,1.4060954889527089,47.14861865481004
4.9948510853041554,2.642738050929419,4.135964149189782,1.5417209052653775,4.691648168751809,-18.642746550185603
3.5084972751725134,4.299544864110032,4.910043898348528,3.9868184031956537,2.1641512703617174,72.02578322687017
2.574868645798023,4.052469278762568,1.4675546084645572,1.0456744079143308,3.988640233670013,7.473714335186293
3.5196104026670705,4.215826366633727,2.8457143543532446,1.7740088628934405,3.9714167304236536,1.7285167764834644
1.8915369690122328,4.208418469671185,3.254346707320497,4.218708237250492,3.1261687771612565,8.36090857319155
4.815138237234323,1.4291287255816187,1.4661702756590222,1.4014951397133784,3.4055903864837487,4.299617194148056
2.564997696801941,1.0413215307882662,4.075685296333647,1.9211801372630224,1.5937480318520802,22.74995178562385
2.116527731856668,3.1414433177201126,2.016033701325996,2.3735508012353064,1.1974726807236236,16.079264414284143
3.424417091809858,1.795930286368468,3.7297893765430734,1.5217218632662868,3.3471964658550024,2.1819997148583674
2.6277455838451345,3.883765862624112,1.5396980743309898,2.7891451799860336,4.6784670914747295,-1.0726589957912829
3.9705647314857497,1.55522375258054,3.23766708109051,3.772181945900434,2.020951761698401,49.83702279045067
1.730964990872523,4.317927527794229,1.3704001621997892,4.820440327720874,1.5835477214076228,18.90788915374404
3.8477661674847337,4.279113477404262,1.5727846522066136,1.5735645529352262,4.810241469797913,6.987829876357262
4.89891598563444,1.9430615018788584,4.2255960976064175,3.752615159647299,1.0111986312143184,75.35220503129088
1.39164539265196,4.249532303410206,1.522932180676022,2.5499117665768862,3.0652529482197988,6.325999234576321
3.5447703728500146,2.3362282194295534,1.7567967810403142,1.8053409609723745,1.1635595520529516,18.60460906807501
3.2230064471616693,4.689317926247387,4.438353126458858,1.56303125292474,3.20428392001656,13.712911312222015
3.6555184903836144,3.1040496023873483,2.6355973634264127,1.784038209018996,2.52994001192525,21.216781568968653
4.970426244791692,1.672518631116099,4.911693352531068,1.97055082782693,1.875111141209736,54.21018207671642
1.9878431670265213,3.3148080011017687,2.798284359552212,4.302364064182015,4.9768369535168855,-16.510844949670794
3.036119543230583,2.077208462915631,1.0253126405026145,1.4691978612230874,2.773277718845434,7.953339644611276
3.978728929691752,3.4788484589717594,3.9383780055521376,3.96925472206196,4.289301773579995,-42.87159855641401
4.139852358737707,3.684749734698105,3.651983169256893,3.255659039864349,1.1007956882563872,59.1384008730199
3.4507864226475005,4.639491199467137,1.804247993335392,3.4595804773663765,1.192195208674356,36.024120096585925
4.213458752228736,2.6476645876029057,4.946410356862954,2.9261423743981405,3.798485900351977,-26.085362071054178
1.9847440448099445,2.93264275109474,4.72168259187279,4.301220015747283,2.3703427914681927,33.91662072919294
1.1112983448737892,3.4444005658206343,3.421449807037679,3.744879159813517,2.717557095697281,9.686267174110386
3.398334251169433,3.151388002671459,2.067750528486982,3.27262324149644,2.851782268249421,17.281168932135238
2.4910327378654906,4.482346183335381,3.4568331062861994,1.983148868305492,1.1479663269939926,26.738779160117343
