x0,x1,x2,x3,y
1.094432012602696958e+00,3.436165203377973820e-01,4.642842774736243072e+00,4.143898615253630346e+00,1.405805865967375112e+00
5.106219606605099770e+00,2.848321493502358748e-01,5.208916335105886475e+00,2.783813723137170459e+00,4.894998820634724801e+00
8.593814237017728175e+00,8.830871366147304613e+00,2.548006189772509811e-01,6.455981181562955307e-01,1.709316150550654001e+01
2.397383726440325713e+00,9.487882398939833095e+00,3.615950636662198736e+00,1.127354735924911200e+00,7.722333378522436398e+00
3.078384737393445869e-01,2.481780262307179685e-01,4.485939604841030715e+00,2.528155185043357012e+00,3.141511421945766269e-01
2.207441443033549278e-01,6.962113355294285988e-01,2.501064041374178704e+00,5.699319426556833434e+00,4.759856590672487675e-01
2.953945152966749088e+00,2.854848237948381495e+00,8.951908660522582828e-01,2.597212935095521313e+00,3.830016535402219979e+00
3.279212666219059602e-01,2.545204589091603631e-01,4.066471354104177038e+00,2.777516755792758030e+00,4.676955873066960812e-01
9.618303785952354801e+00,5.882292004973416200e-01,4.728323421694924811e+00,4.257883150003270778e+00,1.014613698084281701e+01
9.189422016365771384e+00,2.030906983852645564e-01,2.846000267804818851e+00,3.529553625903029790e+00,9.347765032509013139e+00
2.623332813351657133e+00,9.784747772869074822e+00,1.203506934220499369e+00,5.150183556620801184e+00,8.188028589977861316e+00
2.670927231838752469e+00,6.712890893391201708e+00,3.496695277938703050e+00,1.068676433567649298e+00,5.008607554577118925e+00
4.583466186788690555e-01,3.834750468780706578e-01,2.348381363017470747e-01,2.748736717453807987e-01,8.416543418480531003e-01
2.358728204521122418e+00,6.748768749261085942e-01,5.544997056974093397e+00,3.583621648745657140e+00,2.192474823168397702e+00
1.390466401338862568e+00,2.000304258120654821e-01,3.224545766982684469e+00,6.450324390763525484e-01,1.225855136359695008e+00
5.182337621335042499e-01,1.429429622023051349e+00,3.386012833955983847e+00,2.649674456052257376e+00,1.846501942796837215e+00
3.998757934081362264e-01,1.089874777127008698e-01,3.282062133621593158e+00,4.564078702438900237e+00,4.433975764610136872e-01
2.896058163757410653e-01,3.513855118271347333e+00,2.892096845329187538e+00,5.429826832927521885e+00,3.279591969988055133e+00
5.739386543872273094e+00,1.812153812837431710e+00,1.945183836701894764e-01,5.138214485275829801e+00,6.402589984673054069e+00
3.444656216248574987e-01,4.811948833011244209e-01,4.534521269395584753e+00,4.306464129162807519e-01,4.008710944225725714e-01
6.807123205844230363e+00,2.082935717340387960e+00,2.551455080908357598e+00,5.078722756653882620e+00,5.244308713523497367e+00
1.559437686994977756e-01,1.595465099393188702e+00,5.044969362444454042e+00,4.948532031895071626e+00,1.750748671305710769e+00
2.293399773283440468e-01,1.859187900822627526e-01,2.765273689965017656e+00,3.750215182277497838e+00,3.664879394889850595e-01
1.019123303692856641e+00,2.077959210426589820e+00,5.551450272171767786e+00,3.765248682714222167e-02,2.898096979129969331e+00
4.993168043808194234e+00,5.262830375768724478e-01,6.229320060837193473e+00,5.817447739681011143e+00,5.479491428980345802e+00
2.954196689324623648e+00,5.359156289997204503e-01,5.209623771625883082e-01,2.602060509870598004e+00,2.732743141171364520e+00
2.090888242962712917e-01,2.552099931679241873e+00,1.378928867749809051e+00,5.946715812623050823e+00,2.530443765680829848e+00
1.551001763070992023e+00,2.142268188815643071e-01,4.830332514523103526e+00,3.359694320215099061e+00,1.586803923629803714e+00
1.965354660932628617e-01,8.684822548786229390e+00,3.487014218283465361e+00,2.422210881683596551e+00,8.781761385957368660e+00
4.110014284126887851e+00,5.020736489386735002e+00,1.236099215088096948e+00,1.491116556289175721e+00,9.057365734608902486e+00
2.602323487863603124e-01,4.784772072628112660e+00,3.420583565619271571e+00,1.163803171311776685e+00,4.624318207069946673e+00
2.209970842690147375e-01,2.846026512368684536e-01,3.396984135795101611e+00,4.507908388553539147e+00,4.308937188273051500e-01
1.831528207362784322e+00,8.411455798875035583e+00,3.217414127352917763e+00,5.365790691068815121e+00,7.568618299299144425e+00
2.479564463728613610e+00,2.293039475749978351e+00,5.443162699804658722e+00,4.697632787945058119e+00,4.445359334985667488e+00
5.296482101756624594e+00,5.766217770447452651e-01,9.286771874901071921e-01,3.878794745270996547e+00,4.731670971730200570e+00
7.073891174030546569e-01,2.907551832975461270e-01,2.665838749813405961e+00,6.157054961612601351e-01,6.286693543948651541e-01
1.565977820612026727e+00,1.225952513444580116e+00,3.000189917738462775e-01,4.997621149850293598e+00,1.974454926992724957e+00
5.308625122577017574e-01,1.268608206620704115e-01,2.635900177877270156e+00,4.188904054122158271e+00,5.480009459245372971e-01
6.074865994524595969e+00,3.389893283425239323e-01,6.212733136905693065e+00,1.095342351547242132e-01,6.408666654076010438e+00
8.601634779726524016e+00,1.722948862050067920e+00,2.365306251372483182e+00,1.477627404643033993e+00,9.780903886737966957e+00
5.907176380140857219e+00,4.389050160671362777e-01,2.159963322200621594e+00,2.318569014085954727e+00,6.340951396392632056e+00
1.677815898742298417e+00,2.490643820209175185e+00,2.650584080975002532e+00,4.365660153514960840e+00,2.795837552192562914e+00
1.316383097298229998e+00,1.266512585266719171e-01,3.405548045630120146e+00,2.917515602020034349e-01,1.189785969608982752e+00
5.619690642655360335e+00,8.053435515781160348e+00,5.224863129592675209e-02,3.937728099769164380e+00,5.462007736623205822e+00
1.261121997925185978e+00,1.290468224532814068e+00,3.180814718591669532e+00,1.973867406038955608e+00,2.100966976608233505e+00
3.990430936052526079e+00,1.086871846857259127e+00,2.658630264922650532e+00,2.064111462586328827e+00,4.928556831305722419e+00
3.470233064519648858e-01,5.742192357303979033e-01,4.571115979527357709e+00,1.735588997946307499e+00,2.648383351040248801e-01
5.408535194246047340e+00,5.463595823903213411e-01,1.024750572262267623e+00,3.603983174396201417e+00,4.954886315128430141e+00
3.217055585615200552e-01,6.984298294923576567e-01,8.936122522668202839e-01,3.201350184286062994e+00,5.378710005355360479e-01
4.685703452177247819e-01,1.617926711247093419e+00,5.958636491944308666e+00,5.183832440620132154e+00,1.980069664990552036e+00
6.341866915985924003e+00,8.816490731817907545e+00,4.140167891169410197e+00,4.653103229859056000e+00,1.467598950872733177e+01
4.427351896205647952e-01,4.441080135555737662e+00,4.284772426921177768e+00,1.522692753862908699e+00,4.033184195178245446e+00
1.889359187678953944e+00,5.170371014561347067e+00,5.151113861816039474e+00,5.779631009936441188e+00,6.790154825549659989e+00
8.303205258907363273e+00,2.821790567758490353e-01,1.911073661234164112e+00,2.584810980952676029e+00,8.525544866252454668e+00
5.356476595229241688e+00,3.414820739709031328e-01,6.052671697334178980e+00,6.140377460144794242e+00,5.696724647743400816e+00
2.517346236248080071e+00,1.890143837499830504e+00,2.276702536024323820e+00,6.881679833135504465e-01,3.121038688854786525e+00
3.885277459735061445e+00,3.600324902742516042e-01,3.888859404619926963e+00,8.463214796023330044e-02,3.608241616886671554e+00
1.675990902322471943e+00,3.075673603834743197e+00,5.859179095682216065e+00,2.063020379476955490e+00,2.022370072788411299e+00
1.482086000023040140e-01,5.176022247296797829e+00,1.717873334938743168e+00,5.297110927783038825e+00,5.042173220935805666e+00
1.047768052075829098e-01,1.252970471701220778e-01,2.838973287872379903e+00,3.042027212519232471e+00,2.288985503579971936e-01
1.886732558899862633e-01,6.727908133195974472e+00,2.561950015373665845e+00,1.788720539866730963e+00,6.864198866348250938e+00
1.147886758441330590e+00,3.946909452635577686e+00,2.274064267018604202e+00,2.309886036266333598e+00,5.094225690468800138e+00
1.633971965888966205e-01,6.218847233978893607e-01,2.765263209340136807e+00,4.181260470356038539e+00,6.669132876873086202e-01
1.355571167546143707e+00,4.657266407745895620e+00,5.831120831804931903e+00,4.940908463460099154e-01,5.559834974186746770e+00
2.721390513489645002e+00,7.509892700599588578e-01,2.882025661316733434e+00,6.206235128114669486e+00,1.987573439303119249e+00
7.018065244605879549e+00,7.679847245945982337e+00,5.532971273591522632e+00,4.950947553525219647e+00,1.408120495495524871e+01
2.409142704250297196e-01,1.455269229295140576e+00,5.728185111354027192e+00,5.879623607790645856e+00,1.693816225145231780e+00
1.489682229372916167e-01,6.433098655904459839e+00,5.458316414449991605e+00,3.418868619134406650e+00,6.367199422528611485e+00
7.493518646368483971e+00,2.461663229216246307e-01,5.410069306701377201e+00,6.110241762326339199e+00,7.683407113869898275e+00
1.520834326472745746e+00,8.345030186727278032e-01,1.489525266732452780e+00,3.071947742510249491e+00,1.726216255475534478e+00
3.975029383523452697e+00,1.613304477309858986e-01,3.267528143290496345e+00,3.604205911948325625e+00,4.127646410185282555e+00
1.193761755878916808e-01,5.738328283705398825e+00,6.021647069383464057e+00,2.468902652079129290e+00,5.629102979380307126e+00
1.064910787094457689e-01,1.075643972241422108e-01,5.762987637706765476e+00,1.201459971647115710e+00,1.395256876506233701e-01
3.509598238487447563e+00,8.921998453321135614e+00,4.199689766884264763e+00,4.064555607502452261e+00,1.240861226942907791e+01
2.268982017638770277e+00,8.131018720152193069e+00,5.116889227184966416e+00,4.246195851584944059e+00,9.748598289952262519e+00
9.513662883117880442e-01,2.730172899158382349e-01,2.704106877303244616e+00,2.095670402758750495e+00,1.185702691133214026e+00
5.906388942598579384e-01,7.682433967938340214e-01,5.521314320876742343e+00,9.083101040107259827e-01,9.214163392575251965e-01
5.467913399032948263e+00,3.938539621636309107e+00,3.054773718308182229e+00,1.654497437243411806e+00,7.260794104082829215e+00
1.290608103733750789e-01,1.678719203073833377e+00,3.957844356033962896e+00,1.000766214558026945e+00,1.552029782071430608e+00
1.697585405414898940e-01,2.802557452863530862e+00,3.498880733620398420e+00,2.456443837450971834e+00,2.891854396775504377e+00
1.027615158220174019e+00,4.983566951373898490e+00,2.653141627471055752e+00,3.068722438385337092e+00,5.938223599854748791e+00
1.569028922532644532e-01,1.675212078304611385e+00,6.010959490346222012e+00,4.972583632624488992e+00,1.760058393068520521e+00
1.294557547052175961e+00,4.600069505705416617e+00,2.856660692900681031e-01,7.216724897264951144e-01,5.799343356767651336e+00
5.129359825279008467e-01,4.228831854269894941e-01,1.978629185136318247e+00,2.114368995385631944e+00,9.336846256245387998e-01
4.608013999457321042e-01,4.327318151616164066e+00,2.718933106459118676e+00,4.269241393744648505e+00,4.361160660288480706e+00
2.438168077051168225e+00,4.926022127127915873e+00,4.514005528327907690e+00,5.995360782845256864e+00,5.688229322098161234e+00
2.133630052517274389e-01,1.097929539571052271e-01,4.110070903131999742e+00,1.142436773966421626e+00,1.069292742725227313e-01
1.479405544373452452e-01,6.587106549839073288e+00,3.889543232801420558e+00,3.691312682944189127e+00,6.732212964648594422e+00
1.234295021528356573e+00,3.042415900960445119e-01,2.998356537424261781e+00,4.909746039492064007e+00,1.168401667179895798e+00
4.365091872968304698e-01,5.035669663911509275e+00,4.957500109131159682e+00,8.449101232811185858e-01,4.802805348377611416e+00
2.034670884244804134e-01,1.679294161196231316e+00,2.315011771408021612e+00,1.716474521439615986e+00,1.850944270676293746e+00
1.148387242748265813e-01,5.493553170036140632e-01,5.941140220231962310e+00,4.691189918730855446e+00,5.956263910796568695e-01
4.255036645176032417e-01,5.618630623589098150e+00,1.477418731574982269e+00,4.376184904720481939e+00,5.206615601281045613e+00
1.972885756798408441e-01,3.183028842391808499e+00,1.159927746419648686e+00,2.206217068978932883e+00,3.286268130841057289e+00
1.583354779405481139e-01,3.436973949915902438e+00,2.822543177766524192e+00,3.795020250265954243e+00,3.528583358833893513e+00
1.391343417456201159e+00,7.565552741488893673e+00,1.992632994049033490e+00,2.228180873151073271e+00,8.924385495337512353e+00
9.030683750623769157e+00,1.871417428025130558e-01,7.039398030414969476e-01,2.286232193441977589e+00,9.030471459736400419e+00
4.650731468411684610e-01,3.585815205439680797e-01,5.048043222867254487e-01,2.937033003702112843e+00,3.029795276286736949e-01
1.820479710604817392e+00,5.341646369709586395e+00,3.435097196547174381e+00,4.158020715618794050e+00,6.814061601035285243e+00
1.481517699590467307e+00,3.645052282978209490e-01,7.422932607571776364e-02,3.109504329396885591e+00,1.119738902280743353e+00
1.999880130058213412e+00,1.437643888121765023e+00,4.589561254851424188e+00,5.170993407372995065e+00,3.297222441857674546e+00
7.133243332263973890e+00,1.896935472320281146e+00,4.215691651102206339e-01,5.382961586075832194e+00,7.819896786807645661e+00
5.209622437665774042e-01,1.188203283734284715e-01,1.164071935576899558e-01,2.570574744466347816e+00,4.357013665537564084e-01
1.015375952932976888e+00,5.165309189515132626e-01,5.677615221672686729e+00,8.141395826687479742e-01,1.206512338859848432e+00
3.895007446523736760e+00,1.250361579539516210e-01,3.695217915025417188e+00,2.487592921588473782e+00,3.941158865882643081e+00
1.748661718038810431e+00,1.048256341794252394e-01,5.650708272721512770e+00,2.397360720523801447e+00,1.644531546859132165e+00
3.846005337551583914e+00,5.738101067985525994e-01,3.641488118569430998e+00,2.133781293925415046e+00,3.924193154612357404e+00
1.506286967925459519e-01,3.777069927745102529e-01,5.203074423354707712e+00,2.347349364048322506e+00,2.370281212036066676e-01
4.806667112096399963e-01,6.742767919575111790e+00,5.816349305222138000e+00,2.674466390040216357e+00,6.262101230168224397e+00
3.192100942395453167e+00,1.325320545482503998e-01,2.837400255297469268e-02,1.494396092858012670e+00,3.208669777365815712e+00
1.607843763090473166e+00,3.435201540105319862e-01,2.940939099353795605e+00,2.915450206559194513e+00,1.951271974568669965e+00
2.158231066140743781e+00,2.169076528582337682e-01,5.862426838186363121e+00,4.006417454217960028e+00,2.107505283233786386e+00
4.266205856351133363e+00,1.870829701335627648e+00,3.389878804789314137e-01,2.869720608616975976e+00,2.936766589510368508e+00
6.853482691104062496e+00,2.036652428182439856e+00,6.217431174852551479e+00,4.337052931551427903e+00,6.527876993543153539e+00
4.590743715537352720e+00,1.014715830596926827e+00,5.868123634224187590e+00,6.623451443692718321e-01,5.149470576812123390e+00
4.042355985657373196e-01,3.256610006521065692e-01,3.666444760084735854e+00,3.473596483397258794e+00,7.265454618028288625e-01
1.761434960179607767e+00,2.773995822629878205e+00,6.233676697641275410e+00,5.596898702515616719e+00,4.319130791559327776e+00
9.258354948919284011e-01,8.423212846052796632e-01,3.969519954308713849e+00,3.532789504386729895e+00,1.726262995079635543e+00
1.100580569219107518e+00,3.365507270679082286e+00,1.620258540342631726e+00,1.154364988458527197e+00,4.376802173513924643e+00
4.722375084050246530e-01,1.715795410595312709e-01,3.898223512196155927e+00,4.459828257598374535e+00,6.241869711481775607e-01
2.833552049666669403e-01,8.056022221242601589e+00,2.048099831152959016e+00,5.822586836119212350e+00,7.829341620766379073e+00
1.231796991668931973e-01,2.064555560537084944e-01,4.384796930605102006e+00,6.153513201569152713e+00,2.186231271057665626e-01
2.584952720667954562e-01,1.814785598823473456e-01,3.513290270727480458e+00,4.543251507041550674e+00,3.847844656589492485e-01
6.929163889191563008e+00,1.396522366157305628e-01,3.695536616175893130e+00,3.955595802649229054e+00,7.064211557731614022e+00
8.679805022682268500e+00,1.742391141861004078e+00,4.309746257827473670e+00,3.005517836430172895e+00,9.292078979241043868e+00
2.770553559277612266e+00,9.832248183054453916e-01,5.973134365281686620e+00,5.907298887445694646e+00,3.752205934825179057e+00
4.262678907486266988e-01,3.281592606669778700e+00,2.964180437265899304e+00,4.536916358369281532e+00,3.308342182952138444e+00
9.829753019178642859e+00,3.981402606217345763e+00,2.469987875159017854e+00,3.241620305978975658e+00,1.298380473380214539e+01
8.240950523355360380e-01,2.051683738578624627e+00,8.048559462107023332e-01,2.743197384389349125e+00,1.916626217108661656e+00
1.239859562032986640e-01,6.582659852472837470e-01,1.398443412297348143e+00,5.113633795762570600e+00,5.581932290893225623e-01
3.862806483065600038e-01,3.093954200621618078e+00,2.120276574661953628e+00,2.267864205763578500e+00,3.476499571458786964e+00
1.799203279998579763e+00,1.786601385352879767e-01,4.632235630176394281e+00,3.692728669020404642e+00,1.910098873765507799e+00
6.835826878534914997e+00,4.315361076265424867e-01,7.918045627108173667e-02,1.993690467238241171e+00,6.702730720986702195e+00
3.552940807116236055e+00,2.384527592684260622e+00,4.526403668916387346e+00,2.527598966472105690e+00,3.358052781196147141e+00
1.015512439116489141e+00,6.152474416539263302e+00,2.816150942893375086e-01,3.099975897207489228e-01,7.167635788256434104e+00
1.881399143264187168e-01,5.444039633942760581e+00,5.563667302857421504e+00,3.470929781557651417e+00,5.352725009758606767e+00
1.288435649379212344e-01,1.003724213436311130e-01,4.172772064504704836e+00,5.858526947225748849e+00,1.539755355277677429e-01
5.818345082840951088e-01,2.789413991996005482e+00,1.966973693369541643e+00,3.921019090352122483e-01,2.847127166126575570e+00
3.999141055774198872e+00,1.197371986652119441e-01,1.819964874748237982e+00,2.429038696879330494e+00,4.097919500940311544e+00
1.620527070773647160e-01,7.639268040877968957e-01,5.471090115457101000e+00,4.722421031879276754e+00,8.895114412154275785e-01
1.609614865141577589e+00,7.853092563772060553e-01,4.375404287181378749e+00,1.744040480013973715e+00,1.000737567802232331e+00
1.846458067474422426e-01,1.189434762363893228e+00,3.887791479163855701e+00,4.476724154355989249e+00,1.346884931838958188e+00
9.738806563356720014e-01,2.183569932456520313e+00,4.847794256847143934e+00,5.777650840483203876e-01,1.973776608454589354e+00
5.876878938551961085e+00,1.350885256417879432e-01,8.358911989843020862e-01,5.931978144302514799e+00,5.928773094738915894e+00
8.958711789460093167e-01,2.386340238521863499e-01,3.628153921438787677e+00,1.848108355155815952e+00,8.779031836265854816e-01
8.730285152423210571e-01,1.810080257051885466e+00,4.302957994320611768e+00,5.505010289664133971e+00,2.275467939891733238e+00
3.727105293110433148e-01,6.157362455699616710e+00,4.108290466647956052e+00,5.491560572116893635e-01,5.818635289613803607e+00
2.465807883440293224e+00,6.285113819100534016e-01,2.728766622281169618e-01,3.126832860806559200e+00,1.871629813259514830e+00
7.823580619632806155e-01,2.772954962272091151e-01,5.205750819822117847e+00,5.169532701586414092e+00,1.059519285933847144e+00
3.214726753615688271e+00,9.248515030122435476e+00,2.118000745403830987e+00,3.223590672641130084e+00,1.107000392064781913e+01
1.187322097255884001e-01,5.806892653651392067e-01,1.563538788230357079e+00,2.339315401153708507e+00,6.706236547367575573e-01
5.848075093793340784e+00,3.178749326095274164e+00,6.132155974332917925e-01,6.048137161675303908e+00,8.300029426779293118e+00
6.843952513283716454e-01,1.025764193587114098e-01,4.820616168943613111e+00,8.349103202185933492e-01,6.209944274165900557e-01
1.337045417843531203e-01,1.495182867106802371e-01,2.403181110865598047e+00,2.839058038231332404e+00,2.765444055325844142e-01
4.225661887894382573e+00,1.344316636820149236e-01,3.479465886151126286e-01,4.319033535992932826e+00,4.136075774806337257e+00
8.704187366341898269e+00,3.865531091890466175e-01,1.030990527077226687e-01,5.729907019927454215e+00,9.013505243131120892e+00
5.394292311912510796e-01,6.398594177616396372e+00,2.540222430877044246e+00,2.132885758284431554e-01,6.041242116459429212e+00
1.319714907193591635e+00,8.807365009564411817e-01,1.857627708396634603e+00,3.382288483870962703e-02,1.391202678409283688e+00
3.019547047238961390e+00,1.975598680368219062e-01,5.184292462451561612e+00,4.479311439390536442e+00,3.172597430966062948e+00
4.499175511439680863e-01,6.246703462873418600e-01,6.252969571062989118e+00,4.686488782758122973e+00,7.714043053612514855e-01
6.296932223601848122e+00,6.007120232837014129e+00,3.541660379776644607e+00,2.950960715118617461e+00,1.177159384214019688e+01
3.217864539209575048e-01,6.807436007050050364e+00,9.891943419927549108e-01,1.586149792215911125e+00,7.075882183905276790e+00
1.165161564456876242e+00,5.611826415913704125e+00,1.102323822930656894e+00,4.640887341371643160e+00,4.559580245172148771e+00
2.532536169704439621e-01,1.258277170729533156e-01,4.182734008445764928e+00,6.244040531509543968e+00,2.234884520823478549e-01
1.679734744056877283e+00,9.629902577408105957e-01,3.078659584279908934e+00,3.377114997809653296e+00,2.615525931358942735e+00
7.909627203985223787e+00,4.129299645470491109e-01,4.546833029896403033e+00,4.808708022294761797e+00,8.309166574380066450e+00
2.348766189971474461e+00,8.198802807424873107e-01,1.902402022888602731e-02,1.593175781156039417e+00,2.485152540107359087e+00
1.600966383113798130e+00,2.493585546460818758e+00,5.458215138860805782e-01,2.855067791985072212e+00,1.845669414507986605e+00
3.663824267989492345e+00,1.103317884938732174e+00,3.944385462282106403e+00,4.161903040712023660e+00,4.747118840252203320e+00
4.279865479588317534e+00,6.447233434075746450e-01,4.026419651471329963e+00,5.652064939480929695e+00,4.293061353175319894e+00
8.211632819049075049e-01,2.835241610408587132e+00,2.136889454289121026e+00,5.462553830461684967e+00,2.033512701458666694e+00
2.358158172457220036e+00,4.437173694426209125e-01,2.777057915247509889e+00,5.604699036937049073e+00,1.940972406740820055e+00
4.583882654660617062e-01,7.794881767898513836e-01,6.146983689768604542e+00,3.526034458301375629e+00,4.447385048423481146e-01
9.070167748968794186e+00,7.554143332250945475e-01,1.087659997997629802e+00,2.566827228035743147e+00,9.170194874867885204e+00
1.420087145741254497e-01,6.983107857265093976e-01,4.374351714528797452e-01,1.488044495049447136e+00,7.787066587130047068e-01
5.606699381531362825e+00,8.372607089620335286e-01,9.773217978053013733e-01,4.180321801225399980e+00,4.771293444493330149e+00
1.043526219157768498e-01,1.455085785275357591e+00,1.951579668378751409e+00,2.502978048351781615e-01,1.445216278614079641e+00
3.011839548854725046e-01,3.606370664975187434e+00,5.383641815435780131e+00,3.546428355318425485e+00,3.539023725040740587e+00
1.682244167950586622e+00,3.258540980084011496e-01,5.429472171634921018e+00,1.330921999109642817e+00,1.518100222256694609e+00
1.333037075413149974e+00,2.582665462353280761e-01,5.750832287477855687e+00,5.568520361009515085e+00,1.587714035670620083e+00
7.393629190416864949e-01,3.119194134049401601e+00,2.688367927519483391e+00,5.831185695642739475e+00,2.379831942246750653e+00
1.761565625579830374e-01,3.499679009016336106e+00,3.152306092350383171e-01,2.240294250623700467e+00,3.442536639756971439e+00
3.558244611108498656e-01,1.092763115736302915e+00,3.852082001149158774e+00,3.731740142453410680e+00,1.446644957913463925e+00
2.640791641634212095e+00,1.212164939148603626e-01,6.945499717593256461e-02,1.027200570553536529e+00,2.712347959795628594e+00
1.045988529558941060e-01,4.418818828036385482e-01,9.832710021075223850e-01,6.041443645741566115e+00,4.873723546041676680e-01
8.834721799091658667e+00,4.463465979646450421e+00,5.565796194590786783e+00,4.736804907904093476e+00,1.229873636054986719e+01
2.214675567803150447e-01,1.025284811195113388e+00,3.381763016247859577e-01,5.048962822860895372e+00,1.048584327018902140e+00
1.431882605077342330e+00,1.086169971993568906e+00,6.023061943301846632e+00,2.944775732588936545e+00,3.546099254999242056e-01
1.346094762670311251e+00,3.640532721770071700e-01,3.565835997470024221e+00,3.550715444096470996e+00,1.710115277545056545e+00
1.586265929416171006e-01,8.402802877223126687e-01,5.741733302980595255e+00,9.496026752734663123e-01,8.674494176972405990e-01
1.760992126413603309e-01,3.000009642780955277e-01,7.691628236730755352e-01,5.172670671833339284e+00,2.981470454657040858e-01
2.770965132109983742e-01,8.439453283897931923e-01,4.281293567194995653e+00,2.525505138258969051e+00,8.384488340129175876e-01
2.493920530384391709e-01,2.749161201464038196e-01,2.529895362193660180e+00,3.300519402278851988e+00,4.859612268953709124e-01
8.665870275461355021e+00,4.984305129131401557e+00,3.188700686319315691e-01,4.197008060421156372e+00,5.995490346349156674e+00
7.869569275040421807e+00,2.415681637918522251e-01,5.956913219224321487e+00,1.376344844672275469e+00,7.841475256351627010e+00
1.105064797061304366e-01,2.030248040390613407e-01,2.959266724028982498e+00,2.615211806450798981e+00,3.093091962549929241e-01
1.687556477062262250e-01,1.130134983151061673e-01,5.269500266672118904e+00,2.857967122555677975e+00,1.132634028178603341e-01
1.411609061782927332e+00,8.763697045625836068e+00,4.249443867268518638e+00,5.368142198627666062e+00,9.465917046579784611e+00
1.492324702249427093e-01,1.771467224627064907e-01,6.276799390051941430e+00,1.677668868158711968e+00,2.183480582931130454e-01
2.745976763998135839e-01,2.010302817329777392e-01,3.050969373481285274e+00,5.676000101955251509e+00,1.407747564957594899e-01
