host_label,method,seed,dataset_dir,dataset_name,result_status,result_path,formatted_formula,raw_equation_kind,normalization_mode,artifact_valid,ast_node_count,tree_depth,operator_set,canonical_validation_errors
anon-node-08,llmsr,1314,sim-datasets-data/keijzer/Keijzer-5,Keijzer-5,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Keijzer-5/experiments/Keijzer-5_llmsr_seed1314_20260416-150234/result.json,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x0**2 + c5*x1**2 + c6*x2**2 + c7*sin(x0) + c8*cos(x1) + c9*sin(x2),python_function,llmsr_python_return,True,38,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-08,llmsr,1314,sim-datasets-data/keijzer/Keijzer-6,Keijzer-6,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Keijzer-6/experiments/Keijzer-6_llmsr_seed1314_20260416-150234/result.json,c0 + c1*x0 + c2*x0**2 + c3*sin(x0) + c4*cos(x0),python_function,llmsr_python_return,True,18,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-08,llmsr,1314,sim-datasets-data/keijzer/Keijzer-7,Keijzer-7,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Keijzer-7/experiments/Keijzer-7_llmsr_seed1314_20260416-150234/result.json,c0 + c1*x0 + c2*x0**2 + c3*sin(x0) + c4*cos(x0),python_function,llmsr_python_return,True,18,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-08,llmsr,1314,sim-datasets-data/keijzer/Keijzer-8,Keijzer-8,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Keijzer-8/experiments/Keijzer-8_llmsr_seed1314_20260416-150234/result.json,c0 + c1*x0 + c2*x0**2 + c3*sin(x0) + c4*cos(x0),python_function,llmsr_python_return,True,18,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-08,llmsr,1314,sim-datasets-data/keijzer/Keijzer-9,Keijzer-9,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Keijzer-9/experiments/Keijzer-9_llmsr_seed1314_20260416-150234/result.json,c0 + c1*x0 + c2*x0**2 + c3*sin(x0) + c4*cos(x0),python_function,llmsr_python_return,True,18,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-08,llmsr,1314,sim-datasets-data/korns/Korns-1,Korns-1,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Korns-1/experiments/Korns-1_llmsr_seed1314_20260416-150236/result.json,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4,python_function,llmsr_python_return,True,17,3,"['add', 'mul']",[]
anon-node-08,llmsr,1314,sim-datasets-data/korns/Korns-10,Korns-10,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Korns-10/experiments/Korns-10_llmsr_seed1314_20260416-150236/result.json,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4 + c6*x0**2 + c7*x1**2 + c8*x2**2 + c9*x0*x1,python_function,llmsr_python_return,True,36,4,"['add', 'mul', 'pow']",[]
anon-node-08,llmsr,1314,sim-datasets-data/korns/Korns-11,Korns-11,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Korns-11/experiments/Korns-11_llmsr_seed1314_20260416-150236/result.json,c0 + c1*x0**2 + c2*x1**3 + c3*sin(x2) + c4*cos(x3) + c5*x4**2 + c6*x0*x1 + c7*x1*x2 + c8*x2*x3 + c9*x3*x4,python_function,llmsr_python_return,True,41,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-08,llmsr,1314,sim-datasets-data/korns/Korns-12,Korns-12,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Korns-12/experiments/Korns-12_llmsr_seed1314_20260416-150236/result.json,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4 + c6*x0**2 + c7*x1**2 + c8*x2**2 + c9*x0*x1,python_function,llmsr_python_return,True,36,4,"['add', 'mul', 'pow']",[]
anon-node-08,llmsr,1314,sim-datasets-data/korns/Korns-2,Korns-2,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Korns-2/experiments/Korns-2_llmsr_seed1314_20260416-160240/result.json,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4 + c6*x0**2 + c7*x1**2 + c8*sin(x2) + c9*cos(x3),python_function,llmsr_python_return,True,35,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-08,llmsr,1314,sim-datasets-data/korns/Korns-3,Korns-3,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Korns-3/experiments/Korns-3_llmsr_seed1314_20260416-160240/result.json,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4 + c6*x0*x1 + c7*x0*x2 + c8*x1*x3 + c9*x2*x4,python_function,llmsr_python_return,True,33,3,"['add', 'mul']",[]
anon-node-08,llmsr,1314,sim-datasets-data/korns/Korns-4,Korns-4,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Korns-4/experiments/Korns-4_llmsr_seed1314_20260416-160240/result.json,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4 + c6*x0**2 + c7*x1**2 + c8*sin(x2) + c9*cos(x3),python_function,llmsr_python_return,True,35,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-08,llmsr,1314,sim-datasets-data/korns/Korns-5,Korns-5,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Korns-5/experiments/Korns-5_llmsr_seed1314_20260416-160240/result.json,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4 + c6*x0**2 + c7*x1**2 + c8*sin(x2) + c9*cos(x3),python_function,llmsr_python_return,True,35,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-08,llmsr,1314,sim-datasets-data/korns/Korns-6,Korns-6,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Korns-6/experiments/Korns-6_llmsr_seed1314_20260416-160241/result.json,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4 + c6*x0**2 + c7*x1**2 + c8*sin(x2) + c9*cos(x3),python_function,llmsr_python_return,True,35,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-08,llmsr,1314,sim-datasets-data/korns/Korns-7,Korns-7,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Korns-7/experiments/Korns-7_llmsr_seed1314_20260416-160241/result.json,c0 + c1*x0**2 + c2*x1**3 + c3*sin(x2) + c4*x3**2*x4 + c5*cos(x0*x1),python_function,llmsr_python_return,True,28,5,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-08,llmsr,1314,sim-datasets-data/korns/Korns-8,Korns-8,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Korns-8/experiments/Korns-8_llmsr_seed1314_20260416-160242/result.json,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4 + c6*x0**2 + c7*x1**2 + c8*sin(x2) + c9*cos(x3),python_function,llmsr_python_return,True,35,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-08,llmsr,1314,sim-datasets-data/korns/Korns-9,Korns-9,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-08/llmsr/llmsr/Korns-9/experiments/Korns-9_llmsr_seed1314_20260416-160242/result.json,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4,python_function,llmsr_python_return,True,17,3,"['add', 'mul']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG0,BPG0,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG0/experiments/BPG0_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0*x1 + c4*x0**2 + c5*x1**2 + c6*sin(x0) + c7*cos(x1),python_function,llmsr_python_return,True,30,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG1,BPG1,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG1/experiments/BPG1_llmsr_seed1314_20260416-130204/result.json,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*exp(-c6*(x0 + x1)),python_function,llmsr_python_return,True,27,6,"['add', 'exp', 'mul', 'pow']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,BPG10,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG10/experiments/BPG10_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0*x1,python_function,llmsr_python_return,True,12,3,"['add', 'mul']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG11,BPG11,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG11/experiments/BPG11_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0**2 + c2*x1**2 + c3*x0*x1 + c4*x0 + c5*x1 + c6*sin(x0) + c7*cos(x1) + c8*sin(x1) + c9*cos(x0),python_function,llmsr_python_return,True,38,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG12,BPG12,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG12/experiments/BPG12_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*x0*x1 + c6*x0**3 + c7*x1**3 + c8*x0**2*x1 + c9*x0*x1**2,python_function,llmsr_python_return,True,44,4,"['add', 'mul', 'pow']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG13,BPG13,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG13/experiments/BPG13_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*x0*x1 + c6*sin(x0) + c7*cos(x1) + c8*x0**3 + c9*x1**3,python_function,llmsr_python_return,True,40,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG14,BPG14,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG14/experiments/BPG14_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*exp(-c6*(x0 + x1)),python_function,llmsr_python_return,True,27,6,"['add', 'exp', 'mul', 'pow']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG15,BPG15,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG15/experiments/BPG15_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*exp(-c6*(x0 + x1)),python_function,llmsr_python_return,True,27,6,"['add', 'exp', 'mul', 'pow']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG16,BPG16,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG16/experiments/BPG16_llmsr_seed1314_20260416-130204/result.json,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*exp(-c6*(x0 + x1)) + c7*sin(c8*x0 + c9*x1),python_function,llmsr_python_return,True,37,6,"['add', 'exp', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17,BPG17,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG17/experiments/BPG17_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*sin(x1) + c5*cos(x0) + c6*exp(x1),python_function,llmsr_python_return,True,25,4,"['add', 'cos', 'exp', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG18,BPG18,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG18/experiments/BPG18_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*x0*x1 + c6*sin(x0) + c7*cos(x1) + c8*exp(-x0**2 - x1**2) + c9*tanh(x0 + x1),python_function,llmsr_python_return,True,50,7,"['add', 'cos', 'exp', 'mul', 'pow', 'sin', 'tanh']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG19,BPG19,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG19/experiments/BPG19_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*exp(-c6*(x0 + x1)),python_function,llmsr_python_return,True,27,6,"['add', 'exp', 'mul', 'pow']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG2,BPG2,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG2/experiments/BPG2_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0**2 + c2*x1**2 + c3*x0*x1 + c4*x0 + c5*x1 + c6*sin(x0) + c7*cos(x1) + c8*sin(x1) + c9*cos(x0),python_function,llmsr_python_return,True,38,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG20,BPG20,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG20/experiments/BPG20_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0**2 + c2*x1**2 + c3*x0*x1 + c4*x0**3 + c5*x1**3 + c6*x0**2*x1 + c7*x0*x1**2,python_function,llmsr_python_return,True,38,4,"['add', 'mul', 'pow']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG21,BPG21,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG21/experiments/BPG21_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*x0*x1 + c6*sin(x0) + c7*sin(x1) + c8*exp(-x0**2 - x1**2) + c9*exp(-(x0 - x1)**2),python_function,llmsr_python_return,True,56,8,"['add', 'exp', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG22,BPG22,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG22/experiments/BPG22_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0**2 + c2*x1**2 + c3*x0*x1 + c4*sin(x0) + c5*sin(x1) + c6*x0 + c7*x1 + c8*log(x0 + 1) + c9*log(x1 + 1),python_function,llmsr_python_return,True,42,5,"['add', 'log', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG23,BPG23,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG23/experiments/BPG23_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0**2 + c2*x1**2 + c3*x0*x1 + c4*x0 + c5*x1 + c6*sin(x0) + c7*cos(x1) + c8*sin(x1) + c9*cos(x0),python_function,llmsr_python_return,True,38,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,BPG3,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG3/experiments/BPG3_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*exp(-c6*(x0 + x1)) + c7*x0**2*x1**2 + c8*sin(c9*(x0 + x1)),python_function,llmsr_python_return,True,43,6,"['add', 'exp', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG4,BPG4,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG4/experiments/BPG4_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0**2 + c2*x1**2 + c3*x0*x1 + c4*x0 + c5*x1 + c6*sin(x0) + c7*cos(x1) + c8*sin(x1) + c9*cos(x0),python_function,llmsr_python_return,True,38,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG5,BPG5,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG5/experiments/BPG5_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*x0*x1 + c6*sin(x0) + c7*cos(x1),python_function,llmsr_python_return,True,30,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG6,BPG6,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG6/experiments/BPG6_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0**2 + c2*x1**2 + c3*x0*x1 + c4*x0 + c5*x1 + c6*sin(x0) + c7*sin(x1),python_function,llmsr_python_return,True,30,4,"['add', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG7,BPG7,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG7/experiments/BPG7_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*x0*x1 + c6*sin(x0) + c7*cos(x1) + c8*sin(x0)*cos(x1),python_function,llmsr_python_return,True,36,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
anon-node-05,llmsr,1314,sim-datasets-data/llm-srbench/bio_pop_growth/BPG8,BPG8,ok,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG8/experiments/BPG8_llmsr_seed1314_20260416-130205/result.json,c0 + c1*x0 + c2*x1 + c3*x0*x1 + c4*x0**2 + c5*x1**2 + c6*sin(x0) + c7*cos(x0) + c8*sin(x1) + c9*cos(x1),python_function,llmsr_python_return,True,38,4,"['add', 'cos', 'mul', 'pow', 'sin']",[]
