host_label,dataset_name,dataset_dir,seed,task_status,result_status,task_seconds,progress_exists,progress_records,first_iteration,last_iteration,max_iteration,progress_error,experiment_dir
anon-node-05,BPG19,sim-datasets-data/llm-srbench/bio_pop_growth/BPG19,1314,ok,ok,3610.561,True,120,1,120,120,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG19/experiments/BPG19_llmsr_seed1314_20260416-130205
anon-node-05,BPG2,sim-datasets-data/llm-srbench/bio_pop_growth/BPG2,1314,ok,ok,3610.394,True,115,1,115,115,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG2/experiments/BPG2_llmsr_seed1314_20260416-130205
anon-node-05,BPG20,sim-datasets-data/llm-srbench/bio_pop_growth/BPG20,1314,ok,ok,3610.137,True,124,1,124,124,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG20/experiments/BPG20_llmsr_seed1314_20260416-130205
anon-node-05,BPG21,sim-datasets-data/llm-srbench/bio_pop_growth/BPG21,1314,ok,ok,3610.725,True,107,1,107,107,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG21/experiments/BPG21_llmsr_seed1314_20260416-130205
anon-node-05,BPG22,sim-datasets-data/llm-srbench/bio_pop_growth/BPG22,1314,ok,ok,3609.965,True,112,1,112,112,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG22/experiments/BPG22_llmsr_seed1314_20260416-130205
anon-node-05,BPG23,sim-datasets-data/llm-srbench/bio_pop_growth/BPG23,1314,ok,ok,3610.759,True,125,1,125,125,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG23/experiments/BPG23_llmsr_seed1314_20260416-130205
anon-node-05,BPG3,sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,1314,ok,ok,3610.513,True,113,1,113,113,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG3/experiments/BPG3_llmsr_seed1314_20260416-130205
anon-node-05,BPG4,sim-datasets-data/llm-srbench/bio_pop_growth/BPG4,1314,ok,ok,3610.475,True,115,1,115,115,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG4/experiments/BPG4_llmsr_seed1314_20260416-130205
anon-node-05,BPG5,sim-datasets-data/llm-srbench/bio_pop_growth/BPG5,1314,ok,ok,3610.082,True,112,1,112,112,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG5/experiments/BPG5_llmsr_seed1314_20260416-130205
anon-node-05,BPG6,sim-datasets-data/llm-srbench/bio_pop_growth/BPG6,1314,ok,ok,3610.46,True,111,2,112,112,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG6/experiments/BPG6_llmsr_seed1314_20260416-130205
anon-node-05,BPG7,sim-datasets-data/llm-srbench/bio_pop_growth/BPG7,1314,ok,ok,3609.892,True,124,1,124,124,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG7/experiments/BPG7_llmsr_seed1314_20260416-130205
anon-node-05,BPG8,sim-datasets-data/llm-srbench/bio_pop_growth/BPG8,1314,ok,ok,3610.207,True,119,1,119,119,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG8/experiments/BPG8_llmsr_seed1314_20260416-130205
anon-node-05,BPG9,sim-datasets-data/llm-srbench/bio_pop_growth/BPG9,1314,ok,ok,3610.332,True,113,1,113,113,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/BPG9/experiments/BPG9_llmsr_seed1314_20260416-130205
anon-node-05,CRK0,sim-datasets-data/llm-srbench/chem_react/CRK0,1314,ok,ok,3610.484,True,102,1,102,102,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK0/experiments/CRK0_llmsr_seed1314_20260416-130205
anon-node-05,CRK1,sim-datasets-data/llm-srbench/chem_react/CRK1,1314,ok,ok,3610.515,True,104,2,105,105,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK1/experiments/CRK1_llmsr_seed1314_20260416-130205
anon-node-05,CRK10,sim-datasets-data/llm-srbench/chem_react/CRK10,1314,ok,ok,3610.444,True,109,2,110,110,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK10/experiments/CRK10_llmsr_seed1314_20260416-130205
anon-node-05,CRK11,sim-datasets-data/llm-srbench/chem_react/CRK11,1314,ok,ok,3610.336,True,106,1,106,106,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK11/experiments/CRK11_llmsr_seed1314_20260416-130205
anon-node-05,CRK12,sim-datasets-data/llm-srbench/chem_react/CRK12,1314,ok,ok,3610.562,True,113,1,113,113,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK12/experiments/CRK12_llmsr_seed1314_20260416-130205
anon-node-05,CRK13,sim-datasets-data/llm-srbench/chem_react/CRK13,1314,ok,ok,3610.437,True,105,1,105,105,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK13/experiments/CRK13_llmsr_seed1314_20260416-130205
anon-node-05,CRK14,sim-datasets-data/llm-srbench/chem_react/CRK14,1314,ok,ok,3610.272,True,108,1,108,108,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK14/experiments/CRK14_llmsr_seed1314_20260416-130205
anon-node-05,CRK15,sim-datasets-data/llm-srbench/chem_react/CRK15,1314,ok,ok,3610.728,True,108,1,108,108,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK15/experiments/CRK15_llmsr_seed1314_20260416-130204
anon-node-05,CRK16,sim-datasets-data/llm-srbench/chem_react/CRK16,1314,ok,ok,3610.61,True,105,1,105,105,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK16/experiments/CRK16_llmsr_seed1314_20260416-130205
anon-node-05,CRK17,sim-datasets-data/llm-srbench/chem_react/CRK17,1314,ok,ok,3609.767,True,105,1,105,105,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK17/experiments/CRK17_llmsr_seed1314_20260416-130205
anon-node-05,CRK18,sim-datasets-data/llm-srbench/chem_react/CRK18,1314,ok,ok,3609.752,True,111,1,111,111,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK18/experiments/CRK18_llmsr_seed1314_20260416-130205
anon-node-05,CRK19,sim-datasets-data/llm-srbench/chem_react/CRK19,1314,ok,ok,3610.256,True,108,1,108,108,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK19/experiments/CRK19_llmsr_seed1314_20260416-130205
anon-node-05,CRK2,sim-datasets-data/llm-srbench/chem_react/CRK2,1314,ok,ok,3609.941,True,110,1,110,110,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK2/experiments/CRK2_llmsr_seed1314_20260416-130205
anon-node-05,CRK20,sim-datasets-data/llm-srbench/chem_react/CRK20,1314,ok,ok,3610.632,True,108,1,108,108,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK20/experiments/CRK20_llmsr_seed1314_20260416-130205
anon-node-05,CRK21,sim-datasets-data/llm-srbench/chem_react/CRK21,1314,ok,ok,3610.517,True,107,1,107,107,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK21/experiments/CRK21_llmsr_seed1314_20260416-130205
anon-node-05,CRK22,sim-datasets-data/llm-srbench/chem_react/CRK22,1314,ok,ok,3610.355,True,102,1,102,102,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK22/experiments/CRK22_llmsr_seed1314_20260416-130205
anon-node-05,CRK23,sim-datasets-data/llm-srbench/chem_react/CRK23,1314,ok,ok,3610.352,True,106,1,106,106,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK23/experiments/CRK23_llmsr_seed1314_20260416-130205
anon-node-05,CRK24,sim-datasets-data/llm-srbench/chem_react/CRK24,1314,ok,ok,3609.477,True,108,1,108,108,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK24/experiments/CRK24_llmsr_seed1314_20260416-130204
anon-node-05,CRK25,sim-datasets-data/llm-srbench/chem_react/CRK25,1314,ok,ok,3610.469,True,103,1,103,103,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK25/experiments/CRK25_llmsr_seed1314_20260416-130205
anon-node-05,CRK26,sim-datasets-data/llm-srbench/chem_react/CRK26,1314,ok,ok,3610.481,True,109,1,109,109,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK26/experiments/CRK26_llmsr_seed1314_20260416-130205
anon-node-05,CRK27,sim-datasets-data/llm-srbench/chem_react/CRK27,1314,ok,ok,3610.345,True,113,1,113,113,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK27/experiments/CRK27_llmsr_seed1314_20260416-130205
anon-node-05,CRK28,sim-datasets-data/llm-srbench/chem_react/CRK28,1314,ok,ok,3610.127,True,112,2,113,113,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK28/experiments/CRK28_llmsr_seed1314_20260416-130205
anon-node-05,CRK29,sim-datasets-data/llm-srbench/chem_react/CRK29,1314,ok,ok,3610.369,True,109,1,109,109,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK29/experiments/CRK29_llmsr_seed1314_20260416-130204
anon-node-05,CRK3,sim-datasets-data/llm-srbench/chem_react/CRK3,1314,ok,ok,3610.208,True,102,1,102,102,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK3/experiments/CRK3_llmsr_seed1314_20260416-130205
anon-node-05,CRK30,sim-datasets-data/llm-srbench/chem_react/CRK30,1314,ok,ok,3610.371,True,109,1,109,109,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK30/experiments/CRK30_llmsr_seed1314_20260416-130205
anon-node-05,CRK31,sim-datasets-data/llm-srbench/chem_react/CRK31,1314,ok,ok,3610.102,True,109,1,109,109,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK31/experiments/CRK31_llmsr_seed1314_20260416-130205
anon-node-05,CRK32,sim-datasets-data/llm-srbench/chem_react/CRK32,1314,ok,ok,3608.775,True,104,1,104,104,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK32/experiments/CRK32_llmsr_seed1314_20260416-140215
anon-node-05,CRK33,sim-datasets-data/llm-srbench/chem_react/CRK33,1314,ok,ok,3608.937,True,104,1,104,104,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK33/experiments/CRK33_llmsr_seed1314_20260416-140215
anon-node-05,CRK34,sim-datasets-data/llm-srbench/chem_react/CRK34,1314,ok,ok,3608.918,True,106,1,106,106,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK34/experiments/CRK34_llmsr_seed1314_20260416-140216
anon-node-05,CRK35,sim-datasets-data/llm-srbench/chem_react/CRK35,1314,ok,ok,3608.57,True,104,1,104,104,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK35/experiments/CRK35_llmsr_seed1314_20260416-140216
anon-node-05,CRK4,sim-datasets-data/llm-srbench/chem_react/CRK4,1314,ok,ok,3609.587,True,109,1,109,109,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK4/experiments/CRK4_llmsr_seed1314_20260416-140216
anon-node-05,CRK5,sim-datasets-data/llm-srbench/chem_react/CRK5,1314,ok,ok,3608.323,True,100,1,100,100,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK5/experiments/CRK5_llmsr_seed1314_20260416-140216
anon-node-05,CRK6,sim-datasets-data/llm-srbench/chem_react/CRK6,1314,ok,ok,3608.427,True,104,1,104,104,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK6/experiments/CRK6_llmsr_seed1314_20260416-140216
anon-node-05,CRK7,sim-datasets-data/llm-srbench/chem_react/CRK7,1314,ok,ok,3608.877,True,113,1,113,113,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK7/experiments/CRK7_llmsr_seed1314_20260416-140216
anon-node-05,CRK8,sim-datasets-data/llm-srbench/chem_react/CRK8,1314,ok,ok,3609.111,True,107,1,107,107,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK8/experiments/CRK8_llmsr_seed1314_20260416-140216
anon-node-05,CRK9,sim-datasets-data/llm-srbench/chem_react/CRK9,1314,ok,ok,3609.163,True,105,1,105,105,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/CRK9/experiments/CRK9_llmsr_seed1314_20260416-140216
anon-node-05,I.10.7_1_0,sim-datasets-data/llm-srbench/lsrtransform/I.10.7_1_0,1314,ok,ok,3610.993,True,92,1,92,92,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.10.7_1_0/experiments/I.10.7_1_0_llmsr_seed1314_20260416-140216
anon-node-05,I.11.19_0_0,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_0_0,1314,ok,ok,3615.18,False,0,,,,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.11.19_0_0/experiments/I.11.19_0_0_llmsr_seed1314_20260416-140217
anon-node-05,I.11.19_1_0,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_1_0,1314,ok,ok,3614.895,False,0,,,,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.11.19_1_0/experiments/I.11.19_1_0_llmsr_seed1314_20260416-140217
anon-node-05,I.11.19_2_0,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_2_0,1314,ok,ok,3613.969,False,0,,,,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.11.19_2_0/experiments/I.11.19_2_0_llmsr_seed1314_20260416-140217
anon-node-05,I.11.19_3_0,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_3_0,1314,ok,ok,3614.564,False,0,,,,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.11.19_3_0/experiments/I.11.19_3_0_llmsr_seed1314_20260416-140216
anon-node-05,I.11.19_4_0,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_4_0,1314,ok,ok,3615.07,False,0,,,,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.11.19_4_0/experiments/I.11.19_4_0_llmsr_seed1314_20260416-140217
anon-node-05,I.11.19_5_0,sim-datasets-data/llm-srbench/lsrtransform/I.11.19_5_0,1314,ok,ok,3615.1,False,0,,,,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.11.19_5_0/experiments/I.11.19_5_0_llmsr_seed1314_20260416-140217
anon-node-05,I.12.2_3_0,sim-datasets-data/llm-srbench/lsrtransform/I.12.2_3_0,1314,ok,ok,3613.886,True,76,2,77,77,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.12.2_3_0/experiments/I.12.2_3_0_llmsr_seed1314_20260416-140217
anon-node-05,I.12.4_2_0,sim-datasets-data/llm-srbench/lsrtransform/I.12.4_2_0,1314,ok,ok,3612.815,True,114,1,114,114,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.12.4_2_0/experiments/I.12.4_2_0_llmsr_seed1314_20260416-140217
anon-node-05,I.13.12_3_0,sim-datasets-data/llm-srbench/lsrtransform/I.13.12_3_0,1314,ok,ok,3614.82,True,79,1,79,79,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.13.12_3_0/experiments/I.13.12_3_0_llmsr_seed1314_20260416-140217
anon-node-05,I.15.1_1_0,sim-datasets-data/llm-srbench/lsrtransform/I.15.1_1_0,1314,ok,ok,3613.25,True,100,1,100,100,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.15.1_1_0/experiments/I.15.1_1_0_llmsr_seed1314_20260416-140217
anon-node-05,I.15.3t_0_0,sim-datasets-data/llm-srbench/lsrtransform/I.15.3t_0_0,1314,ok,ok,3613.271,True,89,3,91,91,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.15.3t_0_0/experiments/I.15.3t_0_0_llmsr_seed1314_20260416-140217
anon-node-05,I.24.6_0_0,sim-datasets-data/llm-srbench/lsrtransform/I.24.6_0_0,1314,ok,ok,3613.526,True,80,7,86,86,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.24.6_0_0/experiments/I.24.6_0_0_llmsr_seed1314_20260416-140217
anon-node-05,I.24.6_1_1,sim-datasets-data/llm-srbench/lsrtransform/I.24.6_1_1,1314,ok,ok,3612.947,True,99,4,102,102,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.24.6_1_1/experiments/I.24.6_1_1_llmsr_seed1314_20260416-140217
anon-node-05,I.24.6_2_1,sim-datasets-data/llm-srbench/lsrtransform/I.24.6_2_1,1314,ok,ok,3612.782,True,10,89,98,98,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.24.6_2_1/experiments/I.24.6_2_1_llmsr_seed1314_20260416-140217
anon-node-05,I.24.6_3_1,sim-datasets-data/llm-srbench/lsrtransform/I.24.6_3_1,1314,ok,ok,3613.112,True,47,52,98,98,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.24.6_3_1/experiments/I.24.6_3_1_llmsr_seed1314_20260416-140217
anon-node-05,I.27.6_2_0,sim-datasets-data/llm-srbench/lsrtransform/I.27.6_2_0,1314,ok,ok,3613.156,True,86,1,86,86,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.27.6_2_0/experiments/I.27.6_2_0_llmsr_seed1314_20260416-140216
anon-node-05,I.29.16_0_0,sim-datasets-data/llm-srbench/lsrtransform/I.29.16_0_0,1314,ok,ok,3612.442,True,95,1,95,95,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.29.16_0_0/experiments/I.29.16_0_0_llmsr_seed1314_20260416-140217
anon-node-05,I.29.16_1_0,sim-datasets-data/llm-srbench/lsrtransform/I.29.16_1_0,1314,ok,ok,3612.673,True,98,2,99,99,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.29.16_1_0/experiments/I.29.16_1_0_llmsr_seed1314_20260416-140217
anon-node-05,I.30.3_0_0,sim-datasets-data/llm-srbench/lsrtransform/I.30.3_0_0,1314,ok,ok,3612.696,True,90,1,90,90,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.30.3_0_0/experiments/I.30.3_0_0_llmsr_seed1314_20260416-140217
anon-node-05,I.32.17_2_0,sim-datasets-data/llm-srbench/lsrtransform/I.32.17_2_0,1314,ok,ok,3614.867,False,0,,,,,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/probe_stage1_llmsr_seed1314_20260416-130056/anon-node-05/llmsr/llmsr/I.32.17_2_0/experiments/I.32.17_2_0_llmsr_seed1314_20260416-140217
