j,rho_c_0,q,A_vec,m
-83.53533172607422,2.0492193698883057,1.6366209983825684,1.8995842933654783,0.0762649476528167
-34.63590621948242,1.0205181837081907,1.6915796995162964,3.825485944747925,0.1906660050153732
-72.72229766845702,3.1728100776672363,1.4160917997360227,1.442261815071106,0.0891070440411567
-81.91423797607422,2.9023854732513428,1.811750411987305,3.404016494750977,0.2185172438621521
-4.888040542602539,3.5454947948455806,2.8207571506500244,2.6271700859069824,5.375216484069824
-3.428581953048706,4.912816524505615,4.178299427032472,4.347317695617676,26.02777099609375
-17.1315975189209,4.634651184082031,4.963290691375732,2.000121593475342,2.685624837875366
-61.03637313842773,4.6406121253967285,4.22006893157959,2.8309519290924072,0.9083194136619568
-27.952526092529297,1.4160758256912231,3.062949657440185,2.007800817489624,0.3115486800670623
-49.22416305541992,1.723658323287964,1.235595703125,1.4409652948379517,0.0623451620340347
-76.94784545898438,4.812160968780518,3.844382762908936,3.9065487384796143,0.9392117857933044
-44.42878341674805,2.647811889648437,1.2900311946868896,2.2402956485748287,0.1722377389669418
-84.58652496337889,4.460068702697754,4.530446529388428,4.30301570892334,1.0279080867767334
-8.336144447326658,3.688709020614624,3.904231309890747,2.806666135787964,4.848813056945801
-65.03079223632812,3.515143156051636,4.3334646224975595,1.3765556812286377,0.3224430680274963
-29.84461975097656,2.102235078811645,3.8409228324890137,4.5488128662109375,1.230690598487854
-60.41784286499024,4.586988925933838,3.789719581604004,3.967016458511353,1.141388773918152
-42.25951766967773,1.8275654315948489,4.72041130065918,1.4877290725708008,0.303705096244812
-39.937644958496094,2.617620944976806,4.52669095993042,4.423476219177246,1.3124079704284668
-71.47340393066406,4.974289894104004,1.379887938499451,1.2677531242370603,0.1217489168047905
-3.084112882614136,3.94290828704834,2.8259856700897217,1.7358078956604004,6.27130651473999
-20.03060340881348,2.7802455425262447,2.970893859863281,1.6886672973632812,0.6963384747505188
-5.706082820892334,3.242652654647827,1.435894012451172,4.6891117095947275,3.8262677192687993
-9.599215507507324,2.645021915435791,1.6149379014968872,3.665329933166504,1.6310317516326904
-7.242077350616454,2.5967874526977535,2.086240530014038,2.0052649974823,1.5000628232955933
-79.8713607788086,3.6805806159973145,4.588607311248779,4.93614625930786,1.0437445640563965
-70.5035629272461,3.818862438201904,1.656938552856445,3.7151815891265865,0.3334336280822753
-83.6419219970703,3.438239574432373,1.5294331312179563,2.609485149383545,0.1640580147504806
-59.23092269897461,3.1601378917694087,2.269413709640503,1.256689190864563,0.152159497141838
-53.71023178100586,1.8243273496627808,2.2296903133392334,2.7754964828491206,0.210199162364006
-63.93539810180664,1.7966458797454834,2.688220739364624,1.8283665180206297,0.1381176859140396
-15.358949661254885,4.182955265045166,2.3239855766296387,2.290359735488892,1.4496356248855593
-56.492408752441406,2.1613311767578125,3.2723014354705806,3.5979437828063965,0.4504420459270477
-63.10002136230469,3.6238512992858887,1.3811386823654177,3.896049499511719,0.3090313971042633
-40.28748321533203,2.1984670162200928,4.191909790039063,2.8733298778533936,0.6572752594947814
-75.30193328857422,1.5779135227203367,2.0746254920959477,1.7509828805923462,0.076119989156723
-17.671958923339844,2.6158266067504883,4.645659446716309,2.1855497360229488,1.5029078722000122
-81.08639526367188,2.2410781383514404,4.60697603225708,1.5607672929763794,0.1987298429012298
-1.5762155055999756,1.9735920429229736,1.0634311437606812,1.3790786266326904,1.8362855911254885
-20.28229713439941,3.3524162769317627,4.414729118347168,2.967052698135376,2.1650607585906982
-70.2654037475586,1.981372952461243,3.7024247646331783,4.963114738464356,0.518161654472351
-87.10223388671875,3.991082429885864,1.1507211923599243,4.519254207611084,0.2382858544588089
-16.515960693359375,3.880586624145508,2.2357914447784424,1.6451152563095093,0.8642136454582214
-25.98081588745117,3.781043529510498,3.2569980621337886,2.2196531295776367,1.05211079120636
-24.050457000732425,1.4109711647033691,3.3763105869293213,3.4191808700561523,0.6772659420967102
-20.367218017578125,4.774569511413574,3.723253726959229,4.761218547821045,4.155691146850586
-81.1304931640625,3.0133585929870605,3.5297272205352783,3.9324779510498047,0.5155540108680725
-56.343170166015625,4.598694324493408,4.754809856414794,1.1576792001724243,0.4492774903774261
-77.48548889160156,1.7943195104599,3.9484784603118896,1.6398497819900513,0.1499385237693786
-12.363957405090332,3.3777966499328613,3.979422092437744,1.2569286823272705,1.366490602493286
-33.26300811767578,4.861634254455566,1.4355423450469973,2.7782018184661865,0.5829087495803833
-58.745697021484375,4.994792938232422,2.974541187286377,4.3590898513793945,1.1024457216262815
-82.04437255859375,1.0966744422912598,4.4670042991638175,3.2301414012908936,0.1928709596395492
-60.481353759765625,2.92521333694458,1.0730204582214355,4.951662540435791,0.2569774985313415
-59.24373626708984,2.165690660476685,1.7316148281097412,4.0527825355529785,0.2565420866012573
-23.998252868652344,1.2548822164535522,1.4507194757461548,4.763510704040527,0.3613549172878265
-32.02030563354492,3.278497695922852,4.413190841674805,3.9069936275482178,1.765406847000122
-10.262828826904297,1.020333170890808,1.1938165426254272,2.010529041290283,0.2386287897825241
-46.4299201965332,3.4451103210449214,2.997715473175049,4.6298155784606925,1.0298151969909668
-77.16084289550781,4.480725765228272,3.0123593807220455,3.738890647888184,0.6540350317955017
-25.424150466918945,4.534405708312988,4.058908462524414,1.4209396839141846,1.028629183769226
-21.281011581420895,4.817277908325195,2.389915704727173,3.416952848434448,1.8485490083694456
-38.66813659667969,3.9594552516937256,4.725675582885742,3.94904375076294,1.9109004735946653
-20.393638610839844,1.73885178565979,2.1968235969543457,1.9488862752914429,0.365047663450241
-42.02728271484375,4.543598175048828,1.2302210330963137,4.3631696701049805,0.5803017020225524
-50.3232536315918,2.020185232162476,3.3812272548675537,2.732400894165039,0.3708866834640502
-85.3682098388672,2.7732508182525635,3.572176694869995,3.8910207748413086,0.4515329599380493
-78.18074035644531,3.467747926712036,3.964776039123535,3.6745438575744633,0.6462042927742004
-84.84442901611328,1.4134100675582886,1.3956506252288818,3.0949978828430176,0.0719584673643112
-32.120269775390625,2.9604387283325195,2.3791024684906006,2.191537857055664,0.4805504381656646
-60.18733978271485,1.178817629814148,3.757016181945801,3.283942937850952,0.2416462749242782
-43.261512756347656,2.246509790420532,1.7286480665206907,3.29595160484314,0.2958652973175048
-8.488999366760254,4.008158683776856,1.0101649761199951,1.177686333656311,0.5617076158523558
-65.85765075683594,3.8619964122772217,2.0702166557312007,2.813060998916626,0.3415077626705169
-21.73714828491211,4.107581615447998,2.6757376194000244,1.906863808631897,0.9641549587249756
-67.64370727539062,1.86091411113739,2.2762997150421143,2.89298939704895,0.1811653822660446
-80.8746795654297,4.619884490966797,1.8487786054611208,1.3154157400131226,0.1389205455780029
-62.33162689208984,3.209056615829468,2.252100944519043,4.869555473327637,0.5646067857742308
-73.53304290771484,4.379591464996338,2.481759548187256,2.6303093433380127,0.3887922763824462
-6.5602660179138175,4.689958095550537,1.5283306837081907,1.1218934059143066,1.2257909774780271
-17.15573501586914,4.315845012664794,3.709197998046875,1.2990267276763916,1.212145209312439
-32.382301330566406,2.576792001724243,3.039226770401001,1.2978119850158691,0.3138676583766937
-11.63563060760498,3.3927526473999023,4.429704189300537,2.4932031631469727,3.2202877998352046
-17.54340362548828,2.730792284011841,1.0014550685882568,1.7380856275558472,0.2709426879882812
-71.32389068603516,3.7765884399414062,4.116580009460449,1.5155411958694458,0.3303459286689758
-9.796902656555178,2.9387459754943848,4.169180870056152,1.9452403783798216,2.432748794555664
-40.57976913452149,1.513041377067566,1.256558537483215,2.628859281539917,0.1231661364436149
-17.215015411376953,3.577481985092163,2.720076084136963,1.2814793586730957,0.7243737578392028
-9.489062309265137,1.818824887275696,2.3860974311828613,2.382136344909668,1.0894877910614014
-59.86946105957031,3.979828596115112,4.366701126098633,1.590611457824707,0.4617177546024322
-77.9924545288086,1.4224687814712524,2.9364981651306152,2.5228395462036133,0.1351168602705001
-67.71891784667969,1.029237985610962,2.035120964050293,3.950195074081421,0.1221840605139732
-50.36101150512695,2.3379559516906734,1.4677023887634275,4.497105121612549,0.3064170777797699
-16.293437957763672,4.87702178955078,3.4645750522613525,4.717695713043213,4.892398834228516
-12.570751190185549,3.8039028644561768,2.4069199562072754,1.4540494680404663,1.0590317249298096
-86.97760772705078,2.6547422409057617,3.053831100463867,3.1384494304656982,0.2925330996513366
-43.07181930541992,1.4830086231231687,2.450129270553589,2.654280424118042,0.2239165753126144
-51.206085205078125,1.2414541244506836,4.922702789306641,4.859207630157472,0.5799334645271301
-68.22677612304688,3.904846668243408,2.622743606567383,3.418459415435791,0.5131394267082214
-77.13721466064453,4.6218037605285645,4.213575839996338,4.2391886711120605,1.0702399015426636
-58.16029739379882,1.0641037225723269,3.7072820663452153,4.013864994049072,0.2722548842430114
-5.408834457397461,3.3365633487701416,2.0726242065429688,3.6212089061737056,4.629880905151367
-59.416328430175774,3.9144163131713863,3.003671884536743,2.5113184452056885,0.4969531893730163
-42.37084579467773,2.168790102005005,2.619663953781128,2.2695534229278564,0.3043241202831268
-26.315330505371094,3.0911905765533447,3.912998676300049,1.437981367111206,0.6609671115875244
-2.8926045894622803,3.385308027267456,4.511199474334717,3.3545892238616943,17.710893630981445
-3.706132173538208,2.5142214298248287,2.8428196907043457,2.5546555519104004,4.9267921447753915
-65.64064025878906,1.3102312088012695,4.743267536163329,4.00260066986084,0.3789614140987396
-44.248241424560554,2.947624683380127,4.400758743286133,4.4810285568237305,1.3136553764343262
-62.75961685180664,1.7261390686035156,2.9416849613189697,3.409958839416504,0.2758930623531341
-84.36878967285155,1.2805436849594116,2.6183881759643555,2.9135046005249023,0.1157876774668693
-43.77497100830078,2.327406883239746,2.870300769805908,2.687997579574585,0.4102066755294799
-83.09710693359375,1.857991337776184,2.3520946502685547,1.6068426370620728,0.0845056772232055
-63.2994270324707,1.3786275386810305,2.7938754558563232,3.5144779682159424,0.2138528525829315
-66.70565032958984,2.42044997215271,3.2923696041107178,1.4595811367034912,0.1743694096803665
-74.9558868408203,4.307140350341797,3.87218713760376,1.8103299140930176,0.4028072953224182
-44.927642822265625,1.1038490533828735,4.570102214813232,4.515582084655762,0.5070323944091796
-66.48834991455078,4.697670936584473,2.9384157657623287,3.4324014186859126,0.7126041650772094
-29.00682258605957,3.695733070373535,2.2485518455505367,2.560934543609619,0.7336717844009399
-21.20828056335449,4.9792585372924805,3.781527757644653,3.331837654113769,2.958083152770996
-66.87335968017578,2.918020009994507,3.318222045898437,3.915250062942505,0.5668916702270507
-24.11937713623047,1.636549949645996,2.558133363723755,3.068467855453491,0.5326083302497863
-55.531158447265625,4.809132099151611,2.8387176990509038,4.2913079261779785,1.0549743175506592
-32.37132263183594,2.4771411418914795,1.515599012374878,2.25286865234375,0.2612825632095336
-40.89068222045898,4.738239765167236,3.357918500900269,2.4203941822052,0.9417788982391356
-79.71472930908203,1.3265645503997805,3.2082443237304688,1.380479335784912,0.0737033411860466
-14.786810874938965,2.8158483505249023,2.948481321334839,4.933341979980469,2.769965171813965
-59.627479553222656,4.5491623878479,3.1976852416992188,1.6550576686859133,0.4037697911262512
-71.32838439941406,2.277620315551758,4.915961265563965,4.7474541664123535,0.7452262639999389
-84.0299301147461,4.850631713867188,1.6844441890716553,2.783419609069824,0.2706447541713714
-36.08712387084961,4.989490509033203,3.110106945037842,2.2295312881469727,0.9587223529815672
-28.533700942993164,2.9440619945526123,3.8252205848693848,3.1953718662261963,1.2611500024795532
-86.13785552978516,2.2851662635803223,3.154060125350952,3.9858672618865967,0.3335159122943878
-42.95453643798828,4.893755912780762,2.622281074523926,3.18345046043396,0.9510658979415892
-67.8443603515625,4.994874000549316,4.036587238311768,3.042806386947632,0.904272735118866
-31.35662841796875,2.7808523178100586,3.850419521331787,4.888938903808594,1.6694415807724
-72.38743591308595,1.1789827346801758,1.8107709884643557,2.2641496658325195,0.066774845123291
-27.368209838867188,2.7882444858551025,4.930808544158936,1.5017366409301758,0.7543907761573792
-53.87947082519531,3.840699195861816,4.147045612335205,4.226082801818848,1.2492915391921997
-75.59852600097656,3.682599067687988,3.236217737197876,3.3566973209381104,0.5291649103164672
-57.85952758789063,4.887675285339356,4.0498881340026855,4.9423346519470215,1.690840482711792
-77.69425964355469,3.6478848457336426,1.975376844406128,3.1383776664733887,0.2910766303539276
-6.996367931365967,1.365800857543945,4.011623859405518,2.412563800811768,1.8893555402755735
-11.123295783996582,3.358924150466919,1.1141786575317385,1.1323506832122805,0.3809802532196044
-30.065826416015625,4.180302619934082,4.074101448059082,4.915741443634033,2.784552574157715
-16.362510681152344,2.40122389793396,4.926931381225586,2.6637277603149414,1.925968170166016
-41.42440032958984,3.8141565322875977,2.16797947883606,2.1088035106658936,0.4209529757499694
-79.46957397460938,3.404237747192383,1.8343924283981323,1.2201751470565796,0.0958811938762664
-9.39106559753418,1.6401383876800537,1.2116703987121582,1.1517118215560913,0.2437215894460678
-9.111985206604006,4.306313514709473,4.879178524017334,1.4172710180282593,3.2680768966674805
-32.408645629882805,2.3308064937591557,1.2939674854278564,3.3561389446258545,0.3123263716697692
-58.03701400756836,3.18678879737854,3.043792963027954,4.549010753631592,0.7602918148040771
-57.149845123291016,4.322842597961426,2.6298685073852535,1.6212797164916992,0.3225123584270477
-24.316394805908203,4.87626838684082,3.298535823822021,2.742048978805542,1.8137809038162231
-9.400259971618652,2.3101398944854736,3.555938720703125,4.963709354400635,4.337695121765137
-19.61727333068848,4.853956699371338,2.946004867553711,4.505855083465576,3.284489870071411
-31.630380630493164,4.957213878631592,1.5197371244430542,3.744592666625977,0.8918797373771667
-80.25067901611328,4.676308155059815,2.1260378360748287,3.5436182022094727,0.4390078783035278
-73.4975357055664,4.401942729949951,1.7053194046020508,3.6392509937286377,0.3716972768306732
-9.274420738220215,2.974771022796631,4.400701999664307,4.804214954376221,6.781270503997803
-86.78195953369139,3.235811233520508,4.233381748199463,3.4868078231811523,0.550388216972351
-78.740234375,1.427608847618103,3.470255136489868,4.374561786651611,0.2752380669116973
-29.759258270263672,4.5949482917785645,2.609654664993286,2.8850960731506348,1.162523865699768
-87.14237213134764,3.460588932037353,3.7036426067352295,3.176105260848999,0.467137336730957
-73.56905364990233,4.9681830406188965,1.0892302989959717,4.464975357055664,0.3284288048744201
-39.76129531860352,3.7703056335449214,2.439048767089844,4.197123527526856,0.9707071781158448
-27.284767150878903,2.4189393520355225,2.3934130668640137,2.6326892375946045,0.5586271286010742
-30.765012741088867,1.693853497505188,2.0431442260742188,2.216073036193848,0.2492882460355758
-68.03839874267578,1.184672236442566,1.7483173608779907,1.745367407798767,0.0531313978135585
-25.517013549804688,2.307158708572388,3.7234604358673096,2.4356060028076167,0.8199765086174011
-66.90721130371094,2.423177719116211,4.514621734619141,1.7735179662704468,0.2899808287620544
-59.22488021850586,2.917548894882202,4.235033988952637,3.583406448364258,0.7475959658622741
-30.967929840087887,1.343768835067749,3.094199657440185,4.725107192993164,0.6344134807586669
-13.573602676391602,2.1857824325561523,3.5662662982940674,3.7196018695831294,2.1361024379730225
-30.27247428894043,1.813692569732666,4.669798851013184,2.6142418384552,0.7314079999923706
-38.05534744262695,3.6086390018463135,3.5075833797454834,4.190577983856201,1.3938294649124146
-79.41972351074217,3.3086254596710205,4.73105525970459,4.296284198760985,0.8467793464660645
-55.53702545166016,3.727208614349365,1.6626553535461426,4.204022407531737,0.4691030979156494
-64.47107696533203,1.8677198886871336,3.219919919967652,2.3899953365325928,0.2229404747486114
-66.31977081298828,1.0890790224075315,2.9288899898529053,4.989987850189209,0.240004226565361
-2.7855432033538814,1.1558966636657717,2.634432077407837,1.3505879640579224,1.4764509201049805
-53.324989318847656,2.8268551826477046,3.9704489707946777,2.621656656265259,0.5518082976341246
-9.841562271118164,4.510440349578857,2.405801296234131,2.482048511505127,2.7366857528686523
-32.579708099365234,3.1566288471221924,3.1583263874053955,2.459498405456543,0.7526271343231201
-18.315622329711918,3.101973056793213,3.0125107765197754,4.819584369659424,2.4589776992797847
-43.77862548828125,3.1769051551818848,4.947422981262207,3.936058521270752,1.4131318330764773
-37.306270599365234,3.065675973892212,1.5049291849136353,4.348433017730713,0.5377659201622009
-44.6605339050293,4.545409202575684,3.877817392349243,2.024921417236328,0.7991800904273986
-24.62173080444336,4.27808713912964,3.899603366851807,1.0912364721298218,0.7393845915794371
-63.114154815673835,4.3288679122924805,2.560467481613159,3.909085273742676,0.6865022778511047
-85.46434783935547,3.3767240047454834,4.265475273132324,3.2415363788604736,0.5462971329689025
-31.330528259277344,1.7936667203903198,2.7934601306915283,4.511011600494385,0.7214238047599792
-72.14827728271484,4.101217269897461,2.2336020469665527,2.4523463249206543,0.3113682866096496
-5.62244987487793,1.0217251777648926,2.688418388366699,3.906965970993042,1.9087321758270264
-55.324127197265625,2.0078938007354736,1.6025642156600952,3.683546781539917,0.2142435759305954
-86.23644256591797,2.056687831878662,2.387653350830078,4.4009737968444815,0.2506095468997955
-6.680453777313232,1.1760530471801758,1.6556069850921633,3.1038272380828857,0.9046398997306824
-50.26720428466797,4.587283611297608,3.9456865787506095,2.5418758392333984,0.9152668714523317
-3.3394460678100586,3.2297940254211426,1.7910254001617432,3.0109932422637935,5.215692043304443
-3.603932857513428,1.0944087505340576,4.343059539794922,3.9456591606140137,5.203771591186523
-13.243648529052734,3.2906174659729004,2.708324432373047,4.047389507293701,2.7236132621765137
-13.406861305236816,2.7841286659240723,3.37527847290039,4.084709644317627,2.863076448440552
-59.9637107849121,2.7002766132354736,4.6710052490234375,4.27358627319336,0.8989232778549194
-72.8121795654297,2.1067719459533687,1.5554208755493164,1.1257436275482178,0.0506641678512096
-39.0582160949707,4.7776780128479,4.086642265319824,2.0367348194122314,1.018135666847229
-5.9975271224975595,4.15783166885376,3.660844087600708,3.3783152103424072,8.573854446411133
-26.924436569213867,4.967592716217041,2.6232864856719966,3.5021767616271973,1.6950525045394895
-37.902610778808594,4.631630897521973,4.884396553039551,1.9433722496032717,1.1599297523498535
-79.11454772949219,2.629714250564575,4.1691527366638175,3.0017936229705806,0.4159880578517913
-33.98556137084961,2.7470574378967285,1.615264058113098,2.1407532691955566,0.2795010507106781
-1.30021870136261,3.4942615032196045,2.8342199325561523,1.222029685974121,9.30795478820801
-75.37515258789062,2.297151565551758,3.8474752902984615,4.115645885467528,0.4825866222381591
-42.41101837158203,1.1303445100784302,4.692092418670654,3.0359506607055664,0.3796587288379669
-11.120357513427734,1.6576685905456543,4.372131824493408,1.7806733846664429,1.1605303287506104
-23.02544593811035,3.2252063751220703,4.826069355010985,4.81461238861084,3.254650354385376
-26.838512420654297,3.148179531097412,2.1500258445739746,3.9191858768463135,0.98841792345047
-26.36194610595703,4.8872389793396,4.364187717437744,2.0775041580200195,1.6808594465255735
-56.25380706787109,3.1264302730560303,2.090318202972412,2.827181816101074,0.3284452259540557
-61.996936798095696,3.6698839664459224,2.252955436706543,3.566617965698242,0.4756541550159454
-17.0476016998291,2.085058212280273,3.682659387588501,4.256721019744873,1.917307019233704
-16.98204231262207,2.571893215179444,1.861255884170532,2.1415872573852535,0.6036773324012756
-12.018068313598633,1.280915141105652,2.537531852722168,2.712620735168457,0.7336455583572387
-7.994503498077392,2.7753946781158447,4.987916946411133,4.363001346588135,7.555058002471923
-43.01995849609375,1.7952497005462646,4.407158851623535,1.6884589195251465,0.3105303347110748
-43.87630462646485,1.250382900238037,3.7545762062072754,3.13623046875,0.3355690240859985
-18.012001037597656,4.173257827758789,1.6182132959365845,2.02190899848938,0.7580723762512207
-30.9390811920166,1.561922550201416,4.102386951446533,4.246923923492432,0.8795554041862487
-18.23009490966797,1.7301418781280518,3.5095729827880855,3.4286904335021973,1.1420242786407473
-10.019454002380373,4.243609428405762,3.324814558029175,2.228645801544189,3.138339042663574
-58.12718200683594,4.507321357727051,2.296741247177124,4.36974000930786,0.7782280445098877
-54.85140228271485,1.0354636907577517,1.8709887266159055,2.919119119644165,0.1031027063727378
-79.39295196533203,3.469804286956787,1.4948371648788452,1.3883918523788452,0.0907045304775238
-37.186328887939446,4.239254474639893,4.542788028717041,2.763564109802246,1.4311929941177368
-84.45111846923827,4.711852073669434,1.8615896701812744,4.451523303985596,0.46235853433609
-47.00658416748047,3.332282066345215,2.5342721939086914,3.2678463459014893,0.5870808959007263
-40.29196548461913,4.134005546569824,1.7468420267105105,3.735927104949951,0.669583261013031
-62.61139678955078,3.018716096878052,4.31441593170166,1.345185399055481,0.2798163294792175
-36.092323303222656,3.314784049987793,2.997084379196167,1.6755986213684082,0.4612212777137756
-84.92538452148438,1.9426145553588867,2.133399248123169,4.815060615539551,0.2349757254123687
-84.3285903930664,2.7126123905181885,1.75636625289917,4.452117443084717,0.2515327930450439
-15.89378547668457,3.600396156311035,3.5878593921661377,2.589268684387207,2.1044347286224365
-56.19284439086913,2.12976336479187,4.160904884338378,1.0866111516952517,0.1713611185550689
-76.5101547241211,2.7540132999420166,4.368398189544678,4.200695037841797,0.6605266332626342
-42.0699462890625,4.77961015701294,4.556522369384766,3.480250120162964,1.8016253709793089
-20.478490829467773,1.4275611639022827,1.31042218208313,3.206674575805664,0.2929293513298034
-68.77466583251953,2.602501153945923,3.3629610538482666,3.381690263748169,0.4303463101387023
-33.29853439331055,4.179311752319336,1.5305112600326538,3.922926664352417,0.753574788570404
-80.14544677734375,1.4112005233764648,1.1491917371749878,4.045872688293457,0.0818680822849273
-83.0794219970703,3.214357852935791,2.936556339263916,2.319120407104492,0.2634889483451843
-41.2758903503418,2.403597593307495,4.523983955383301,3.624920129776001,0.9549592137336732
-40.46709442138672,3.114096403121948,4.255057334899902,2.9294936656951904,0.9592416286468504
-32.03142166137695,2.3136026859283447,4.890288352966309,4.564985275268555,1.6124504804611206
-24.3045711517334,1.3064360618591309,4.820207118988037,1.3552250862121582,0.3511375784873962
-2.537904024124145,4.578896522521973,4.67622709274292,4.333833694458008,36.5639762878418
-42.58787155151367,4.934300422668457,4.467284202575684,1.177587866783142,0.609503984451294
-59.43780517578125,2.703979253768921,4.350910663604736,1.7436867952346802,0.3451351821422576
-63.98043441772461,2.685652494430542,1.5861949920654297,3.4730052947998047,0.2312408834695816
-80.74600982666014,4.190232753753662,3.1808202266693115,3.41819429397583,0.5642258524894714
-85.3741683959961,2.231916904449463,2.504069566726685,2.044355154037476,0.1338302493095397
-3.6886045932769775,1.1736946105957031,2.93440580368042,2.3670449256896973,2.210139513015747
-14.727755546569824,4.981425285339356,2.655611276626587,3.0286402702331543,2.720377922058105
-26.929281234741207,3.81512975692749,1.0975533723831177,4.3319993019104,0.6735945343971252
-51.943206787109375,3.8895425796508794,1.2662811279296875,2.7780535221099854,0.2634150087833404
-72.48087310791014,3.604984760284424,3.2468128204345703,2.233729362487793,0.3607180118560791
-73.94998931884764,1.2619669437408447,3.417236328125,3.1343884468078613,0.1827838122844696
-39.71834182739258,2.9594569206237797,2.214348077774048,4.797332763671875,0.7915286421775817
-25.306398391723636,4.2237725257873535,3.3446676731109615,1.112391233444214,0.6209844350814819
-30.0472354888916,4.916471004486084,4.572647571563721,3.092435121536255,2.3137545585632324
-63.18722534179688,3.3282179832458496,4.968096733093262,3.0447380542755127,0.7967507243156433
-4.366905212402344,1.3735581636428833,1.4531530141830444,1.878711819648743,0.8587066531181335
-23.275714874267575,2.399700403213501,2.3877956867218018,4.074633121490479,1.003089427947998
-39.27148818969727,4.771641731262207,1.4715973138809204,4.953296184539794,0.8856737613677979
-34.271976470947266,3.6230549812316895,4.106901168823241,4.8604416847229,2.110210418701172
-51.01530838012695,2.733788251876831,3.4838674068450928,2.197460174560547,0.4102484881877899
-65.99371337890625,4.845701217651367,2.353909969329834,2.307714462280273,0.3988650441169738
-56.56044006347656,4.01930046081543,1.1794838905334473,3.2589099407196045,0.2731505334377288
-21.53714179992676,1.6565487384796145,2.0609290599823,4.507311820983888,0.7144911289215087
-86.32909393310547,1.5743160247802734,1.030068278312683,1.2668040990829468,0.0237963423132896
-77.4677505493164,3.6220531463623047,4.556789875030518,4.3635311126708975,0.9296746850013732
-83.57435607910156,4.918961524963378,1.6729795932769775,4.2487897872924805,0.4183658957481384
-84.03396606445312,4.242055416107178,4.247924327850342,4.68427276611328,1.0044779777526855
-13.030032157897947,3.8640420436859126,2.195545196533203,1.522199273109436,0.9910835027694702
-26.25965118408203,4.078962802886962,2.3002750873565674,1.8461297750473025,0.6596336960792542
-46.25920104980469,1.6516635417938232,2.2318320274353027,2.1265511512756348,0.1694574952125549
-79.05723571777344,2.9549920558929443,2.8949339389801025,2.360305070877075,0.2554003596305847
-44.739124298095696,3.444629907608032,2.671233654022217,4.609546661376953,0.9480367302894592
-46.32038497924805,1.7574260234832764,3.7837531566619873,1.9401872158050537,0.2785295844078064
-49.7732810974121,2.046210289001465,2.6917078495025635,1.4250271320343018,0.1576903164386749
-52.85376739501953,4.55047082901001,1.0563926696777344,2.249469995498657,0.2045907378196716
-33.912105560302734,1.1650468111038208,4.8946027755737305,1.747692346572876,0.2938807010650634
-32.23502731323242,2.1527304649353027,4.574904918670654,2.215796709060669,0.6769765615463256
-83.63523864746092,1.3758374452590942,3.3527579307556152,4.259141445159912,0.2349103093147277
-54.93597030639648,3.723367691040039,3.076400756835937,2.5241343975067134,0.5263013839721679
-33.039749145507805,2.0080878734588623,2.707512378692627,3.0950067043304443,0.5093051195144653
-12.940332412719728,2.1832761764526367,2.8228926658630367,1.1683753728866575,0.5564677715301513
