E_n,h,omega,kb,T
16.45536994934082,1.4160758256912231,3.0629496574401855,2.007800817489624,8.3664493560791016
10.702049255371094,1.7236583232879639,1.235595703125,1.4409652948379517,7.5440044403076172
3.2036495208740234,4.8121609687805176,3.8443827629089355,3.9065487384796143,1.1562641859054565
11.999052047729492,2.6478118896484375,1.2900311946868896,2.2402956485748291,5.476447582244873
1.1376227140426636,4.4600687026977539,4.5304465293884277,4.3030157089233398,0.5568813681602478
21.760995864868164,3.688709020614624,3.9042313098907471,2.8066661357879639,8.1548395156860352
6.426844596862793,3.5151431560516357,4.3334646224975586,1.3765556812286377,5.5024828910827637
15.943617820739746,2.1022350788116455,3.8409228324890137,4.5488128662109375,3.6444380283355713
7.6745047569274902,4.5869889259338379,3.7897195816040039,3.9670164585113525,2.2654221057891846
12.585770606994629,1.8275654315948486,4.7204113006591797,1.4877290725708008,8.9132013320922852
13.213766098022461,2.6176209449768066,4.5266909599304199,4.4234762191772461,3.1956162452697754
4.6843161582946777,4.9742898941040039,1.3798879384994507,1.2677531242370605,4.1107878684997559
23.181509017944336,3.9429082870483398,2.8259856700897217,1.7358078956604004,13.859434127807617
18.598005294799805,2.7802455425262451,2.9708938598632812,1.6886672973632812,11.398231506347656
22.472347259521484,3.2426526546478271,1.4358940124511719,4.6891117095947266,4.8710427284240723
21.419374465942383,2.645021915435791,1.6149379014968872,3.6653299331665039,5.9360342025756836
14.420378684997559,3.9079520702362061,4.937136173248291,2.0202269554138184,7.8735623359680176
22.056907653808594,2.5967874526977539,2.0862405300140381,2.0052649974822998,11.213113784790039
2.4129295349121094,3.6805806159973145,4.5886073112487793,4.9361462593078613,0.72744274139404297
4.9466280937194824,3.8188624382019043,1.6569385528564453,3.7151815891265869,1.4628145694732666
1.3931076526641846,3.438239574432373,1.5294331312179565,2.6094851493835449,0.68169683218002319
7.9955296516418457,3.1601378917694092,2.2694137096405029,1.256689190864563,6.8064112663269043
9.4887065887451172,1.8243273496627808,2.2296903133392334,2.7754964828491211,3.5340855121612549
6.7231144905090332,1.7966458797454834,2.688220739364624,1.8283665180206299,3.8835337162017822
19.861543655395508,4.182955265045166,2.3239855766296387,2.2903597354888916,9.0053348541259766
8.7362136840820312,2.1613311767578125,3.2723014354705811,3.5979437828063965,2.5813806056976318
6.9490580558776855,3.6238512992858887,1.3811386823654175,3.8960494995117188,1.8839966058731079
13.119145393371582,2.1984670162200928,4.1919097900390625,2.8733298778533936,4.816558837890625
3.6488187313079834,1.5779135227203369,2.0746254920959473,1.7509828805923462,2.2293357849121094
19.235946655273438,2.6158266067504883,4.6456594467163086,2.1855497360229492,9.2368297576904297
2.0843002796173096,2.2410781383514404,4.6069760322570801,1.5607672929763794,1.8111279010772705
23.589347839355469,1.9735920429229736,1.0634311437606812,1.3790786266326904,17.225973129272461
18.529930114746094,3.3524162769317627,4.414729118347168,2.967052698135376,6.6342587471008301
5.0110445022583008,1.9813729524612427,3.7024247646331787,4.9631147384643555,1.1231762170791626
0.45720100402832031,3.9910824298858643,1.1507211923599243,4.519254207611084,0.16935627162456512
19.548608779907227,3.8805866241455078,2.2357914447784424,1.6451152563095093,12.2977294921875
16.988656997680664,3.781043529510498,3.2569980621337891,2.2196531295776367,8.087214469909668
17.510759353637695,1.4109711647033691,3.3763105869293213,3.4191808700561523,5.2314224243164062
18.506961822509766,4.7745695114135742,3.7232537269592285,4.7612185478210449,4.1770977973937988
2.0723733901977539,3.0133585929870605,3.5297272205352783,3.9324779510498047,0.7209320068359375
8.7765779495239258,4.5986943244934082,4.7548098564147949,1.1576792001724243,9.0007104873657227
3.0582334995269775,1.7943195104598999,3.9484784603118896,1.6398497819900513,2.1907997131347656
20.671596527099609,3.3777966499328613,3.9794220924377441,1.2569286823272705,17.283159255981445
15.019048690795898,4.8616342544555664,1.4355423450469971,2.7782018184661865,5.6035609245300293
8.1267681121826172,4.9947929382324219,2.974541187286377,4.3590898513793945,2.1240208148956299
1.8251965045928955,1.0966744422912598,4.4670042991638184,3.2301414012908936,0.67859953641891479
7.6573271751403809,2.9252133369445801,1.0730204582214355,4.951662540435791,1.596327543258667
7.9920644760131836,2.1656906604766846,1.7316148281097412,4.0527825355529785,2.0447456836700439
17.524879455566406,1.2548822164535522,1.4507194757461548,4.7635107040405273,3.709312915802002
15.355161666870117,3.2784976959228516,4.4131908416748047,3.9069936275482178,4.2180089950561523
21.239887237548828,1.0203331708908081,1.1938165426254272,2.0105290412902832,10.612466812133789
11.457805633544922,3.4451103210449219,2.9977154731750488,4.6298155784606934,2.6483306884765625
3.1460413932800293,4.4807257652282715,3.0123593807220459,3.7388906478881836,1.1039067506790161
17.139217376708984,4.5344057083129883,4.0589084625244141,1.4209396839141846,13.065525054931641
18.259809494018555,4.8172779083251953,2.3899157047271729,3.4169528484344482,5.6077380180358887
13.55712890625,3.9594552516937256,4.7256755828857422,3.9490437507629395,3.7975940704345703
18.49981689453125,1.73885178565979,2.1968235969543457,1.9488862752914429,9.6476430892944336
11.966492652893066,2.738713264465332,3.2045178413391113,4.9559435844421387,2.5529017448425293
12.64858341217041,4.5435981750488281,1.2302210330963135,4.3631696701049805,2.9997353553771973
10.404779434204102,2.0201852321624756,3.3812272548675537,2.7324008941650391,4.0035662651062012
0.9262014627456665,2.7732508182525635,3.5721766948699951,3.8910207748413086,0.40761178731918335
2.8701894283294678,3.4677479267120361,3.9647760391235352,3.6745438575744629,1.050879955291748
1.0678670406341553,1.4134100675582886,1.3956506252288818,3.0949978828430176,0.3935731053352356
15.328124046325684,2.9604387283325195,2.3791024684906006,2.1915378570556641,7.2469706535339355
7.7368488311767578,1.1788176298141479,3.7570161819458008,3.2839429378509521,2.4617247581481934
12.314762115478516,2.2465097904205322,1.7286480665206909,3.2959516048431396,3.8293261528015137
21.719654083251953,4.0081586837768555,1.0101649761199951,1.177686333656311,18.714902877807617
6.2032051086425781,3.8619964122772217,2.0702166557312012,2.813060998916626,2.4242866039276123
10.000338554382324,4.7662167549133301,3.7965106964111328,4.9600281715393066,2.2942652702331543
18.136438369750977,4.107581615447998,2.6757376194000244,1.906863808631897,9.9627666473388672
5.7201309204101562,1.8609141111373901,2.2762997150421143,2.8929893970489502,2.0915951728820801
2.1415615081787109,4.6198844909667969,1.8487786054611206,1.3154157400131226,2.1025979518890381
7.1568856239318848,3.2090566158294678,2.252100944519043,4.8695554733276367,1.5848922729492188
4.1272492408752441,4.3795914649963379,2.4817595481872559,2.6303093433380127,1.8788000345230103
22.241315841674805,4.6899580955505371,1.5283306837081909,1.1218934059143066,20.328989028930664
19.375568389892578,4.3158450126647949,3.709197998046875,1.2990267276763916,15.875922203063965
15.25725269317627,2.5767920017242432,3.039226770401001,1.2978119850158691,12.230049133300781
20.868587493896484,3.3927526473999023,4.4297041893005371,2.4932031631469727,8.8412055969238281
19.270715713500977,2.7307922840118408,1.0014550685882568,1.7380856275558472,11.212066650390625
4.7247552871704102,3.7765884399414062,4.1165800094604492,1.5155411958694458,3.8767249584197998
21.36590576171875,2.9387459754943848,4.1691808700561523,1.9452403783798218,11.47761058807373
13.040090560913086,1.5130413770675659,1.2565585374832153,2.628859281539917,5.0176925659179688
19.359535217285156,3.5774819850921631,2.7200760841369629,1.2814793586730957,15.703704833984375
21.449167251586914,1.8188248872756958,2.3860974311828613,2.382136344909668,9.1483850479125977
7.8228254318237305,3.9798285961151123,4.3667011260986328,1.590611457824707,5.743769645690918
2.9211153984069824,1.4224687814712524,2.9364981651306152,2.5228395462036133,1.2851252555847168
5.6997890472412109,1.0292379856109619,2.035120964050293,3.9501950740814209,1.4847100973129272
10.394567489624023,2.3379559516906738,1.4677023887634277,4.4971051216125488,2.3715925216674805
19.608793258666992,4.8770217895507812,3.4645750522613525,4.7176957130432129,4.4353446960449219
20.615665435791016,3.8039028644561768,2.4069199562072754,1.4540494680404663,14.673476219177246
0.49090844392776489,2.6547422409057617,3.0538311004638672,3.1384494304656982,0.31900104880332947
12.366067886352539,1.4830086231231689,2.4501292705535889,2.654280424118042,4.7670230865478516
10.166000366210938,1.2414541244506836,4.9227027893066406,4.8592076301574707,2.1906695365905762
5.5624299049377441,3.9048466682434082,2.6227436065673828,3.418459415435791,1.8553816080093384
3.1524319648742676,4.6218037605285645,4.2135758399963379,4.2391886711120605,1.0678142309188843
8.2851009368896484,1.0641037225723267,3.7072820663452148,4.0138649940490723,2.1413791179656982
22.552742004394531,3.3365633487701416,2.0726242065429688,3.6212089061737061,6.3787221908569336
7.9453840255737305,3.9144163131713867,3.0036718845367432,2.5113184452056885,3.5232768058776855
12.555660247802734,2.1687901020050049,2.6196639537811279,2.2695534229278564,5.729118824005127
16.898181915283203,3.0911905765533447,3.9129986763000488,1.4379813671112061,12.408666610717773
8.8982973098754883,4.2594075202941895,2.4528403282165527,2.2361299991607666,4.3405203819274902
23.233304977416992,3.3853080272674561,4.5111994743347168,3.3545892238616943,7.2820978164672852
23.013271331787109,2.5142214298248291,2.8428196907043457,2.5546555519104004,9.2292194366455078
6.261899471282959,1.3102312088012695,4.7432675361633301,4.0026006698608398,1.6849974393844604
12.047882080078125,2.947624683380127,4.4007587432861328,4.4810285568237305,2.9129347801208496
7.419161319732666,2.8727755546569824,2.2597622871398926,4.7284770011901855,1.6759178638458252
7.0411272048950195,1.7261390686035156,2.9416849613189697,3.4099588394165039,2.1812248229980469
1.1965141296386719,1.2805436849594116,2.6183881759643555,2.9135046005249023,0.49664273858070374
14.695323944091797,3.0336036682128906,4.9460878372192383,2.6439371109008789,5.9983983039855957
12.175887107849121,2.3274068832397461,2.8703007698059082,2.687997579574585,4.7247352600097656
1.5404634475708008,1.8579913377761841,2.3520946502685547,1.6068426370620728,1.161709189414978
6.8951253890991211,1.3786275386810303,2.7938754558563232,3.5144779682159424,2.0478956699371338
21.736139297485352,4.351722240447998,1.6934638023376465,2.6766798496246338,8.3377351760864258
5.9738469123840332,2.42044997215271,3.2923696041107178,1.4595811367034912,4.5133943557739258
3.7424125671386719,4.3071403503417969,3.8721871376037598,1.8103299140930176,2.73518967628479
11.864126205444336,1.1038490533828735,4.5701022148132324,4.5155820846557617,2.7153065204620361
23.560201644897461,1.0089583396911621,4.1556410789489746,1.9346967935562134,12.349380493164062
6.0326194763183594,4.6976709365844727,2.9384157657623291,3.4324014186859131,2.0610411167144775
16.170215606689453,3.6957330703735352,2.2485518455505371,2.5609345436096191,6.5690255165100098
18.27947998046875,4.9792585372924805,3.7815277576446533,3.3318376541137695,5.924647331237793
5.9284877777099609,2.9180200099945068,3.3182220458984375,3.9152500629425049,1.7034316062927246
17.492118835449219,1.6365499496459961,2.5581333637237549,3.0684678554534912,5.808499813079834
8.9962015151977539,4.8091320991516113,2.8387176990509033,4.2913079261779785,2.3404135704040527
15.23137378692627,1.6642806529998779,3.4615428447723389,2.3015100955963135,6.8152432441711426
15.260221481323242,2.4771411418914795,1.5155990123748779,2.25286865234375,6.9054503440856934
12.955998420715332,4.7382397651672363,3.3579185009002686,2.4203941822052002,5.8603982925415039
2.4552936553955078,1.3265645503997803,3.2082443237304688,1.3804793357849121,2.0139615535736084
20.016290664672852,2.8158483505249023,2.9484813213348389,4.9333419799804688,4.1898455619812012
7.8882737159729004,4.5491623878479004,3.1976852416992188,1.6550576686859131,5.4356255531311035
4.7235403060913086,2.2776203155517578,4.9159612655639648,4.7474541664123535,1.1726475954055786
1.2881642580032349,4.8506317138671875,1.6844441890716553,2.7834196090698242,0.66944324970245361
14.255213737487793,4.9894905090332031,3.1101069450378418,2.2295312881469727,6.9329428672790527
16.298179626464844,2.9440619945526123,3.8252205848693848,3.1953718662261963,5.3761429786682129
0.71803539991378784,2.2851662635803223,3.1540601253509521,3.9858672618865967,0.30149003863334656
12.39778995513916,4.8937559127807617,2.6222810745239258,3.18345046043396,4.207085132598877
5.665860652923584,4.9948740005493164,4.0365872383117676,3.0428063869476318,2.3500411510467529
15.534666061401367,2.7808523178100586,3.8504195213317871,4.8889389038085938,3.3487753868103027
4.437098503112793,1.1789827346801758,1.8107709884643555,2.2641496658325195,2.0338306427001953
16.613409042358398,2.7882444858551025,4.9308085441589355,1.5017366409301758,11.77630615234375
9.44293212890625,3.8406991958618164,4.1470456123352051,4.2260828018188477,2.5224826335906982
22.407077789306641,3.5042853355407715,1.0235322713851929,4.5088047981262207,5.0326657295227051
3.568598747253418,3.6825990676879883,3.236217737197876,3.3566973209381104,1.3256500959396362
8.3664493560791016,4.8876752853393555,4.0498881340026855,4.9423346519470215,1.9945818185806274
3.0017671585083008,3.6478848457336426,1.9753768444061279,3.1383776664733887,1.1293501853942871
22.123363494873047,1.3658008575439453,4.0116238594055176,2.4125638008117676,9.3496255874633789
21.007158279418945,3.3589241504669189,1.1141786575317383,1.1323506832122803,18.813592910766602
6.4070835113525391,1.8463239669799805,1.3159075975418091,4.6275982856750488,1.4259093999862671
15.883788108825684,4.180302619934082,4.074101448059082,4.9157414436340332,3.4996745586395264
19.590112686157227,2.40122389793396,4.9269313812255859,2.6637277603149414,7.7024269104003906
13.413899421691895,3.0097458362579346,3.0374984741210938,4.0486230850219727,3.4898087978363037
12.811644554138184,3.8141565322875977,2.1679794788360596,2.1088035106658936,6.3822684288024902
6.0278348922729492,1.6865106821060181,2.2089545726776123,4.723271369934082,1.3379836082458496
2.5216000080108643,3.4042377471923828,1.8343924283981323,1.2201751470565796,2.4513430595397949
21.475671768188477,1.6401383876800537,1.2116703987121582,1.1517118215560913,18.783718109130859
21.551155090332031,4.3063135147094727,4.879178524017334,1.4172710180282593,16.357488632202148
15.250127792358398,2.3308064937591553,1.2939674854278564,3.3561389446258545,4.6150927543640137
8.3184452056884766,3.18678879737854,3.0437929630279541,4.5490107536315918,1.9934993982315063
8.5583972930908203,4.3228425979614258,2.6298685073852539,1.6212797164916992,5.818967342376709
17.438831329345703,4.8762683868408203,3.2985358238220215,2.742048978805542,6.815920352935791
21.473186492919922,2.3101398944854736,3.555938720703125,4.9637093544006348,4.4564361572265625
21.236909866333008,1.3534952402114868,1.5710214376449585,2.5242295265197754,8.4800825119018555
18.709798812866211,4.8539566993713379,2.9460048675537109,4.5058550834655762,4.4000463485717773
15.460624694824219,4.9572138786315918,1.5197371244430542,3.7445926666259766,4.2868938446044922
2.3103342056274414,4.6763081550598145,2.1260378360748291,3.5436182022094727,0.85590845346450806
4.1368527412414551,4.4019427299499512,1.7053194046020508,3.6392509937286377,1.2939435243606567
21.507221221923828,2.9747710227966309,4.4007019996643066,4.8042149543762207,4.6902408599853516
14.621421813964844,2.8744661808013916,1.6533266305923462,4.563936710357666,3.2858538627624512
0.54382437467575073,3.2358112335205078,4.2333817481994629,3.4868078231811523,0.38806590437889099
2.7188637256622314,1.427608847618103,3.4702551364898682,4.3745617866516113,0.7078171968460083
15.966705322265625,4.5949482917785645,2.6096546649932861,2.8850960731506348,5.8587245941162109
0.44634559750556946,3.4605889320373535,3.7036426067352295,3.176105260848999,0.3739628791809082
4.1175084114074707,4.9681830406188965,1.0892302989959717,4.4649753570556641,1.0155750513076782
13.261463165283203,3.7703056335449219,2.4390487670898438,4.1971235275268555,3.3309690952301025
16.635978698730469,2.4189393520355225,2.3934130668640137,2.6326892375946045,6.4924311637878418
15.694679260253906,1.693853497505188,2.0431442260742188,2.2160730361938477,7.2057623863220215
5.6133794784545898,1.1846722364425659,1.7483173608779907,1.7453674077987671,3.3096938133239746
17.114101409912109,2.3071587085723877,3.7234604358673096,2.4356060028076172,7.3037118911743164
5.9193310737609863,2.4231777191162109,4.5146217346191406,1.7735179662704468,3.8074138164520264
7.9971647262573242,2.9175488948822021,4.2350339889526367,3.5834064483642578,2.4960653781890869
17.922887802124023,3.6359124183654785,1.7204264402389526,4.2263345718383789,4.3574838638305664
15.639796257019043,1.343768835067749,3.0941996574401855,4.7251071929931641,3.3794758319854736
20.344425201416016,2.1857824325561523,3.5662662982940674,3.7196018695831299,5.6346402168273926
15.827896118164062,1.813692569732666,4.6697988510131836,2.6142418384552002,6.3087902069091797
13.722868919372559,3.6086390018463135,3.5075833797454834,4.1905779838562012,3.5095734596252441
2.5350828170776367,3.3086254596710205,4.7310552597045898,4.2962841987609863,0.84718024730682373
8.9946146011352539,3.7272086143493652,1.6626553535461426,4.2040224075317383,2.2547957897186279
6.5782294273376465,1.8677198886871338,3.2199199199676514,2.3899953365325928,2.9481101036071777
6.0782155990600586,1.0890790224075317,2.9288899898529053,4.989987850189209,1.2682712078094482
23.262262344360352,1.1558966636657715,2.6344320774078369,1.3505879640579224,17.402608871459961
9.5929021835327148,2.8268551826477051,3.9704489707946777,2.6216566562652588,3.9900963306427002
21.353826522827148,4.5104403495788574,2.4058012962341309,2.482048511505127,8.9467020034790039
15.203860282897949,3.1566288471221924,3.1583263874053955,2.459498405456543,6.4989256858825684
19.061855316162109,3.1019730567932129,3.0125107765197754,4.8195843696594238,4.1074442863464355
12.174899101257324,3.1769051551818848,4.947422981262207,3.936058521270752,3.4010486602783203
13.925471305847168,3.0656759738922119,1.5049291849136353,4.3484330177307129,3.2861189842224121
11.936370849609375,4.5454092025756836,3.8778173923492432,2.0249214172363281,6.5630760192871094
4.9291882514953613,2.640777587890625,2.2182824611663818,4.6925854682922363,1.1468943357467651
17.356246948242188,4.2780871391296387,3.8996033668518066,1.0912364721298218,17.09284782409668
6.9452357292175293,4.3288679122924805,2.5604674816131592,3.9090852737426758,1.9938225746154785
0.90019845962524414,3.3767240047454834,4.2654752731323242,3.2415363788604736,0.55861318111419678
15.541725158691406,1.7936667203903198,2.7934601306915283,4.5110116004943848,3.5329384803771973
4.5017843246459961,4.1012172698974609,2.2336020469665527,2.4523463249206543,2.1190776824951172
22.494966506958008,1.0217251777648926,2.6884183883666992,3.906965970993042,5.8134241104125977
22.812473297119141,1.2109854221343994,3.3398211002349854,2.0514893531799316,11.276115417480469
21.89167594909668,3.3245997428894043,3.4138433933258057,4.9057292938232422,4.6441454887390137
9.0521974563598633,2.0078938007354736,1.6025642156600952,3.683546781539917,2.5263454914093018
0.69137108325958252,2.0566878318786621,2.3876533508300781,4.4009737968444824,0.23480090498924255
22.208808898925781,1.1760530471801758,1.6556069850921631,3.1038272380828857,7.2051029205322266
10.419939041137695,4.5872836112976074,3.9456865787506104,2.5418758392333984,4.6429300308227539
23.112447738647461,3.2297940254211426,1.7910254001617432,3.0109932422637939,7.8279085159301758
23.040912628173828,1.0944087505340576,4.3430595397949219,3.9456591606140137,5.9349055290222168
20.43366813659668,3.2906174659729004,2.7083244323730469,4.0473895072937012,5.2218685150146484
7.267611026763916,3.8120431900024414,3.4033987522125244,2.6060552597045898,3.1684114933013916
9.4043312072753906,3.8590223789215088,2.5374197959899902,2.3281006813049316,4.3656377792358398
20.389524459838867,2.7841286659240723,3.3752784729003906,4.084709644317627,5.1725850105285645
7.7973337173461914,2.7002766132354736,4.6710052490234375,4.2735862731933594,2.0504453182220459
4.3222188949584961,2.1067719459533691,1.5554208755493164,1.1257436275482178,4.066678524017334
13.451624870300293,4.7776780128479004,4.0866422653198242,2.0367348194122314,7.3409490585327148
22.393520355224609,4.1578316688537598,3.660844087600708,3.3783152103424072,6.9810090065002441
16.733436584472656,4.967592716217041,2.6232864856719971,3.5021767616271973,5.0683488845825195
13.764179229736328,4.6316308975219727,4.8843965530395508,1.9433722496032715,7.9731402397155762
2.6176233291625977,2.6297142505645752,4.1691527366638184,3.0017936229705811,1.1380302906036377
14.823620796203613,2.7470574378967285,1.6152640581130981,2.1407532691955566,7.0881519317626953
23.663995742797852,3.4942615032196045,2.8342199325561523,1.2220296859741211,20.002479553222656
3.6290140151977539,2.2971515655517578,3.8474752902984619,4.1156458854675293,1.043337345123291
12.544795036315918,1.1303445100784302,4.6920924186706543,3.0359506607055664,4.2695913314819336
21.007951736450195,1.6576685905456543,4.3721318244934082,1.7806733846664429,12.11876106262207
17.787994384765625,3.2252063751220703,4.8260693550109863,4.8146123886108398,3.9462604522705078
16.756677627563477,3.1481795310974121,2.1500258445739746,3.9191858768463135,4.4115581512451172
16.88557243347168,4.8872389793395996,4.3641877174377441,2.0775041580200195,8.9198751449584961
8.8007478713989258,3.1264302730560303,2.0903182029724121,2.8271818161010742,3.2934298515319824
7.2474088668823242,3.6698839664459229,2.252955436706543,3.5666179656982422,2.2113597393035889
19.404815673828125,2.0850582122802734,3.682659387588501,4.256721019744873,4.7007160186767578
19.422548294067383,2.5718932151794434,1.8612558841705322,2.1415872573852539,9.2459630966186523
20.76515007019043,1.2809151411056519,2.537531852722168,2.712620735168457,7.7499752044677734
21.853399276733398,2.7753946781158447,4.9879169464111328,4.3630013465881348,5.2572507858276367
12.380095481872559,1.7952497005462646,4.4071588516235352,1.6884589195251465,7.6990594863891602
12.148480415344238,1.2503829002380371,3.7545762062072754,3.13623046875,3.9915285110473633
19.143976211547852,4.1732578277587891,1.6182132959365845,2.0219089984893799,9.7316379547119141
15.647599220275879,1.561922550201416,4.1023869514465332,4.2469239234924316,3.8032553195953369
16.873382568359375,4.5726413726806641,2.9572794437408447,1.0851750373840332,16.520790100097656
19.084987640380859,1.7301418781280518,3.5095729827880859,3.4286904335021973,5.7060294151306152
21.305713653564453,4.2436094284057617,3.3248145580291748,2.2286458015441895,10.055316925048828
8.2940578460693359,4.5073213577270508,2.296741247177124,4.3697400093078613,2.0808999538421631
9.1800546646118164,1.0354636907577515,1.8709887266159058,2.919119119644165,3.1973257064819336
2.5423233509063721,3.4698042869567871,1.4948371648788452,1.3883918523788452,2.1145017147064209
13.957912445068359,4.2392544746398926,4.542788028717041,2.7635641098022461,5.5868964195251465
1.1742467880249023,4.7118520736694336,1.8615896701812744,4.4515233039855957,0.40032270550727844
11.301836013793945,3.3322820663452148,2.5342721939086914,3.2678463459014893,3.6602938175201416
13.11793327331543,4.1340055465698242,1.7468420267105103,3.7359271049499512,3.6629610061645508
7.0812168121337891,3.0187160968780518,4.3144159317016602,1.345185399055481,6.0016498565673828
14.253807067871094,3.314784049987793,2.997084379196167,1.6755986213684082,8.9702425003051758
1.0459706783294678,1.9426145553588867,2.1333992481231689,4.8150606155395508,0.28016257286071777
1.2073862552642822,2.7126123905181885,1.7563662528991699,4.4521174430847168,0.3494618833065033
19.716886520385742,3.6003961563110352,3.5878593921661377,2.589268684387207,8.0052938461303711
8.8172359466552734,2.1297633647918701,4.1609048843383789,1.0866111516952515,8.7473764419555664
3.3220317363739014,2.7540132999420166,4.3683981895446777,4.2006950378417969,1.0015074014663696
12.637043952941895,4.7796101570129395,4.5565223693847656,3.4802501201629639,4.1089491844177246
18.476865768432617,1.4275611639022827,1.3104221820831299,3.2066745758056641,5.8083024024963379
5.4142417907714844,2.6025011539459229,3.3629610538482666,3.3816902637481689,1.7991476058959961
15.009440422058105,4.1793117523193359,1.5305112600326538,3.922926664352417,3.9544172286987305
2.3387966156005859,1.4112005233764648,1.1491917371749878,4.045872688293457,0.60941100120544434
1.5452476739883423,3.214357852935791,2.936556339263916,2.3191204071044922,0.95381611585617065
12.851811408996582,2.4035975933074951,4.5239839553833008,3.624920129776001,3.7790927886962891
13.070566177368164,3.1140964031219482,4.2550573348999023,2.9294936656951904,4.8126888275146484
15.352154731750488,2.3136026859283447,4.8902883529663086,4.5649852752685547,3.5566096305847168
17.44202995300293,1.3064360618591309,4.8202071189880371,1.3552250862121582,13.236536026000977
23.329240798950195,4.5788965225219727,4.6762270927429199,4.3338336944580078,5.7672824859619141
12.49696159362793,4.934300422668457,4.4672842025756836,1.1775878667831421,12.040560722351074
7.9395747184753418,2.7039792537689209,4.3509106636047363,1.7436867952346802,5.0713067054748535
19.07069206237793,3.8208813667297363,1.5184684991836548,3.6172242164611816,5.3988232612609863
6.7109336853027344,2.685652494430542,1.5861949920654297,3.4730052947998047,2.0283567905426025
10.674209594726562,4.0531973838806152,4.6692686080932617,1.7464612722396851,6.9385585784912109
2.1763639450073242,4.1902327537536621,3.1808202266693115,3.4181942939758301,0.91207283735275269
0.92458957433700562,2.2319169044494629,2.5040695667266846,2.0443551540374756,0.64555960893630981
23.018011093139648,1.1736946105957031,2.9344058036804199,2.3670449256896973,9.8396987915039062
20.032262802124023,4.9814252853393555,2.6556112766265869,3.0286402702331543,6.9560718536376953
16.732126235961914,3.8151297569274902,1.0975533723831177,4.3319993019104004,3.9388678073883057
9.9666318893432617,3.8895425796508789,1.2662811279296875,2.7780535221099854,3.7269356250762939
4.411827564239502,3.6049847602844238,3.2468128204345703,2.233729362487793,2.3676507472991943
