dataset_id,global_index,dataset_name,family,subgroup,metadata_class,dataset_rel,basename,formula_identity,feature_count,target_name,train_samples,valid_samples,id_test_samples,ood_test_samples,formula_char_count,formula_operator_count,formula_return_expr,expected_probe_methods,expected_total_runs,observed_methods,completed_methods,valid_methods,finished_runs,valid_runs,invalid_runs,timeout_runs,valid_extreme_error_runs,wrong_dataset_runs,not_finished_runs,completion_rate,dataset_valid_rate,dataset_invalid_rate,dataset_timeout_rate,dataset_extreme_error_rate,mean_median_log_id_nmse,mean_median_log_ood_nmse,median_log_id_nmse_across_probes,median_log_ood_nmse_across_probes,mean_iqr_log_id_nmse,mean_iqr_log_ood_nmse,max_iqr_log_ood_nmse,id_probe_variance,ood_probe_variance,ood_id_gap_variance,pairwise_gap_mean,pairwise_gap_max,valid_pattern_entropy,rank_entropy,winner_probe,winner_margin,worst_probe,semantic_duplicate_group,formula_hash,operator_group,difficulty_score,instability_raw,norm_id_probe_variance,norm_ood_probe_variance,norm_ood_id_gap_variance,norm_pairwise_gap_mean,norm_valid_pattern_entropy,discrimination_score,stability_score,info_score,difficulty_bin,mean_ood_minus_id_log_nmse,failure_mode,eligible_class,feature_count_bin,total_samples,sample_count_bin,complexity_bin,compatibility_score,selection_info_score,selection_disc_score,selection_stability_score,selection_score_simple,selected_core50,selected_core60,selected_core70,selected_core80,first_core_size
g0011,11,BPG18,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG18,BPG18,llm-srbench/bio_pop_growth/BPG18,2,dP_dt,3500,500,500,500,137,10,0.4770530111687279 * P * np.sin(0.7760602430275763 * t) + 0.44545499474048156 * (1 - P / 51.06128580599878) * P + 0.44545499474048156 * P,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-0.6146420684899363,-0.7389673408259885,-0.5359485539093639,-0.7171628686171915,0.0836160903487518,0.3074366300257435,0.5050418947878709,0.1363079092231446,0.8073285302285701,0.3003657847856533,1.3338052497883603,2.329931495576815,0.0,1.070786617985686,imcts,0.7020561862061427,dso,llm-srbench/bio_pop_growth/BPG18,be33b197229d1237,trigonometric,-0.6768047046579624,0.2407062490376219,0.0038446176499344,0.0225818972082957,0.052225766691575,0.1576208542679457,0.0,0.0328452306309114,0.9085136776822306,0.0298403412748103,hard,-0.1243252723360521,all_good,eligible,low,5000,small,complex,0.07411362686137,0.030535168702906394,0.03361002641237802,0.9085136776822306,0.3384426183875642,False,False,False,False,
g0012,12,BPG19,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG19,BPG19,llm-srbench/bio_pop_growth/BPG19,2,dP_dt,3500,500,500,500,104,8,0.42056708240583474 * (1 - P / 84.4133476416777) * P + 0.42056708240583474 * P / t ** 2.5945383274467897,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-3.9502935241953896,0.5238196691672238,-3.193456264570548,1.1696536328094171,0.9454234455329612,1.46955505849781,3.516674072561651,9.555887295799607,8.15275785159467,0.0664030374174742,4.075253382588884,6.87746413810634,0.0,0.2331089949328749,udsr,2.820836055730416,pyoperon,llm-srbench/bio_pop_growth/BPG19,16a2318fe14414d6,rational,-1.7132369275140829,1.4802415270180465,0.2793531209707653,0.2282377838216466,0.0115361832527843,0.4902727404913354,0.0,0.2284145182143953,0.3832349570826285,0.0875364280849431,hard,4.474113193362613,ood_failure,eligible,low,5000,small,moderate,0.04698500153045609,0.08957469938455195,0.23373311262218413,0.3832349570826285,0.22118747222640517,False,False,False,False,
g0013,13,BPG2,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG2,BPG2,llm-srbench/bio_pop_growth/BPG2,2,dP_dt,3500,500,500,500,117,8,0.2569297861044923 * P * np.sin(0.7218439642922193 * t) + 0.11492904603507054 * P * np.exp(-0.030384619767814418 * t),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-1.0457904421589264,-1.060611954709343,-0.6636239218559634,-0.6553138649045132,0.2117911911517112,0.2069349521358067,0.4288863069443742,0.9427086323274082,1.1276007169577336,0.0118800430245702,1.4591273189078195,2.6913015755982816,0.0,0.7928367195709216,imcts,1.8158173740827648,dso,llm-srbench/bio_pop_growth/BPG2,9a22b81fdedeb166,mixed_elementary,-1.053201198434135,0.2109094804735398,0.0274306236892167,0.0315488149523402,0.0020538278152686,0.1728276430374342,0.0,0.0382336420005786,0.921140674870116,0.0352185627951554,hard,-0.0148215125504169,all_good,eligible,low,5000,small,moderate,0.14291351310529582,0.03603862122487771,0.039123906052633335,0.921140674870116,0.3464413969662622,False,False,False,False,
g0014,14,BPG20,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG20,BPG20,llm-srbench/bio_pop_growth/BPG20,2,dP_dt,3500,500,500,500,229,21,0.13870625668024555 * (-1 + P / 8.038138014396704) * (1 - P / 70.01799944958296) * P + 0.13870625668024555 * (1 - P / 70.01799944958296) * P + 0.13870625668024555 * P / (1 + np.exp(-8.038138014396704 * (-0.5894251550796137 + P))),4,12,4,4,4,12,11,0,0,0,0,0,1.0,0.9166666666666666,0.0,0.0,0.0,-2.2151447327581493,0.6958454896675693,-0.5483629237281957,1.3218512845719357,0.0808316097908925,0.253845266453065,0.5373971272465248,14.945660773484798,12.373070528488334,1.2438543277998984,5.077756368037816,9.690279838187156,0.0,0.0381090296863866,udsr,5.3993021620695965,imcts,llm-srbench/bio_pop_growth/BPG20,844cba45e0628e3d,exponential_log,-0.7596496215452899,0.2251838539887095,0.4369958737025358,0.3463972687720393,0.216312384011502,0.6119181238433435,0.0,0.3678262698521609,0.9150916137497048,0.3365947348585484,hard,2.9109902224257187,ood_failure,eligible,low,5000,small,complex,0.3898762295278151,0.34443228777989776,0.3763910439180427,0.9150916137497048,0.5505548030969591,False,False,False,False,
g0015,15,BPG21,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG21,BPG21,llm-srbench/bio_pop_growth/BPG21,2,dP_dt,3500,500,500,500,135,12,0.1404201690960543 * (-1 + P / 4.5321236760653205) * (1 - P / 78.49071311458529) * P + 0.1404201690960543 * P / t ** 4.5321236760653205,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-3.759531969747131,-1.8661724788330736,-3.612560439147085,-2.3521660813185985,0.1904483717793337,2.1676925225482133,3.7516970867717134,4.117073906213611,3.652128647298936,1.435673455450182,2.721847074615677,5.155661531081236,0.0,0.823710703128042,udsr,1.1737946333443912,pyoperon,llm-srbench/bio_pop_growth/BPG21,103fb0108cacfa4f,rational,-2.8128522242901024,1.655506100729495,0.1202760247108717,0.1022300518249496,0.2496725684318008,0.3260481630545898,0.0,0.1479328283577666,0.3089629676677067,0.045705765664893,medium,1.8933594909140572,ood_failure,eligible,low,5000,small,complex,0.0,0.04677001688486509,0.151377419882783,0.3089629676677067,0.1594590302584432,False,False,False,False,
g0016,16,BPG22,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG22,BPG22,llm-srbench/bio_pop_growth/BPG22,2,dP_dt,3500,500,500,500,127,10,0.11781609251252895 * (1 - np.exp(-0.027228491244958825 * P)) * P + 0.11781609251252895 * P * np.exp(-0.027228491244958825 * t),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-4.810081387520016,-2.486570994434356,-4.043341366027567,-2.4892117036090515,0.6344747023153053,0.4664843477891628,0.8161733893568683,4.715801158612735,0.1937667401129634,4.870087962695191,0.6558869702717068,1.1687544598307629,0.0,1.295985647806822,imcts,0.3645665904970148,dso,llm-srbench/bio_pop_growth/BPG22,7ec82a6ee0db888e,exponential_log,-3.648326190977186,0.4767233574500999,0.137787894661344,0.0054035147860097,0.8469680662318297,0.0753611201922331,0.0,0.1846983152605715,0.8084965446898431,0.1493279496982074,medium,2.3235103930856598,ood_failure,eligible,low,5000,small,complex,0.05257350625305713,0.15280502639368254,0.18899898508818228,0.8084965446898431,0.38953584953623865,False,False,False,False,
g0017,17,BPG23,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG23,BPG23,llm-srbench/bio_pop_growth/BPG23,2,dP_dt,3500,500,500,500,118,10,0.5980421690791728 * (1 - P / 32.93940240233941) * P + 0.5980421690791728 * (1 - np.exp(-0.07682777495563793 * P)) * P,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.9449870747555456,0.1607806567905569,-2.673532126087744,0.0,0.247645146900716,0.3562783536966231,0.687051615991426,3.966516303729777,1.4693943484637793,1.303976761662297,1.6991432716906345,3.398286543381269,0.0,0.9560566662098317,udsr,1.3775819581095206,pyoperon,llm-srbench/bio_pop_growth/BPG23,29284722ee8e411a,exponential_log,-1.3921032089824943,0.3294506940570776,0.1158724417034388,0.0411182858778463,0.2267685648210797,0.2019515788367758,0.0,0.1091571972602893,0.8709063829418242,0.0950656998380258,hard,3.1057677315461025,ood_failure,eligible,low,5000,small,complex,0.04047995780590719,0.09727928898937946,0.11169890460646398,0.8709063829418242,0.370932694996152,False,False,False,False,
g0018,18,BPG3,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,BPG3,llm-srbench/bio_pop_growth/BPG3,2,dP_dt,3500,500,500,500,149,14,0.8450821034088298 * (-1 + P / 5.115386454523557) * (1 - P / 34.43886242377677) * P + 0.8450821034088298 * (1 - np.exp(-0.09687266473516928 * P)) * P,4,12,4,4,4,12,12,0,0,3,0,0,1.0,1.0,0.0,0.0,0.25,-3.096520817313397,1.1678803832259652,-3.519932005672347,2.3357607664519304,0.2245290535099939,0.4870694591775069,1.555460222493811,41.589381763110765,80.6195447040032,16.00403822202227,13.269785643719196,24.0,0.0,0.0003093706244866,udsr,10.526403835294344,imcts,llm-srbench/bio_pop_growth/BPG3,ff2fee908d845cef,exponential_log,-0.9643202170437156,0.5508256388717638,1.0,1.0,1.0,1.0,0.0,0.95,0.7770941697271049,0.7382394612407496,hard,4.264401200539362,ood_failure,eligible,low,5000,small,complex,0.9501653605406027,0.7554292454140948,0.9721205934145432,0.7770941697271049,0.806350238523738,True,True,True,True,50
g0019,19,BPG4,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG4,BPG4,llm-srbench/bio_pop_growth/BPG4,2,dP_dt,3500,500,500,500,140,12,0.1727856699554779 * (1 - P / 48.5483027446097) * P + 0.1727856699554779 * P / (1 + np.exp(-1.5237423595759925 * (-0.9236923548638324 + P))),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.115498917830471,3.2355974698380505,-0.9495859619524448,4.613854220082732,0.974331420818204,2.054397078123902,4.663826981507091,8.751558359654604,15.787929695487009,1.0870596534627757,5.37387203849299,10.518197552002292,0.0,0.0065387018918903,udsr,7.671292489014977,imcts,llm-srbench/bio_pop_growth/BPG4,45b80bf3cf2c82fb,exponential_log,0.56004927600379,1.94939051171462,0.2558277115782036,0.4420058246403884,0.1890434702379835,0.6478492928990903,0.0,0.3373831875021137,0.1844233679090365,0.0622213437150257,extreme,5.351096387668521,ood_failure,limited_quota,low,5000,small,complex,0.04698500153045609,0.0636701574476853,0.3452390994133104,0.1844233679090365,0.16224756950228322,False,False,False,False,
g0020,20,BPG5,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG5,BPG5,llm-srbench/bio_pop_growth/BPG5,2,dP_dt,3500,500,500,500,111,10,0.9198344660444582 * (1 - P / 84.0283518630852) * P + 0.9198344660444582 * P ** 2 / (7.531475575495239 * P + 1),4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-2.6302344092784504,0.9458317589959668,-1.348874976909761,1.5037153944118642,0.2118457693929997,0.2215031045658624,0.671158648495509,14.089195414826309,14.147758901324902,1.0324119911021905,5.542259146563637,10.082041363519366,0.0,0.057898490092344,udsr,4.6530725581796135,imcts,llm-srbench/bio_pop_growth/BPG5,d65614fbdbc93cca,rational,-0.8422013251412417,0.2652021254040467,0.4119455525123558,0.3960846450723576,0.1795394331963228,0.6682816652811209,0.0,0.3765696506622102,0.8981330432410018,0.3382096463414518,hard,3.576066168274417,ood_failure,eligible,low,5000,small,complex,0.8766952342551982,0.34608480221049986,0.3853380129091105,0.8981330432410018,0.5471523287108977,True,True,True,True,50
g0021,21,BPG6,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG6,BPG6,llm-srbench/bio_pop_growth/BPG6,2,dP_dt,3500,500,500,500,169,13,-6.216849410245645 * 1.4127513976416965 * P + 0.8578822735168387 * (1 - P / 79.20259671838578) * P + 0.8578822735168387 * P ** 0.333333333333333 + 0.8578822735168387 * P,4,12,4,4,4,12,12,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,-4.4960653116756575,0.868351758788349,-4.183172390186625,1.0956885982229376,0.2757484717213003,0.4687543807639799,0.7482661848137495,9.338884989483486,6.168700294212791,0.7639761422098718,3.5255287993103632,5.698613124326318,0.0,0.5642557656185643,udsr,1.275313529590724,dso,llm-srbench/bio_pop_growth/BPG6,050df6d9778b0f3b,rational,-1.8138567764436544,0.3923046836126019,0.2730061304973348,0.1726885302377317,0.1328544673445661,0.4235682432064791,0.0,0.2182781256796061,0.8442707043896983,0.1842858269203841,hard,5.364417070464007,ood_failure,eligible,low,5000,small,complex,0.007977341232720097,0.1885768920249827,0.2233606958579715,0.8442707043896983,0.4250264871192309,False,False,False,False,
g0022,22,BPG7,llm-srbench,bio_pop_growth,bio_pop_growth,sim-datasets-data/llm-srbench/bio_pop_growth/BPG7,BPG7,llm-srbench/bio_pop_growth/BPG7,2,dP_dt,3500,500,500,500,188,16,0.7213553457664288 * (-1 + P / 6.6511035054181695) * (1 - P / 13.538092585698905) * P + 0.7213553457664288 * (1 - P / 13.538092585698905) * P + 0.7213553457664288 * P ** 0.3333333333333333,4,12,4,4,4,12,11,0,0,0,0,0,1.0,0.9166666666666666,0.0,0.0,0.0,-3.940469248528784,-0.9289626703166254,-3.1782997952498344,0.0,1.0690391699922708,1.1137662493675309,3.701105349504635,7.3394509009458515,3.3912863037104737,1.2096194428169411,2.248695026395833,4.497390052791666,0.0,0.2206097408022515,udsr,4.106620367029084,pyoperon,llm-srbench/bio_pop_growth/BPG7,2fd6d62d279cd0ee,rational,-2.4347159594227046,1.3995354036463934,0.2145256962216103,0.0949270391499855,0.2103584309796575,0.2686351048144528,0.0,0.1667257325084524,0.417435846708204,0.0695972973177113,medium,3.011506578212158,ood_failure,eligible,low,5000,small,complex,0.0,0.07121785891425464,0.1706079137090433,0.417435846708204,0.21227216560109463,False,False,False,False,
